Speaker Number,Feature 1,Feature 2,Feature 3,Feature 5,Feature 6,Feature 7,target
-1.6201851746019649,-1.2460974704112802,-0.22798328198998044,1.6649811126638843,1.6514441264664281,-0.8309308400621768,0.3358522042678261,9
-1.6201851746019649,-1.1796963109088219,-0.26171063542244916,1.1194387203067957,2.158430919649706,-0.7767823607572317,0.30269410806800867,3
-1.6201851746019649,-0.8408801380629463,-1.5011908740656728,-0.48556281083072544,1.5387803946479226,-1.244625221951958,0.5923911590769394,2
-1.6201851746019649,-0.06194345928411141,-1.3915769754101504,0.6542781780313073,0.7120274214503558,-1.2186339518855847,-0.17722570535040094,1
-1.6201851746019649,0.04787384296995384,-0.47531720716141734,0.7201649403932746,0.22160882412274113,0.8628335925965085,-0.8491134441361743,6
-1.6201851746019649,0.027442716969197496,-0.3474343253966403,0.40786168679754986,0.37237940640927125,0.47946235911749674,-1.0166490880931462,7
-1.6201851746019649,0.5467338361550875,0.10507433315564789,0.7017166469319237,0.45024992693088584,0.7068859721982665,0.19798433059490111,4
-1.6201851746019649,0.3602998113981862,0.8878299940675253,1.6544392306859697,-0.06170732500909038,-0.9327299811554739,1.1438626537686394,10
-1.6201851746019649,0.19940469414223005,-0.6060107017122335,0.2273319579257597,1.7375987449158745,-1.099507297414705,1.0321722244639913,5
-1.6201851746019649,-0.05938956853401677,-1.2229402082478065,1.400116327968776,1.568603147188115,-0.9998740954936061,0.6377653959819529,11
-1.6201851746019649,-0.12153424345298389,-0.8898825931021783,0.2919009850404876,1.2521506063449581,-1.2359614652631667,0.597626647950595,8
-1.6201851746019649,-1.284405831662698,-0.12961183447861335,1.567468704368173,1.880085229274573,-0.7551229690352537,0.3498135079309071,9
-1.6201851746019649,-1.2307741259107128,-0.49499149666369074,1.1168032498123175,2.1286081671095127,-0.8460924142675617,0.7232783809183237,3
-1.6201851746019649,-0.7898023230610555,-1.5798880320747666,-0.5198239272589484,1.6067099976561394,-1.3507562413896508,0.6569621885186891,2
-1.6201851746019649,-0.08322588220156583,-1.4028194265543061,0.6134283853668876,0.29119524671652414,-0.6273325578755831,-0.5908293263691757,1
-1.6201851746019649,0.22324100780977912,-0.7254617451188935,0.5501770934993991,0.6523819163699702,0.4166501231237603,-0.6693616594740064,6
-1.6201851746019649,0.1032081425553357,-0.3235441167153083,0.3762360408638056,0.5115522515968375,0.5401086559390353,-1.035845880629883,7
-1.6201851746019649,0.41903929865036055,0.21047231263211255,0.8519384651172088,-0.015316376613234903,0.743706938125629,0.03219384959581413,4
-1.6201851746019649,0.3134784809797861,0.8920459132465839,1.6557569659332088,-0.10478463423381315,-0.9262321636388807,1.2363562905365508,10
-1.6201851746019649,0.07852053197108835,-0.9727956702903304,0.11927766765213352,1.4476553174417777,-0.2807822903239338,0.33410704130994096,5
-1.6201851746019649,-0.060240865450715046,-1.2608834808593339,1.456778943600068,1.5603190492602836,-0.9717168862550343,0.7128074031710132,11
-1.6201851746019649,-0.19815096595582019,-0.9264205593206861,0.3591054826496941,1.1096641219862595,-1.2078042560245956,0.9867979875589779,8
-1.6201851746019649,-1.3150525206638326,-0.18722939659241392,1.6807939356307564,1.7491964820148378,-0.7681186040684406,0.4074038855411161,9
-1.6201851746019649,-1.2546104395782618,-0.6509805062888584,0.9112365512429795,2.1385490846229107,-0.45622336327195623,0.6744138180975404,3
-1.6201851746019649,-0.7208472728085029,-1.6824753987651926,-0.37487305006262056,1.530496296720091,-1.3962409640058047,0.6517266996450337,2
-1.6201851746019649,-0.11557516503609672,-1.4084406521263841,0.6635023247619826,0.5148658907679701,-1.0475247572819577,-0.22434510521329934,1
-1.6201851746019649,0.22579489855987336,-0.873018916385944,0.5211869180601336,0.770016106945175,-0.14432812247547186,-0.3814097714229607,6
-1.6201851746019649,0.21217414789270247,-0.4528323048731049,0.21942554644232376,0.3110770817433194,0.9797943078951901,-1.2539912503655235,7
-1.6201851746019649,0.3134784809797861,0.15988128248340963,0.6542781780313073,-0.850353447738633,1.4498031082621148,-0.09694820928768509,4
-1.6201851746019649,0.3773257497321498,0.8569132534210956,1.4725917665669401,-0.08987325796371674,-0.7356295164854734,1.1630594463053756,10
-1.6201851746019649,-0.05598438086722405,-0.9320417848927642,0.1733048127889467,1.7690783170416338,-0.7421273340020668,1.0182109208009102,5
-1.6201851746019649,-0.042363630200053154,-1.2313720466059235,1.41197594519393,1.676296420249922,-1.1081710541034964,0.6464912107713785,11
-1.6201851746019649,-0.21687949812318033,-0.8884772867091586,0.3340685129521467,1.2587778846872233,-1.3074374579456947,1.0810367872847748,8
-1.6201851746019649,-1.3422940219981745,-0.2813849249247224,1.6373086724718582,1.7309714665736093,-0.5818478352594292,0.39169741892015014,9
-1.6201851746019649,-1.303134363830058,-0.7915111455908113,0.7188472051460351,2.252869636026983,-0.4453936674109672,0.8018107140231545,3
-1.6201851746019649,-0.7080778190580301,-1.7850627654556182,-0.1376807055595386,1.374755255676862,-1.238127404435365,0.6953557735921619,2
-1.6201851746019649,-0.03129677028297689,-1.5574031297864546,0.6213347968503237,0.6855183080812955,-1.1796470467860238,-0.2452870607079208,1
-1.6201851746019649,0.15769114522401928,-0.8912878994951977,0.5369997410270058,0.8942775758626449,-0.5883456527760226,-0.2871709716971639,6
-1.6201851746019649,0.29815513647921904,-0.5497984459914524,0.07711013974047447,-0.13957784553070476,1.3306764537912352,-1.3761526574174823,7
-1.6201851746019649,0.20791766330921166,0.08821065643941353,0.7083053231681203,-0.4659713038872592,1.1920563467705758,-0.0271416909722801,4
-1.6201851746019649,0.3398686853974298,0.9271785730720721,1.3711261525295106,-1.1220718597715005,0.49029205497848577,-0.14755793506635378,10
-1.6201851746019649,-0.26029564087478746,-0.8884772867091586,0.24182704564539265,1.661385043979826,-0.8287649008899792,1.3079079718098412,5
-1.6201851746019649,-0.08322588220156583,-1.5250810827470054,1.43305970914976,1.3151097505964768,-0.47788275499393434,0.18227786397393497,11
-1.6201851746019649,-0.19559707520572572,-1.0585193602645215,0.208883664464409,1.3565302402356332,-1.2749483703627273,1.1665497722211458,8
-1.6201851746019649,-1.355063475748647,-0.3853775980081676,1.5701041748626514,1.7094328119612474,-0.287280107840527,0.2730263377839615,9
-1.6201851746019649,-1.2724876748289236,-0.923609946534647,0.5594012402300744,2.232987801000188,-0.3934111272782198,0.8279881583914314,3
-1.6201851746019649,-0.8340697627293607,-1.7077709138395438,-0.0810180899282469,1.3631575185778984,-1.3204330929788815,0.740730010497175,2
-1.6201851746019649,-0.028742879532882258,-1.668422334834997,0.7241181461349925,0.6904887668379942,-1.3052715187734967,-0.041102994635361115,1
-1.6201851746019649,0.03936087380297203,-0.875829529171983,0.5053740950932614,0.7965252203142353,-0.44106178906657156,-0.6693616594740064,6
-1.6201851746019649,0.3892439065659241,-0.6537911190748975,-0.06915847270309279,-0.14454830428740376,1.3046851837248616,-1.3726623315017121,7
-1.6201851746019649,0.17386578664128444,-0.1225853025135157,0.5554480344883566,-0.05010958791012651,0.9992877604449707,0.11072618270064485,4
-1.6201851746019649,0.4811839735693277,0.7824320145910607,1.074635721900658,-0.07496188169362052,-0.09884339985931793,0.8436946250123976,10
-1.6201851746019649,-0.41778557046395065,-1.0009017981507211,0.24182704564539265,1.5719167863592476,-0.8114373875123967,1.43355970477757,5
-1.6201851746019649,-0.09173885136854765,-1.714797445804642,1.4436015911276743,1.2637483434439223,-0.4085727014836045,0.3794812782149541,11
-1.6201851746019649,-0.2739163915419582,-1.0416556835482875,0.18516443001410066,1.0964095653017292,-1.1818129859582218,1.168294935179031,8
-1.6201851746019649,-1.4018848061670468,-0.46126414323122206,1.6742052593945598,1.676296420249922,-0.1984766017804171,0.2643005229945359,9
-1.6201851746019649,-1.184804092409011,-0.8716136099929243,0.5211869180601336,2.292633306080573,-0.4497255457553628,0.6464912107713785,3
