Speaker Number,Sex,Feature 0,Feature 1,Feature 4,Feature 6,Feature 8,target
-1.6201851746019649,0.9354143466934854,-0.5011346412573408,-1.2460974704112802,0.2072324466449029,-0.8309308400621768,-1.002019148835474,9
-1.6201851746019649,0.9354143466934854,-0.14191451257164428,-1.1796963109088219,0.06120672147917892,-0.7767823607572317,-0.5580610366910354,3
-1.6201851746019649,0.9354143466934854,1.2477607929528296,-0.8408801380629463,-0.6041888509254604,-1.244625221951958,-0.8879587642924365,2
-1.6201851746019649,0.9354143466934854,1.055485916380678,-0.06194345928411141,-1.1250641180114447,-1.2186339518855847,0.37196979112142503,1
-1.6201851746019649,0.9354143466934854,0.6974171342612813,0.04787384296995384,-1.99820762931165,0.8628335925965085,1.0177270451496994,6
-1.6201851746019649,0.9354143466934854,0.404975106421003,0.027442716969197496,-1.9304637361935308,0.47946235911749674,0.9492908144238769,7
-1.6201851746019649,0.9354143466934854,-0.3203732303481926,0.5467338361550875,-2.543169613950744,0.7068859721982665,1.1932045598312957,4
-1.6201851746019649,0.9354143466934854,-0.8488413042800345,0.3602998113981862,-2.272194041478266,-0.9327299811554739,1.5406500389008564,10
-1.6201851746019649,0.9354143466934854,-0.7555822324097093,0.19940469414223005,-0.5560154158192421,-1.099507297414705,0.23860687996341204,5
-1.6201851746019649,0.9354143466934854,-0.511496760354044,-0.05938956853401677,0.5579952710120544,-0.9998740954936061,0.6369408382906354,11
-1.6201851746019649,0.9354143466934854,0.19773272448694704,-0.12153424345298389,-0.7953771715032639,-1.2359614652631667,0.5000683768389903,8
-1.6201851746019649,0.9354143466934854,-0.5172534931855454,-1.284405831662698,0.12593977490315966,-0.7551229690352537,-0.8669014625306448,9
-1.6201851746019649,0.9354143466934854,-0.03829332160461656,-1.2307741259107128,0.08228259933814941,-0.8460924142675617,-0.8265416341538777,3
-1.6201851746019649,0.9354143466934854,1.2304905944583253,-0.7898023230610555,-0.5996725913842523,-1.3507562413896508,-1.0529076280931369,2
-1.6201851746019649,0.9354143466934854,1.0359130247535724,-0.08322588220156583,-0.9865654920810671,-0.6273325578755831,0.7404725719527773,1
-1.6201851746019649,0.9354143466934854,0.7641952351066995,0.22324100780977912,-1.8988499194050747,0.4166501231237603,1.0738798498478102,6
-1.6201851746019649,0.9354143466934854,0.4349101171448108,0.1032081425553357,-2.0524027438061454,0.5401086559390353,0.9808767670665642,7
-1.6201851746019649,0.9354143466934854,-0.4355078869782232,0.41903929865036055,-2.479941980373832,0.743706938125629,1.2598860154103022,4
-1.6201851746019649,0.9354143466934854,-0.8603547699430378,0.3134784809797861,-2.409187247561574,-0.9262321636388807,1.5810098672776234,10
-1.6201851746019649,0.9354143466934854,-0.6669285468045856,0.07852053197108835,-0.5183799196425091,-0.2807822903239338,1.219526187033535,5
-1.6201851746019649,0.9354143466934854,-0.5402804245115517,-0.060240865450715046,0.5263814542235986,-0.9717168862550343,0.4158391697918241,11
