Speaker Number,Sex,Feature 0,Feature 4,Feature 6,Feature 9,target
-1.6201851746019649,0.9354143466934854,-0.5011346412573408,0.2072324466449029,-0.8309308400621768,-1.2302215443478453,9
-1.6201851746019649,0.9354143466934854,-0.14191451257164428,0.06120672147917892,-0.7767823607572317,-0.6902006785788198,3
-1.6201851746019649,0.9354143466934854,1.2477607929528296,-0.6041888509254604,-1.244625221951958,0.03700533391382458,2
-1.6201851746019649,0.9354143466934854,1.055485916380678,-1.1250641180114447,-1.2186339518855847,-1.1987479356067057,1
-1.6201851746019649,0.9354143466934854,0.6974171342612813,-1.99820762931165,0.8628335925965085,-0.5378021520427759,6
-1.6201851746019649,0.9354143466934854,0.404975106421003,-1.9304637361935308,0.47946235911749674,-0.48645047462302193,7
-1.6201851746019649,0.9354143466934854,-0.3203732303481926,-2.543169613950744,0.7068859721982665,-0.4881069803462398,4
-1.6201851746019649,0.9354143466934854,-0.8488413042800345,-2.272194041478266,-0.9327299811554739,-0.3804341083370783,10
-1.6201851746019649,0.9354143466934854,-0.7555822324097093,-0.5560154158192421,-1.099507297414705,-0.6007493695250549,5
-1.6201851746019649,0.9354143466934854,-0.511496760354044,0.5579952710120544,-0.9998740954936061,-1.2666646702586382,11
-1.6201851746019649,0.9354143466934854,0.19773272448694704,-0.7953771715032639,-1.2359614652631667,-1.245130095856806,8
-1.6201851746019649,0.9354143466934854,-0.5172534931855454,0.12593977490315966,-0.7551229690352537,-1.2285650386246272,9
-1.6201851746019649,0.9354143466934854,-0.03829332160461656,0.08228259933814941,-0.8460924142675617,-0.42350325714074294,3
-1.6201851746019649,0.9354143466934854,1.2304905944583253,-0.5996725913842523,-1.3507562413896508,0.0734484598246177,2
-1.6201851746019649,0.9354143466934854,1.0359130247535724,-0.9865654920810671,-0.6273325578755831,-1.14077023529408,1
-1.6201851746019649,0.9354143466934854,0.7641952351066995,-1.8988499194050747,0.4166501231237603,-0.9303940084454108,6
-1.6201851746019649,0.9354143466934854,0.4349101171448108,-2.0524027438061454,0.5401086559390353,-0.6405055068822836,7
-1.6201851746019649,0.9354143466934854,-0.4355078869782232,-2.479941980373832,0.743706938125629,-0.31086086796192786,4
-1.6201851746019649,0.9354143466934854,-0.8603547699430378,-2.409187247561574,-0.9262321636388807,-0.36718206255133534,10
-1.6201851746019649,0.9354143466934854,-0.6669285468045856,-0.5183799196425091,-0.2807822903239338,-0.8425992051148636,5
-1.6201851746019649,0.9354143466934854,-0.5402804245115517,0.5263814542235986,-0.9717168862550343,-1.0960445807671977,11
-1.6201851746019649,0.9354143466934854,0.29674852918877354,-0.9082836600334628,-1.2078042560245956,-1.2766037045979455,8
-1.6201851746019649,0.9354143466934854,-0.5310696519811491,0.16809153062110077,-0.7681186040684406,-1.2749471988747274,9
