Speaker Number,Feature 0,Feature 2,Feature 3,Feature 8,Feature 9,target
-1.6201851746019649,-0.5011346412573408,-0.22798328198998044,1.6649811126638843,-1.002019148835474,-1.2302215443478453,9
-1.6201851746019649,-0.14191451257164428,-0.26171063542244916,1.1194387203067957,-0.5580610366910354,-0.6902006785788198,3
-1.6201851746019649,1.2477607929528296,-1.5011908740656728,-0.48556281083072544,-0.8879587642924365,0.03700533391382458,2
-1.6201851746019649,1.055485916380678,-1.3915769754101504,0.6542781780313073,0.37196979112142503,-1.1987479356067057,1
-1.6201851746019649,0.6974171342612813,-0.47531720716141734,0.7201649403932746,1.0177270451496994,-0.5378021520427759,6
-1.6201851746019649,0.404975106421003,-0.3474343253966403,0.40786168679754986,0.9492908144238769,-0.48645047462302193,7
-1.6201851746019649,-0.3203732303481926,0.10507433315564789,0.7017166469319237,1.1932045598312957,-0.4881069803462398,4
-1.6201851746019649,-0.8488413042800345,0.8878299940675253,1.6544392306859697,1.5406500389008564,-0.3804341083370783,10
-1.6201851746019649,-0.7555822324097093,-0.6060107017122335,0.2273319579257597,0.23860687996341204,-0.6007493695250549,5
-1.6201851746019649,-0.511496760354044,-1.2229402082478065,1.400116327968776,0.6369408382906354,-1.2666646702586382,11
-1.6201851746019649,0.19773272448694704,-0.8898825931021783,0.2919009850404876,0.5000683768389903,-1.245130095856806,8
-1.6201851746019649,-0.5172534931855454,-0.12961183447861335,1.567468704368173,-0.8669014625306448,-1.2285650386246272,9
-1.6201851746019649,-0.03829332160461656,-0.49499149666369074,1.1168032498123175,-0.8265416341538777,-0.42350325714074294,3
-1.6201851746019649,1.2304905944583253,-1.5798880320747666,-0.5198239272589484,-1.0529076280931369,0.0734484598246177,2
-1.6201851746019649,1.0359130247535724,-1.4028194265543061,0.6134283853668876,0.7404725719527773,-1.14077023529408,1
-1.6201851746019649,0.7641952351066995,-0.7254617451188935,0.5501770934993991,1.0738798498478102,-0.9303940084454108,6
-1.6201851746019649,0.4349101171448108,-0.3235441167153083,0.3762360408638056,0.9808767670665642,-0.6405055068822836,7
