Speaker Number,Sex,Feature 2,Feature 5,Feature 7,Feature 9,target
-1.6201851746019649,0.9354143466934854,-0.22798328198998044,1.6514441264664281,0.3358522042678261,-1.2302215443478453,9
-1.6201851746019649,0.9354143466934854,-0.26171063542244916,2.158430919649706,0.30269410806800867,-0.6902006785788198,3
-1.6201851746019649,0.9354143466934854,-1.5011908740656728,1.5387803946479226,0.5923911590769394,0.03700533391382458,2
-1.6201851746019649,0.9354143466934854,-1.3915769754101504,0.7120274214503558,-0.17722570535040094,-1.1987479356067057,1
-1.6201851746019649,0.9354143466934854,-0.47531720716141734,0.22160882412274113,-0.8491134441361743,-0.5378021520427759,6
-1.6201851746019649,0.9354143466934854,-0.3474343253966403,0.37237940640927125,-1.0166490880931462,-0.48645047462302193,7
-1.6201851746019649,0.9354143466934854,0.10507433315564789,0.45024992693088584,0.19798433059490111,-0.4881069803462398,4
-1.6201851746019649,0.9354143466934854,0.8878299940675253,-0.06170732500909038,1.1438626537686394,-0.3804341083370783,10
-1.6201851746019649,0.9354143466934854,-0.6060107017122335,1.7375987449158745,1.0321722244639913,-0.6007493695250549,5
-1.6201851746019649,0.9354143466934854,-1.2229402082478065,1.568603147188115,0.6377653959819529,-1.2666646702586382,11
-1.6201851746019649,0.9354143466934854,-0.8898825931021783,1.2521506063449581,0.597626647950595,-1.245130095856806,8
-1.6201851746019649,0.9354143466934854,-0.12961183447861335,1.880085229274573,0.3498135079309071,-1.2285650386246272,9
-1.6201851746019649,0.9354143466934854,-0.49499149666369074,2.1286081671095127,0.7232783809183237,-0.42350325714074294,3
-1.6201851746019649,0.9354143466934854,-1.5798880320747666,1.6067099976561394,0.6569621885186891,0.0734484598246177,2
-1.6201851746019649,0.9354143466934854,-1.4028194265543061,0.29119524671652414,-0.5908293263691757,-1.14077023529408,1
-1.6201851746019649,0.9354143466934854,-0.7254617451188935,0.6523819163699702,-0.6693616594740064,-0.9303940084454108,6
-1.6201851746019649,0.9354143466934854,-0.3235441167153083,0.5115522515968375,-1.035845880629883,-0.6405055068822836,7
-1.6201851746019649,0.9354143466934854,0.21047231263211255,-0.015316376613234903,0.03219384959581413,-0.31086086796192786,4
-1.6201851746019649,0.9354143466934854,0.8920459132465839,-0.10478463423381315,1.2363562905365508,-0.36718206255133534,10
-1.6201851746019649,0.9354143466934854,-0.9727956702903304,1.4476553174417777,0.33410704130994096,-0.8425992051148636,5
-1.6201851746019649,0.9354143466934854,-1.2608834808593339,1.5603190492602836,0.7128074031710132,-1.0960445807671977,11
-1.6201851746019649,0.9354143466934854,-0.9264205593206861,1.1096641219862595,0.9867979875589779,-1.2766037045979455,8
-1.6201851746019649,0.9354143466934854,-0.18722939659241392,1.7491964820148378,0.4074038855411161,-1.2749471988747274,9
-1.6201851746019649,0.9354143466934854,-0.6509805062888584,2.1385490846229107,0.6744138180975404,-0.5858408180160941,3
-1.6201851746019649,0.9354143466934854,-1.6824753987651926,1.530496296720091,0.6517266996450337,-0.13195824985439802,2
-1.6201851746019649,0.9354143466934854,-1.4084406521263841,0.5148658907679701,-0.22434510521329934,-1.2848862332140347,1
-1.6201851746019649,0.9354143466934854,-0.873018916385944,0.770016106945175,-0.3814097714229607,-1.01653230605274,6
-1.6201851746019649,0.9354143466934854,-0.4528323048731049,0.3110770817433194,-1.2539912503655235,-0.5477411863820831,7
-1.6201851746019649,0.9354143466934854,0.15988128248340963,-0.850353447738633,-0.09694820928768509,0.11320459718184656,4
-1.6201851746019649,0.9354143466934854,0.8569132534210956,-0.08987325796371674,1.1630594463053756,-0.2876697878368777,10
-1.6201851746019649,0.9354143466934854,-0.9320417848927642,1.7690783170416338,1.0182109208009102,-0.4765114402837147,5
