Speaker Number,Sex,Feature 1,Feature 2,Feature 3,Feature 4,Feature 9,target
-1.6201851746019649,0.9354143466934854,-1.2460974704112802,-0.22798328198998044,1.6649811126638843,0.2072324466449029,-1.2302215443478453,9
-1.6201851746019649,0.9354143466934854,-1.1796963109088219,-0.26171063542244916,1.1194387203067957,0.06120672147917892,-0.6902006785788198,3
-1.6201851746019649,0.9354143466934854,-0.8408801380629463,-1.5011908740656728,-0.48556281083072544,-0.6041888509254604,0.03700533391382458,2
-1.6201851746019649,0.9354143466934854,-0.06194345928411141,-1.3915769754101504,0.6542781780313073,-1.1250641180114447,-1.1987479356067057,1
-1.6201851746019649,0.9354143466934854,0.04787384296995384,-0.47531720716141734,0.7201649403932746,-1.99820762931165,-0.5378021520427759,6
-1.6201851746019649,0.9354143466934854,0.027442716969197496,-0.3474343253966403,0.40786168679754986,-1.9304637361935308,-0.48645047462302193,7
-1.6201851746019649,0.9354143466934854,0.5467338361550875,0.10507433315564789,0.7017166469319237,-2.543169613950744,-0.4881069803462398,4
-1.6201851746019649,0.9354143466934854,0.3602998113981862,0.8878299940675253,1.6544392306859697,-2.272194041478266,-0.3804341083370783,10
-1.6201851746019649,0.9354143466934854,0.19940469414223005,-0.6060107017122335,0.2273319579257597,-0.5560154158192421,-0.6007493695250549,5
-1.6201851746019649,0.9354143466934854,-0.05938956853401677,-1.2229402082478065,1.400116327968776,0.5579952710120544,-1.2666646702586382,11
-1.6201851746019649,0.9354143466934854,-0.12153424345298389,-0.8898825931021783,0.2919009850404876,-0.7953771715032639,-1.245130095856806,8
-1.6201851746019649,0.9354143466934854,-1.284405831662698,-0.12961183447861335,1.567468704368173,0.12593977490315966,-1.2285650386246272,9
-1.6201851746019649,0.9354143466934854,-1.2307741259107128,-0.49499149666369074,1.1168032498123175,0.08228259933814941,-0.42350325714074294,3
-1.6201851746019649,0.9354143466934854,-0.7898023230610555,-1.5798880320747666,-0.5198239272589484,-0.5996725913842523,0.0734484598246177,2
-1.6201851746019649,0.9354143466934854,-0.08322588220156583,-1.4028194265543061,0.6134283853668876,-0.9865654920810671,-1.14077023529408,1
-1.6201851746019649,0.9354143466934854,0.22324100780977912,-0.7254617451188935,0.5501770934993991,-1.8988499194050747,-0.9303940084454108,6
-1.6201851746019649,0.9354143466934854,0.1032081425553357,-0.3235441167153083,0.3762360408638056,-2.0524027438061454,-0.6405055068822836,7
-1.6201851746019649,0.9354143466934854,0.41903929865036055,0.21047231263211255,0.8519384651172088,-2.479941980373832,-0.31086086796192786,4
-1.6201851746019649,0.9354143466934854,0.3134784809797861,0.8920459132465839,1.6557569659332088,-2.409187247561574,-0.36718206255133534,10
-1.6201851746019649,0.9354143466934854,0.07852053197108835,-0.9727956702903304,0.11927766765213352,-0.5183799196425091,-0.8425992051148636,5
-1.6201851746019649,0.9354143466934854,-0.060240865450715046,-1.2608834808593339,1.456778943600068,0.5263814542235986,-1.0960445807671977,11
-1.6201851746019649,0.9354143466934854,-0.19815096595582019,-0.9264205593206861,0.3591054826496941,-0.9082836600334628,-1.2766037045979455,8
-1.6201851746019649,0.9354143466934854,-1.3150525206638326,-0.18722939659241392,1.6807939356307564,0.16809153062110077,-1.2749471988747274,9
-1.6201851746019649,0.9354143466934854,-1.2546104395782618,-0.6509805062888584,0.9112365512429795,0.011527866525891415,-0.5858408180160941,3
-1.6201851746019649,0.9354143466934854,-0.7208472728085029,-1.6824753987651926,-0.37487305006262056,-0.37988129371213153,-0.13195824985439802,2
-1.6201851746019649,0.9354143466934854,-0.11557516503609672,-1.4084406521263841,0.6635023247619826,-1.0302226676460777,-1.2848862332140347,1
-1.6201851746019649,0.9354143466934854,0.22579489855987336,-0.873018916385944,0.5211869180601336,-1.6579827438739836,-1.01653230605274,6
-1.6201851746019649,0.9354143466934854,0.21217414789270247,-0.4528323048731049,0.21942554644232376,-1.8837957209343816,-0.5477411863820831,7
-1.6201851746019649,0.9354143466934854,0.3134784809797861,0.15988128248340963,0.6542781780313073,-2.0885328201358093,0.11320459718184656,4
-1.6201851746019649,0.9354143466934854,0.3773257497321498,0.8569132534210956,1.4725917665669401,-2.57177259104506,-0.2876697878368777,10
-1.6201851746019649,0.9354143466934854,-0.05598438086722405,-0.9320417848927642,0.1733048127889467,-0.6945140417496194,-0.4765114402837147,5
