model type,technique,training loses,testing loses,model path,training accuracies,training f1,training true positives,training true negatives,training false positives,training false negatives,testing accuracies,testing f1,testing true positives,testing true negatives,testing false positives,testing false negatives
Decision tree,baseline,"[0.1394658753709199, 0.1394658753709199, 0.12462908011869436, 0.11869436201780416, 0.11275964391691394, 0.14792899408284024, 0.1301775147928994, 0.13609467455621302, 0.1242603550295858, 0.14201183431952663]",0.1925925925925926,Models\DecisionTrees\20260419_Apr\baseline.pkl,"[86.05341246290801, 86.05341246290801, 87.53709198813057, 88.13056379821958, 88.72403560830861, 85.20710059171599, 84.02366863905326, 86.3905325443787, 87.57396449704143, 85.79881656804734]","[0.4946236559139785, 0.4946236559139785, 0.5882352941176471, 0.6153846153846154, 0.6274509803921569, 0.46808510638297873, 0.5769230769230769, 0.5576923076923077, 0.5714285714285714, 0.52]",30.0,294.0,9.0,42.0,76.29629629629629,0.16666666666666666,2.0,113.0,4.0,16.0
Decision tree,batch normalisation,"[0.2195845697329377, 0.1661721068249258, 0.20771513353115728, 0.1632047477744807, 0.17804154302670624, 0.17455621301775148, 0.17455621301775148, 0.17159763313609466, 0.1804733727810651, 0.21893491124260356]",0.28888888888888886,Models\DecisionTrees\20260419_Apr\batch_normalisation.pkl,"[69.73293768545994, 83.38278931750742, 70.91988130563797, 83.67952522255193, 82.19584569732937, 82.54437869822485, 82.54437869822485, 82.84023668639054, 81.95266272189349, 69.8224852071006]","[0.0, 0.5087719298245614, 0.0, 0.5299145299145299, 0.45454545454545453, 0.5203252032520326, 0.5755395683453237, 0.46296296296296297, 0.49586776859504134, 0.0]",0.0,294.0,0.0,81.0,71.11111111111111,0.0,0.0,96.0,0.0,39.0
Decision tree,dropout,"[0.06528189910979229, 0.06528189910979229, 0.06824925816023739, 0.07418397626112759, 0.07418397626112759, 0.05917159763313609, 0.05621301775147929, 0.0650887573964497, 0.0621301775147929, 0.0621301775147929]",0.24444444444444444,Models\DecisionTrees\20260419_Apr\dropout.pkl,"[92.58160237388724, 92.58160237388724, 92.28486646884274, 92.58160237388724, 91.3946587537092, 93.78698224852072, 94.37869822485207, 92.3076923076923, 92.89940828402366, 92.89940828402366]","[0.65625, 0.6764705882352942, 0.6229508196721312, 0.576271186440678, 0.6575342465753424, 0.7142857142857143, 0.7076923076923077, 0.65625, 0.676923076923077, 0.6440677966101694]",23.0,325.0,4.0,23.0,75.55555555555556,0.10810810810810811,2.0,100.0,14.0,19.0
Decision tree,layer normalisation,"[0.1394658753709199, 0.12759643916913946, 0.1572700296735905, 0.1543026706231454, 0.16913946587537093, 0.1863905325443787, 0.14497041420118342, 0.15680473372781065, 0.1804733727810651, 0.15384615384615385]",0.21481481481481482,Models\DecisionTrees\20260419_Apr\layer_normalisation.pkl,"[86.05341246290801, 87.24035608308606, 84.27299703264094, 84.56973293768546, 83.08605341246292, 79.28994082840237, 84.61538461538461, 84.31952662721893, 81.95266272189349, 84.61538461538461]","[0.7729468599033816, 0.7860696517412935, 0.7414634146341463, 0.7657657657657657, 0.7532467532467533, 0.676923076923077, 0.7379679144385026, 0.7557603686635944, 0.7136150234741784, 0.792]",93.0,230.0,23.0,29.0,78.51851851851852,0.21621621621621623,4.0,102.0,5.0,24.0
Decision tree,prune,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.5185185185185185,Models\DecisionTrees\20260419_Apr\prune.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",112.0,263.0,0.0,0.0,48.148148148148145,0.375,21.0,44.0,32.0,38.0
Decision tree,weight normalisation,"[0.14836795252225518, 0.1632047477744807, 0.1513353115727003, 0.1632047477744807, 0.1394658753709199, 0.16863905325443787, 0.15680473372781065, 0.17751479289940827, 0.15384615384615385, 0.15976331360946747]",0.29259259259259257,Models\DecisionTrees\20260419_Apr\weight_normalisation.pkl,"[84.27299703264094, 81.60237388724035, 82.7893175074184, 81.89910979228486, 81.89910979228486, 82.24852071005917, 83.4319526627219, 76.62721893491124, 83.13609467455622, 81.06508875739645]","[0.7549019607843137, 0.7577092511013216, 0.751219512195122, 0.7577092511013216, 0.7614213197969543, 0.7532467532467533, 0.7336683417085427, 0.6629213483146067, 0.7719298245614035, 0.7672413793103449]",98.0,219.0,29.0,29.0,69.62962962962963,0.25925925925925924,7.0,88.0,20.0,20.0
Decision tree,weight decay,"[0.21364985163204747, 0.2314540059347181, 0.22255192878338279, 0.19584569732937684, 0.20474777448071216, 0.21597633136094674, 0.22189349112426035, 0.20118343195266272, 0.21301775147928995, 0.22781065088757396]",0.3925925925925926,Models\DecisionTrees\20260419_Apr\weight_decay.pkl,"[71.51335311572701, 70.91988130563797, 76.26112759643917, 80.41543026706232, 79.52522255192879, 78.40236686390533, 77.81065088757396, 79.88165680473372, 78.69822485207101, 77.2189349112426]","[0.5862068965517241, 0.6213592233009708, 0.6666666666666666, 0.6451612903225806, 0.6229508196721312, 0.5966850828729282, 0.6445497630331753, 0.6091954022988506, 0.6086956521739131, 0.6280193236714976]",83.0,220.0,41.0,31.0,60.74074074074074,0.46464646464646464,23.0,59.0,30.0,23.0
Decision tree,weight perturbation,"[0.10979228486646884, 0.12462908011869436, 0.11275964391691394, 0.12462908011869436, 0.10385756676557864, 0.10650887573964497, 0.09763313609467456, 0.12130177514792899, 0.09763313609467456, 0.11242603550295859]",0.2222222222222222,Models\DecisionTrees\20260419_Apr\weight_perturbation.pkl,"[89.02077151335311, 83.67952522255193, 88.72403560830861, 87.53709198813057, 85.45994065281899, 89.3491124260355, 89.3491124260355, 84.02366863905326, 90.23668639053254, 87.86982248520711]","[0.7218045112781954, 0.676923076923077, 0.7397260273972602, 0.72, 0.72, 0.7428571428571429, 0.7814569536423841, 0.7092198581560284, 0.7480916030534351, 0.75]",59.0,278.0,14.0,24.0,77.77777777777779,0.16666666666666666,3.0,102.0,17.0,13.0
KNN,baseline,"[0.13056379821958458, 0.13056379821958458, 0.14836795252225518, 0.1513353115727003, 0.14836795252225518, 0.14497041420118342, 0.13313609467455623, 0.1390532544378698, 0.15384615384615385, 0.15384615384615385]",0.1925925925925926,Models\KNN\20260419_Apr\baseline.pkl,"[86.94362017804154, 86.94362017804154, 85.16320474777447, 84.86646884272997, 85.16320474777447, 85.50295857988166, 86.68639053254438, 86.09467455621301, 84.61538461538461, 84.61538461538461]","[0.47619047619047616, 0.5111111111111111, 0.4186046511627907, 0.4631578947368421, 0.4897959183673469, 0.4948453608247423, 0.5360824742268041, 0.4835164835164835, 0.43478260869565216, 0.4583333333333333]",24.0,297.0,6.0,48.0,80.74074074074075,0.0,0.0,109.0,8.0,18.0
KNN,batch normalisation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3333333333333333,Models\KNN\20260419_Apr\batch_normalisation.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",81.0,294.0,0.0,0.0,66.66666666666666,0.34782608695652173,12.0,78.0,18.0,27.0
KNN,dropout,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.15555555555555556,Models\KNN\20260419_Apr\dropout.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",46.0,329.0,0.0,0.0,84.44444444444444,0.0,0.0,114.0,0.0,21.0
KNN,layer normalisation,"[0.13056379821958458, 0.12759643916913946, 0.11869436201780416, 0.13056379821958458, 0.13353115727002968, 0.13609467455621302, 0.11834319526627218, 0.1242603550295858, 0.12721893491124261, 0.1242603550295858]",0.31851851851851853,Models\KNN\20260419_Apr\layer_normalisation.pkl,"[86.94362017804154, 87.24035608308606, 88.13056379821958, 86.94362017804154, 86.64688427299704, 86.3905325443787, 88.16568047337277, 87.57396449704143, 87.27810650887574, 87.57396449704143]","[0.78, 0.7860696517412935, 0.8148148148148148, 0.78, 0.7804878048780488, 0.7722772277227723, 0.8095238095238095, 0.7941176470588235, 0.8071748878923767, 0.7878787878787878]",89.0,238.0,15.0,33.0,68.14814814814815,0.2711864406779661,8.0,84.0,23.0,20.0
KNN,prune,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.41481481481481486,Models\KNN\20260419_Apr\prune.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",112.0,263.0,0.0,0.0,55.55555555555556,0.3764705882352941,16.0,66.0,10.0,43.0
KNN,weight normalisation,"[0.0, 0.002967359050445104, 0.002967359050445104, 0.0, 0.002967359050445104, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047]",0.37777777777777777,Models\KNN\20260419_Apr\weight_normalisation.pkl,"[100.0, 99.40652818991099, 99.40652818991099, 100.0, 99.40652818991099, 99.40828402366864, 99.40828402366864, 99.40828402366864, 99.40828402366864, 99.40828402366864]","[1.0, 0.9955156950672646, 0.9956331877729258, 1.0, 0.9956331877729258, 0.9955555555555555, 0.9956709956709957, 0.995475113122172, 0.9955947136563876, 0.9955947136563876]",126.0,248.0,0.0,1.0,62.22222222222222,0.19047619047619047,6.0,78.0,30.0,21.0
KNN,weight decay,"[0.002967359050445104, 0.0, 0.002967359050445104, 0.002967359050445104, 0.002967359050445104, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047]",0.3925925925925926,Models\KNN\20260419_Apr\weight_decay.pkl,"[99.40652818991099, 100.0, 99.40652818991099, 99.40652818991099, 99.40652818991099, 99.40828402366864, 99.40828402366864, 99.40828402366864, 99.40828402366864, 99.40828402366864]","[0.9950738916256158, 1.0, 0.9950248756218906, 0.9951219512195122, 0.995260663507109, 0.9949748743718593, 0.9951219512195122, 0.9951690821256038, 0.9951690821256038, 0.9950248756218906]",113.0,261.0,0.0,1.0,60.74074074074074,0.273972602739726,10.0,72.0,17.0,36.0
KNN,weight perturbation,"[0.0, 0.002967359050445104, 0.002967359050445104, 0.0, 0.002967359050445104, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047]",0.2222222222222222,Models\KNN\20260419_Apr\weight_perturbation.pkl,"[100.0, 99.70326409495549, 99.70326409495549, 100.0, 99.70326409495549, 99.70414201183432, 99.70414201183432, 99.70414201183432, 99.70414201183432, 99.70414201183432]","[1.0, 0.9932885906040269, 0.9935483870967742, 1.0, 0.9932885906040269, 0.9933774834437086, 0.993103448275862, 0.9932885906040269, 0.9931972789115646, 0.9933774834437086]",83.0,291.0,1.0,0.0,77.77777777777779,0.25,5.0,100.0,19.0,11.0
Neural Network,baseline,"[0.19666666666666666, 0.8066666666666666, 0.79, 0.8266666666666667, 0.18666666666666668]",0.8666666666666667,Models\NN\20260419_14\baseline.pt,"[80.33333333333333, 19.333333333333332, 21.0, 17.333333333333336, 81.33333333333333]","[0.0, 0.3240223463687151, 0.34710743801652894, 0.29545454545454547, 0.0]",72.0,0.0,303.0,0.0,13.333333333333334,0.23529411764705882,18.0,0.0,117.0,0.0
Neural Network,batch normalisation,"[0.1, 0.12, 0.09333333333333334, 0.09666666666666666, 0.10333333333333333]",0.28888888888888886,Models\NN\20260419_14\batch_normalisation.pt,"[90.0, 88.0, 90.66666666666666, 90.33333333333333, 89.66666666666666]","[0.7540983606557377, 0.6785714285714286, 0.7254901960784313, 0.6881720430107527, 0.7047619047619048]",37.0,291.0,3.0,44.0,71.11111111111111,0.0,0.0,96.0,0.0,39.0
Neural Network,dropout,"[0.07333333333333333, 0.08333333333333333, 0.10333333333333333, 0.08333333333333333, 0.08333333333333333]",0.15555555555555556,Models\NN\20260419_14\dropout.pt,"[92.66666666666666, 91.66666666666666, 89.66666666666666, 91.66666666666666, 91.66666666666666]","[0.5, 0.5098039215686274, 0.41509433962264153, 0.46808510638297873, 0.4444444444444444]",14.0,329.0,0.0,32.0,84.44444444444444,0.0,0.0,114.0,0.0,21.0
Neural Network,layer normalisation,"[0.12333333333333334, 0.09666666666666666, 0.14, 0.09666666666666666, 0.12]",0.34074074074074073,Models\NN\20260419_14\layer_normalisation.pt,"[87.66666666666667, 90.33333333333333, 86.0, 90.33333333333333, 88.0]","[0.8159203980099502, 0.8527918781725888, 0.7586206896551724, 0.8497409326424871, 0.8]",101.0,240.0,13.0,21.0,65.92592592592592,0.11538461538461539,3.0,86.0,21.0,25.0
Neural Network,prune,"[0.13, 0.12333333333333334, 0.14, 0.12333333333333334, 0.13]",0.4148148148148148,Models\NN\20260419_14\prune.pt,"[87.0, 87.66666666666667, 86.0, 87.66666666666667, 87.0]","[0.738255033557047, 0.7784431137724551, 0.7341772151898734, 0.7412587412587412, 0.7272727272727273]",67.0,258.0,5.0,45.0,58.51851851851851,0.2,7.0,72.0,4.0,52.0
Neural Network,weight normalisation,"[0.13666666666666666, 0.10666666666666667, 0.13333333333333333, 0.18333333333333332, 0.14]",0.3111111111111111,Models\NN\20260419_14\weight_normalisation.pt,"[86.33333333333333, 89.33333333333333, 86.66666666666667, 81.66666666666667, 86.0]","[0.7875647668393783, 0.8315789473684211, 0.7468354430379747, 0.6666666666666666, 0.7640449438202247]",87.0,237.0,11.0,40.0,68.88888888888889,0.36363636363636365,12.0,81.0,27.0,15.0
Neural Network,weight decay,"[0.17, 0.28, 0.20666666666666667, 0.3, 0.15]",0.4444444444444444,Models\NN\20260419_14\weight_decay.pt,"[83.0, 72.0, 79.33333333333333, 70.0, 85.0]","[0.6330935251798561, 0.19230769230769232, 0.581081081081081, 0.21052631578947367, 0.7272727272727273]",74.0,233.0,28.0,40.0,55.55555555555556,0.3333333333333333,15.0,60.0,29.0,31.0
Neural Network,weight perturbation,"[0.17333333333333334, 0.14, 0.13666666666666666, 0.15333333333333332, 0.12]",0.16296296296296298,Models\NN\20260419_14\weight_perturbation.pt,"[82.66666666666667, 86.0, 86.33333333333333, 84.66666666666667, 88.0]","[0.4583333333333333, 0.4473684210526316, 0.5684210526315789, 0.5, 0.6842105263157895]",38.0,290.0,2.0,45.0,83.7037037037037,0.3125,5.0,108.0,11.0,11.0
Random forest,baseline,"[0.13649851632047477, 0.13056379821958458, 0.142433234421365, 0.14540059347181009, 0.13649851632047477, 0.14497041420118342, 0.12721893491124261, 0.13609467455621302, 0.12721893491124261, 0.13313609467455623]",0.13333333333333333,Models\RandomForest\20260419_Apr\baseline.pkl,"[86.35014836795251, 86.94362017804154, 85.7566765578635, 85.45994065281899, 86.35014836795251, 85.50295857988166, 87.27810650887574, 86.3905325443787, 87.27810650887574, 86.68639053254438]","[0.5, 0.5111111111111111, 0.4, 0.4367816091954023, 0.46511627906976744, 0.5242718446601942, 0.5274725274725275, 0.5, 0.45569620253164556, 0.5714285714285714]",25.0,298.0,5.0,47.0,86.66666666666667,0.0,0.0,117.0,0.0,18.0
Random forest,batch normalisation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2740740740740741,Models\RandomForest\20260419_Apr\batch_normalisation.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",81.0,294.0,0.0,0.0,72.5925925925926,0.17777777777777778,4.0,94.0,2.0,35.0
Random forest,dropout,"[0.01483679525222552, 0.017804154302670624, 0.008902077151335312, 0.011869436201780416, 0.017804154302670624, 0.014792899408284023, 0.008875739644970414, 0.008875739644970414, 0.011834319526627219, 0.014792899408284023]",0.15555555555555556,Models\RandomForest\20260419_Apr\dropout.pkl,"[98.51632047477746, 98.21958456973294, 99.10979228486647, 98.81305637982196, 98.21958456973294, 98.5207100591716, 99.11242603550295, 99.11242603550295, 98.81656804733728, 98.5207100591716]","[0.9411764705882353, 0.9230769230769231, 0.958904109589041, 0.9512195121951219, 0.9230769230769231, 0.935064935064935, 0.9647058823529412, 0.961038961038961, 0.9534883720930233, 0.9367088607594937]",41.0,328.0,1.0,5.0,84.44444444444444,0.0,0.0,114.0,0.0,21.0
Random forest,layer normalisation,"[0.11572700296735905, 0.12166172106824925, 0.12759643916913946, 0.12166172106824925, 0.10089020771513353, 0.11538461538461539, 0.12130177514792899, 0.12721893491124261, 0.10946745562130178, 0.13609467455621302]",0.22962962962962963,Models\RandomForest\20260419_Apr\layer_normalisation.pkl,"[88.4272997032641, 87.83382789317507, 87.24035608308606, 87.83382789317507, 89.91097922848664, 88.46153846153845, 87.86982248520711, 87.27810650887574, 89.05325443786982, 86.3905325443787]","[0.8235294117647058, 0.8177777777777778, 0.8036529680365296, 0.8110599078341014, 0.8380952380952381, 0.8235294117647058, 0.8161434977578476, 0.7981220657276995, 0.8246445497630331, 0.7870370370370371]",101.0,232.0,21.0,21.0,77.03703703703704,0.0,0.0,104.0,3.0,28.0
Random forest,prune,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.4444444444444444,Models\RandomForest\20260419_Apr\prune.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",112.0,263.0,0.0,0.0,55.55555555555556,0.03225806451612903,1.0,74.0,2.0,58.0
Random forest,weight normalisation,"[0.04451038575667656, 0.05637982195845697, 0.050445103857566766, 0.05934718100890208, 0.03857566765578635, 0.04142011834319527, 0.05029585798816568, 0.05325443786982249, 0.05029585798816568, 0.05621301775147929]",0.23703703703703705,Models\RandomForest\20260419_Apr\weight_normalisation.pkl,"[95.54896142433235, 94.3620178041543, 94.95548961424333, 94.06528189910979, 96.14243323442136, 95.85798816568047, 94.97041420118343, 94.67455621301775, 94.97041420118343, 94.37869822485207]","[0.933920704845815, 0.9147982062780269, 0.925764192139738, 0.9065420560747663, 0.9427312775330396, 0.9369369369369369, 0.9230769230769231, 0.9166666666666666, 0.9216589861751152, 0.91324200913242]",113.0,242.0,6.0,14.0,76.29629629629629,0.30434782608695654,7.0,96.0,12.0,20.0
Random forest,weight decay,"[0.14836795252225518, 0.1394658753709199, 0.13649851632047477, 0.12462908011869436, 0.1543026706231454, 0.14497041420118342, 0.15088757396449703, 0.1301775147928994, 0.1242603550295858, 0.15680473372781065]",0.3851851851851852,Models\RandomForest\20260419_Apr\weight_decay.pkl,"[85.16320474777447, 86.05341246290801, 86.35014836795251, 87.53709198813057, 84.56973293768546, 85.50295857988166, 84.91124260355029, 86.98224852071006, 87.57396449704143, 84.31952662721893]","[0.7368421052631579, 0.7374301675977654, 0.735632183908046, 0.776595744680851, 0.7319587628865979, 0.7262569832402235, 0.7437185929648241, 0.7684210526315789, 0.776595744680851, 0.7103825136612022]",79.0,245.0,16.0,35.0,61.48148148148148,0.16129032258064516,5.0,78.0,11.0,41.0
Random forest,weight perturbation,"[0.020771513353115726, 0.03560830860534125, 0.03560830860534125, 0.02373887240356083, 0.020771513353115726, 0.03254437869822485, 0.023668639053254437, 0.029585798816568046, 0.029585798816568046, 0.038461538461538464]",0.15555555555555556,Models\RandomForest\20260419_Apr\weight_perturbation.pkl,"[97.92284866468842, 96.43916913946587, 96.43916913946587, 97.62611275964392, 97.92284866468842, 96.7455621301775, 97.63313609467455, 97.0414201183432, 97.0414201183432, 96.15384615384616]","[0.951048951048951, 0.9166666666666666, 0.9154929577464789, 0.9444444444444444, 0.9517241379310345, 0.9219858156028369, 0.9428571428571428, 0.9342105263157895, 0.9285714285714286, 0.9078014184397163]",76.0,291.0,1.0,7.0,84.44444444444444,0.27586206896551724,4.0,110.0,9.0,12.0
svm,baseline,"[0.11572700296735905, 0.12166172106824925, 0.10682492581602374, 0.12166172106824925, 0.12462908011869436, 0.10059171597633136, 0.12130177514792899, 0.10355029585798817, 0.1242603550295858, 0.11538461538461539]",0.13333333333333333,Models\SVM\20260419_Apr\baseline.pkl,"[88.4272997032641, 87.83382789317507, 89.31750741839762, 87.83382789317507, 87.53709198813057, 89.94082840236686, 87.86982248520711, 89.64497041420118, 87.57396449704143, 88.46153846153845]","[0.5063291139240507, 0.5858585858585859, 0.625, 0.5773195876288659, 0.5714285714285714, 0.6382978723404256, 0.5773195876288659, 0.6067415730337079, 0.5882352941176471, 0.5517241379310345]",30.0,301.0,2.0,42.0,86.66666666666667,0.0,0.0,117.0,0.0,18.0
svm,batch normalisation,"[0.0712166172106825, 0.06231454005934718, 0.05934718100890208, 0.05637982195845697, 0.06231454005934718, 0.0650887573964497, 0.0650887573964497, 0.05917159763313609, 0.0621301775147929, 0.0621301775147929]",0.31851851851851853,Models\SVM\20260419_Apr\batch_normalisation.pkl,"[92.87833827893175, 93.76854599406528, 94.06528189910979, 94.3620178041543, 93.76854599406528, 93.49112426035504, 93.49112426035504, 94.0828402366864, 93.78698224852072, 93.78698224852072]","[0.8208955223880597, 0.8346456692913385, 0.8529411764705882, 0.8429752066115702, 0.8571428571428571, 0.8472222222222222, 0.8450704225352113, 0.8484848484848485, 0.851063829787234, 0.851063829787234]",64.0,286.0,8.0,17.0,68.14814814814815,0.2711864406779661,8.0,84.0,12.0,31.0
svm,dropout,"[0.04747774480712166, 0.05637982195845697, 0.06231454005934718, 0.05637982195845697, 0.06824925816023739, 0.05621301775147929, 0.0621301775147929, 0.05621301775147929, 0.05917159763313609, 0.05029585798816568]",0.23703703703703705,Models\SVM\20260419_Apr\dropout.pkl,"[95.25222551928783, 94.3620178041543, 93.76854599406528, 94.3620178041543, 93.17507418397626, 94.37869822485207, 93.78698224852072, 94.37869822485207, 94.0828402366864, 94.97041420118343]","[0.7241379310344828, 0.7323943661971831, 0.6865671641791045, 0.6984126984126984, 0.6567164179104478, 0.6984126984126984, 0.6956521739130435, 0.6885245901639344, 0.696969696969697, 0.7384615384615385]",25.0,328.0,1.0,21.0,76.29629629629629,0.15789473684210525,3.0,100.0,14.0,18.0
svm,layer normalisation,"[0.0771513353115727, 0.08902077151335312, 0.09198813056379822, 0.09198813056379822, 0.09792284866468842, 0.08579881656804733, 0.09763313609467456, 0.09467455621301775, 0.09171597633136094, 0.09467455621301775]",0.2740740740740741,Models\SVM\20260419_Apr\layer_normalisation.pkl,"[92.28486646884274, 91.0979228486647, 90.80118694362018, 90.80118694362018, 90.20771513353115, 91.42011834319527, 90.23668639053254, 90.53254437869822, 90.8284023668639, 90.53254437869822]","[0.8773584905660378, 0.8598130841121495, 0.8544600938967136, 0.8502415458937198, 0.8465116279069768, 0.8585365853658536, 0.8465116279069768, 0.8518518518518519, 0.8558139534883721, 0.8431372549019608]",100.0,240.0,13.0,22.0,72.5925925925926,0.13953488372093023,3.0,95.0,12.0,25.0
svm,prune,"[0.1394658753709199, 0.1661721068249258, 0.1513353115727003, 0.14540059347181009, 0.14836795252225518, 0.15680473372781065, 0.15088757396449703, 0.14201183431952663, 0.16272189349112426, 0.13313609467455623]",0.5481481481481482,Models\SVM\20260419_Apr\prune.pkl,"[86.05341246290801, 83.38278931750742, 84.86646884272997, 85.45994065281899, 85.16320474777447, 84.31952662721893, 84.91124260355029, 85.79881656804734, 83.72781065088756, 86.68639053254438]","[0.7564766839378239, 0.6744186046511628, 0.7384615384615385, 0.7351351351351352, 0.7311827956989247, 0.7253886010362695, 0.7213114754098361, 0.7391304347826086, 0.6927374301675978, 0.7272727272727273]",74.0,243.0,20.0,38.0,45.18518518518518,0.1590909090909091,7.0,54.0,22.0,52.0
