model type,technique,training loses,testing loses,model path,training accuracies,training f1,training true positives,training true negatives,training false positives,training false negatives,testing accuracies,testing f1,testing true positives,testing true negatives,testing false positives,testing false negatives
Decision tree,baseline,"[0.12166172106824925, 0.11275964391691394, 0.12759643916913946, 0.142433234421365, 0.12462908011869436, 0.1301775147928994, 0.11538461538461539, 0.12130177514792899, 0.1242603550295858, 0.11538461538461539]",0.15185185185185185,Models\DecisionTrees\20260419_Apr\baseline.pkl,"[87.83382789317507, 88.72403560830861, 84.27299703264094, 83.08605341246292, 87.53709198813057, 84.31952662721893, 88.46153846153845, 87.86982248520711, 84.61538461538461, 88.46153846153845]","[0.6785714285714286, 0.6967320261437908, 0.6624203821656052, 0.621584699453552, 0.6582278481012658, 0.6357504215851602, 0.6919354838709677, 0.6709677419354839, 0.6521739130434783, 0.6976439790575917]",35.0,294.0,9.0,37.0,82.96296296296296,0.1111111111111111,1.0,113.0,4.0,17.0
Decision tree,batch normalisation,"[0.10979228486646884, 0.11275964391691394, 0.11869436201780416, 0.10979228486646884, 0.11869436201780416, 0.1242603550295858, 0.09763313609467456, 0.12130177514792899, 0.11242603550295859, 0.10059171597633136]",0.5333333333333333,Models\DecisionTrees\20260419_Apr\batch_normalisation.pkl,"[88.13056379821958, 88.72403560830861, 86.64688427299704, 89.02077151335311, 86.05341246290801, 85.50295857988166, 89.94082840236686, 87.86982248520711, 88.46153846153845, 89.94082840236686]","[0.732183908045977, 0.7449438202247192, 0.7358490566037736, 0.7487586891757696, 0.7344632768361582, 0.7077777777777777, 0.7859733978234582, 0.7120500782472614, 0.7369614512471655, 0.768321513002364]",56.0,281.0,13.0,25.0,46.666666666666664,0.20537124802527648,10.0,53.0,43.0,29.0
Decision tree,dropout,"[0.0830860534124629, 0.09495548961424333, 0.08011869436201781, 0.08902077151335312, 0.0830860534124629, 0.08284023668639054, 0.08579881656804733, 0.09171597633136094, 0.08875739644970414, 0.08284023668639054]",0.15555555555555556,Models\DecisionTrees\20260419_Apr\dropout.pkl,"[91.69139465875371, 90.50445103857567, 91.98813056379822, 91.0979228486647, 91.69139465875371, 91.71597633136095, 91.42011834319527, 90.8284023668639, 91.12426035502959, 91.71597633136095]","[0.6086956521739131, 0.5492957746478874, 0.6275862068965518, 0.5437262357414449, 0.5909090909090909, 0.5714285714285714, 0.6006600660066007, 0.5947712418300654, 0.6, 0.55]",12.0,329.0,0.0,34.0,84.44444444444444,0.0,0.0,114.0,0.0,21.0
Decision tree,layer normalisation,"[0.1661721068249258, 0.142433234421365, 0.1543026706231454, 0.142433234421365, 0.16913946587537093, 0.15976331360946747, 0.13609467455621302, 0.14201183431952663, 0.17455621301775148, 0.15680473372781065]",0.45925925925925926,Models\DecisionTrees\20260419_Apr\layer_normalisation.pkl,"[83.38278931750742, 85.7566765578635, 84.56973293768546, 85.7566765578635, 83.08605341246292, 84.02366863905326, 86.3905325443787, 85.79881656804734, 82.54437869822485, 84.31952662721893]","[0.7425665101721439, 0.7787286063569682, 0.7692883895131087, 0.7904, 0.7482732156561781, 0.7473385379701917, 0.8017174082747854, 0.7770745428973277, 0.7295918367346937, 0.7710843373493976]",86.0,231.0,22.0,36.0,54.074074074074076,0.16727941176470587,7.0,66.0,41.0,21.0
Decision tree,prune,"[0.21364985163204747, 0.2166172106824926, 0.2195845697329377, 0.20178041543026706, 0.2195845697329377, 0.19822485207100593, 0.22189349112426035, 0.20710059171597633, 0.20414201183431951, 0.21893491124260356]",0.45925925925925926,Models\DecisionTrees\20260419_Apr\prune.pkl,"[78.63501483679525, 78.33827893175074, 78.04154302670622, 79.82195845697329, 78.04154302670622, 80.1775147928994, 77.81065088757396, 79.28994082840237, 79.58579881656804, 78.10650887573965]","[0.6095820591233435, 0.6305578011317704, 0.6147783251231527, 0.6376376376376376, 0.6108273748723188, 0.6288117770767614, 0.5864661654135338, 0.6521035598705502, 0.6693255982596084, 0.6077235772357724]",63.0,233.0,30.0,49.0,54.074074074074076,0.08695652173913043,2.0,71.0,5.0,57.0
Decision tree,weight normalisation,"[0.258160237388724, 0.2522255192878338, 0.2344213649851632, 0.2522255192878338, 0.22255192878338279, 0.2514792899408284, 0.257396449704142, 0.24260355029585798, 0.23668639053254437, 0.2455621301775148]",0.1925925925925926,Models\DecisionTrees\20260419_Apr\weight_normalisation.pkl,"[74.1839762611276, 74.77744807121661, 76.55786350148368, 74.77744807121661, 77.74480712166172, 74.85207100591717, 74.2603550295858, 75.7396449704142, 76.33136094674556, 75.44378698224851]","[0.5435540069686412, 0.5774647887323945, 0.5986842105263158, 0.5833333333333333, 0.6105383734249713, 0.574353448275862, 0.5896907216494846, 0.599785407725322, 0.5870044052863437, 0.5909090909090908]",46.0,237.0,11.0,81.0,80.74074074074075,0.40444444444444444,7.0,102.0,6.0,20.0
Decision tree,weight decay,"[0.18991097922848665, 0.20771513353115728, 0.18100890207715134, 0.17804154302670624, 0.20771513353115728, 0.1804733727810651, 0.19822485207100593, 0.20118343195266272, 0.20118343195266272, 0.1952662721893491]",0.4148148148148148,Models\DecisionTrees\20260419_Apr\weight_decay.pkl,"[81.00890207715133, 79.22848664688428, 81.89910979228486, 80.1186943620178, 79.22848664688428, 81.95266272189349, 76.03550295857988, 79.88165680473372, 78.10650887573965, 80.4733727810651]","[0.6802867383512544, 0.6728971962616823, 0.7033363390441839, 0.702048417132216, 0.6510673234811167, 0.7011235955056181, 0.6640692640692641, 0.6672185430463576, 0.6583522297808012, 0.6788511749347259]",65.0,242.0,19.0,49.0,58.51851851851851,0.3029661016949153,11.0,68.0,21.0,35.0
Decision tree,weight perturbation,"[0.1394658753709199, 0.12759643916913946, 0.1394658753709199, 0.142433234421365, 0.14836795252225518, 0.13609467455621302, 0.14497041420118342, 0.1242603550295858, 0.13609467455621302, 0.1301775147928994]",0.3,Models\DecisionTrees\20260419_Apr\weight_perturbation.pkl,"[84.56973293768546, 84.27299703264094, 83.67952522255193, 83.08605341246292, 81.30563798219585, 85.79881656804734, 83.72781065088756, 83.72781065088756, 82.24852071005917, 84.61538461538461]","[0.6643646408839778, 0.7116788321167884, 0.694541231126597, 0.6906250000000002, 0.6293494704992436, 0.6825, 0.6642335766423357, 0.7090909090909091, 0.6851119894598156, 0.6944099378881987]",41.0,282.0,10.0,42.0,66.66666666666666,0.04961832061068702,1.0,98.0,21.0,15.0
KNN,baseline,"[0.142433234421365, 0.14836795252225518, 0.13056379821958458, 0.13649851632047477, 0.14540059347181009, 0.14792899408284024, 0.1390532544378698, 0.14792899408284024, 0.1390532544378698, 0.1242603550295858]",0.2222222222222222,Models\KNN\20260419_Apr\baseline.pkl,"[85.7566765578635, 85.16320474777447, 86.94362017804154, 86.35014836795251, 85.45994065281899, 85.20710059171599, 86.09467455621301, 85.20710059171599, 86.09467455621301, 87.57396449704143]","[0.5897920604914934, 0.5481927710843374, 0.6081871345029239, 0.5836734693877551, 0.558282208588957, 0.5596868884540118, 0.5617283950617283, 0.5810055865921787, 0.5550561797752809, 0.5869074492099323]",24.0,298.0,5.0,48.0,77.77777777777779,0.20634920634920634,4.0,101.0,16.0,14.0
KNN,batch normalisation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.32592592592592595,Models\KNN\20260419_Apr\batch_normalisation.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",81.0,294.0,0.0,0.0,67.4074074074074,0.41401273885350326,15.0,76.0,20.0,24.0
KNN,dropout,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.15555555555555556,Models\KNN\20260419_Apr\dropout.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0000000000000002, 1.0, 1.0000000000000002, 1.0, 1.0, 1.0, 1.0, 1.0]",46.0,329.0,0.0,0.0,84.44444444444444,0.0,0.0,114.0,0.0,21.0
KNN,layer normalisation,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.24444444444444444,Models\KNN\20260419_Apr\layer_normalisation.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.9999999999999998, 1.0, 1.0000000000000002, 0.9999999999999998, 1.0, 1.0000000000000002, 1.0, 0.9999999999999998, 1.0, 1.0]",122.0,253.0,0.0,0.0,75.55555555555556,0.07428571428571429,1.0,101.0,6.0,27.0
KNN,prune,"[0.13204747774480713, 0.13056379821958458, 0.1172106824925816, 0.1261127596439169, 0.11869436201780416, 0.13609467455621302, 0.13165680473372782, 0.13165680473372782, 0.1375739644970414, 0.128698224852071]",0.4111111111111111,Models\KNN\20260419_Apr\prune.pkl,"[73.59050445103857, 73.88724035608308, 76.55786350148368, 74.77744807121661, 76.26112759643917, 72.7810650887574, 73.66863905325444, 73.66863905325444, 72.48520710059172, 74.2603550295858]","[0.8107526881720429, 0.7988826815642458, 0.8356164383561644, 0.8238453276047261, 0.8274002157497302, 0.8275154004106776, 0.8142548596112311, 0.8107526881720429, 0.8177874186550975, 0.8297872340425533]",67.0,263.0,0.0,45.0,51.11111111111111,0.45571955719557194,19.0,61.0,15.0,40.0
KNN,weight normalisation,"[0.16913946587537093, 0.1661721068249258, 0.19287833827893175, 0.1661721068249258, 0.18100890207715134, 0.1863905325443787, 0.19230769230769232, 0.17159763313609466, 0.1834319526627219, 0.20118343195266272]",0.32592592592592595,Models\KNN\20260419_Apr\weight_normalisation.pkl,"[83.08605341246292, 83.38278931750742, 80.71216617210682, 83.38278931750742, 81.89910979228486, 81.36094674556213, 80.76923076923077, 82.84023668639054, 81.65680473372781, 79.88165680473372]","[0.7634920634920634, 0.7412765957446809, 0.7136038186157518, 0.7531486146095719, 0.7376644736842105, 0.7239459029435164, 0.7075548334687246, 0.7496050552922591, 0.7475728155339806, 0.7104874446085672]",80.0,231.0,17.0,47.0,67.4074074074074,0.29478458049886624,10.0,81.0,27.0,17.0
KNN,weight decay,"[0.002967359050445104, 0.002967359050445104, 0.002967359050445104, 0.0, 0.002967359050445104, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0, 0.0029585798816568047]",0.362962962962963,Models\KNN\20260419_Apr\weight_decay.pkl,"[99.40652818991099, 99.40652818991099, 99.40652818991099, 100.0, 99.40652818991099, 99.40828402366864, 99.40828402366864, 99.40828402366864, 100.0, 99.40828402366864]","[0.9969016266460108, 0.9968701095461658, 0.9969016266460108, 1.0, 0.9969924812030077, 0.9969627942293091, 0.9970215934475055, 0.9969924812030077, 1.0, 0.9971056439942114]",113.0,261.0,0.0,1.0,63.70370370370371,0.33248081841432225,10.0,76.0,13.0,36.0
KNN,weight perturbation,"[0.0, 0.002967359050445104, 0.002967359050445104, 0.0, 0.002967359050445104, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047]",0.21481481481481482,Models\KNN\20260419_Apr\weight_perturbation.pkl,"[100.0, 99.40652818991099, 99.40652818991099, 100.0, 99.40652818991099, 99.40828402366864, 99.40828402366864, 99.40828402366864, 99.40828402366864, 99.40828402366864]","[1.0, 0.9956850053937433, 0.9956236323851204, 1.0, 0.9961202715809894, 0.9961202715809894, 0.9958027282266527, 0.9954285714285713, 0.9960199004975124, 0.9959141981613892]",82.0,292.0,0.0,1.0,78.51851851851852,0.20553359683794467,4.0,102.0,17.0,12.0
Neural Network,baseline,"[0.8033333333333333, 0.8066666666666666, 0.79, 0.8266666666666667, 0.8133333333333334]",0.13333333333333333,Models\NN\20260419_13\baseline.pt,"[19.666666666666664, 19.333333333333332, 21.0, 17.333333333333336, 18.666666666666668]","[0.26123978201634873, 0.25716234652114595, 0.2774390243902439, 0.23246217331499314, 0.2489740082079343]",0.0,303.0,0.0,72.0,86.66666666666667,0.0,0.0,117.0,0.0,18.0
Neural Network,batch normalisation,"[0.06666666666666667, 0.08666666666666667, 0.05333333333333334, 0.07666666666666666, 0.08]",0.2814814814814815,Models\NN\20260419_13\batch_normalisation.pt,"[93.33333333333333, 91.33333333333333, 94.66666666666667, 92.33333333333333, 92.0]","[0.8746701846965699, 0.8368263473053891, 0.9087018544935805, 0.8321799307958476, 0.8374233128834355]",49.0,293.0,1.0,32.0,71.85185185185186,0.14207650273224046,2.0,95.0,1.0,37.0
Neural Network,dropout,"[0.06333333333333334, 0.07333333333333333, 0.08666666666666667, 0.07666666666666666, 0.08333333333333333]",0.15555555555555556,Models\NN\20260419_13\dropout.pt,"[93.66666666666667, 92.66666666666666, 91.33333333333333, 92.33333333333333, 91.66666666666666]","[0.7054263565891473, 0.7027027027027027, 0.6666666666666667, 0.6475095785440613, 0.5652173913043478]",17.0,329.0,0.0,29.0,84.44444444444444,0.0,0.0,114.0,0.0,21.0
Neural Network,layer normalisation,"[0.09, 0.09333333333333334, 0.09666666666666666, 0.08666666666666667, 0.13666666666666666]",0.43703703703703706,Models\NN\20260419_13\layer_normalisation.pt,"[91.0, 90.66666666666666, 90.33333333333333, 91.33333333333333, 86.33333333333333]","[0.865953947368421, 0.86530931871574, 0.8602941176470589, 0.8729016786570744, 0.7899073120494335]",96.0,241.0,12.0,26.0,56.2962962962963,0.13513513513513514,5.0,71.0,36.0,23.0
Neural Network,prune,"[0.12, 0.12666666666666668, 0.13333333333333333, 0.12, 0.14]",0.43703703703703706,Models\NN\20260419_13\prune.pt,"[88.0, 87.33333333333333, 86.66666666666667, 88.0, 86.0]","[0.8180778032036613, 0.81648675171737, 0.7903563941299789, 0.8115942028985508, 0.7734553775743707]",65.0,256.0,7.0,47.0,56.2962962962963,0.051181102362204724,1.0,75.0,1.0,58.0
Neural Network,weight normalisation,"[0.35, 0.23333333333333334, 0.23, 0.3, 0.22]",0.35555555555555557,Models\NN\20260419_13\weight_normalisation.pt,"[65.0, 76.66666666666667, 77.0, 70.0, 78.0]","[0.12745098039215688, 0.6153846153846154, 0.5939947780678851, 0.47219069239500566, 0.6641304347826086]",32.0,239.0,9.0,95.0,64.44444444444444,0.1111111111111111,3.0,84.0,24.0,24.0
Neural Network,weight decay,"[0.10333333333333333, 0.11666666666666667, 0.11666666666666667, 0.11666666666666667, 0.11]",0.4222222222222222,Models\NN\20260419_13\weight_decay.pt,"[89.66666666666666, 88.33333333333333, 88.33333333333333, 88.33333333333333, 89.0]","[0.8176100628930818, 0.8132059079061685, 0.8182624113475178, 0.8268921095008052, 0.8274907749077491]",89.0,242.0,19.0,25.0,57.77777777777777,0.36427320490367776,16.0,62.0,27.0,30.0
Neural Network,weight perturbation,"[0.06, 0.1, 0.10666666666666667, 0.08666666666666667, 0.11333333333333333]",0.17037037037037037,Models\NN\20260419_13\weight_perturbation.pt,"[94.0, 90.0, 89.33333333333333, 91.33333333333333, 88.66666666666667]","[0.8895558223289315, 0.7500000000000001, 0.7659574468085106, 0.8244837758112095, 0.7792397660818713]",51.0,288.0,4.0,32.0,82.96296296296296,0.33191489361702126,6.0,106.0,13.0,10.0
Random forest,baseline,"[0.002967359050445104, 0.002967359050445104, 0.002967359050445104, 0.002967359050445104, 0.002967359050445104, 0.0, 0.0029585798816568047, 0.0, 0.0029585798816568047, 0.0029585798816568047]",0.14074074074074075,Models\RandomForest\20260419_Apr\baseline.pkl,"[99.40652818991099, 99.40652818991099, 99.40652818991099, 99.40652818991099, 99.40652818991099, 100.0, 99.40828402366864, 100.0, 99.40828402366864, 99.40828402366864]","[0.9953596287703016, 0.9952885747938751, 0.9950617283950618, 0.9952885747938751, 0.9952153110047847, 0.9999999999999999, 0.9951397326852978, 1.0, 0.9947229551451185, 0.9954285714285713]",71.0,303.0,0.0,1.0,85.92592592592592,0.1313131313131313,1.0,115.0,2.0,17.0
Random forest,batch normalisation,"[0.011869436201780416, 0.008902077151335312, 0.002967359050445104, 0.002967359050445104, 0.008902077151335312, 0.0029585798816568047, 0.0029585798816568047, 0.008875739644970414, 0.005917159763313609, 0.014792899408284023]",0.28888888888888886,Models\RandomForest\20260419_Apr\batch_normalisation.pkl,"[98.81305637982196, 99.10979228486647, 99.70326409495549, 99.70326409495549, 99.10979228486647, 99.70414201183432, 99.70414201183432, 99.11242603550295, 99.40828402366864, 98.5207100591716]","[0.9822222222222221, 0.9866071428571428, 0.9952153110047847, 0.995560488346282, 0.9866071428571428, 0.9959677419354838, 0.9959141981613892, 0.9875130072840791, 0.9919678714859438, 0.972885032537961]",79.0,294.0,0.0,2.0,71.11111111111111,0.0,0.0,96.0,0.0,39.0
Random forest,dropout,"[0.13056379821958458, 0.12166172106824925, 0.11275964391691394, 0.12462908011869436, 0.12166172106824925, 0.11834319526627218, 0.12721893491124261, 0.11834319526627218, 0.1301775147928994, 0.12130177514792899]",0.15555555555555556,Models\RandomForest\20260419_Apr\dropout.pkl,"[86.94362017804154, 87.83382789317507, 88.72403560830861, 87.53709198813057, 87.83382789317507, 88.16568047337277, 87.27810650887574, 88.16568047337277, 86.98224852071006, 87.86982248520711]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,329.0,0.0,46.0,84.44444444444444,0.0,0.0,114.0,0.0,21.0
Random forest,layer normalisation,"[0.08902077151335312, 0.09792284866468842, 0.08902077151335312, 0.0830860534124629, 0.08605341246290801, 0.08875739644970414, 0.08579881656804733, 0.09467455621301775, 0.08579881656804733, 0.10650887573964497]",0.4444444444444444,Models\RandomForest\20260419_Apr\layer_normalisation.pkl,"[91.0979228486647, 90.20771513353115, 91.0979228486647, 91.69139465875371, 91.3946587537092, 91.12426035502959, 91.42011834319527, 90.53254437869822, 91.42011834319527, 89.3491124260355]","[0.8764044943820226, 0.8599999999999999, 0.8731343283582089, 0.8840372226198998, 0.8799999999999999, 0.8706240487062405, 0.8822152886115444, 0.8588588588588589, 0.8799999999999999, 0.8521341463414634]",97.0,243.0,10.0,25.0,55.55555555555556,0.15354330708661418,6.0,69.0,38.0,22.0
Random forest,prune,"[0.10385756676557864, 0.10682492581602374, 0.09792284866468842, 0.10385756676557864, 0.10089020771513353, 0.09171597633136094, 0.09171597633136094, 0.09763313609467456, 0.10355029585798817, 0.11834319526627218]",0.4444444444444444,Models\RandomForest\20260419_Apr\prune.pkl,"[89.61424332344214, 89.31750741839762, 90.20771513353115, 89.61424332344214, 89.91097922848664, 90.8284023668639, 90.8284023668639, 90.23668639053254, 89.64497041420118, 88.16568047337277]","[0.8462929475587704, 0.8458458458458458, 0.863330125120308, 0.852661596958175, 0.8610855565777369, 0.8674377224199288, 0.868369351669941, 0.8642659279778394, 0.8489278752436646, 0.8292902066486972]",81.0,259.0,4.0,31.0,55.55555555555556,0.09252669039145908,2.0,73.0,3.0,57.0
