region-centroid-col,short-line-density-5,short-line-density-2,vedge-sd,hedge-mean,hedge-sd,intensity-mean,rawblue-mean,rawgreen-mean,exred-mean,exgreen-mean,value-mean,saturatoin-mean,target
0.20859934619480355,0,0,-0.12563031076141665,-0.49957792364113274,-0.13982229694302467,-0.8100428705658337,-0.8404737458068614,-0.8430976825459341,1.397184041104391,0.07324785172028549,-0.8722768856917833,0.5168439548887027,1
0.8675461025374633,0,0,-0.12111638987617677,-0.5477580527382968,-0.14418335324838202,-0.7974414732166873,-0.8379247319052077,-0.8339335491827695,1.5313063652274674,0.03504196619858358,-0.8567644163713672,0.48596998575852524,1
-0.2718826636383858,0,0,-0.12464545583139697,-0.4513978668141262,-0.13587658365530939,-0.811981545067846,-0.850669787648812,-0.8430976825459341,1.4738253851872831,0.0923508374628007,-0.8774477080229659,0.4599202028615009,1
-1.2465747407285699,0,0,-0.12333231460992217,-0.371097699832291,-0.13677648059322636,-0.8187669058248894,-0.8685128666075022,-0.8492071093701123,1.5983675186668564,0.10190232603589178,-0.8722768856917833,0.6393752304880388,1
-1.1779344536095429,0,0,-0.11873632252852569,-0.4353378045096961,-0.13760716199333284,-0.8139202195698585,-0.8404737458068614,-0.8461523973326438,1.3492832085969637,0.08279934888970934,-0.8696914721993239,0.5924852799146914,1
-1.4936797743570673,0,0,-0.125302026951797,-0.49957792364113274,-0.13982229694302467,-0.8265216221534313,-0.8634148525688589,-0.8553165306958084,1.4450848736118178,0.12100525160407696,-0.8877893410509902,0.5863106261332522,1
-1.3563992001190133,1,0,-0.107328385489746,0.014343246220832826,-0.08610519479260782,-0.4484797095306766,-0.42243577105238206,-0.5406811770903404,0.9852369125802548,-0.6526647468620065,-0.4508551751738698,0.04114878511680129,1
-1.5211358892046782,0,0,-0.008432556450315345,0.07858332199017493,-0.12653145360245535,-0.5027626479312873,-0.5243962582952079,-0.5712282699726148,1.3492832085969637,-0.40432623308095894,-0.5542715519914763,-0.2568437088044686,1
-1.5623200614760944,0,0,-0.10929812189656102,-0.29079751839642437,-0.12784670824853708,-0.5095480348604626,-0.5320433321177184,-0.5865018439061633,1.4450848736118178,-0.48073800412436246,-0.5620278180644048,-0.1697178953620687,1
-0.546443812114494,0,0,-0.09846473619147343,-0.3229175851891584,-0.12286265068678168,-0.414552853401196,-0.40204367360381693,-0.5040246106467886,1.081038575870679,-0.6431131035549239,-0.43017189981034853,-0.09953914110895862,1
-1.4662236595094567,0,0,-0.1266151676414499,-0.5156379859455628,-0.13864550533286138,-0.8691724952214754,-0.924591133444001,-0.8797542297447981,1.5217262090725607,0.31203489412090757,-0.9239850717737184,0.7570825824378395,1
-1.3975833723904296,0,0,-0.04561084597997596,-0.17837738580007564,-0.13096174331348537,-0.35833124049857284,-0.3026322644977436,-0.45820394383096563,0.640350937495508,-0.7672824034271121,-0.32934099931064253,0.03296939293845111,1
0.9773705619279066,0,0,-0.11742318383320485,-0.49957793809516426,-0.14231432992920467,-0.806165508475743,-0.8481207737471582,-0.8369882612202381,1.5025658536520021,0.0923508374628007,-0.8619352526637589,0.49272372394591785,1
-0.6150840992335211,0,0,-0.09083210165336172,-0.24261734593716572,-0.12930039023219328,-0.4038901698122598,-0.3842006313508976,-0.49180574600146765,0.9756567564253484,-0.6335616321744987,-0.4120740774960459,-0.08828296914855237,1
-1.6858725782903432,0,0,-0.07408957763741346,-0.0017166570892506458,-0.1170479249949848,-0.4814372284091511,-0.4377298957562961,-0.5651188513961598,0.7361526025103623,-0.5571498611310949,-0.466367684051045,0.13192490472729296,1
-0.06596180228130466,0,0,-0.11775146507235207,-0.403217708808899,-0.1373302680686958,-0.8081041960638213,-0.850669787648812,-0.8369882612202381,1.4929856802527977,0.11145376303098589,-0.8671060656874688,0.44641259519490595,1
0.290967690737636,0,0,-0.12333231660425424,-0.5798781628931254,-0.1436295683895451,-0.8139202195698585,-0.8481207737471582,-0.8492071093701123,1.4642452117880782,0.05414490895943457,-0.8748622968573746,0.5949939162748843,1
-1.3975833723904296,0,0,-0.10371726615440227,-0.17837718344363457,-0.1276390373378035,-0.501793310680281,-0.514200198100372,-0.5803924253297084,1.339703043819908,-0.4998409468852134,-0.5439299026753748,-0.12159931603926974,1
0.18114323134719273,0,0,-0.12366060050251088,-0.5638180716806324,-0.14176054488346546,-0.8022881568545049,-0.8277286877691464,-0.8400429705084655,1.3780237201724288,0.02549040885482969,-0.8593498228832221,0.5760836944282278,1
1.430396456913485,0,0,-0.12538409994285246,-0.4353378045096961,-0.13926851432701565,-0.8177975685738833,-0.8532188038445763,-0.8461523973326438,1.4163443792806512,0.12100525160407696,-0.8774477080229659,0.5178089496855041,1
-1.4113114298142349,0,0,-0.12464545640753733,-0.595938181835461,-0.14314500609604608,-0.8245829397997794,-0.8557678131580085,-0.8553165306958084,1.397184041104391,0.10190232603589178,-0.8826185163929393,0.6470939197082967,1
-0.052233744857499244,0,0,-0.07540270348037213,0.14282348448370602,-0.09191992235342793,-0.2720601728147579,-0.20831885107742817,-0.3818361016556347,0.5637096192790634,-0.9010030887163973,-0.23368088856596458,-0.022917241324823086,1
-1.2603027981523753,0,0,-0.1214446810869843,-0.4835178989171846,-0.14279889345625904,-0.8294296234375972,-0.8175326275743104,-0.8430976825459341,0.7553129406866225,0.26427749423711605,-0.8515936033476573,0.6599695323698749,1
-0.6150840992335211,0,0,-0.10470212494013059,-0.41927790119961267,-0.13532280627256546,-0.4116448416481774,-0.40459272879946273,-0.49486045528969513,1.081038575870679,-0.5858042752723711,-0.4327573528595672,-0.16236782977779518,1
-0.39543518045263454,0,0,-0.09871094313216972,-0.22655747153514522,-0.10292633857654193,-0.34766853073750476,-0.3281223576320666,-0.4459850791856447,1.0235575803106263,-0.7577309320466865,-0.35519506442919185,-0.12580244825149725,1
0.2772396333138306,0,0,-0.11356581412504438,0.06252324523171346,-0.11787857125745431,-0.3680246391807668,-0.3332203533178245,-0.4643133349150094,0.8511146057014767,-0.7290764319420816,-0.36036585418421985,-0.04277565261671766,1
-1.4662236595094567,0,0,-0.1145506906381688,-0.4513978668141262,-0.14002997009658616,-0.821674917577908,-0.8659638664705125,-0.8492071093701123,1.512146027051207,0.13055674017716834,-0.8826185163929393,0.5091253094323809,1
0.18114323134719273,0,0,-0.117176972682252,-0.3550376519818924,-0.1416913248599992,-0.8032574914882981,-0.8353757157094434,-0.8400429705084655,1.4450848736118178,0.03504196619858358,-0.8619352526637589,0.5718385926010285,1
-0.052233744857499244,0,0,-0.09313007077057714,0.15888335888572655,-0.11704790630475237,-0.44169432260150127,-0.432631831247218,-0.519298184580337,1.0331377450876817,-0.5189439756093929,-0.46119682448997135,-0.13543979220584054,1
-0.40916323787643993,0,0,-0.051437887611548126,-0.08201715651381047,-0.11351754567883911,-0.2836921936547003,-0.2261618245070273,-0.39710964809677207,0.6786716052258794,-0.9296575888210019,-0.25177864107422165,-0.008077984602578565,1
0.20859934619480355,0,0,-0.09452523013897572,-0.37109778655648,-0.14342191656153883,2.3781105409936316,2.2489287882396947,2.4651556767210563,-1.5439267782497013,-0.3088113473500472,2.2586536880292836,-1.1161253168755298,6
0.23605546104241437,0,0,-0.11320682659833983,-0.5477576913875093,-0.1391028814870955,1.922521509578082,1.9354002526887064,1.9825113067645954,-2.4732027874905405,-0.3470173188350775,1.9406482915035352,-0.7867018264420558,6
