region-centroid-col,short-line-density-5,short-line-density-2,vedge-sd,hedge-mean,intensity-mean,rawred-mean,rawgreen-mean,exred-mean,exgreen-mean,saturatoin-mean,hue-mean,target
0.20859934619480355,0,0,-0.12563031076141665,-0.49957792364113274,-0.8100428705658337,-0.7286052771768294,-0.8430976825459341,1.397184041104391,0.07324785172028549,0.5168439548887027,0.1556775816936052,1
0.8675461025374633,0,0,-0.12111638987617677,-0.5477580527382968,-0.7974414732166873,-0.700087369921396,-0.8339335491827695,1.5313063652274674,0.03504196619858358,0.48596998575852524,0.2829550940794009,1
-0.2718826636383858,0,0,-0.12464545583139697,-0.4513978668141262,-0.811981545067846,-0.7222679796629426,-0.8430976825459341,1.4738253851872831,0.0923508374628007,0.4599202028615009,0.25638291959962334,1
-1.2465747407285699,0,0,-0.12333231460992217,-0.371097699832291,-0.8187669058248894,-0.7159306650383201,-0.8492071093701123,1.5983675186668564,0.10190232603589178,0.6393752304880388,0.3996012247311183,1
-1.1779344536095429,0,0,-0.11873632252852569,-0.4353378045096961,-0.8139202195698585,-0.738111246261974,-0.8461523973326438,1.3492832085969637,0.08279934888970934,0.5924852799146914,0.12081902169629284,1
-1.4936797743570673,0,0,-0.125302026951797,-0.49957792364113274,-0.8265216221534313,-0.7412798978707067,-0.8553165306958084,1.4450848736118178,0.12100525160407696,0.5863106261332522,0.24354867829426285,1
-1.3563992001190133,1,0,-0.107328385489746,0.014343246220832826,-0.4484797095306766,-0.3800532722604667,-0.5406811770903404,0.9852369125802548,-0.6526647468620065,0.04114878511680129,-0.16825441715898767,1
-1.5211358892046782,0,0,-0.008432556450315345,0.07858332199017493,-0.5027626479312873,-0.3990651533949697,-0.5712282699726148,1.3492832085969637,-0.40432623308095894,-0.2568437088044686,0.011423488063553314,1
-1.5623200614760944,0,0,-0.10929812189656102,-0.29079751839642437,-0.5095480348604626,-0.39589653030412997,-0.5865018439061633,1.4450848736118178,-0.48073800412436246,-0.1697178953620687,0.03918038440309491,1
-0.546443812114494,0,0,-0.09846473619147343,-0.3229175851891584,-0.414552853401196,-0.33252346961158363,-0.5040246106467886,1.081038575870679,-0.6431131035549239,-0.09953914110895862,-0.12651599127807794,1
-1.4662236595094567,0,0,-0.1266151676414499,-0.5156379859455628,-0.8691724952214754,-0.7793037656559166,-0.8797542297447981,1.5217262090725607,0.31203489412090757,0.7570825824378395,0.5115865784911068,1
-1.3975833723904296,0,0,-0.04561084597997596,-0.17837738580007564,-0.35833124049857284,-0.31984883465876,-0.45820394383096563,0.640350937495508,-0.7672824034271121,0.03296939293845111,-0.2638484179293122,1
0.9773705619279066,0,0,-0.11742318383320485,-0.49957793809516426,-0.806165508475743,-0.7127620048742197,-0.8369882612202381,1.5025658536520021,0.0923508374628007,0.49272372394591785,0.27780888177956575,1
-0.6150840992335211,0,0,-0.09083210165336172,-0.24261734593716572,-0.4038901698122598,-0.33252346961158363,-0.49180574600146765,0.9756567564253484,-0.6335616321744987,-0.08828296914855237,-0.17409519955816086,1
-1.6858725782903432,0,0,-0.07408957763741346,-0.0017166570892506458,-0.4814372284091511,-0.443426332953013,-0.5651188513961598,0.7361526025103623,-0.5571498611310949,0.13192490472729296,-0.2525823443880909,1
-0.06596180228130466,0,0,-0.11775146507235207,-0.403217708808899,-0.8081041960638213,-0.7159306650383201,-0.8369882612202381,1.4929856802527977,0.11145376303098589,0.44641259519490595,0.28309122222102134,1
0.290967690737636,0,0,-0.12333231660425424,-0.5798781628931254,-0.8139202195698585,-0.7254366198645182,-0.8492071093701123,1.4642452117880782,0.05414490895943457,0.5949939162748843,0.2184038400061969,1
-1.3975833723904296,0,0,-0.10371726615440227,-0.17837718344363457,-0.501793310680281,-0.3990651533949697,-0.5803924253297084,1.339703043819908,-0.4998409468852134,-0.12159931603926974,-0.015563996772163836,1
0.18114323134719273,0,0,-0.12366060050251088,-0.5638180716806324,-0.8022881568545049,-0.7222679796629426,-0.8400429705084655,1.3780237201724288,0.02549040885482969,0.5760836944282278,0.1109356146756313,1
1.430396456913485,0,0,-0.12538409994285246,-0.4353378045096961,-0.8177975685738833,-0.7349425946532413,-0.8461523973326438,1.4163443792806512,0.12100525160407696,0.5178089496855041,0.2100484665296576,1
-1.4113114298142349,0,0,-0.12464545640753733,-0.595938181835461,-0.8245829397997794,-0.7444485580348071,-0.8553165306958084,1.397184041104391,0.10190232603589178,0.6470939197082967,0.1700169079356351,1
-0.052233744857499244,0,0,-0.07540270348037213,0.14282348448370602,-0.2720601728147579,-0.23429515566929904,-0.3818361016556347,0.5637096192790634,-0.9010030887163973,-0.022917241324823086,-0.26704636323255426,1
-1.2603027981523753,0,0,-0.1214446810869843,-0.4835178989171846,-0.8294296234375972,-0.8204962736427023,-0.8430976825459341,0.7553129406866225,0.26427749423711605,0.6599695323698749,-0.4024572316549914,1
-0.6150840992335211,0,0,-0.10470212494013059,-0.41927790119961267,-0.4116448416481774,-0.329354760967065,-0.49486045528969513,1.081038575870679,-0.5858042752723711,-0.16236782977779518,-0.1321550042485464,1
-0.39543518045263454,0,0,-0.09871094313216972,-0.22655747153514522,-0.34766853073750476,-0.26598170027451873,-0.4459850791856447,1.0235575803106263,-0.7577309320466865,-0.12580244825149725,-0.15253203675100183,1
0.2772396333138306,0,0,-0.11356581412504438,0.06252324523171346,-0.3680246391807668,-0.30717422822382934,-0.4643133349150094,0.8511146057014767,-0.7290764319420816,-0.04277565261671766,-0.2084650033184731,1
-1.4662236595094567,0,0,-0.1145506906381688,-0.4513978668141262,-0.821674917577908,-0.7286052771768294,-0.8492071093701123,1.512146027051207,0.13055674017716834,0.5091253094323809,0.32347021446211477,1
0.18114323134719273,0,0,-0.117176972682252,-0.3550376519818924,-0.8032574914882981,-0.7159306650383201,-0.8400429705084655,1.4450848736118178,0.03504196619858358,0.5718385926010285,0.18420744295310298,1
-0.052233744857499244,0,0,-0.09313007077057714,0.15888335888572655,-0.44169432260150127,-0.367378637307643,-0.519298184580337,1.0331377450876817,-0.5189439756093929,-0.13543979220584054,-0.14396643025460829,1
-0.40916323787643993,0,0,-0.051437887611548126,-0.08201715651381047,-0.2836921936547003,-0.23429515566929904,-0.39710964809677207,0.6786716052258794,-0.9296575888210019,-0.008077984602578565,-0.2430797989691627,1
