dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Pendigits,15333,16,1.0,6684,6,417.75,0.375,1114.0,0.9222027972027972,0.1875,0.40388199109832423,0.0837005523866937,0.8312280699805185,1.4976272031883069,-0.6001397876052763,"[1.2172518968582153, 1.0452214479446411, 1.0450553894042969, 1.2174217700958252, 1.0447719097137451]","[1.2192777395248413, 1.0489078760147095, 1.0481986999511719, 1.2185139656066895, 1.0488635301589966]","[1.0447492599487305, 1.102553129196167, 1.0447819232940674, 1.0449872016906738, 1.044295310974121]","[1.0464504957199097, 1.1112840175628662, 1.0460039377212524, 1.045886516571045, 1.0472275018692017]","[1.0494664907455444, 1.045937180519104, 1.0453189611434937, 1.045998454093933, 1.0453230142593384]","[1.0509577989578247, 1.0465739965438843, 1.045958161354065, 1.047874927520752, 1.049127459526062]","[1.0463778972625732, 1.0463893413543701, 1.046168327331543, 1.0456911325454712, 1.0447653532028198]","[1.0477344989776611, 1.0472110509872437, 1.045844554901123, 1.0452730655670166, 1.0470092296600342]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.79172945022583, 1.7918275594711304, 1.7919657230377197, 1.7918553352355957, 1.7918269634246826]","[1.0463725328445435, 1.2076143026351929, 1.0460047721862793, 1.2088207006454468, 1.0459489822387695]","[1.0509910583496094, 1.2108337879180908, 1.0490175485610962, 1.2088003158569336, 1.050088882446289]","[1.7917295694351196, 1.7917375564575195, 1.7917311191558838, 1.7917097806930542, 1.7916998863220215]","[1.79172945022583, 1.7917284965515137, 1.7917311191558838, 1.7917346954345703, 1.7917369604110718]","[1.0454423427581787, 1.0452133417129517, 1.216727375984192, 1.0454591512680054, 1.1014634370803833]","[1.0496761798858643, 1.0473779439926147, 1.2187776565551758, 1.0482861995697021, 1.1121476888656616]","[1.8729116916656494, 1.8722102642059326, 1.868743896484375, 1.8731852769851685, 1.8710814714431763]","[1.873061180114746, 1.8723132610321045, 1.8723132610321045, 1.8723132610321045, 1.8723132610321045]",SMOTE,layer_normalisation
Pendigits,94965,16,1.0,4396,4,274.75,0.25,1099.0,0.9230096237970253,0.25,0.26964023336686027,0.036414415827317775,0.4702315481485112,1.309493253998788,-0.5366813860358187,"[0.7443850040435791, 0.7440300583839417, 0.7443851828575134, 0.744029700756073, 0.74367356300354]","[0.7469735145568848, 0.7464286684989929, 0.746071457862854, 0.746516764163971, 0.746299147605896]","[0.7440255880355835, 0.7440258860588074, 0.7440251708030701, 0.744025707244873, 0.7436708807945251]","[0.7465757727622986, 0.7470585107803345, 0.7465288043022156, 0.7468478083610535, 0.7467628717422485]","[0.7440575361251831, 0.7440308332443237, 0.7440826296806335, 0.7440468668937683, 0.7436797618865967]","[0.7490425705909729, 0.7448680400848389, 0.7483262419700623, 0.7493438720703125, 0.7487853169441223]","[0.7443833947181702, 1.0046031475067139, 0.7447389960289001, 0.7447399497032166, 0.7436729669570923]","[0.7513347268104553, 1.00536048412323, 0.7482078075408936, 0.7492937445640564, 0.7469876408576965]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3864367008209229, 1.386136770248413, 1.3864052295684814, 1.3862637281417847, 1.3861900568008423]","[0.744918704032898, 0.7449317574501038, 0.7448639869689941, 0.7450568675994873, 0.7445381283760071]","[0.7484102249145508, 0.7484182119369507, 0.7481234073638916, 0.7485645413398743, 0.7474242448806763]","[1.3859983682632446, 1.3862085342407227, 1.3861489295959473, 1.3862488269805908, 1.3861052989959717]","[1.386214256286621, 1.3862028121948242, 1.3862407207489014, 1.3862180709838867, 1.3861905336380005]","[0.7440294623374939, 0.7440302968025208, 0.7440293431282043, 0.7443848252296448, 0.7436745166778564]","[0.746868371963501, 0.7461065053939819, 0.7467479705810547, 0.7469272613525391, 0.7464297413825989]","[1.5071817636489868, 1.4958901405334473, 1.504777431488037, 1.497312068939209, 1.5079768896102905]","[1.50389564037323, 1.50389564037323, 1.50389564037323, 1.50389564037323, 1.50389564037323]",SMOTE,baseline
Pendigits,65354,16,1.0,7563,7,472.6875,0.4375,1080.4285714285713,0.9222027972027972,0.1875,0.35626534587494246,0.08756625436747112,0.7457005230828943,1.4279864083000644,-0.5076733837516464,"[1.1684596538543701, 1.3052016496658325, 1.1670790910720825, 1.1904314756393433, 1.1695382595062256]","[1.1728289127349854, 1.3108583688735962, 1.171658992767334, 1.198077917098999, 1.1752315759658813]","[1.3895214796066284, 1.1676477193832397, 1.166217565536499, 1.16779625415802, 1.1672749519348145]","[1.389467716217041, 1.1740221977233887, 1.1715197563171387, 1.1705409288406372, 1.1725867986679077]","[1.1673778295516968, 1.1670864820480347, 1.1681902408599854, 1.1677302122116089, 1.1666743755340576]","[1.1709004640579224, 1.1722277402877808, 1.1689447164535522, 1.1732378005981445, 1.1724746227264404]","[1.2495180368423462, 1.2501381635665894, 1.1664605140686035, 1.1668736934661865, 1.166245460510254]","[1.2538940906524658, 1.251720905303955, 1.1713063716888428, 1.1705124378204346, 1.1710622310638428]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.945848822593689, 1.9459941387176514, 1.9458091259002686, 1.9459277391433716, 1.9459584951400757]","[1.2493642568588257, 1.2510513067245483, 1.308903455734253, 1.167915940284729, 1.1671439409255981]","[1.2581645250320435, 1.2548166513442993, 1.314340353012085, 1.172629714012146, 1.1722781658172607]","[1.945875883102417, 1.9458805322647095, 1.9458969831466675, 1.945893406867981, 1.9458893537521362]","[1.9458945989608765, 1.9458935260772705, 1.945893406867981, 1.9458949565887451, 1.9458962678909302]","[1.1689293384552002, 1.1705561876296997, 1.1701751947402954, 1.166853427886963, 1.1695632934570312]","[1.1725679636001587, 1.1735284328460693, 1.174140214920044, 1.1728107929229736, 1.1750986576080322]","[2.024719476699829, 2.0125293731689453, 2.0274057388305664, 2.020587205886841, 2.02203369140625]","[2.0259642601013184, 2.0140674114227295, 2.0259642601013184, 2.0259642601013184, 2.0259642601013184]",SMOTE,dropout
Pendigits,46794,16,1.0,7826,7,489.125,0.4375,1118.0,0.9222027972027972,0.125,0.3442402991911414,0.072849219634708,0.7887092634479047,1.4109176371421104,-0.4904671657140577,"[1.1664001941680908, 1.304248571395874, 1.166216254234314, 1.2420059442520142, 1.1662088632583618]","[1.1726471185684204, 1.3091673851013184, 1.17111337184906, 1.240075945854187, 1.1696953773498535]","[1.1656228303909302, 1.1654678583145142, 1.165636420249939, 1.165612816810608, 1.166001796722412]","[1.1694813966751099, 1.1687300205230713, 1.1669172048568726, 1.1679973602294922, 1.1698583364486694]","[1.1667284965515137, 1.1661916971206665, 1.1697092056274414, 1.1664609909057617, 1.166373372077942]","[1.1710047721862793, 1.170912265777588, 1.1732614040374756, 1.1704448461532593, 1.1713587045669556]","[1.166225790977478, 1.1662260293960571, 1.166418433189392, 1.1664259433746338, 1.1662266254425049]","[1.1692132949829102, 1.1689693927764893, 1.1686530113220215, 1.1711945533752441, 1.1686393022537231]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.9460068941116333, 1.9460036754608154, 1.945838451385498, 1.9458799362182617, 1.9457911252975464]","[1.166832685470581, 1.1680599451065063, 1.1664303541183472, 1.1669782400131226, 1.1671323776245117]","[1.1720261573791504, 1.1758660078048706, 1.1709080934524536, 1.1712076663970947, 1.1728312969207764]","[1.9458976984024048, 1.9458922147750854, 1.9458913803100586, 1.9458822011947632, 1.9458820819854736]","[1.9458930492401123, 1.9458919763565063, 1.945891261100769, 1.9458917379379272, 1.945894718170166]","[1.3011689186096191, 1.3046025037765503, 1.1660269498825073, 1.1663954257965088, 1.1662095785140991]","[1.3098219633102417, 1.3096710443496704, 1.169865369796753, 1.170387864112854, 1.1696488857269287]","[2.029839038848877, 2.020254373550415, 2.020054817199707, 2.0316362380981445, 2.030038833618164]","[2.030683994293213, 2.0191898345947266, 2.0191898345947266, 2.030683994293213, 2.030683994293213]",SMOTE,batch_normalisation
Pendigits,32521,16,1.0,2110,2,131.875,0.125,1055.0,1.0,0.1875,0.0727803765627665,-0.1059216834210771,0.27852461106342385,1.0754943072183878,-0.1412520386439688,"[0.3140113353729248, 0.3140102028846741, 0.31327012181282043, 0.31401047110557556, 0.3140102028846741]","[0.31524214148521423, 0.31552502512931824, 0.31331610679626465, 0.31331729888916016, 0.31383562088012695]","[0.3132682740688324, 0.31326571106910706, 0.31327202916145325, 0.3132665753364563, 0.3140087425708771]","[0.3154923915863037, 0.3132750391960144, 0.3132774829864502, 0.31327205896377563, 0.3132765591144562]","[0.31468528509140015, 0.31404736638069153, 0.3140142560005188, 0.313384473323822, 0.3140149712562561]","[0.314339816570282, 0.3158893287181854, 0.31327250599861145, 0.3132757544517517, 0.3188607692718506]","[0.8110395073890686, 0.8236318826675415, 0.7991876602172852, 0.8121504783630371, 0.815852165222168]","[0.8132617473602295, 0.8132616877555847, 0.8132617473602295, 0.8132609724998474, 0.8132615089416504]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3146783113479614, 0.3143097162246704, 0.3141830563545227, 0.31405961513519287, 0.31475818157196045]","[0.317821204662323, 0.31611621379852295, 0.3156000077724457, 0.3160739541053772, 0.31669944524765015]","[0.693141520023346, 0.6931126713752747, 0.692925214767456, 0.6931750774383545, 0.6931754350662231]","[0.6931514739990234, 0.6935707330703735, 0.6934561729431152, 0.6931908130645752, 0.6931575536727905]","[0.31401002407073975, 0.31400933861732483, 0.3132703900337219, 0.31401002407073975, 0.31401073932647705]","[0.31677326560020447, 0.31422555446624756, 0.31354835629463196, 0.3132952153682709, 0.3132816553115845]","[0.8154839277267456, 0.8028913736343384, 0.7991876602172852, 0.8143719434738159, 0.8158523440361023]","[0.8132617473602295, 0.8132617473602295, 0.8132617473602295, 0.8132617473602295, 0.8132617473602295]",batch_normalisation,batch_normalisation
Pendigits,5603,8,1.0,10992,10,1374.0,1.25,1099.2,0.9222027972027972,0.25,0.4739806381300207,0.2717155143315395,0.7739694992012633,1.6063758842853484,-0.12423328303242513,"[1.6337617635726929, 1.5921252965927124, 1.592887043952942, 1.5494141578674316, 1.5474424362182617]","[1.6482954025268555, 1.6083062887191772, 1.610439658164978, 1.5638327598571777, 1.5564661026000977]","[1.6273308992385864, 1.606918454170227, 1.6400281190872192, 1.5419851541519165, 1.6022402048110962]","[1.6384011507034302, 1.6191596984863281, 1.6423966884613037, 1.5506360530853271, 1.616017460823059]","[1.6007866859436035, 1.748664140701294, 1.5643699169158936, 2.3427422046661377, 1.6125762462615967]","[1.5948667526245117, 1.7590104341506958, 1.5662628412246704, 2.3506453037261963, 1.6217740774154663]","[1.6361039876937866, 1.5101988315582275, 1.5130027532577515, 1.5237648487091064, 1.5096299648284912]","[1.6428821086883545, 1.517346739768982, 1.5228537321090698, 1.5314253568649292, 1.5235135555267334]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3026859760284424, 2.302567958831787, 2.3025262355804443, 2.302628755569458, 2.3025224208831787]","[1.5478850603103638, 1.5585105419158936, 1.746052861213684, 1.6308962106704712, 1.6987581253051758]","[1.5620089769363403, 1.5698299407958984, 1.7564268112182617, 1.6415700912475586, 1.7123066186904907]","[2.3025755882263184, 2.3025782108306885, 2.302578926086426, 2.3025729656219482, 2.3025765419006348]","[2.302578926086426, 2.302579164505005, 2.3025808334350586, 2.3025805950164795, 2.3025786876678467]","[1.5378941297531128, 1.586829423904419, 1.535759449005127, 1.6232457160949707, 1.7913464307785034]","[1.547452449798584, 1.60112464427948, 1.5475642681121826, 1.6362131834030151, 1.8053078651428223]","[2.3553783893585205, 2.3566577434539795, 2.3631975650787354, 2.3605105876922607, 2.366054058074951]","[2.357466697692871, 2.357466697692871, 2.3651974201202393, 2.357466697692871, 2.3651974201202393]",SMOTE,layer_normalisation
Pendigits,19611,9,1.0,10992,10,1221.3333333333333,1.1111111111111112,1099.2,0.9222027972027972,0.2222222222222222,0.43833021510744524,0.1318155022121387,0.7739694992012633,1.5501166948658327,-0.15822677758122142,"[1.4740852117538452, 1.478807806968689, 1.4697133302688599, 1.6428760290145874, 1.563765048980713]","[1.492946982383728, 1.4929836988449097, 1.4938663244247437, 1.6544814109802246, 1.5803114175796509]","[1.4845991134643555, 1.5118745565414429, 1.5781168937683105, 1.501447319984436, 1.4888592958450317]","[1.5002999305725098, 1.528389811515808, 1.596018671989441, 1.513046383857727, 1.5035254955291748]","[1.5068649053573608, 1.490598440170288, 1.4919012784957886, 1.5213209390640259, 1.4956649541854858]","[1.5137513875961304, 1.5029658079147339, 1.5035796165466309, 1.5332328081130981, 1.502074956893921]","[1.4783952236175537, 1.4746983051300049, 1.479899287223816, 1.4759434461593628, 1.474014401435852]","[1.4974706172943115, 1.4899876117706299, 1.5018357038497925, 1.4909077882766724, 1.4912608861923218]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3025522232055664, 2.3025522232055664, 2.3025763034820557, 2.302556276321411, 2.302589178085327]","[1.6952338218688965, 1.5192474126815796, 1.5901098251342773, 1.5020201206207275, 1.5777090787887573]","[1.7037911415100098, 1.5276199579238892, 1.6022528409957886, 1.517791986465454, 1.5916163921356201]","[2.3025734424591064, 2.3025758266448975, 2.3025784492492676, 2.302582025527954, 2.302572011947632]","[2.302578926086426, 2.3025786876678467, 2.302579164505005, 2.302581310272217, 2.302579641342163]","[1.4755901098251343, 1.5113701820373535, 1.4871928691864014, 1.6371610164642334, 1.4714716672897339]","[1.4925909042358398, 1.5287911891937256, 1.5063927173614502, 1.6513087749481201, 1.4903321266174316]","[2.3654720783233643, 2.366467237472534, 2.354951858520508, 2.3650591373443604, 2.3687551021575928]","[2.3651974201202393, 2.3651974201202393, 2.3570120334625244, 2.3651974201202393, 2.3651974201202393]",SMOTE,layer_normalisation
Pendigits,28122,13,1.0,10992,10,845.5384615384615,0.7692307692307693,1099.2,0.9222027972027972,0.23076923076923078,0.4131973246016691,0.11235033993711817,0.7739694992012633,1.5116432809147755,-0.3817869460773626,"[1.524253010749817, 1.5606305599212646, 1.4657409191131592, 1.5025649070739746, 1.556693434715271]","[1.5337496995925903, 1.5661667585372925, 1.4751224517822266, 1.5115158557891846, 1.563428282737732]","[1.5308531522750854, 1.5165144205093384, 1.6186472177505493, 1.4629967212677002, 1.462830901145935]","[1.5356695652008057, 1.5268604755401611, 1.6264833211898804, 1.4710838794708252, 1.4714531898498535]","[1.4702919721603394, 1.558877944946289, 1.4695734977722168, 1.4835079908370972, 1.467692255973816]","[1.4765487909317017, 1.5690363645553589, 1.4793819189071655, 1.4929784536361694, 1.4737610816955566]","[1.4632726907730103, 1.4631270170211792, 1.4631410837173462, 1.4632731676101685, 1.462713360786438]","[1.4701932668685913, 1.472699522972107, 1.468427062034607, 1.4703667163848877, 1.4700678586959839]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3025827407836914, 2.3025779724121094, 2.3025548458099365, 2.3025972843170166, 2.3026123046875]","[1.4670696258544922, 1.4649287462234497, 1.6514852046966553, 1.5101042985916138, 1.5607023239135742]","[1.477620244026184, 1.4773216247558594, 1.6574476957321167, 1.5180262327194214, 1.572291374206543]","[2.3025753498077393, 2.302574396133423, 2.3025758266448975, 2.3025786876678467, 2.302578926086426]","[2.302579879760742, 2.3025786876678467, 2.3025810718536377, 2.3025784492492676, 2.3025782108306885]","[1.564363718032837, 1.5016863346099854, 1.4645228385925293, 1.4672099351882935, 1.4660016298294067]","[1.573610782623291, 1.5149861574172974, 1.4764354228973389, 1.474860429763794, 1.4744983911514282]","[2.3667516708374023, 2.3586480617523193, 2.354525327682495, 2.364206314086914, 2.3643484115600586]","[2.3651974201202393, 2.357466697692871, 2.3570120334625244, 2.3651974201202393, 2.3651974201202393]",SMOTE,layer_normalisation
Pendigits,90692,13,1.0,10992,10,845.5384615384615,0.7692307692307693,1099.2,0.9222027972027972,0.15384615384615385,0.40233751437256393,0.11235033993711817,0.7739694992012633,1.4953159381360996,-0.36510026833311787,"[1.4749683141708374, 1.4638371467590332, 1.462989091873169, 1.4632620811462402, 1.4628608226776123]","[1.4835681915283203, 1.471781611442566, 1.470902442932129, 1.4686179161071777, 1.4708006381988525]","[1.4771811962127686, 1.5220887660980225, 1.4622933864593506, 1.5649559497833252, 1.463149905204773]","[1.484828233718872, 1.533856987953186, 1.4684137105941772, 1.5730869770050049, 1.4690866470336914]","[1.4661229848861694, 1.46824312210083, 1.4657080173492432, 1.4672716856002808, 1.4671591520309448]","[1.4752013683319092, 1.4758503437042236, 1.474276065826416, 1.4804441928863525, 1.4720946550369263]","[1.4630988836288452, 1.4646222591400146, 1.4624266624450684, 1.4631301164627075, 1.4635668992996216]","[1.4693421125411987, 1.4705065488815308, 1.4678981304168701, 1.4692602157592773, 1.470033884048462]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.3026509284973145, 2.3025643825531006, 2.3025825023651123, 2.3025283813476562, 2.3026583194732666]","[1.4665523767471313, 1.5058338642120361, 1.5566608905792236, 1.477951169013977, 1.4657478332519531]","[1.4794542789459229, 1.5167806148529053, 1.5642366409301758, 1.4916279315948486, 1.4757999181747437]","[2.302582025527954, 2.3025734424591064, 2.302574396133423, 2.3025786876678467, 2.3025755882263184]","[2.302579641342163, 2.3025777339935303, 2.3025779724121094, 2.3025779724121094, 2.302578926086426]","[1.4636703729629517, 1.466333270072937, 1.4760427474975586, 1.565044641494751, 1.471697449684143]","[1.4713279008865356, 1.472280740737915, 1.4832054376602173, 1.5781726837158203, 1.4830220937728882]","[2.366183042526245, 2.3569419384002686, 2.3559470176696777, 2.3585205078125, 2.3646328449249268]","[2.3651974201202393, 2.3570120334625244, 2.3570120334625244, 2.3570120334625244, 2.3651974201202393]",SMOTE,layer_normalisation
Pendigits,21999,9,1.0,10992,10,1221.3333333333333,1.1111111111111112,1099.2,0.9222027972027972,0.2222222222222222,0.3479449116789421,0.11235033993711817,0.7739694992012633,1.416154234032054,0.060439814665182244,"[1.4806495904922485, 1.512209177017212, 1.476530909538269, 1.513461709022522, 1.5143811702728271]","[1.4991555213928223, 1.533109426498413, 1.498651385307312, 1.5324517488479614, 1.5310070514678955]","[1.5189595222473145, 1.4840787649154663, 1.4903298616409302, 1.538488507270813, 1.4927953481674194]","[1.537392497062683, 1.5031354427337646, 1.509885549545288, 1.559374451637268, 1.508051872253418]","[1.5290753841400146, 1.5279877185821533, 1.5184869766235352, 1.5325886011123657, 1.5287530422210693]","[1.541403889656067, 1.5400025844573975, 1.5335814952850342, 1.547961950302124, 1.5390517711639404]","[1.5331013202667236, 1.4807511568069458, 1.487732172012329, 1.4802253246307373, 1.481989860534668]","[1.5474995374679565, 1.5025948286056519, 1.5076290369033813, 1.498463749885559, 1.50596284866333]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[2.302621603012085, 2.302546501159668, 2.3025901317596436, 2.3025360107421875, 2.3026394844055176]","[1.4845644235610962, 1.4844260215759277, 1.525423288345337, 1.499813199043274, 1.56302809715271]","[1.5051898956298828, 1.5053532123565674, 1.5394607782363892, 1.5128576755523682, 1.5778030157089233]","[2.302576780319214, 2.3025739192962646, 2.302574872970581, 2.302579402923584, 2.3025753498077393]","[2.3025801181793213, 2.3025801181793213, 2.3025805950164795, 2.302582263946533, 2.3025784492492676]","[1.511688232421875, 1.5680551528930664, 1.5135886669158936, 1.5093120336532593, 1.47614324092865]","[1.5306693315505981, 1.5853052139282227, 1.5325779914855957, 1.5288783311843872, 1.4960911273956299]","[2.271587610244751, 2.3589324951171875, 2.3528192043304443, 2.365201234817505, 2.3609368801116943]","[2.271878719329834, 2.357466697692871, 2.3570120334625244, 2.3651974201202393, 2.357466697692871]",SMOTE,layer_normalisation
