dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Nursery,20525,8,0.125,8310,2,1038.75,0.25,4155.0,0.9479606188466948,0.0,0.0356743105040766,0.0013707790725559,0.1876826592442508,1.0363182735457992,2.502117885677922,"[0.31849074363708496, 0.3138287663459778, 0.32661473751068115, 0.3236042857170105, 0.31382840871810913]","[0.3253266513347626, 0.3155721127986908, 0.33048686385154724, 0.32577452063560486, 0.3178320527076721]","[0.3156677484512329, 0.31382715702056885, 0.3136642277240753, 0.3140145540237427, 0.31412798166275024]","[0.31544071435928345, 0.31374046206474304, 0.31446927785873413, 0.31326571106910706, 0.3132953345775604]","[0.34105175733566284, 0.32302266359329224, 0.3231850266456604, 0.31902095675468445, 0.3208088278770447]","[0.3388412594795227, 0.32471445202827454, 0.33089569211006165, 0.32335662841796875, 0.3240022659301758]","[0.32172510027885437, 0.3232234716415405, 0.31946808099746704, 0.32040730118751526, 0.31965482234954834]","[0.32454392313957214, 0.3259260654449463, 0.32462286949157715, 0.3253587782382965, 0.32487449049949646]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3134608566761017, 0.31347376108169556, 0.31343919038772583, 0.3181689381599426, 0.31346210837364197]","[0.3134811222553253, 0.3135031461715698, 0.31355270743370056, 0.3151034116744995, 0.3135151267051697]","[0.6931459307670593, 0.6928604245185852, 0.6928893327713013, 0.6930190920829773, 0.6927298307418823]","[0.6931425929069519, 0.6929492950439453, 0.6929455399513245, 0.692994236946106, 0.6929465532302856]","[0.3132641613483429, 0.3132667541503906, 0.3211617171764374, 0.31458529829978943, 0.32228806614875793]","[0.3144819140434265, 0.3177594840526581, 0.32625812292099, 0.3180503249168396, 0.32171645760536194]","[0.8168346881866455, 0.6016355752944946, 0.828305184841156, 0.8259521722793579, 0.7934272885322571]","[0.8264988660812378, 0.5981612801551819, 0.8264988660812378, 0.8264988660812378, 0.8000247478485107]",batch_normalisation,prune
Nursery,21822,8,0.125,8364,2,1045.5,0.25,4182.0,0.9361111111111112,0.0,0.0963634339393638,-0.0003857780891507,0.6920644443052122,1.10115918990216,0.2961534492284823,"[0.3132627010345459, 0.31326285004615784, 0.31326282024383545, 0.31326285004615784, 0.3132627308368683]","[0.31326255202293396, 0.31326279044151306, 0.3132626414299011, 0.3132627010345459, 0.3132626712322235]","[0.31326228380203247, 0.3132622539997101, 0.31326228380203247, 0.31326228380203247, 0.3132622539997101]","[0.31326228380203247, 0.31326228380203247, 0.31326234340667725, 0.31326228380203247, 0.31326228380203247]","[0.31329238414764404, 0.313263475894928, 0.3132638931274414, 0.313264936208725, 0.31326428055763245]","[0.3132684826850891, 0.3132636845111847, 0.31326350569725037, 0.3132772445678711, 0.3132641017436981]","[0.798307478427887, 0.8282991051673889, 0.793738067150116, 0.7948599457740784, 0.31326305866241455]","[0.7968175411224365, 0.829698383808136, 0.7968223690986633, 0.7968232035636902, 0.31326308846473694]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.31332167983055115, 0.3133220374584198, 0.3133261799812317, 0.3133156895637512, 0.31332820653915405]","[0.3133207857608795, 0.31332123279571533, 0.3133266270160675, 0.31331437826156616, 0.31332793831825256]","[0.6929082274436951, 0.692897617816925, 0.692728579044342, 0.6927624344825745, 0.6929263472557068]","[0.6928433179855347, 0.6928591728210449, 0.6928969621658325, 0.6928552389144897, 0.6928861141204834]","[0.3132627606391907, 0.3132627010345459, 0.3132627308368683, 0.3132627010345459, 0.3132627308368683]","[0.3132626712322235, 0.3132627010345459, 0.3132626414299011, 0.31326255202293396, 0.3132627010345459]","[0.8282094597816467, 0.8283001184463501, 0.832783579826355, 0.79486083984375, 0.827926516532898]","[0.8296993374824524, 0.8296993374824524, 0.8296993374824524, 0.7968242168426514, 0.8296993374824524]",batch_normalisation,batch_normalisation
Nursery,6102,8,0.125,4372,2,546.5,0.25,2186.0,0.0811078140454995,0.0,0.0378927043201343,0.0045752897721042,0.0985549022405857,1.03861978748358,0.2680357866269696,"[0.3883441090583801, 0.38691383600234985, 0.3897463381290436, 0.38795962929725647, 0.3879598081111908]","[0.3886913061141968, 0.3886911869049072, 0.3886905014514923, 0.38869020342826843, 0.3886912167072296]","[0.3883439302444458, 0.3869136869907379, 0.3897470533847809, 0.3879600465297699, 0.3879595398902893]","[0.38869231939315796, 0.388692170381546, 0.3886925280094147, 0.38869261741638184, 0.38869211077690125]","[0.3883453905582428, 0.38691434264183044, 0.38974669575691223, 0.3879603147506714, 0.38796040415763855]","[0.38869214057922363, 0.3886916935443878, 0.3886925280094147, 0.3886920213699341, 0.3886915147304535]","[0.38834214210510254, 0.3869120478630066, 0.38974496722221375, 0.38795796036720276, 0.38795796036720276]","[0.3886902928352356, 0.3886902928352356, 0.3886902928352356, 0.3886902928352356, 0.3886902928352356]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.38853535056114197, 0.3871288299560547, 0.38994041085243225, 0.3881692886352539, 0.3881606459617615]","[0.38888099789619446, 0.388904333114624, 0.38888245820999146, 0.38889968395233154, 0.38889050483703613]","[0.5225836038589478, 0.521578848361969, 0.523567259311676, 0.5223137736320496, 0.5223146677017212]","[0.5228281021118164, 0.5228285789489746, 0.5228278040885925, 0.5228284001350403, 0.5228279232978821]","[0.3883439898490906, 0.38691362738609314, 0.3897469639778137, 0.3879598081111908, 0.3879595398902893]","[0.3886914849281311, 0.3886905610561371, 0.3886915147304535, 0.3886909782886505, 0.3886910676956177]","[0.38834214210510254, 0.3869120478630066, 0.38974496722221375, 0.38795796036720276, 0.38795796036720276]","[0.3886902928352356, 0.3886902928352356, 0.3886902928352356, 0.3886902928352356, 0.3886902928352356]",layer_normalisation,layer_normalisation
Nursery,91344,5,0.2,12958,4,2591.6,0.8,3239.5,0.0759259259259259,0.0,0.1651463495353363,0.0019695029629255,0.6638101516675277,1.1795657349771398,1.0764417769368129,"[1.09762442111969, 0.885897159576416, 0.8842109441757202, 0.8852375745773315, 0.8828453421592712]","[1.0982211828231812, 0.8854384422302246, 0.8875008821487427, 0.8852880001068115, 0.8866363167762756]","[0.888338565826416, 0.8859732151031494, 0.8840261101722717, 0.8848355412483215, 0.8826191425323486]","[0.8865223526954651, 0.8852123022079468, 0.8889136910438538, 0.8850823640823364, 0.8874754905700684]","[0.8888713121414185, 0.8870102167129517, 0.8857334852218628, 0.8850579857826233, 0.8839349150657654]","[0.8881581425666809, 0.8860718607902527, 0.8875263333320618, 0.8857439160346985, 0.8874551057815552]","[0.8882855772972107, 0.885996401309967, 0.8916301727294922, 0.885265588760376, 0.8901723027229309]","[0.8866533637046814, 0.8853403925895691, 0.8940795063972473, 0.8855819702148438, 0.8933815956115723]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.8889098763465881, 0.8864602446556091, 0.8855140805244446, 0.8856668472290039, 0.8835123181343079]","[0.8861355185508728, 0.8851433992385864, 0.8854295015335083, 0.8849115967750549, 0.8864094614982605]","[1.3713680505752563, 1.3713490962982178, 1.3714710474014282, 1.3712785243988037, 1.3711925745010376]","[1.3713586330413818, 1.3713544607162476, 1.3713712692260742, 1.3713563680648804, 1.3713737726211548]","[0.8882014751434326, 0.8859116435050964, 0.8840909004211426, 0.8848084807395935, 0.8826718926429749]","[0.8868702054023743, 0.8855340480804443, 0.8881220817565918, 0.8852217197418213, 0.8869796395301819]","[1.4305955171585083, 1.4145957231521606, 1.4155603647232056, 1.413389801979065, 1.4349743127822876]","[1.4315541982650757, 1.414578914642334, 1.414578914642334, 1.4103350639343262, 1.4315541982650757]",weight_normalisation,prune
Nursery,39993,6,0.1666666666666666,12958,4,2159.6666666666665,0.6666666666666666,3239.5,0.0759259259259259,0.0,0.03415376832535,0.0017912151762257,0.1338524211043348,1.0347437053023745,7.366982529744702,"[1.141045331954956, 1.1494845151901245, 1.143799066543579, 1.1506928205490112, 1.1486451625823975]","[1.218623399734497, 1.1992778778076172, 1.2029049396514893, 1.2085587978363037, 1.205027461051941]","[1.1406912803649902, 1.1402966976165771, 1.1397994756698608, 1.1487997770309448, 1.1445658206939697]","[1.226349115371704, 1.214297890663147, 1.2194008827209473, 1.2208918333053589, 1.224578619003296]","[1.1582165956497192, 1.1577519178390503, 1.1589229106903076, 1.1640489101409912, 1.1645454168319702]","[1.1729122400283813, 1.1722220182418823, 1.1763259172439575, 1.1769556999206543, 1.1804370880126953]","[1.1392016410827637, 1.144149899482727, 1.1433223485946655, 1.152766227722168, 1.1472184658050537]","[1.2271438837051392, 1.1999046802520752, 1.2064874172210693, 1.2071348428726196, 1.215734839439392]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.1546883583068848, 1.1679338216781616, 1.1554855108261108, 1.1613487005233765, 1.1580986976623535]","[1.1738708019256592, 1.180006504058838, 1.1663682460784912, 1.1746370792388916, 1.173492670059204]","[1.371368646621704, 1.3713741302490234, 1.3713184595108032, 1.3711799383163452, 1.3713423013687134]","[1.3713663816452026, 1.3713603019714355, 1.3713711500167847, 1.3713899850845337, 1.371375560760498]","[1.1442608833312988, 1.146071434020996, 1.1430906057357788, 1.150831699371338, 1.1489207744598389]","[1.2201564311981201, 1.1998051404953003, 1.2117213010787964, 1.2154335975646973, 1.2104032039642334]","[1.4319220781326294, 1.4143545627593994, 1.4322009086608887, 1.17534339427948, 1.4065165519714355]","[1.4315541982650757, 1.4103350639343262, 1.4315541982650757, 1.1790509223937988, 1.4103350639343262]",batch_normalisation,prune
Nursery,4816,5,0.2,12958,4,2591.6,0.8,3239.5,0.0759259259259259,0.0,0.0421721877927004,0.0017912151762257,0.1338524211043348,1.0430740679101655,7.131349058042863,"[1.164420485496521, 1.1596171855926514, 1.164911150932312, 1.1646329164505005, 1.1640197038650513]","[1.2013826370239258, 1.2041207551956177, 1.203092098236084, 1.2022223472595215, 1.2019799947738647]","[1.1630438566207886, 1.1600338220596313, 1.1644395589828491, 1.1622438430786133, 1.1624455451965332]","[1.2047446966171265, 1.204318642616272, 1.20880126953125, 1.2098774909973145, 1.2089660167694092]","[1.1714903116226196, 1.168236494064331, 1.171933889389038, 1.1730047464370728, 1.1715404987335205]","[1.1844218969345093, 1.1888556480407715, 1.1894365549087524, 1.1890813112258911, 1.185064673423767]","[1.1625885963439941, 1.1573251485824585, 1.1638062000274658, 1.1632449626922607, 1.161902904510498]","[1.206799030303955, 1.211686611175537, 1.2058489322662354, 1.2053622007369995, 1.205769658088684]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.1714470386505127, 1.1666581630706787, 1.1695924997329712, 1.1707136631011963, 1.1785643100738525]","[1.1829066276550293, 1.1874830722808838, 1.1850699186325073, 1.1838589906692505, 1.1873691082000732]","[1.3713151216506958, 1.3713672161102295, 1.3714548349380493, 1.3713105916976929, 1.3711909055709839]","[1.3713585138320923, 1.3713581562042236, 1.371373176574707, 1.371360421180725, 1.3713557720184326]","[1.164615511894226, 1.160826563835144, 1.1653691530227661, 1.1653337478637695, 1.163770079612732]","[1.2010873556137085, 1.2080879211425781, 1.2028461694717407, 1.201483130455017, 1.2009999752044678]","[1.4108173847198486, 1.4148368835449219, 1.4290657043457031, 1.428824543952942, 1.4119428396224976]","[1.414578914642334, 1.414578914642334, 1.4315541982650757, 1.4315541982650757, 1.414578914642334]",layer_normalisation,prune
Nursery,93679,5,0.0,12958,4,2591.6,0.8,3239.5,0.0759259259259259,0.0,0.014214037769553,0.0017912151762257,0.0491176307410483,1.014315537541432,23.12521938124588,"[1.2519968748092651, 1.253392219543457, 1.253996729850769, 1.2519019842147827, 1.2539219856262207]","[1.2880408763885498, 1.2851532697677612, 1.2868759632110596, 1.2982375621795654, 1.2867517471313477]","[1.250322937965393, 1.252062201499939, 1.2539278268814087, 1.2482285499572754, 1.2524783611297607]","[1.2940751314163208, 1.2898414134979248, 1.2932863235473633, 1.3021583557128906, 1.293438196182251]","[1.25725257396698, 1.2580715417861938, 1.259295105934143, 1.2553789615631104, 1.2581332921981812]","[1.276639461517334, 1.2772198915481567, 1.2765175104141235, 1.27601158618927, 1.274322271347046]","[1.2495598793029785, 1.2517644166946411, 1.2507246732711792, 1.2472623586654663, 1.2517616748809814]","[1.2955949306488037, 1.2993451356887817, 1.2998008728027344, 1.303167700767517, 1.2960158586502075]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.2566884756088257, 1.2575044631958008, 1.2576532363891602, 1.2560793161392212, 1.2578179836273193]","[1.2724939584732056, 1.2745803594589233, 1.276804804801941, 1.2761898040771484, 1.2738093137741089]","[1.371437668800354, 1.3711580038070679, 1.3712867498397827, 1.371286153793335, 1.3714793920516968]","[1.371394395828247, 1.371375560760498, 1.3713583946228027, 1.3713586330413818, 1.3713618516921997]","[1.2531371116638184, 1.2538986206054688, 1.2545117139816284, 1.2506399154663086, 1.254683256149292]","[1.2857413291931152, 1.2866380214691162, 1.287551760673523, 1.2891498804092407, 1.2847411632537842]","[1.412505865097046, 1.4103717803955078, 1.4076018333435059, 1.2577168941497803, 1.4112193584442139]","[1.414578914642334, 1.4111191034317017, 1.4103350639343262, 1.2751901149749756, 1.4103350639343262]",layer_normalisation,prune
Nursery,81668,6,0.1666666666666666,12958,4,2159.6666666666665,0.6666666666666666,3239.5,0.0759259259259259,0.0,0.0354717403210713,0.0017912151762257,0.1338524211043348,1.0361083676245335,7.056102697994738,"[1.1489975452423096, 1.1509289741516113, 1.1509124040603638, 1.149794101715088, 1.1509395837783813]","[1.2117162942886353, 1.2233840227127075, 1.215526819229126, 1.2225532531738281, 1.2149834632873535]","[1.146369457244873, 1.1514614820480347, 1.1502667665481567, 1.1466161012649536, 1.1472245454788208]","[1.2208738327026367, 1.224257469177246, 1.2176285982131958, 1.2323023080825806, 1.2330942153930664]","[1.162499189376831, 1.1653279066085815, 1.164602279663086, 1.1639182567596436, 1.1648129224777222]","[1.1821873188018799, 1.1808209419250488, 1.181028962135315, 1.1876822710037231, 1.1814308166503906]","[1.147508978843689, 1.1483107805252075, 1.1493185758590698, 1.1477550268173218, 1.1488206386566162]","[1.214572787284851, 1.2287819385528564, 1.2189396619796753, 1.2370213270187378, 1.2165038585662842]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.1627819538116455, 1.1615878343582153, 1.1627507209777832, 1.159412145614624, 1.1600886583328247]","[1.1841254234313965, 1.1842540502548218, 1.1821362972259521, 1.1877230405807495, 1.1863347291946411]","[1.3713743686676025, 1.371342420578003, 1.3713690042495728, 1.3712652921676636, 1.3712953329086304]","[1.3713711500167847, 1.3713546991348267, 1.3713544607162476, 1.3713606595993042, 1.3713549375534058]","[1.149761438369751, 1.152651071548462, 1.152506709098816, 1.1505637168884277, 1.1504218578338623]","[1.2097094058990479, 1.218685507774353, 1.2099535465240479, 1.225797176361084, 1.2229584455490112]","[1.1917724609375, 1.256720781326294, 1.4313567876815796, 1.4343713521957397, 1.431839108467102]","[1.1906216144561768, 1.2514177560806274, 1.4315541982650757, 1.4315541982650757, 1.4315541982650757]",layer_normalisation,dropout
Nursery,10520,6,0.1666666666666666,12958,4,2159.6666666666665,0.6666666666666666,3239.5,0.0759259259259259,0.0,0.1448023824974768,0.0017912151762257,0.6638101516675277,1.1558111391870605,0.9734756982201648,"[0.8559805154800415, 0.8206003308296204, 0.8182905912399292, 0.814935028553009, 0.8142098188400269]","[0.861902117729187, 0.8200544118881226, 0.8250156044960022, 0.8196676969528198, 0.8192882537841797]","[0.8116625547409058, 0.8138429522514343, 0.812933087348938, 0.8098074793815613, 0.8117557764053345]","[0.8159584999084473, 0.815894603729248, 0.8182751536369324, 0.8161807656288147, 0.8177300095558167]","[0.8193913102149963, 0.8214255571365356, 0.8266924619674683, 0.8165563941001892, 0.8186478614807129]","[0.8249340057373047, 0.8181553483009338, 0.8318963646888733, 0.8240171074867249, 0.8260475397109985]","[0.8165110945701599, 0.8212070465087891, 0.8177947402000427, 0.8152962327003479, 0.8157093524932861]","[0.8181297183036804, 0.8189062476158142, 0.8216598033905029, 0.819674551486969, 0.8175712823867798]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.8150568008422852, 0.8190611600875854, 0.8177371621131897, 0.8096902966499329, 0.814513623714447]","[0.8155193328857422, 0.8157711029052734, 0.815973162651062, 0.8132632970809937, 0.8156622648239136]","[1.3713254928588867, 1.3714240789413452, 1.37143075466156, 1.37112557888031, 1.3713423013687134]","[1.371359944343567, 1.371361494064331, 1.3713589906692505, 1.371363878250122, 1.37136709690094]","[0.8161280155181885, 0.8187932968139648, 0.817949116230011, 0.8091464042663574, 0.8156591653823853]","[0.8197276592254639, 0.8185185790061951, 0.821962833404541, 0.816204309463501, 0.8185123205184937]","[1.4331281185150146, 1.0141605138778687, 1.4153355360031128, 1.0558775663375854, 1.4097723960876465]","[1.4315541982650757, 1.0112264156341553, 1.4115079641342163, 1.0586779117584229, 1.4103350639343262]",batch_normalisation,prune
Nursery,29707,8,0.125,756,4,94.5,0.5,189.0,0.0753968253968253,0.0,0.0855112891688169,-0.0484378468170118,0.6469526559262307,1.0892738582711283,1.505404729510362,"[0.8037436604499817, 0.7933924794197083, 0.7830646634101868, 0.7954736351966858, 0.8303772211074829]","[0.8657786846160889, 0.8518065214157104, 0.8353062272071838, 0.8492925763130188, 0.8785992860794067]","[0.8086560368537903, 0.7804970741271973, 0.8422453999519348, 0.7854683995246887, 0.785346269607544]","[0.8704833984375, 0.8788393139839172, 0.9381008148193359, 0.849403977394104, 0.8805471658706665]","[0.8167162537574768, 0.8036268949508667, 0.8386210203170776, 0.8798089027404785, 0.8231097459793091]","[0.8296856880187988, 0.8751407265663147, 0.8793283700942993, 0.9003015756607056, 0.8748980164527893]","[1.4144675731658936, 0.8992668390274048, 1.0873621702194214, 1.0649945735931396, 0.8784449100494385]","[1.41471266746521, 0.9540892243385315, 1.079203724861145, 1.049578309059143, 0.891907274723053]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.8260881304740906, 0.8224427700042725, 0.8048922419548035, 0.8044554591178894, 0.7994304895401001]","[0.8555719256401062, 0.8638778328895569, 0.8484724164009094, 0.8568472862243652, 0.8668331503868103]","[1.3715418577194214, 1.370815634727478, 1.371813416481018, 1.3714816570281982, 1.3708343505859375]","[1.371408224105835, 1.3715957403182983, 1.3714380264282227, 1.371423363685608, 1.3715566396713257]","[0.7934010624885559, 0.7851212024688721, 0.7934165000915527, 0.7913346886634827, 0.789175808429718]","[0.8478223085403442, 0.8523954153060913, 0.831296980381012, 0.8486398458480835, 0.8418052792549133]","[1.4124054908752441, 1.4103350639343262, 1.4103350639343262, 1.4061943292617798, 1.4213542938232422]","[1.40814208984375, 1.4147210121154785, 1.40814208984375, 1.40814208984375, 1.40814208984375]",weight_normalisation,weight_normalisation
