dataset_name,seed,number_of_attributes,percentage_of_numeric_features,number_of_instances,number_of_class,proportion_of_attributes_per_instances,number_of_classes_per_attributes,number_of_instances_per_class,proportion_of_min_to_max_instance_per_class,proportion_of_attributes_with_outliers,minimum_continuous_mutual_information,maximum_continuous_mutual_information,minimum_discrete_mutual_information,maximum_discrete_mutual_information,equivalent_number_of_continuous_attributes,equivalent_number_of_discrete_attributes,noise_signal_ratio_of_continuous_attributes,noise_signal_ratio_of_discrete_attributes,normal_training_loss,normal_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Agaricus Lepiota,2538102769.0,12.0,0.6666666666666666,8124.0,2.0,0.001477104874446,0.1666666666666666,4062.0,0.9306083650190116,0.25,0.0057347836445371,0.4001209553283908,0.0052102297135727,0.188462887642013,1.148847108556406,1.129344999194932,-0.0999967251942659,1.0533661196854265,"[0.31614819169044495, 0.3174944519996643, 0.3332669734954834, 0.35923337936401367, 0.36614730954170227]","[0.3162137567996979, 0.315724641084671, 0.331110417842865, 0.3606472313404083, 0.36495494842529297]","[0.31614768505096436, 0.317493736743927, 0.31653204560279846, 0.31633976101875305, 0.3163544237613678]","[0.31591010093688965, 0.3157237470149994, 0.31572386622428894, 0.3157237768173218, 0.3157244026660919]","[0.31326624751091003, 0.3132650852203369, 0.31327024102211, 0.31326571106910706, 0.3564976751804352]","[0.31388065218925476, 0.31326359510421753, 0.314071923494339, 0.31365954875946045, 0.3544951379299164]","[0.7896994352340698, 0.31364715099334717, 0.8354777097702026, 0.7952776551246643, 0.8322995901107788]","[0.800646185874939, 0.3132624328136444, 0.8258770704269409, 0.8006463050842285, 0.8258764743804932]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3590361177921295, 0.3136668801307678, 0.31367436051368713, 0.35656148195266724, 0.3576123118400574]","[0.3591232895851135, 0.3135852515697479, 0.313633531332016, 0.3585205376148224, 0.3589671552181244]","[0.6924472451210022, 0.6929706931114197, 0.6925223469734192, 0.6928666234016418, 0.6927221417427063]","[0.6930469870567322, 0.6930308938026428, 0.6930344700813293, 0.6929737329483032, 0.6929467916488647]","[0.3215336799621582, 0.3648117482662201, 0.3596179783344269, 0.36423420906066895, 0.36345523595809937]","[0.31918397545814514, 0.36372458934783936, 0.3606472611427307, 0.36372414231300354, 0.36372408270835876]","[0.8383628726005554, 0.7995092272758484, 0.8354777097702026, 0.847210705280304, 0.7424925565719604]","[0.827107846736908, 0.8006463050842285, 0.8258770704269409, 0.8449540138244629, 0.738492488861084]",batch_normalisation,batch_normalisation
Agaricus Lepiota,623713073.0,20.0,0.55,8124.0,2.0,0.0024618414574101,0.1,4062.0,0.9306083650190116,0.3,0.0029844882612284,0.3775374419221755,0.0052102297135727,0.1973567463315339,1.1202664006039975,1.0877141869385918,-0.200254102217845,0.3202858309247097,"[0.3636569678783417, 0.3659650981426239, 0.365003377199173, 0.3675038814544678, 0.36653193831443787]","[0.36680281162261963, 0.36680179834365845, 0.36680784821510315, 0.3668025732040405, 0.36680367588996887]","[0.32595691084861755, 0.32672637701034546, 0.32961148023605347, 0.3278803825378418, 0.35480064153671265]","[0.32187792658805847, 0.32187777757644653, 0.33110836148262024, 0.32187777757644653, 0.36064696311950684]","[0.35827818512916565, 0.36596566438674927, 0.36500391364097595, 0.3675052523612976, 0.32200106978416443]","[0.3649563491344452, 0.3668012320995331, 0.36740222573280334, 0.36680150032043457, 0.32003313302993774]","[0.7960464358329773, 0.7900841236114502, 0.839901328086853, 0.3684750199317932, 0.8272995948791504]","[0.8055689334869385, 0.8055694103240967, 0.8209538459777832, 0.3705027103424072, 0.8209534287452698]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3638628423213959, 0.3662117123603821, 0.36543840169906616, 0.36772599816322327, 0.3667846620082855]","[0.36698728799819946, 0.3670424818992615, 0.3675473928451538, 0.3670334219932556, 0.3670777678489685]","[0.6927752494812012, 0.6924963593482971, 0.6922613382339478, 0.6925662159919739, 0.6929593086242676]","[0.6931461095809937, 0.6932123303413391, 0.693376898765564, 0.6934473514556885, 0.6932985782623291]","[0.3636569678783417, 0.3659650981426239, 0.3650033473968506, 0.38116011023521423, 0.3665318191051483]","[0.3668038845062256, 0.3668018877506256, 0.3668086528778076, 0.3760320842266083, 0.3668018877506256]","[0.830476701259613, 0.7900843620300293, 0.7143004536628723, 0.7906613945960999, 0.7686464190483093]","[0.8209540247917175, 0.8055694103240967, 0.7200309634208679, 0.8049539923667908, 0.7717232704162598]",batch_normalisation,batch_normalisation
Agaricus Lepiota,1273131839.0,11.0,0.4545454545454545,8124.0,2.0,0.0013540128015755,0.1818181818181818,4062.0,0.9306083650190116,0.1818181818181818,0.0002843988492351,0.2348266965022336,0.0052102297135727,0.188462887642013,1.1008737669226056,1.064168915516314,1.0791347664272624,1.6772833186193916,"[0.42906227707862854, 0.39539390802383423, 0.40924251079559326, 0.40347251296043396, 0.39172428846359253]","[0.4221939444541931, 0.3809550702571869, 0.4049549102783203, 0.40372493863105774, 0.3809550106525421]","[0.33942127227783203, 0.35461923480033875, 0.3390364348888397, 0.37673595547676086, 0.3667237162590027]","[0.337262362241745, 0.35818803310394287, 0.33726224303245544, 0.3711084723472595, 0.35941609740257263]","[0.3698142170906067, 0.36962124705314636, 0.3657740652561188, 0.37673673033714294, 0.3667255640029907]","[0.35941773653030396, 0.3569639027118683, 0.3594188690185547, 0.3711102604866028, 0.35941803455352783]","[0.804317831993103, 0.8300912976264954, 0.7914305925369263, 0.7895070910453796, 0.7888385653495789]","[0.8000309467315674, 0.8264918923377991, 0.8000307679176331, 0.8000307679176331, 0.8000307679176331]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.45104819536209106, 0.38401031494140625, 0.3777378499507904, 0.37773221731185913, 0.38923075795173645]","[0.4495120048522949, 0.37252163887023926, 0.37134960293769836, 0.3689330518245697, 0.3783416748046875]","[0.6932650208473206, 0.6927874684333801, 0.6926052570343018, 0.6924356818199158, 0.6924008727073669]","[0.6930245757102966, 0.6929428577423096, 0.6929277777671814, 0.6931223273277283, 0.6930109858512878]","[0.39347049593925476, 0.42289888858795166, 0.40924257040023804, 0.7895072102546692, 0.4121086299419403]","[0.3809550702571869, 0.4135701656341553, 0.40495502948760986, 0.8000309467315674, 0.40495502948760986]","[0.8222059011459351, 0.7083377838134766, 0.7945082783699036, 0.7895073294639587, 0.7888387441635132]","[0.8264924883842468, 0.7040309309959412, 0.8018770813941956, 0.8000309467315674, 0.8000309467315674]",batch_normalisation,batch_normalisation
Agaricus Lepiota,2736436392.0,12.0,0.6666666666666666,8124.0,2.0,0.001477104874446,0.1666666666666666,4062.0,0.9306083650190116,0.3333333333333333,0.0271260707746661,0.3682593215884493,0.0052102297135727,0.1973567463315339,1.1460405421420097,1.108171960988993,-0.0838475280043949,1.4317267658885295,"[0.37827521562576294, 0.36596521735191345, 0.38828179240226746, 0.36288759112358093, 0.3907626271247864]","[0.3858779966831207, 0.37357091903686523, 0.3951142132282257, 0.3680318295955658, 0.395108699798584]","[0.3557702898979187, 0.35307762026786804, 0.3578861951828003, 0.31903254985809326, 0.35364672541618347]","[0.3606468141078949, 0.36064696311950684, 0.3643392324447632, 0.3206469416618347, 0.36064693331718445]","[0.35603827238082886, 0.3530784845352173, 0.3594258725643158, 0.3611578643321991, 0.3599938154220581]","[0.3606480658054352, 0.3606487214565277, 0.36804890632629395, 0.36803552508354187, 0.3680335283279419]","[0.8397082090377808, 0.7908527851104736, 0.8339388966560364, 0.7939310669898987, 0.8386455178260803]","[0.8117223978042603, 0.8147991895675659, 0.8117232322692871, 0.8148001432418823, 0.8117225170135498]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.36077743768692017, 0.35885801911354065, 0.3597366213798523, 0.36151599884033203, 0.3585788309574127]","[0.36842411756515503, 0.36841848492622375, 0.3683450222015381, 0.3683739900588989, 0.36462920904159546]","[0.6922593116760254, 0.6925272345542908, 0.6926094889640808, 0.6928395628929138, 0.6923303008079529]","[0.6941421031951904, 0.693662703037262, 0.693889319896698, 0.6932563185691833, 0.6940026879310608]","[0.3621181547641754, 0.36596497893333435, 0.3882770836353302, 0.3682732880115509, 0.3623012602329254]","[0.3680318295955658, 0.37357038259506226, 0.3951091170310974, 0.3717244565486908, 0.3680320084095001]","[0.8851026296615601, 0.7891226410865784, 0.8339388966560364, 0.7564239501953125, 0.838646411895752]","[0.8560309410095215, 0.8141847848892212, 0.8117232322692871, 0.7606463432312012, 0.8117232322692871]",batch_normalisation,batch_normalisation
Agaricus Lepiota,3859944400.0,20.0,0.55,8124.0,2.0,0.0024618414574101,0.1,4062.0,0.9306083650190116,0.3,0.0242849445477375,0.3835583541614431,0.0052102297135727,0.1973567463315339,1.141109164261077,1.0877141869385918,-0.3119405700649592,0.3202858309247097,"[0.3671191334724426, 0.3644263446331024, 0.36442631483078003, 0.3650033473968506, 0.3646087646484375]","[0.3692623972892761, 0.36926254630088806, 0.3692624568939209, 0.36926254630088806, 0.3692626953125]","[0.32441818714141846, 0.32441821694374084, 0.32537996768951416, 0.3211483061313629, 0.3199930191040039]","[0.3286468982696533, 0.3286469578742981, 0.32864704728126526, 0.32310840487480164, 0.32310861349105835]","[0.3671298325061798, 0.3644278645515442, 0.36442697048187256, 0.3650042414665222, 0.36460980772972107]","[0.36926397681236267, 0.36926305294036865, 0.3692624568939209, 0.36926329135894775, 0.3692631125450134]","[0.8241291642189026, 0.7972010970115662, 0.7997015714645386, 0.8016237020492554, 0.36557066440582275]","[0.8548001646995544, 0.7717232704162598, 0.7717232704162598, 0.7717222571372986, 0.3692629039287567]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.36734095215797424, 0.3647114336490631, 0.3646565079689026, 0.36520957946777344, 0.3648427426815033]","[0.3694695234298706, 0.3695290684700012, 0.3694789707660675, 0.3694625794887543, 0.3694886267185211]","[0.6930151581764221, 0.6928219199180603, 0.6929135918617249, 0.6929752230644226, 0.6930603384971619]","[0.6918751001358032, 0.6918705701828003, 0.6919472813606262, 0.6920928359031677, 0.6923577785491943]","[0.36711907386779785, 0.36442631483078003, 0.36442631483078003, 0.3650033175945282, 0.3646088242530823]","[0.3692624866962433, 0.36926254630088806, 0.3692624568939209, 0.3692624568939209, 0.36926257610321045]","[0.8241293430328369, 0.8306690454483032, 0.7997015714645386, 0.8256680965423584, 0.8049925565719604]","[0.8548001646995544, 0.8566462993621826, 0.7717232704162598, 0.8554155230522156, 0.7717232704162598]",batch_normalisation,batch_normalisation
Agaricus Lepiota,1342900539.0,12.0,0.5,8124.0,2.0,0.001477104874446,0.1666666666666666,4062.0,0.9306083650190116,0.25,0.0048123983640326,0.1884665720309479,0.0052102297135727,0.1973567463315339,1.0765734660336042,1.1225704246717922,1.256762161034702,0.44014672169833,"[0.3457694947719574, 0.35750219225883484, 0.38885727524757385, 0.3546171486377716, 0.36114707589149475]","[0.3489556610584259, 0.3600316047668457, 0.38095852732658386, 0.36003178358078003, 0.3631088435649872]","[0.3546234965324402, 0.3421139121055603, 0.35769376158714294, 0.3546169698238373, 0.34384027123451233]","[0.36003124713897705, 0.34218522906303406, 0.36003145575523376, 0.3600316047668457, 0.3464951813220978]","[0.3461182415485382, 0.3363567888736725, 0.3417326807975769, 0.34560105204582214, 0.3542289435863495]","[0.3516692519187927, 0.33911556005477905, 0.3471111059188843, 0.3526548147201538, 0.3600333333015442]","[0.8254755735397339, 0.7979698777198792, 0.7989316582679749, 0.8264374732971191, 0.7986460328102112]","[0.8474153876304626, 0.7791075706481934, 0.779107391834259, 0.847415566444397, 0.7791075706481934]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3354511559009552, 0.3393838405609131, 0.35814204812049866, 0.34955406188964844, 0.3416757881641388]","[0.33983486890792847, 0.3432646095752716, 0.36040884256362915, 0.34724968671798706, 0.3479975759983063]","[0.6929579973220825, 0.6929815411567688, 0.692901611328125, 0.6929429769515991, 0.6928759813308716]","[0.6922498345375061, 0.6917623281478882, 0.6923547387123108, 0.692050576210022, 0.692162811756134]","[0.3346146047115326, 0.35384729504585266, 0.3515392541885376, 0.34384581446647644, 0.36114737391471863]","[0.33787956833839417, 0.35018596053123474, 0.34957069158554077, 0.3464934527873993, 0.3631090819835663]","[0.8010479807853699, 0.7979703545570374, 0.8275915384292603, 0.8354777097702026, 0.6967233419418335]","[0.7791078686714172, 0.7791078686714172, 0.847415566444397, 0.8554155230522156, 0.6904924511909485]",dropout,prune
Agaricus Lepiota,3311316586.0,15.0,0.5333333333333333,8124.0,2.0,0.0018463810930576,0.1333333333333333,4062.0,0.9306083650190116,0.3333333333333333,0.0235086704354561,0.3848789743606229,0.0052102297135727,0.1973567463315339,1.123625374477712,1.0804416911846288,0.0714057945860539,0.8446957842974432,"[0.3676961064338684, 0.3671191334724426, 0.3623105585575104, 0.3661573827266693, 0.3599933683872223]","[0.36126288771629333, 0.3612629771232605, 0.3551090955734253, 0.3551090359687805, 0.3551090359687805]","[0.31518563628196716, 0.31614741683006287, 0.32191771268844604, 0.31537798047065735, 0.32153138518333435]","[0.313262403011322, 0.3132624328136444, 0.3188008964061737, 0.31326231360435486, 0.3188009262084961]","[0.3571181297302246, 0.3132650554180145, 0.356541246175766, 0.31326428055763245, 0.35807594656944275]","[0.3495709300041199, 0.31326478719711304, 0.3495706021785736, 0.3132653832435608, 0.35572686791419983]","[0.795468270778656, 0.8277836441993713, 0.7943146228790283, 0.39231637120246887, 0.7903770208358765]","[0.7907986640930176, 0.8357231020927429, 0.7907991409301758, 0.3901858329772949, 0.7908000349998474]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.36797890067100525, 0.3673092722892761, 0.3222580552101135, 0.3707835078239441, 0.3603368401527405]","[0.3616330325603485, 0.36146315932273865, 0.31913429498672485, 0.3615129888057709, 0.3555402159690857]","[0.6927457451820374, 0.6928874254226685, 0.6927646994590759, 0.6930178999900818, 0.6924829483032227]","[0.6925269365310669, 0.6925438046455383, 0.6926632523536682, 0.6927158236503601, 0.6925067901611328]","[0.3676961064338684, 0.36711904406547546, 0.3663497567176819, 0.3661573827266693, 0.3599933683872223]","[0.36126282811164856, 0.36126282811164856, 0.3612629175186157, 0.35510891675949097, 0.35510900616645813]","[0.7954699993133545, 0.7425751090049744, 0.8322077989578247, 0.8233599662780762, 0.7903771996498108]","[0.790800154209137, 0.7415693998336792, 0.8357232213020325, 0.8357232213020325, 0.790800154209137]",batch_normalisation,batch_normalisation
Agaricus Lepiota,2791709999.0,10.0,0.5,8124.0,2.0,0.001230920728705,0.2,4062.0,0.9306083650190116,0.4,0.0674164297775146,0.217971248654627,0.0052102297135727,0.188462887642013,1.1225474404347635,1.0753748198798492,0.728482155817601,1.749629631592845,"[0.38866177201271057, 0.40366455912590027, 0.40020236372947693, 0.4028951823711395, 0.40249332785606384]","[0.3932625353336334, 0.41110891103744507, 0.4111088514328003, 0.4111088514328003, 0.41110876202583313]","[0.3353818356990814, 0.33422771096229553, 0.3278803527355194, 0.3405756950378418, 0.33422568440437317]","[0.3397238552570343, 0.3397238254547119, 0.33356985449790955, 0.35387808084487915, 0.33849507570266724]","[0.3894326984882355, 0.3475077152252197, 0.3459642827510834, 0.3471178412437439, 0.3867250978946686]","[0.3932638466358185, 0.3391116261482239, 0.3391108214855194, 0.3428383767604828, 0.3932628333568573]","[0.485795795917511, 0.7914305925369263, 0.7862361073493958, 0.7900842428207397, 0.41980093717575073]","[0.48618561029434204, 0.8178771138191223, 0.8178757429122925, 0.8178771138191223, 0.43080076575279236]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.39828675985336304, 0.4124912619590759, 0.38617801666259766, 0.4111906588077545, 0.3956144452095032]","[0.40514227747917175, 0.42153236269950867, 0.3934660851955414, 0.4211711585521698, 0.3972647190093994]","[0.6926929354667664, 0.6925631165504456, 0.6922242045402527, 0.6924924254417419, 0.6922240257263184]","[0.6937592029571533, 0.6937552690505981, 0.6945343613624573, 0.693800151348114, 0.6946321725845337]","[0.388661652803421, 0.41193535923957825, 0.4098195433616638, 0.4109736382961273, 0.38691648840904236]","[0.39326247572898865, 0.4209548532962799, 0.42095476388931274, 0.42095479369163513, 0.39326250553131104]","[0.8322077989578247, 0.7914307713508606, 0.8402863144874573, 0.7837369441986084, 0.8403772115707397]","[0.8086463212966919, 0.8178771138191223, 0.8086463212966919, 0.8068001866340637, 0.8086463212966919]",batch_normalisation,batch_normalisation
Agaricus Lepiota,1360354856.0,13.0,0.5384615384615384,8124.0,2.0,0.0016001969473165,0.1538461538461538,4062.0,0.9306083650190116,0.3076923076923077,0.0821089142985869,0.3959032128663233,0.0165086975735648,0.1973567463315339,1.1816171754253109,1.126562116889727,-0.1447712444235963,0.3972513941971321,"[0.3492312729358673, 0.3750052750110626, 0.34596261382102966, 0.34192532300949097, 0.3532627820968628]","[0.3471086919307709, 0.37972402572631836, 0.34710928797721863, 0.3403438925743103, 0.35264715552330017]","[0.33596107363700867, 0.3186480700969696, 0.3214355409145355, 0.31730255484580994, 0.31787899136543274]","[0.3329552710056305, 0.31880077719688416, 0.32013624906539917, 0.31757041811943054, 0.31757113337516785]","[0.33769655227661133, 0.32249999046325684, 0.33096030354499817, 0.3267361521720886, 0.3188575208187103]","[0.3341864347457886, 0.32250601053237915, 0.3256463408470154, 0.3218938410282135, 0.3188118040561676]","[0.4193848669528961, 0.7912384271621704, 0.7835446000099182, 0.7941235899925232, 0.7867229580879211]","[0.4151606857776642, 0.8172616958618164, 0.8172616958618164, 0.8172616958618164, 0.8172613978385925]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3184899687767029, 0.35042446851730347, 0.3199944496154785, 0.32399049401283264, 0.31968989968299866]","[0.31853970885276794, 0.3481164276599884, 0.3196757137775421, 0.32475757598876953, 0.31950443983078003]","[0.6926529407501221, 0.6925339698791504, 0.6920325756072998, 0.6927331686019897, 0.6922532916069031]","[0.6940233707427979, 0.6938924789428711, 0.694758415222168, 0.6942294836044312, 0.6943000555038452]","[0.38212209939956665, 0.3500005602836609, 0.38443008065223694, 0.37481287121772766, 0.3398059010505676]","[0.3852626085281372, 0.3477245271205902, 0.38833945989608765, 0.3797239363193512, 0.3348056674003601]","[0.7035291194915771, 0.7912384271621704, 0.9262643456459045, 0.7021827101707458, 0.8432618379592896]","[0.7120309472084045, 0.8172616958618164, 0.9077232480049133, 0.718184769153595, 0.8104924559593201]",batch_normalisation,batch_normalisation
Agaricus Lepiota,471700890.0,12.0,0.5833333333333334,8124.0,2.0,0.001477104874446,0.1666666666666666,4062.0,0.9306083650190116,0.25,0.0,0.2096534050140786,0.0052102297135727,0.1973567463315339,1.114553261784198,1.0524381250741566,0.315990460013213,2.909519634680105,"[0.3680809438228607, 0.3667345643043518, 0.36788856983184814, 0.3640417456626892, 0.35787951946258545]","[0.36433976888656616, 0.36433982849121094, 0.36433976888656616, 0.3624935448169708, 0.3588026165962219]","[0.3243089020252228, 0.32631003856658936, 0.32968223094940186, 0.3244703710079193, 0.357877641916275]","[0.3266952633857727, 0.32580623030662537, 0.3324088752269745, 0.3257094919681549, 0.3563392460346222]","[0.3669288456439972, 0.3655814230442047, 0.35731321573257446, 0.3538849949836731, 0.35481566190719604]","[0.36434149742126465, 0.3643415570259094, 0.35449597239494324, 0.354494571685791, 0.354501336812973]","[0.4390566945075989, 0.4182969927787781, 0.7995092272758484, 0.7929693460464478, 0.41518694162368774]","[0.4400325119495392, 0.41727501153945923, 0.8043386340141296, 0.8043384552001953, 0.4117254614830017]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.3567030131816864, 0.3670447766780853, 0.36830753087997437, 0.3649652898311615, 0.364724725484848]","[0.352609246969223, 0.3647030293941498, 0.36480316519737244, 0.364712655544281, 0.3646641671657562]","[0.6926353573799133, 0.6924311518669128, 0.6929087042808533, 0.6926488876342773, 0.6924671530723572]","[0.6931774020195007, 0.6933048963546753, 0.6930916905403137, 0.6931076049804688, 0.6934025883674622]","[0.34865447878837585, 0.3667345345020294, 0.33417585492134094, 0.36404162645339966, 0.3644164502620697]","[0.34526321291923523, 0.36433976888656616, 0.33634039759635925, 0.36249324679374695, 0.36433956027030945]","[0.746614396572113, 0.7895073294639587, 0.749499499797821, 0.6777549386024475, 0.7899925708770752]","[0.7526463270187378, 0.8043386340141296, 0.7520309090614319, 0.7058770656585693, 0.8043386340141296]",batch_normalisation,batch_normalisation
