dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Mushroom,21406,22,0.0,3760,5,170.9090909090909,0.22727272727272727,752.0,0.08888888888888889,0.0,0.23256905951244145,-0.0019984537467902714,0.6386059480599882,1.2618375852384842,-0.6537230150809558,"[1.2821924686431885, 1.2047579288482666, 1.1744306087493896, 1.1702533960342407, 1.218171238899231]","[1.2880938053131104, 1.2038815021514893, 1.1755650043487549, 1.1747409105300903, 1.2172530889511108]","[1.132021427154541, 1.1418534517288208, 1.1408154964447021, 1.195394515991211, 1.205721139907837]","[1.3046776056289673, 1.2761017084121704, 1.281139612197876, 1.3575156927108765, 1.3460538387298584]","[1.2833476066589355, 1.2860413789749146, 1.2289128303527832, 1.2671188116073608, 1.2850602865219116]","[1.2842727899551392, 1.282788634300232, 1.2293784618377686, 1.2770076990127563, 1.282050371170044]","[1.3379173278808594, 1.3370864391326904, 1.3300206661224365, 1.3169647455215454, 1.3298436403274536]","[1.3303653001785278, 1.330365538597107, 1.3303654193878174, 1.3303653001785278, 1.3303651809692383]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.2843937873840332, 1.2868638038635254, 1.2940462827682495, 1.2824102640151978, 1.2851204872131348]","[1.2825950384140015, 1.2825359106063843, 1.2956534624099731, 1.2946245670318604, 1.2824915647506714]","[1.5488362312316895, 1.5484057664871216, 1.544847011566162, 1.5378799438476562, 1.544784426689148]","[1.545108675956726, 1.5450704097747803, 1.5450284481048584, 1.5452024936676025, 1.545027256011963]","[1.291716456413269, 1.1754744052886963, 1.1737579107284546, 1.3169639110565186, 1.3298429250717163]","[1.299216389656067, 1.174986481666565, 1.1780591011047363, 1.330364465713501, 1.330364465713501]","[1.337916612625122, 1.337085247039795, 1.3300195932388306, 1.3169639110565186, 1.3298429250717163]","[1.330364465713501, 1.330364465713501, 1.330364465713501, 1.330364465713501, 1.330364465713501]",batch_normalisation,baseline
Mushroom,60819,22,0.0,2036,6,92.54545454545455,0.2727272727272727,339.3333333333333,0.0625,0.0,0.4117726462485789,-0.004443656676817557,1.0781930536093636,1.5094912088241295,-0.7469647667098595,"[1.4269685745239258, 1.5347028970718384, 1.595725417137146, 1.5341683626174927, 1.294185996055603]","[1.4375362396240234, 1.5446897745132446, 1.673842191696167, 1.533848524093628, 1.3172709941864014]","[1.2406126260757446, 1.2526826858520508, 1.2482727766036987, 1.4470936059951782, 1.4448710680007935]","[1.4891914129257202, 1.4166134595870972, 1.4686166048049927, 1.6826696395874023, 1.6957893371582031]","[1.3133147954940796, 1.3031924962997437, 1.3094565868377686, 1.3131152391433716, 1.3091566562652588]","[1.3092870712280273, 1.310908317565918, 1.3275305032730103, 1.3136062622070312, 1.310777187347412]","[1.5292799472808838, 1.5155564546585083, 1.5292123556137085, 1.2850341796875, 1.4127100706100464]","[1.5332399606704712, 1.6326624155044556, 1.5351779460906982, 1.3577499389648438, 1.4743660688400269]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.307442545890808, 1.3032408952713013, 1.2996596097946167, 1.306472659111023, 1.3043242692947388]","[1.3036619424819946, 1.3087680339813232, 1.3247733116149902, 1.307113528251648, 1.3365589380264282]","[1.783263921737671, 1.7842706441879272, 1.7835239171981812, 1.783561110496521, 1.7837600708007812]","[1.7837167978286743, 1.783707857131958, 1.7836958169937134, 1.7836828231811523, 1.7836933135986328]","[1.6037770509719849, 1.6249810457229614, 1.478832721710205, 1.2943403720855713, 1.5896039009094238]","[1.606323480606079, 1.6814072132110596, 1.5585371255874634, 1.3203257322311401, 1.6359442472457886]","[1.8485075235366821, 1.767094373703003, 1.8446673154830933, 1.7611666917800903, 1.8448197841644287]","[1.8475135564804077, 1.7617292404174805, 1.8475135564804077, 1.7617292404174805, 1.8475135564804077]",prune,dropout
Mushroom,70639,22,0.0,4340,7,197.27272727272728,0.3181818181818182,620.0,0.016666666666666666,0.0,0.32528814905675385,-0.002430012502659704,0.780504878812294,1.384429510569377,-0.6975029005073214,"[1.6731648445129395, 1.6620019674301147, 1.6657828092575073, 1.6650629043579102, 1.6726220846176147]","[1.667726993560791, 1.667726993560791, 1.667726993560791, 1.6677268743515015, 1.667726993560791]","[1.470414400100708, 1.5113012790679932, 1.5070691108703613, 1.5529032945632935, 1.4683496952056885]","[1.5775195360183716, 1.537142038345337, 1.5608810186386108, 1.5729244947433472, 1.5937377214431763]","[1.673165202140808, 1.6620029211044312, 1.665783166885376, 1.6650631427764893, 1.6726223230361938]","[1.6677272319793701, 1.6677274703979492, 1.6677277088165283, 1.6677262783050537, 1.6677274703979492]","[1.6731655597686768, 1.662002444267273, 1.665783166885376, 1.6650629043579102, 1.6726226806640625]","[1.6677277088165283, 1.6677274703979492, 1.6677274703979492, 1.6677271127700806, 1.6677277088165283]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6732310056686401, 1.6620575189590454, 1.6658352613449097, 1.665116310119629, 1.6726826429367065]","[1.6677894592285156, 1.6677781343460083, 1.6677751541137695, 1.6677755117416382, 1.6677850484848022]","[1.9181756973266602, 1.9132415056228638, 1.9149231910705566, 1.9146173000335693, 1.9181253910064697]","[1.9171086549758911, 1.9158740043640137, 1.9158023595809937, 1.9158048629760742, 1.917100191116333]","[1.6731650829315186, 1.6620020866394043, 1.6657828092575073, 1.6650629043579102, 1.6726223230361938]","[1.667726993560791, 1.6677271127700806, 1.6677271127700806, 1.6677268743515015, 1.6677271127700806]","[1.6731641292572021, 1.662001371383667, 1.6657822132110596, 1.6650621891021729, 1.6726216077804565]","[1.6677262783050537, 1.6677262783050537, 1.6677262783050537, 1.6677262783050537, 1.6677262783050537]",batch_normalisation,batch_normalisation
Mushroom,13166,22,0.0,3784,2,172.0,0.09090909090909091,1892.0,0.07256235827664399,0.0,-0.011129573069985176,-0.8678180259482562,0.18410768829562518,0.9889321315010445,-2.4584586117734624,"[0.3801769018173218, 0.3801769018173218, 0.3813878893852234, 0.38386523723602295, 0.3793235719203949]","[0.380633682012558, 0.3806335926055908, 0.3806336224079132, 0.3806336224079132, 0.38063380122184753]","[0.42223331332206726, 0.3801756501197815, 0.38134142756462097, 0.3833371698856354, 0.37932252883911133]","[0.424477756023407, 0.3806322515010834, 0.38058802485466003, 0.3801786005496979, 0.38063204288482666]","[0.3801770508289337, 0.38017722964286804, 0.38138827681541443, 0.3838655650615692, 0.3793238699436188]","[0.3806339502334595, 0.3806336224079132, 0.3806338608264923, 0.3806338310241699, 0.38063380122184753]","[0.38017621636390686, 0.38017621636390686, 0.38138726353645325, 0.38386455178260803, 0.3793228566646576]","[0.38063299655914307, 0.38063299655914307, 0.38063299655914307, 0.38063299655914307, 0.38063299655914307]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.38027825951576233, 0.38025325536727905, 0.38146743178367615, 0.38394734263420105, 0.37941110134124756]","[0.38073331117630005, 0.3807090222835541, 0.3807145059108734, 0.38071301579475403, 0.38072481751441956]","[0.5168196558952332, 0.5168313384056091, 0.5176829695701599, 0.5194324851036072, 0.5162111520767212]","[0.5171446204185486, 0.5171577334403992, 0.5171464085578918, 0.5171434879302979, 0.517142653465271]","[0.3801768720149994, 0.3801769018173218, 0.38138794898986816, 0.3838651776313782, 0.3793235123157501]","[0.3806336224079132, 0.380633682012558, 0.380633682012558, 0.3806335926055908, 0.38063371181488037]","[0.38017621636390686, 0.38017621636390686, 0.38138726353645325, 0.38386455178260803, 0.3793228566646576]","[0.38063299655914307, 0.38063299655914307, 0.38063299655914307, 0.38063299655914307, 0.38063299655914307]",layer_normalisation,layer_normalisation
Mushroom,3858,22,0.0,1168,3,53.09090909090909,0.13636363636363635,389.3333333333333,0.3333333333333333,0.0,0.3963587854629857,-0.00386153085092424,0.9031288722923276,1.4864025215096184,-0.8324977332419805,"[0.5514549016952515, 0.551454484462738, 0.5514537692070007, 0.5514573454856873, 0.5514543652534485]","[0.5514553785324097, 0.5514542460441589, 0.5514547228813171, 0.551457941532135, 0.5514569878578186]","[0.551450252532959, 0.5514513850212097, 0.5514504909515381, 0.5514503717422485, 0.551450252532959]","[0.5514503121376038, 0.5514501333236694, 0.5514497756958008, 0.5514503717422485, 0.5514504313468933]","[0.5514658689498901, 0.5514544248580933, 0.5514734387397766, 0.551460862159729, 0.5514749884605408]","[0.5514641404151917, 0.5514633059501648, 0.5514664649963379, 0.5514612793922424, 0.5514574646949768]","[1.0601462125778198, 1.2127563953399658, 0.7268180847167969, 1.1980310678482056, 1.050107479095459]","[1.0599918365478516, 1.2095643281936646, 0.7181165814399719, 1.2095645666122437, 1.0599913597106934]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.5524941682815552, 0.5522787570953369, 0.5523321032524109, 0.5520830750465393, 0.5521023869514465]","[0.5525307059288025, 0.552238941192627, 0.5523850321769714, 0.5521624088287354, 0.5521623492240906]","[1.0759333372116089, 1.0776335000991821, 1.0772557258605957, 1.0759282112121582, 1.074780821800232]","[1.077078104019165, 1.07698392868042, 1.0770190954208374, 1.0770460367202759, 1.0770881175994873]","[0.5514533519744873, 0.5514537692070007, 0.5514547824859619, 0.5514571070671082, 0.551456093788147]","[0.551453173160553, 0.5514549016952515, 0.5514567494392395, 0.5514578819274902, 0.5514574646949768]","[1.0601462125778198, 1.212756633758545, 1.376076579093933, 1.0601462125778198, 1.2145464420318604]","[1.0599918365478516, 1.2095645666122437, 1.3847782611846924, 1.0599918365478516, 1.2095645666122437]",batch_normalisation,batch_normalisation
Mushroom,66051,16,0.0,8124,9,507.75,0.5625,902.6666666666666,0.01020408163265306,0.0,0.21352436048071388,-0.4602901818774321,0.6261895595344247,1.2380336569957684,-0.32109197034681863,"[1.6685172319412231, 1.670845866203308, 1.6696025133132935, 1.9322513341903687, 1.6653918027877808]","[1.6680179834365845, 1.6695688962936401, 1.6674323081970215, 1.93748939037323, 1.6663804054260254]","[1.5691051483154297, 1.569876790046692, 1.598470687866211, 1.5633361339569092, 1.9377202987670898]","[1.5671651363372803, 1.5670316219329834, 1.5970126390457153, 1.567070484161377, 1.93748939037323]","[1.5629854202270508, 1.5639891624450684, 1.5632033348083496, 1.5590218305587769, 1.56358802318573]","[1.569095253944397, 1.5627442598342896, 1.5648863315582275, 1.5692037343978882, 1.5654501914978027]","[1.9391758441925049, 1.9399452209472656, 1.9395604133605957, 1.9322516918182373, 2.1048357486724854]","[1.9374901056289673, 1.9374897480010986, 1.9374897480010986, 1.9374901056289673, 2.106105089187622]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6688284873962402, 1.6708080768585205, 1.619091272354126, 1.9322713613510132, 1.6688666343688965]","[1.6682151556015015, 1.6695183515548706, 1.6181522607803345, 1.9375081062316895, 1.6698740720748901]","[2.182370185852051, 2.182446002960205, 2.1824560165405273, 2.1818065643310547, 2.182220697402954]","[2.1822433471679688, 2.1822433471679688, 2.182244300842285, 2.1822495460510254, 2.1822421550750732]","[1.5639939308166504, 1.6192201375961304, 1.9395604133605957, 1.9322513341903687, 1.5637458562850952]","[1.5698081254959106, 1.6188960075378418, 1.93748939037323, 1.93748939037323, 1.5671734809875488]","[2.1051690578460693, 2.3204026222229004, 1.9395604133605957, 2.108823776245117, 2.1048357486724854]","[2.106104850769043, 2.3227202892303467, 1.93748939037323, 2.106104850769043, 2.106104850769043]",dropout,dropout
Mushroom,33799,13,0.0,8124,9,624.9230769230769,0.6923076923076923,902.6666666666666,0.01020408163265306,0.0,0.15337614281816583,-0.4602901818774321,0.5760251366044992,1.165763390011815,0.16326106880532626,"[1.6854065656661987, 1.6862404346466064, 1.6951078176498413, 1.6886911392211914, 1.9413741827011108]","[1.688654899597168, 1.688658595085144, 1.6888887882232666, 1.6886543035507202, 1.937489628791809]","[1.5700074434280396, 1.5651010274887085, 1.5719891786575317, 1.5624229907989502, 1.5701720714569092]","[1.5710240602493286, 1.5776501893997192, 1.585915207862854, 1.583278775215149, 1.5783154964447021]","[1.6228054761886597, 1.6314462423324585, 1.6381756067276, 1.6311513185501099, 1.6332943439483643]","[1.6353932619094849, 1.6332409381866455, 1.6321544647216797, 1.6321598291397095, 1.6290912628173828]","[1.9362905025482178, 1.9349446296691895, 1.9399452209472656, 1.936098337173462, 1.941374659538269]","[1.9374897480010986, 1.9374903440475464, 1.9374901056289673, 1.9374898672103882, 1.9374901056289673]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6483676433563232, 1.6865566968917847, 1.6951892375946045, 1.6890103816986084, 1.692482352256775]","[1.6507962942123413, 1.688974380493164, 1.6889644861221313, 1.6889373064041138, 1.6889840364456177]","[2.182027578353882, 2.1820151805877686, 2.1825618743896484, 2.182141065597534, 2.1825568675994873]","[2.1822431087493896, 2.182243824005127, 2.182244300842285, 2.1822431087493896, 2.1822478771209717]","[1.6854077577590942, 1.6864352226257324, 1.6950905323028564, 1.9360979795455933, 1.9413739442825317]","[1.6886563301086426, 1.6888744831085205, 1.6888744831085205, 1.937489628791809, 1.93748939037323]","[1.9362903833389282, 1.9349441528320312, 1.939944863319397, 1.9360979795455933, 2.1044511795043945]","[1.937489628791809, 1.937489628791809, 1.937489628791809, 1.937489628791809, 2.106105089187622]",batch_normalisation,batch_normalisation
Mushroom,60344,12,0.0,8124,9,677.0,0.75,902.6666666666666,0.01020408163265306,0.0,0.1491259530116477,-0.4602901818774321,0.6261895595344247,1.1608191886745527,0.296116022993391,"[1.674217939376831, 1.6752471923828125, 1.666580319404602, 1.6652860641479492, 1.6686382293701172]","[1.6703839302062988, 1.6704614162445068, 1.6692817211151123, 1.6694858074188232, 1.6693487167358398]","[1.601035237312317, 1.6015087366104126, 1.6461511850357056, 1.6681618690490723, 1.6675349473953247]","[1.5984141826629639, 1.5971646308898926, 1.6468509435653687, 1.672874093055725, 1.6717685461044312]","[1.5800520181655884, 1.5678327083587646, 1.5626556873321533, 1.5609748363494873, 1.5638338327407837]","[1.5777145624160767, 1.565539002418518, 1.5653716325759888, 1.5624362230300903, 1.5651012659072876]","[1.942445993423462, 1.9376370906829834, 1.9401376247406006, 1.9328285455703735, 1.935605525970459]","[1.9374901056289673, 1.9374898672103882, 1.9374901056289673, 1.9374897480010986, 1.9374898672103882]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6447739601135254, 1.6449508666992188, 1.636040449142456, 1.6373180150985718, 1.8677446842193604]","[1.6402374505996704, 1.6402859687805176, 1.6402273178100586, 1.6402562856674194, 1.8661333322525024]","[2.1826765537261963, 2.182389259338379, 2.1823341846466064, 2.181797981262207, 2.1820926666259766]","[2.182251214981079, 2.1822428703308105, 2.18224835395813, 2.182253122329712, 2.182243585586548]","[1.6731709241867065, 1.675201654434204, 1.6666065454483032, 1.66513991355896, 1.9017589092254639]","[1.6693227291107178, 1.670383095741272, 1.6693052053451538, 1.6693389415740967, 1.9030280113220215]","[1.9424455165863037, 1.9377273321151733, 1.940137267112732, 1.9328281879425049, 2.1073355674743652]","[1.937489628791809, 1.9375851154327393, 1.937489628791809, 1.937489628791809, 2.106105089187622]",dropout,dropout
Mushroom,91809,12,0.0,8124,9,677.0,0.75,902.6666666666666,0.01020408163265306,0.0,0.1581264851890002,-0.4602901818774321,0.5760251366044992,1.1713143392540057,0.22234132322319927,"[1.5719640254974365, 1.589119791984558, 1.5617444515228271, 1.5623830556869507, 1.5878151655197144]","[1.5810104608535767, 1.5908626317977905, 1.5674927234649658, 1.5662598609924316, 1.6004242897033691]","[1.590720534324646, 1.5860682725906372, 1.5618737936019897, 1.561790108680725, 1.5927355289459229]","[1.5899080038070679, 1.587007761001587, 1.5672938823699951, 1.5654317140579224, 1.5906661748886108]","[1.6204183101654053, 1.5880262851715088, 1.5903035402297974, 1.5878435373306274, 1.5954145193099976]","[1.620658040046692, 1.587306261062622, 1.5905970335006714, 1.5907461643218994, 1.6004326343536377]","[1.9351367950439453, 1.9362907409667969, 1.9362908601760864, 1.9420621395111084, 1.9388744831085205]","[1.9374901056289673, 1.9374897480010986, 1.9374901056289673, 1.9374909400939941, 1.9374897480010986]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.5953984260559082, 1.9363102912902832, 1.9362903833389282, 1.5854904651641846, 1.5870165824890137]","[1.5971826314926147, 1.9375001192092896, 1.93748939037323, 1.5870099067687988, 1.587545394897461]","[2.1821534633636475, 2.1821577548980713, 2.1820380687713623, 2.1825647354125977, 2.182382822036743]","[2.182248592376709, 2.182244300842285, 2.1822431087493896, 2.1822516918182373, 2.1822423934936523]","[1.56572687625885, 1.5962023735046387, 1.5920034646987915, 1.9420607089996338, 1.5865662097930908]","[1.5758428573608398, 1.598091959953308, 1.603658676147461, 1.937489628791809, 1.5905348062515259]","[2.1111316680908203, 2.1070923805236816, 1.9362903833389282, 2.1022837162017822, 1.987237811088562]","[2.106105089187622, 2.106105089187622, 1.937489628791809, 2.106105089187622, 1.986523151397705]",baseline,batch_normalisation
Mushroom,22860,16,0.0,8124,9,507.75,0.5625,902.6666666666666,0.01020408163265306,0.0,0.16263945492815077,-0.4602901818774321,0.6261895595344247,1.176612391404538,-0.10868243550768436,"[1.6704018115997314, 1.6695475578308105, 1.6656326055526733, 1.675469994544983, 1.6665185689926147]","[1.6692817211151123, 1.6692836284637451, 1.6693626642227173, 1.6692901849746704, 1.6693836450576782]","[1.6760386228561401, 1.6718164682388306, 1.6080597639083862, 1.6018080711364746, 1.5684956312179565]","[1.6734755039215088, 1.6716432571411133, 1.6124327182769775, 1.5972126722335815, 1.5731879472732544]","[1.5687744617462158, 1.5671080350875854, 1.5595489740371704, 1.5696957111358643, 1.56154203414917]","[1.570441722869873, 1.5640239715576172, 1.5642427206039429, 1.565025806427002, 1.5646268129348755]","[1.9409070014953613, 1.9382145404815674, 1.9305204153060913, 1.940522313117981, 1.9384899139404297]","[1.9374898672103882, 1.9374901056289673, 1.9374898672103882, 1.9374897480010986, 1.9374901056289673]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[1.6706105470657349, 1.6408838033676147, 1.6562107801437378, 1.647302269935608, 1.637125849723816]","[1.6694849729537964, 1.6396476030349731, 1.6602574586868286, 1.6403144598007202, 1.6403311491012573]","[2.1825010776519775, 2.182284116744995, 2.181654930114746, 2.1826114654541016, 2.1822359561920166]","[2.1822450160980225, 2.182243824005127, 2.1822595596313477, 2.1822452545166016, 2.182243824005127]","[1.6707104444503784, 1.6697231531143188, 1.9305200576782227, 1.675471305847168, 1.5601304769515991]","[1.6695622205734253, 1.6694597005844116, 1.93748939037323, 1.669285774230957, 1.5680594444274902]","[1.9409066438674927, 2.1055538654327393, 1.9305200576782227, 2.109208106994629, 2.1023356914520264]","[1.93748939037323, 2.106104850769043, 1.93748939037323, 2.106104850769043, 2.106104850769043]",dropout,dropout
