dataset_name,seed,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline_training_loss,baseline_testing_loss,batch_normalisation_training_loss,batch_normalisation_testing_loss,dropout_training_loss,dropout_testing_loss,layer_normalisation_training_loss,layer_normalisation_testing_loss,SMOTE_training_loss,SMOTE_testing_loss,prune_training_loss,prune_testing_loss,weight_decay_training_loss,weight_decay_testing_loss,weight_normalisation_training_loss,weight_normalisation_testing_loss,weight_perturbation_training_loss,weight_perturbation_testing_loss,best_training_technique,best_testing_technique
Wine Quality Red,11936,11,1.0,729,4,66.27272727272727,0.3636363636363636,182.25,0.0186915887850467,0.8181818181818182,-0.2616312971214335,-0.5241983124804988,-0.1324301266911649,0.769794796947896,-1.3564905742572697,"[0.9969169497489929, 0.9947587251663208, 1.0312342643737793, 1.0177767276763916, 1.0070704221725464]","[1.0108189582824707, 1.0108044147491455, 1.0108124017715454, 1.0108124017715454, 1.0108087062835693]","[0.9968883991241455, 0.9947523474693298, 1.0295720100402832, 1.017529845237732, 1.0070358514785767]","[1.0107954740524292, 1.010794758796692, 1.0103293657302856, 1.0106899738311768, 1.0107877254486084]","[0.9969197511672974, 0.994775116443634, 1.031241774559021, 1.017773985862732, 1.0070703029632568]","[1.0108120441436768, 1.0108072757720947, 1.0108487606048584, 1.0108351707458496, 1.0108155012130737]","[0.996889054775238, 0.994744062423706, 1.0312227010726929, 1.017759919166565, 1.0070521831512451]","[1.0107932090759277, 1.0107940435409546, 1.01079261302948, 1.0107934474945068, 1.0107921361923218]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3823133707046509, 1.3902842998504639, 1.3888604640960693, 1.3867101669311523, 1.3854236602783203]","[0.9979487657546997, 0.9955734610557556, 1.0321173667907715, 1.018549919128418, 1.0080375671386719]","[1.0117950439453125, 1.0115717649459839, 1.0117716789245605, 1.0116060972213745, 1.0117613077163696]","[1.2283707857131958, 1.2269482612609863, 1.2512764930725098, 1.2425305843353271, 1.235383152961731]","[1.237971544265747, 1.2381073236465454, 1.2380163669586182, 1.2378755807876587, 1.2378222942352295]","[0.9969109296798706, 0.994757890701294, 1.031233310699463, 1.0177754163742065, 1.0070701837539673]","[1.0108131170272827, 1.0108051300048828, 1.01081120967865, 1.0108102560043335, 1.0108094215393066]","[0.996888279914856, 0.9947413206100464, 1.0312219858169556, 1.0177583694458008, 1.007051706314087]","[1.0107921361923218, 1.0107916593551636, 1.0107916593551636, 1.0107916593551636, 1.0107916593551636]",SMOTE,batch_normalisation
Wine Quality Red,21287,11,1.0,1296,4,117.8181818181818,0.3636363636363636,324.0,0.0294627383015597,0.9090909090909092,-0.1925366344676382,-0.4708529190527034,0.026203339247573,0.8248640991929302,-1.7127919943217995,"[0.982608437538147, 0.9795474410057068, 1.003772497177124, 0.9796267151832581, 0.9759402871131897]","[1.1828315258026123, 1.145496129989624, 1.1673544645309448, 1.1443209648132324, 1.1432446241378784]","[0.9875494241714478, 0.9522967338562012, 0.9903780817985535, 0.9647669792175293, 0.9508751630783081]","[1.157554030418396, 1.1529467105865479, 1.1799513101577759, 1.1609532833099365, 1.1284401416778564]","[1.014111876487732, 1.0121098756790161, 1.0350356101989746, 1.0019350051879883, 1.0030186176300049]","[1.171290397644043, 1.134318470954895, 1.1838716268539429, 1.1716439723968506, 1.1459912061691284]","[0.9875357151031494, 0.9855577349662781, 1.130888819694519, 1.290110468864441, 1.1091734170913696]","[1.1622283458709717, 1.1616870164871216, 1.185215711593628, 1.2975149154663086, 1.1394884586334229]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.3871582746505737, 1.3874568939208984, 1.390836477279663, 1.3880484104156494, 1.3863030672073364]","[1.0684893131256104, 1.0559556484222412, 1.0705398321151733, 1.0255075693130493, 1.0456647872924805]","[1.1663424968719482, 1.167824387550354, 1.16348397731781, 1.1761327981948853, 1.1408257484436035]","[1.3503109216690063, 1.3514738082885742, 1.3528193235397339, 1.3493258953094482, 1.3510087728500366]","[1.351037859916687, 1.3511191606521606, 1.3510481119155884, 1.3510411977767944, 1.3510046005249023]","[0.9920044541358948, 0.9821032285690308, 1.0209095478057861, 0.9809062480926514, 0.9775061011314392]","[1.17937433719635, 1.1803051233291626, 1.1706253290176392, 1.1591471433639526, 1.162119746208191]","[1.2919777631759644, 1.3226794004440308, 1.3323296308517456, 1.329917073249817, 1.2961413860321045]","[1.2975146770477295, 1.3321300745010376, 1.3321300745010376, 1.3321300745010376, 1.2975146770477295]",SMOTE,batch_normalisation
Wine Quality Red,57833,11,1.0,1306,5,118.72727272727272,0.4545454545454545,261.2,0.0173310225303292,0.9090909090909092,-0.196032699949054,-0.48633928782973,0.02438548436703,0.8219853553594694,-1.7247818279498852,"[1.1770200729370117, 1.1396172046661377, 1.1772544384002686, 1.1747379302978516, 1.1605069637298584]","[1.318798303604126, 1.305938959121704, 1.303860068321228, 1.2959822416305542, 1.2858936786651611]","[1.1335530281066895, 1.1323277950286865, 1.1158560514450073, 1.1391897201538086, 1.1413698196411133]","[1.323474407196045, 1.3072751760482788, 1.3247065544128418, 1.3369567394256592, 1.3228836059570312]","[1.2136023044586182, 1.175794243812561, 1.1898795366287231, 1.1849249601364136, 1.1867905855178833]","[1.3263188600540161, 1.2911667823791504, 1.3086552619934082, 1.3224226236343384, 1.3166764974594116]","[1.2073777914047241, 1.4581263065338135, 1.485681414604187, 1.2420945167541504, 1.1990573406219482]","[1.3192092180252075, 1.4620846509933472, 1.4964426755905151, 1.3183902502059937, 1.3084241151809692]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.613739013671875, 1.608782172203064, 1.6073445081710815, 1.6113941669464111, 1.6074473857879639]","[1.2291021347045898, 1.1970000267028809, 1.2145273685455322, 1.2119077444076538, 1.1979241371154785]","[1.319116234779358, 1.2995752096176147, 1.317655086517334, 1.307323694229126, 1.3089423179626465]","[1.5727835893630981, 1.5723490715026855, 1.5722137689590454, 1.572991967201233, 1.572458267211914]","[1.5726133584976196, 1.572601079940796, 1.5726706981658936, 1.572580337524414, 1.5726914405822754]","[1.1925532817840576, 1.1620349884033203, 1.1568727493286133, 1.1819984912872314, 1.157017707824707]","[1.3119430541992188, 1.284208059310913, 1.2985434532165527, 1.3047499656677246, 1.2997702360153198]","[1.4581259489059448, 1.5000420808792114, 1.4856709241867065, 1.5000420808792114, 1.4849759340286255]","[1.4620845317840576, 1.4964356422424316, 1.4964356422424316, 1.4964356422424316, 1.4964356422424316]",SMOTE,weight_normalisation
Wine Quality Red,70528,11,1.0,824,5,74.9090909090909,0.4545454545454545,164.8,0.0173310225303292,1.0,-0.22303374310457,-0.6439843812514563,0.0653295488638452,0.8000878513910256,-1.519307833247057,"[1.1970747709274292, 1.2046608924865723, 1.2122575044631958, 1.2046632766723633, 1.2078793048858643]","[1.2018229961395264, 1.201818585395813, 1.2018287181854248, 1.201820969581604, 1.2018170356750488]","[1.196990728378296, 1.0393314361572266, 1.2090322971343994, 1.043535590171814, 1.0378384590148926]","[1.2016676664352417, 1.0772870779037476, 1.1974507570266724, 1.0609972476959229, 1.0516434907913208]","[1.1970696449279785, 1.2046558856964111, 1.2122502326965332, 1.2046611309051514, 1.2078866958618164]","[1.2018201351165771, 1.2018053531646729, 1.2018146514892578, 1.2018110752105713, 1.2018191814422607]","[1.1970546245574951, 1.2046462297439575, 1.212233543395996, 1.2046462297439575, 1.20786452293396]","[1.2018040418624878, 1.2018051147460938, 1.2018028497695923, 1.2018049955368042, 1.2018038034439087]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.6106528043746948, 1.6053578853607178, 1.6145262718200684, 1.6048518419265747, 1.6076754331588745]","[1.1977649927139282, 1.2054311037063599, 1.2128957509994507, 1.2054529190063477, 1.208573341369629]","[1.2025030851364136, 1.202599287033081, 1.202489972114563, 1.202620029449463, 1.2025281190872192]","[1.4579938650131226, 1.4636152982711792, 1.469272494316101, 1.4636881351470947, 1.4660742282867432]","[1.4615482091903687, 1.4615423679351807, 1.4616025686264038, 1.4615498781204224, 1.4615427255630493]","[1.1970694065093994, 1.2046465873718262, 1.2122491598129272, 1.2046644687652588, 1.2078735828399658]","[1.201815128326416, 1.201797366142273, 1.2018160820007324, 1.2018226385116577, 1.2018107175827026]","[1.1970525979995728, 1.2046427726745605, 1.2122329473495483, 1.20464289188385, 1.2078628540039062]","[1.201802134513855, 1.201802134513855, 1.201802134513855, 1.201802134513855, 1.201802134513855]",SMOTE,batch_normalisation
Wine Quality Red,32264,11,1.0,1122,3,102.0,0.2727272727272727,374.0,0.0173310225303292,0.9090909090909092,-0.2039975968485282,-0.4218139423679356,-0.0288597236183636,0.8154643308692449,-1.473963941674756,"[0.6658632755279541, 0.6965267062187195, 0.711646556854248, 0.6753209829330444, 0.6949313879013062]","[0.909423291683197, 0.8436148762702942, 0.8418011665344238, 0.8962626457214355, 0.869371235370636]","[0.6779492497444153, 0.6482963562011719, 0.7192411422729492, 0.6558965444564819, 0.70740807056427]","[0.8952205181121826, 0.8680806756019592, 0.8667521476745605, 0.8878774642944336, 0.9312465190887451]","[0.7462321519851685, 0.7551850080490112, 0.7243710160255432, 0.7375767827033997, 0.709196150302887]","[0.8668216466903687, 0.8518686294555664, 0.8627301454544067, 0.8706678748130798, 0.8872355818748474]","[1.031221628189087, 0.7970609068870544, 0.7422687411308289, 0.8139868378639221, 1.072336196899414]","[1.0358891487121582, 0.8414235711097717, 0.8311675786972046, 0.8196308016777039, 1.0758894681930542]","[inf, inf, inf, inf, inf]","[inf, inf, inf, inf, inf]","[0.7191216349601746, 0.7436445355415344, 0.7298991680145264, 0.7296053767204285, 0.7317112684249878]","[0.8531399369239807, 0.8696562051773071, 0.8411928415298462, 0.8592075109481812, 0.8621599674224854]","[1.0493690967559814, 1.0497840642929077, 1.0491108894348145, 1.0497864484786987, 1.0494716167449951]","[1.049559473991394, 1.0495786666870117, 1.049560308456421, 1.0494478940963745, 1.0494531393051147]","[0.6895564794540405, 0.661652684211731, 0.6893672347068787, 0.6699580550193787, 0.69063800573349]","[0.8656362891197205, 0.8601693511009216, 0.8609375357627869, 0.8860040307044983, 0.8459709286689758]","[1.031221628189087, 1.0479580163955688, 1.0737287998199463, 1.0806927680969238, 1.072336196899414]","[1.0358892679214478, 1.0358892679214478, 1.075889229774475, 1.075889229774475, 1.075889229774475]",weight_normalisation,prune
Wine Quality Red,11014,9,1.0,1359,6,151.0,0.6666666666666666,226.5,0.0173310225303292,1.0,-0.2150780205882455,-0.5208088082055509,0.0142739372160291,0.8064785157944505,-1.8987041772511444,"[1.3665136098861694, 1.342121958732605, 1.338873028755188, 1.3539323806762695, 1.324810266494751]","[1.4963600635528564, 1.4979466199874878, 1.4828037023544312, 1.5089622735977173, 1.4872409105300903]","[1.3548864126205444, 1.3311058282852173, 1.3244019746780396, 1.3418114185333252, 1.3350166082382202]","[1.4961881637573242, 1.4983670711517334, 1.5002813339233398, 1.4899951219558716, 1.497780680656433]","[1.3992736339569092, 1.3877804279327393, 1.391677737236023, 1.4132548570632935, 1.3742518424987793]","[1.4990310668945312, 1.5029189586639404, 1.4992985725402832, 1.4900275468826294, 1.4835468530654907]","[1.4134719371795654, 1.4394584894180298, 1.6171544790267944, 1.3763054609298706, 1.3860013484954834]","[1.4735801219940186, 1.5030344724655151, 1.6171207427978516, 1.5073198080062866, 1.4839831590652466]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7931902408599854, 1.7918858528137207, 1.7916438579559326, 1.7894285917282104, 1.790765404701233]","[1.404985785484314, 1.3753329515457153, 1.4087289571762085, 1.4069753885269165, 1.447792649269104]","[1.4824140071868896, 1.4929819107055664, 1.4996577501296997, 1.4907389879226685, 1.501086711883545]","[1.761152982711792, 1.7622113227844238, 1.761043906211853, 1.7622328996658325, 1.761077642440796]","[1.7613681554794312, 1.7613558769226074, 1.7613065242767334, 1.7613236904144287, 1.7613279819488525]","[1.3654354810714722, 1.3489990234375, 1.3330812454223633, 1.352431297302246, 1.3278785943984985]","[1.4902338981628418, 1.498072862625122, 1.4860516786575317, 1.4902387857437134, 1.49468994140625]","[1.659242033958435, 1.6465837955474854, 1.6171550750732422, 1.6229023933410645, 1.6435920000076294]","[1.6502095460891724, 1.6502095460891724, 1.6171213388442993, 1.6171213388442993, 1.6502095460891724]",SMOTE,weight_normalisation
Wine Quality Red,68808,7,1.0,1359,6,194.14285714285717,0.8571428571428571,226.5,0.0173310225303292,1.0,-0.1606644402584302,-0.3283716818048983,0.0142739372160291,0.8515777783877819,-2.5468118672325226,"[1.3445392847061157, 1.3623069524765015, 1.3687489032745361, 1.356382966041565, 1.3582651615142822]","[1.46780526638031, 1.4604512453079224, 1.492172122001648, 1.469835638999939, 1.4577194452285767]","[1.3331631422042847, 1.3609542846679688, 1.3545398712158203, 1.3376237154006958, 1.3327151536941528]","[1.4571863412857056, 1.4756461381912231, 1.4736446142196655, 1.4609980583190918, 1.4732329845428467]","[1.4039355516433716, 1.4062937498092651, 1.416873812675476, 1.4054844379425049, 1.4095888137817383]","[1.4657485485076904, 1.4620556831359863, 1.463800072669983, 1.4892828464508057, 1.4696108102798462]","[1.4154043197631836, 1.4306614398956299, 1.4780869483947754, 1.395215630531311, 1.6160072088241577]","[1.4931023120880127, 1.4529162645339966, 1.4958832263946533, 1.485550880432129, 1.6171228885650635]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7880698442459106, 1.7874163389205933, 1.7923089265823364, 1.791717290878296, 1.789596438407898]","[1.408423662185669, 1.407241702079773, 1.4536035060882568, 1.4380799531936646, 1.4384961128234863]","[1.4431917667388916, 1.4433420896530151, 1.4717366695404053, 1.478369116783142, 1.471168041229248]","[1.761489987373352, 1.7628751993179321, 1.7622857093811035, 1.760391354560852, 1.7607336044311523]","[1.7612990140914917, 1.761383295059204, 1.7613227367401123, 1.7613083124160767, 1.761306643486023]","[1.35370934009552, 1.361495018005371, 1.400637149810791, 1.3600972890853882, 1.3510609865188599]","[1.4698117971420288, 1.4563015699386597, 1.4903918504714966, 1.466191291809082, 1.4571068286895752]","[1.6178151369094849, 1.6304734945297241, 1.657384991645813, 1.6458908319473267, 1.6458908319473267]","[1.6171213388442993, 1.6171213388442993, 1.6502095460891724, 1.6502095460891724, 1.6502095460891724]",SMOTE,prune
Wine Quality Red,16888,7,1.0,1359,6,194.14285714285717,0.8571428571428571,226.5,0.0173310225303292,1.0,-0.1967964646424491,-0.5208088082055509,0.0142739372160291,0.8213577916525658,-2.2628156876981067,"[1.402592658996582, 1.3892186880111694, 1.3778082132339478, 1.3697290420532227, 1.3963842391967773]","[1.4439959526062012, 1.4608219861984253, 1.4338568449020386, 1.453845500946045, 1.4629685878753662]","[1.3418080806732178, 1.3710190057754517, 1.3720320463180542, 1.3701757192611694, 1.360934853553772]","[1.4336657524108887, 1.4521077871322632, 1.4807642698287964, 1.4594885110855103, 1.488139033317566]","[1.4182617664337158, 1.4246717691421509, 1.4022152423858643, 1.4189380407333374, 1.4248502254486084]","[1.4550114870071411, 1.4582232236862183, 1.4420740604400635, 1.4430537223815918, 1.4451823234558105]","[1.4325098991394043, 1.4605029821395874, 1.4880706071853638, 1.421903371810913, 1.4447535276412964]","[1.4423887729644775, 1.4595869779586792, 1.4811077117919922, 1.4395147562026978, 1.4369800090789795]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7924253940582275, 1.7936536073684692, 1.7948328256607056, 1.7938692569732666, 1.791624903678894]","[1.4185289144515991, 1.4252073764801025, 1.4238802194595337, 1.431886076927185, 1.4215189218521118]","[1.4426565170288086, 1.4583024978637695, 1.4446545839309692, 1.4418107271194458, 1.4700063467025757]","[1.760417103767395, 1.761272668838501, 1.7609977722167969, 1.762592077255249, 1.7622201442718506]","[1.761307716369629, 1.7614047527313232, 1.7613085508346558, 1.7615522146224976, 1.7613106966018677]","[1.392582654953003, 1.392075538635254, 1.3790024518966675, 1.4054889678955078, 1.3616564273834229]","[1.4447914361953735, 1.455942153930664, 1.4287577867507935, 1.4480262994766235, 1.4533289670944214]","[1.6454330682754517, 1.6626944541931152, 1.6183046102523804, 1.6389943361282349, 1.619454026222229]","[1.650209665298462, 1.650209665298462, 1.6171213388442993, 1.650209665298462, 1.6171213388442993]",SMOTE,weight_normalisation
Wine Quality Red,32325,10,1.0,1359,6,135.9,0.6,226.5,0.0173310225303292,1.0,-0.17042303975533,-0.3283716818048983,0.0142739372160291,0.843307988320385,-2.0207678740712445,"[1.3317545652389526, 1.3551034927368164, 1.3347282409667969, 1.365966558456421, 1.3350871801376343]","[1.4876961708068848, 1.4713863134384155, 1.4954259395599365, 1.5068540573120117, 1.4826418161392212]","[1.3198256492614746, 1.3473340272903442, 1.320261836051941, 1.3256168365478516, 1.3303875923156738]","[1.4689329862594604, 1.4893357753753662, 1.4983383417129517, 1.4956570863723755, 1.4983134269714355]","[1.3549615144729614, 1.3684877157211304, 1.3520766496658325, 1.3907132148742676, 1.362379550933838]","[1.492679476737976, 1.4831724166870117, 1.4872373342514038, 1.4922010898590088, 1.496042013168335]","[1.4509716033935547, 1.3876770734786987, 1.616003394126892, 1.6447381973266602, 1.3499548435211182]","[1.5105063915252686, 1.51768159866333, 1.6171191930770874, 1.6502056121826172, 1.5038882493972778]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7975181341171265, 1.79007887840271, 1.7893859148025513, 1.791979193687439, 1.7899342775344849]","[1.415273904800415, 1.3837838172912598, 1.3832497596740723, 1.3835577964782715, 1.3560380935668945]","[1.500372052192688, 1.4802204370498657, 1.5242908000946045, 1.5126216411590576, 1.4922548532485962]","[1.7618283033370972, 1.7604647874832153, 1.7614238262176514, 1.7619355916976929, 1.762012243270874]","[1.7613173723220825, 1.7614004611968994, 1.761301040649414, 1.7613561153411865, 1.7613550424575806]","[1.338646650314331, 1.3515671491622925, 1.334044098854065, 1.3496747016906738, 1.335073709487915]","[1.4932787418365479, 1.4757981300354004, 1.5020958185195923, 1.4849525690078735, 1.4935846328735352]","[1.6477346420288086, 1.6580913066864014, 1.652787446975708, 1.644741415977478, 1.6263505220413208]","[1.6502095460891724, 1.6502095460891724, 1.6502095460891724, 1.6502095460891724, 1.6171214580535889]",SMOTE,baseline
Wine Quality Red,15422,7,1.0,1359,6,194.14285714285717,0.8571428571428571,226.5,0.0173310225303292,1.0,-0.2129661434809373,-0.5208088082055509,0.0142739372160291,0.808183499033339,-2.1669350760265584,"[1.3404719829559326, 1.3650158643722534, 1.3667445182800293, 1.363623023033142, 1.3586846590042114]","[1.4807571172714233, 1.4699393510818481, 1.4909871816635132, 1.458832025527954, 1.4715865850448608]","[1.331360101699829, 1.3530162572860718, 1.3409334421157837, 1.332665205001831, 1.3358439207077026]","[1.4903818368911743, 1.468835473060608, 1.4595370292663574, 1.4963771104812622, 1.4534907341003418]","[1.3691588640213013, 1.4107904434204102, 1.414991855621338, 1.3948121070861816, 1.396195888519287]","[1.492052674293518, 1.4593383073806763, 1.4735140800476074, 1.4443081617355347, 1.4581539630889893]","[1.426575779914856, 1.618967056274414, 1.441035270690918, 1.4136688709259033, 1.397841215133667]","[1.488450050354004, 1.6171224117279053, 1.478209137916565, 1.483758568763733, 1.4788737297058105]","[-0.0, -0.0, -0.0, -0.0, -0.0]","[1.7934786081314087, 1.793463110923767, 1.7909497022628784, 1.79334557056427, 1.7907764911651611]","[1.375299096107483, 1.4156874418258667, 1.4036511182785034, 1.4254372119903564, 1.3933860063552856]","[1.462470293045044, 1.4587352275848389, 1.4742902517318726, 1.4376860857009888, 1.4546971321105957]","[1.76144540309906, 1.7612597942352295, 1.7620633840560913, 1.7605159282684326, 1.762490153312683]","[1.7613815069198608, 1.761303186416626, 1.7613123655319214, 1.7613060474395752, 1.761318564414978]","[1.3387558460235596, 1.3695865869522095, 1.3565112352371216, 1.3529388904571533, 1.342955231666565]","[1.4864344596862793, 1.4699790477752686, 1.4916232824325562, 1.4465609788894653, 1.4607700109481812]","[1.6258703470230103, 1.6477346420288086, 1.656235694885254, 1.6470401287078857, 1.6573851108551025]","[1.6171214580535889, 1.650209665298462, 1.650209665298462, 1.650209665298462, 1.650209665298462]",SMOTE,prune
