RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,target
-0.2154138815192389,-0.16189521863813097,0.05666511938537822,-0.33770491585640117,0.46920217246187285,0.01122299102809933,0.03302582115587693,-0.3616554934579137,0.33674636548936654,1
-0.306157349490656,-0.6777378270439456,0.5771000811163315,0.07043293134574116,0.15990987895398834,0.06527868175977009,-0.3097688824193679,-0.3616554934579137,1.3563071606561343,1
0.6920207981955075,-0.6380576263973454,-0.7872834672053571,1.4581016118330252,-0.6065971093046596,0.46168708045868856,0.4992266180182097,0.10143995548209775,4.61890170518979,4
1.0614763463650385,0.2349067878278783,0.7951201326522715,-1.174387502620793,-1.1310492591658468,-0.49329678913416064,0.38953231287413126,-0.3616554934579137,0.5406585245227201,1
-0.6432045162418804,-0.38674968896887263,0.4716065077924897,-0.3989255929367226,0.5095446455281195,0.029241554605322916,-0.2686335179903382,-0.3616554934579137,-0.5808583501607242,3
0.9156386299822987,1.3062722052861078,0.8232517522052961,-1.2764219644213288,-1.5210264988062245,-0.9077237514103027,0.3552528425166075,-0.3616554934579137,-0.5808583501607242,3
-0.5168118287101533,2.0998762182181285,-1.9195811542145937,1.0907775493510972,0.5767821006385242,-0.9077237514103027,-0.39203961127742615,2.7063518557696624,-0.5808583501607242,5
-0.8862673768797563,-0.8100051625326153,0.5138039371220264,0.21328117786649112,0.7650469749476688,0.2995200082636765,-0.6045723274940783,-0.3616554934579137,1.866087558239518,1
-0.7047804409367783,-0.43965662316433957,0.5981987957811001,0.17246739314627685,0.2674898071306397,0.191408626800335,-0.6388517978516033,-0.3616554934579137,-0.5808583501607242,2
1.1943507101804127,1.1607781362485714,0.766988513099247,-2.011070089385185,-1.157944241210024,-0.7095195520608435,0.41009999508864675,-0.3616554934579137,-0.5808583501607242,1
-0.827932290326646,-0.5983774257507428,0.49270522245725823,-0.11322909989522309,0.8726269031243201,0.3355571354181235,-0.6319959037800973,-0.3616554934579137,1.866087558239518,1
-0.5816285915469106,-0.2544823534802005,0.5067710322337705,0.6214190250686334,-0.20317237864221233,0.1733900632231114,-0.40575139942043564,-0.3616554934579137,1.1523950016227806,3
-0.7598746893480292,-0.003174416051727736,0.5630342713398193,-0.23567045405586545,0.05232995077733699,0.10131580891421725,-0.4400308697779606,-0.3616554934579137,-0.5808583501607242,3
-1.070995150964522,0.8962434652712294,-0.03476264416195137,4.172218295727272,-3.6860725533613783,2.119394929563257,-2.1265808113681652,3.8833861218255254,-0.5808583501607242,4
0.48460715711786967,-0.08253481734493053,-1.9195811542145937,0.6214190250686334,0.5364396275722776,-0.06085126328079501,1.6098814576020037,-0.3616554934579137,-0.5808583501607242,4
-0.5751469152632637,-0.5190170244575424,0.6192975104458683,-0.3989255929367226,0.15990987895398834,0.10131580891421725,-0.2549217298473287,-0.3616554934579137,-0.5808583501607242,2
4.149995095536878,-3.442125138757153,-1.9195811542145937,1.3152533653122758,-3.7936524815380293,0.13735293606866422,2.9673484837599737,5.716472273879737,2.2739118763062254,2
-0.28995315878150263,-0.43965662316433957,0.6122646055576123,-0.19485666933565118,0.48264966348394234,0.11933437249144065,-0.39203961127742615,-0.3616554934579137,0.5406585245227201,1
0.7244291796138862,0.2878137220233476,-0.44970403256906316,0.4377569938276692,-0.6065971093046596,0.0472601181825465,0.41009999508864675,0.15932688659959923,1.1523950016227806,2
-0.7631155274898886,2.218916820157932,-1.9195811542145937,2.1519359520766668,0.5633346096164357,-0.8176309335241849,-0.09723616620271576,0.6610136229512784,-0.5808583501607242,5
0.2091359150616151,0.7375226626848262,0.5630342713398193,-0.27648423877607975,-1.1041542771216888,0.01122299102809933,-0.13151563656024073,-0.14940341269374177,-0.5808583501607242,1
-0.024204431150754435,-0.2544823534802005,0.07776383405014646,-0.3581118082165083,0.2943847891747977,0.08329724533699367,0.06730529151340191,-0.3616554934579137,-0.5808583501607242,1
-0.10198454655487761,0.129092919436942,0.8795149913113451,-0.5621807318175797,-0.18972488762014283,0.13735293606866422,-0.5634369630650485,-0.3616554934579137,-0.5808583501607242,2
-0.31263902577437486,-0.6248308928484787,0.5841329860045879,-0.3785187005766154,0.7784944659697383,0.06527868175977009,-0.40575139942043564,-0.3616554934579137,1.1523950016227806,1
-0.9348799490072883,0.7110691955870904,-1.9195811542145937,2.213156629156989,0.8053894480139154,-0.6554638613291727,0.3004056899445683,1.201291646714625,-0.4789022706440474,5
0.8313768382945286,0.40685432396315063,1.2381931406124078,-0.7254358706984363,-1.1444967501879353,-0.7996123699469613,-0.15208331877475498,-0.3616554934579137,-0.5808583501607242,1
-0.8117280996174207,-0.3206160212245366,0.5560013664515633,0.192874285506384,0.3212797712189749,0.31753857184090006,-0.6319959037800973,-0.3616554934579137,0.33674636548936654,2
0.9966595835282813,-0.28093582057793637,0.5981987957811001,-1.133573717900579,-0.5797021272605015,-0.49329678913416064,0.5814973468762692,-0.3616554934579137,1.050438922106104,1
-0.8182097759011395,-0.6248308928484787,0.5560013664515633,1.35606715003249,0.038882459755248414,0.3355571354181235,-0.686843056352137,-0.3616554934579137,-0.5808583501607242,2
-0.38069662675299165,1.8088880801430534,-1.9195811542145937,1.805018781954846,0.8726269031243201,-0.9077237514103027,-0.014965437344657538,0.9118569911271179,-0.5808583501607242,5
-0.19596885266815414,-0.3338427547734033,0.5349026517867951,-0.3581118082165083,0.3078322801968863,0.1733900632231114,-0.33033656463388217,-0.3616554934579137,-0.5808583501607242,1
0.40358620357188707,-0.9158190309235517,-1.9195811542145937,0.3969432091074549,1.5046589811621587,-0.22301833547580707,1.753855233103606,-0.3616554934579137,-0.5808583501607242,4
-0.0015185641578821768,-0.10898828444266401,0.7247910837697102,-0.27648423877607975,-0.3107523068188637,0.13735293606866422,-0.37832782313441665,-0.3616554934579137,-0.5808583501607242,2
-0.011241078583388579,-0.5322437580064091,0.7107252739931983,-0.7050289783383292,-0.4721221990838502,0.24546431753200573,-0.00810954327315157,-0.3616554934579137,1.6621753992061643,2
-0.3709741123274133,-1.2993943038406965,-0.006631024608926833,0.35612942438724066,0.3212797712189749,0.3535756989953471,0.17699959665748036,-0.3616554934579137,-0.5808583501607242,2
1.1846281957549063,0.5258949259029536,0.7810543228757593,-1.5008977803825072,-1.1713917322320935,-0.601408170597502,0.52665019430423,-0.3616554934579137,-0.5808583501607242,1
1.5411203913571436,0.5126681923540869,0.696659464216686,-1.9294425199447565,-1.184839223254182,-0.7455566792152907,0.7460388045923868,-0.3616554934579137,1.050438922106104,1
-0.0663353269946395,-0.6116041592996119,0.5278697468985387,-0.33770491585640117,0.42885969939562624,0.1733900632231114,-0.3714719290629119,-0.3616554934579137,-0.5808583501607242,1
-0.7371888223551569,2.139556418864729,-1.9195811542145937,1.6621705354340965,0.8995218851684782,-0.9077237514103027,-0.179506895060774,0.9311526348329517,-0.5808583501607242,5
0.9934187453864218,-3.045323132291144,-0.7169544183227959,0.21328117786649112,1.0877867594776227,0.13735293606866422,1.81555827974715,-0.3616554934579137,-0.5808583501607242,4
-0.591351105972417,-0.6380576263973454,0.548968461563307,-0.03160153045479453,0.5095446455281195,0.31753857184090006,-0.5085898104930093,-0.24588163122291082,1.9680436377561947,2
-0.6529270306673868,-1.5507022412691693,0.5560013664515633,-0.21526356169575833,0.34817475326313296,0.11933437249144065,-0.3029129883478632,-0.3616554934579137,-0.5808583501607242,3
