RI,Mg,Al,Si,Fe,target
0.8798401714994396,1.2572383177750566,-0.7063704702717293,-1.1332478946720979,-0.5883010828478235,1
-0.24381561836392857,0.6393107370112053,-0.18086272384980065,0.097036516974997,-0.5883010828478235,1
-0.7164120241005114,0.6045957043840224,0.1829503313653806,0.4337459348994523,-0.5883010828478235,1
-0.22729126851296214,0.7017977957401339,-0.3223455786557046,-0.05836782975937829,-0.5883010828478235,1
-0.3066081477974395,0.6531967500620783,-0.4234047606599218,0.5502991949502337,-0.5883010828478235,1
-0.7891191634446463,0.6462537435366417,0.34464502257212803,0.4078452104437292,2.0822000620794276,1
-0.30330327782723154,0.6393107370112053,-0.625523124668356,0.5632495571781044,-0.5883010828478235,1
-0.2603399682148216,0.6462537435366417,-0.8074296522759464,0.7575049905960552,-0.5883010828478235,1
0.2750489669553456,0.6254247239603322,-0.16065088744895722,-0.744737027836178,-0.5883010828478235,1
-0.26364483818502954,0.6393107370112053,-0.18086272384980065,0.4337459348994523,0.5415263246213982,1
-0.8717409126993315,0.5421086456550938,0.22337400416706746,0.705703541684609,1.8767768970850234,1
-0.23720587842351265,0.6809687761638245,-0.3627692514573915,0.4596466593551938,-0.5883010828478235,1
-0.8122532532359552,0.5212796260787843,-0.10001537824642738,0.8093064395075198,1.8767768970850234,1
-0.2867789279763385,0.6115387109094591,-0.3627692514573915,0.7186539039124614,1.15779581960461,1
-0.23720587842351265,0.6323677304857686,-0.2819219058540178,0.8222568017353905,-0.5883010828478235,1
-0.24381561836392857,0.5976526978585861,-0.4436165970607652,0.7575049905960552,-0.5883010828478235,1
-0.16780360904958577,0.6879117826892609,-0.5850994518666692,0.5891502816338275,-0.5883010828478235,1
1.1938028186671412,0.8128859001471185,-1.1308190346894411,-1.677163108242393,-0.5883010828478235,1
0.2519148771640366,0.7295698218418801,-0.5446757790649823,-0.6929355789247134,-0.5883010828478235,1
-0.32974223758874843,0.5976526978585861,0.48612787737803154,0.097036516974997,0.13067999463259033,1
-0.2801691880359226,0.6045957043840224,0.08189114936116346,0.12293724143072009,1.3632189845990137,1
0.4336827255243003,0.7434558348927531,-2.3435292187400454,-0.8224392012033657,-0.5883010828478235,1
-0.3264373676185405,0.6531967500620783,-0.3223455786557046,0.17473869034218464,-0.5883010828478235,1
-0.276864318065788,0.6184817174348956,-0.20107456025064407,0.4725970215830461,-0.5883010828478235,1
-0.3793152871415009,0.5698806717568399,-0.6053112882675126,0.25244086370935387,-0.5883010828478235,1
-0.23390100845330467,0.5976526978585861,-0.4840402698624521,0.446696297127323,-0.5883010828478235,1
-0.13805977931793428,0.5559946587059669,-0.07980354184558396,-0.01951674307578447,-0.5883010828478235,1
-0.37601041717136635,0.5559946587059669,-0.24149823305233092,0.4984977460387876,-0.5883010828478235,1
-0.2206815285726196,0.583766684807713,-0.039379869043897106,0.6409517305452921,-0.5883010828478235,1
-0.16780360904958577,0.5629376652314035,-0.3425574150565481,0.26539122593722464,-0.5883010828478235,1
-0.2206815285726196,0.6115387109094591,-0.3021337422548612,0.5502991949502337,0.8496610721130041,1
-0.2900837979464731,0.5698806717568399,-0.625523124668356,0.7963560772796491,-0.5883010828478235,1
-0.19754743878131065,0.5559946587059669,-0.4436165970607652,0.4078452104437292,1.6713537320906198,1
-0.27025457812537207,0.5490516521805304,-0.14043905104811424,0.9517604240140243,0.027968412135388282,1
-0.17110847901979373,0.5976526978585861,-0.2212863966514875,0.3819444859880061,-0.5883010828478235,1
-0.8849603925800166,0.5351656391296574,-0.4840402698624521,0.10998687920284934,-0.5883010828478235,1
0.2453051372236941,0.5907096913331493,-0.2617100694531744,-1.094396807988504,-0.5883010828478235,1
-0.12484029943717583,0.5559946587059669,-0.20107456025064407,0.39489484821585846,-0.5883010828478235,1
1.2499856081603096,0.7920568805708088,-1.9797161635248643,-1.1461982568999685,-0.5883010828478235,1
-0.13805977931793428,0.5698806717568399,-0.6659467974700425,0.48554738381091683,-0.5883010828478235,1
-0.26364483818502954,0.5143366195533476,-0.5042521062632955,0.705703541684609,-0.5883010828478235,1
-0.1843279589005522,0.4935075999770382,-0.24149823305233092,0.13588760365859082,-0.5883010828478235,1
1.240070998249759,0.8059428936216818,-1.4744202535037791,-1.1591486191278209,-0.5883010828478235,1
-0.16119386910924324,0.5212796260787843,-0.5244639426641389,0.3819444859880061,2.4930463920682353,1
0.21556130749196922,0.5559946587059669,-0.20107456025064407,-0.9130917367984056,-0.5883010828478235,1
0.11311033841625627,0.47962158692616513,-0.5446757790649823,0.08408615474712626,1.055084237107408,1
2.75039657462489,0.7087408022655707,-1.4946320899046226,-1.4052055014572546,0.4388147421241962,1
1.2830343078621689,0.7573418479436262,-1.3329373986978752,-0.8612902878869595,-0.5883010828478235,1
0.20895156755162667,0.465735573875292,-0.4436165970607652,-0.744737027836178,-0.5883010828478235,1
1.6036066949702863,0.7226268153164437,-1.8988688179214905,-1.1720989813556917,1.055084237107408,1
0.3014879267168625,0.45184956082441896,-0.3425574150565481,-0.3821268854559812,0.5415263246213982,1
-0.08848672976510841,0.13247126065433865,-0.5244639426641389,0.23949050148150156,-0.5883010828478235,1
0.007354499370261993,0.11164224107802889,-0.3425574150565481,0.25244086370935387,-0.5883010828478235,1
-0.18763282887076016,0.09081322150171943,-0.3223455786557046,0.42079557267159995,0.33610315962699416,1
-0.21737665860241165,0.02138315624735408,-0.3223455786557046,1.353221653077815,1.8767768970850234,1
-2.0482746220855867,0.5490516521805304,-0.6659467974700425,0.42079557267159995,2.595757974565437,1
-0.03560881024214796,0.5559946587059669,-0.3223455786557046,0.3819444859880061,-0.5883010828478235,1
-0.2669497081552375,0.7365128283673168,-0.5648876154658258,0.4337459348994523,-0.5883010828478235,1
-0.2669497081552375,0.6809687761638245,-0.5244639426641389,0.17473869034218464,0.5415263246213982,1
0.23208565734293563,0.6531967500620783,-0.6861586338708859,-0.01951674307578447,-0.5883010828478235,1
0.47003629519636775,0.6254247239603322,-0.2617100694531744,-1.2109500680392855,-0.5883010828478235,1
1.1144859393826638,0.8198289066725549,-1.1510308710902846,-1.120297532444227,0.5415263246213982,1
1.2962537877429274,0.7851138740453724,-1.3531492350987184,-1.6901134704702636,-0.5883010828478235,1
1.1144859393826638,0.7365128283673168,-1.1106071982885977,-0.835389563431218,0.13067999463259033,1
0.8732304315590971,0.6323677304857686,-0.6659467974700425,-0.9001413745705532,-0.5883010828478235,1
1.0483885399789448,0.6740257696383878,-1.171242707491128,-0.5634319566460796,1.15779581960461,1
1.0483885399789448,0.6740257696383878,-1.171242707491128,-0.43392833436744577,1.15779581960461,1
1.0483885399789448,0.6254247239603322,-1.1106071982885977,-0.5893326811018027,1.055084237107408,1
1.5375092955664942,0.6254247239603322,-1.272301889495345,-0.8612902878869595,-0.2801663353562176,1
-0.8618263027887076,0.6879117826892609,0.5871870593822487,-1.0166946346213164,0.6442379071186001,2
0.043708069042329406,0.8267719131979916,-0.3627692514573915,-0.9001413745705532,2.6984695570626394,2
-0.7990337733551968,0.6323677304857686,0.14252665856369373,0.5761999194059568,-0.5883010828478235,2
-0.6734487144881014,0.6184817174348956,0.24358584056791088,0.27834158816509535,-0.5883010828478235,2
-0.7891191634446463,0.6115387109094591,0.1829503313653806,0.5891502816338275,-0.5883010828478235,2
-0.8089483832657473,0.6254247239603322,0.12231482216285032,0.6021006438616983,-0.5883010828478235,2
-0.6271805349054835,0.6462537435366417,0.1829503313653806,-0.3432757987723874,-0.5883010828478235,2
-0.68666819436886,0.6254247239603322,0.1829503313653806,0.2265401392536308,-0.5883010828478235,2
-0.7329363739514778,0.583766684807713,-0.4031929242590783,0.2912919503929477,0.8496610721130041,2
-0.8089483832657473,0.583766684807713,0.910576441795743,0.26539122593722464,-0.5883010828478235,2
-0.8023386433254047,0.583766684807713,1.3552368426142984,0.006383981379938614,-0.5883010828478235,2
-0.7990337733551968,0.5351656391296574,-0.039379869043897106,0.6668524550010152,-0.5883010828478235,2
-0.623875664935349,0.6045957043840224,-0.4031929242590783,0.20063941479790773,-0.5883010828478235,2
-0.7957289033849888,0.583766684807713,0.20316216776622403,0.27834158816509535,0.33610315962699416,2
-1.4071298478694987,0.2852174042139421,1.2743894970109249,-0.48572978327889194,-0.5883010828478235,2
-0.6932779343092025,0.6254247239603322,0.08189114936116346,0.08408615474712626,-0.5883010828478235,2
-0.878350652639674,0.5629376652314035,0.04146747655947661,0.770455352823926,-0.5883010828478235,2
-0.6271805349054835,0.5629376652314035,0.14252665856369373,-0.006566380847913725,0.4388147421241962,2
-0.7164120241005114,0.5698806717568399,0.06167931296032003,0.30424231262081847,-0.5883010828478235,2
-0.6437048847564499,0.5559946587059669,0.8499409325932132,0.7445546283682029,0.33610315962699416,2
0.02057397925102045,0.7365128283673168,-0.6861586338708859,-0.48572978327889194,1.6713537320906198,2
-0.7593753337129947,0.5282226326042208,0.0010438037577897496,0.5243984704945107,-0.5883010828478235,2
-0.8155581232061632,0.5073936130279113,0.2637976769687543,0.7834057150517967,1.3632189845990137,2
-0.8089483832657473,0.45879256734985535,0.04146747655947661,0.5761999194059568,-0.5883010828478235,2
-0.6800584544285174,0.45184956082441896,0.08189114936116346,0.8093064395075198,-0.5883010828478235,2
0.0833665086845314,0.5212796260787843,-0.039379869043897106,-0.511630507734615,-0.5883010828478235,2
0.02057397925102045,0.6531967500620783,-0.787217815875103,-0.4080276099117043,0.9523726546102059,2
-0.30330327782723154,0.39630550862092667,-0.5850994518666692,1.1589662196598458,1.8767768970850234,2
-0.48176625621728725,0.13941426717977504,0.5265515501797184,0.7186539039124614,-0.5883010828478235,2
-0.0785721198545579,0.19495831938326733,-0.039379869043897106,0.3430933993044123,-0.5883010828478235,2
-0.5941318352036241,0.11858524760346557,-0.019168032643053678,0.7963560772796491,1.6713537320906198,2
-0.3462665874396415,0.028326162772790767,0.364856858972971,0.27834158816509535,-0.5883010828478235,2
-0.04882829012290642,0.0560981888745366,-1.2520900530945016,1.4956756375843194,1.4659305670962157,2
2.9420790328957045,0.3268754433665613,-1.5956912719088394,-2.7002417242436665,-0.5883010828478235,2
1.9010449922870214,0.1533002802306481,-0.5648876154658258,-1.9491207150275314,-0.5883010828478235,2
2.1158615403491448,-1.8601716121459453,0.8701527689940562,-0.6022830433296734,2.9038927220570434,2
4.26402702097023,-1.8601716121459453,1.3148131698126115,-3.6844692535613275,2.2876232270738317,2
5.1497321729801655,-1.8601716121459453,-0.9084888342801636,-3.2312065755860906,1.8767768970850234,2
1.279729437891961,-1.8601716121459453,-0.9084888342801636,0.019334343607809355,0.23339157712979225,2
-0.055438030063248954,-1.8601716121459453,-1.7978096359172735,2.3244988201676238,-0.5883010828478235,2
2.7404819647143395,-1.8601716121459453,-1.3733610714995619,0.7186539039124614,-0.5883010828478235,2
2.988347212478322,-1.8601716121459453,-1.4137847443012488,0.5502991949502337,-0.5883010828478235,2
3.1139322713454174,-1.8601716121459453,-1.575479435507996,-0.8224392012033657,-0.5883010828478235,2
0.18912234773052566,0.7989998870962455,-0.3829810878582349,-0.13607000312656595,0.8496610721130041,2
0.04040319907212145,0.8962019784523569,-0.5244639426641389,-0.2785239876330705,-0.5883010828478235,2
0.037098329101913484,0.8406579262488647,-0.24149823305233092,-0.3562261610002581,-0.5883010828478235,2
-0.019084460391254922,0.847600932774301,-0.07980354184558396,-0.42097797213957505,0.4388147421241962,2
-0.4189737267837763,0.6948547892146976,0.7286699141881526,-0.770637752291901,-0.5883010828478235,2
-0.5346441757403211,0.6670827631129514,0.16273849496453716,-0.16197072758228903,2.390334809571033,2
-0.6040464451141746,0.6184817174348956,0.04146747655947661,-0.26557362540519974,-0.5883010828478235,2
0.030488589161570948,0.7503988414181896,-0.2617100694531744,-0.3303254365445166,-0.5883010828478235,2
-0.5676928754421805,0.5976526978585861,0.34464502257212803,0.39489484821585846,1.5686421495934177,2
