Mg,Al,Si,Ca,Fe,target
1.2572383177750566,-0.7063704702717293,-1.1332478946720979,-0.14346581626959318,-0.5883010828478235,1
0.6393107370112053,-0.18086272384980065,0.097036516974997,-0.7902006070721983,-0.5883010828478235,1
0.6045957043840224,0.1829503313653806,0.4337459348994523,-0.8253492370071224,-0.5883010828478235,1
0.7017977957401339,-0.3223455786557046,-0.05836782975937829,-0.5160412935797892,-0.5883010828478235,1
0.6531967500620783,-0.4234047606599218,0.5502991949502337,-0.621487183384562,-0.5883010828478235,1
0.6462537435366417,0.34464502257212803,0.4078452104437292,-0.621487183384562,2.0822000620794276,1
0.6393107370112053,-0.625523124668356,0.5632495571781044,-0.5511899235147139,-0.5883010828478235,1
0.6462537435366417,-0.8074296522759464,0.7575049905960552,-0.5019818416058198,-0.5883010828478235,1
0.6254247239603322,-0.16065088744895722,-0.744737027836178,-0.45980348568391044,-0.5883010828478235,1
0.6393107370112053,-0.18086272384980065,0.4337459348994523,-0.3895062258140623,0.5415263246213982,1
0.5421086456550938,0.22337400416706746,0.705703541684609,-0.6074277314105926,1.8767768970850234,1
0.6809687761638245,-0.3627692514573915,0.4596466593551938,-0.2770306100223048,-0.5883010828478235,1
0.5212796260787843,-0.10001537824642738,0.8093064395075198,-0.6355466353585314,1.8767768970850234,1
0.6115387109094591,-0.3627692514573915,0.7186539039124614,-0.40356567778803165,1.15779581960461,1
0.6323677304857686,-0.2819219058540178,0.8222568017353905,-0.31920896594421416,-0.5883010828478235,1
0.5976526978585861,-0.4436165970607652,0.7575049905960552,-0.39653595180104695,-0.5883010828478235,1
0.6879117826892609,-0.5850994518666692,0.5891502816338275,-0.17861444620451788,-0.5883010828478235,1
0.8128859001471185,-1.1308190346894411,-1.677163108242393,0.1377232232098006,-0.5883010828478235,1
0.7295698218418801,-0.5446757790649823,-0.6929355789247134,-0.04504965245180505,-0.5883010828478235,1
0.5976526978585861,0.48612787737803154,0.097036516974997,-0.36138732186612355,0.13067999463259033,1
0.6045957043840224,0.08189114936116346,0.12293724143072009,-0.30514951397024476,1.3632189845990137,1
0.7434558348927531,-2.3435292187400454,-0.8224392012033657,0.03227733340502778,-0.5883010828478235,1
0.6531967500620783,-0.3223455786557046,0.17473869034218464,-0.17861444620451788,-0.5883010828478235,1
0.6184817174348956,-0.20107456025064407,0.4725970215830461,-0.2559414320613507,-0.5883010828478235,1
0.5698806717568399,-0.6053112882675126,0.25244086370935387,-0.3684170478531082,-0.5883010828478235,1
0.5976526978585861,-0.4840402698624521,0.446696297127323,-0.2981197879832601,-0.5883010828478235,1
0.5559946587059669,-0.07980354184558396,-0.01951674307578447,-0.3684170478531082,-0.5883010828478235,1
0.5559946587059669,-0.24149823305233092,0.4984977460387876,-0.3684170478531082,-0.5883010828478235,1
0.583766684807713,-0.039379869043897106,0.6409517305452921,-0.2910900619962754,-0.5883010828478235,1
0.5629376652314035,-0.3425574150565481,0.26539122593722464,-0.32623869193119887,-0.5883010828478235,1
0.6115387109094591,-0.3021337422548612,0.5502991949502337,-0.18564417219150256,0.8496610721130041,1
0.5698806717568399,-0.625523124668356,0.7963560772796491,-0.2840603360092895,-0.5883010828478235,1
0.5559946587059669,-0.4436165970607652,0.4078452104437292,-0.2770306100223048,1.6713537320906198,1
0.5490516521805304,-0.14043905104811424,0.9517604240140243,-0.2840603360092895,0.027968412135388282,1
0.5976526978585861,-0.2212863966514875,0.3819444859880061,-0.14346581626959318,-0.5883010828478235,1
0.5351656391296574,-0.4840402698624521,0.10998687920284934,-0.2700008840353201,-0.5883010828478235,1
0.5907096913331493,-0.2617100694531744,-1.094396807988504,-0.12237663830863912,-0.5883010828478235,1
0.5559946587059669,-0.20107456025064407,0.39489484821585846,-0.19267389817848726,-0.5883010828478235,1
0.7920568805708088,-1.9797161635248643,-1.1461982568999685,0.43297171466316375,-0.5883010828478235,1
0.5698806717568399,-0.6659467974700425,0.48554738381091683,-0.1294063642956238,-0.5883010828478235,1
0.5143366195533476,-0.5042521062632955,0.705703541684609,-0.22079280212642602,-0.5883010828478235,1
0.4935075999770382,-0.24149823305233092,0.13588760365859082,-0.2559414320613507,-0.5883010828478235,1
0.8059428936216818,-1.4744202535037791,-1.1591486191278209,0.552477056441906,-0.5883010828478235,1
0.5212796260787843,-0.5244639426641389,0.3819444859880061,-0.1364360902826085,2.4930463920682353,1
0.5559946587059669,-0.20107456025064407,-0.9130917367984056,0.03227733340502778,-0.5883010828478235,1
0.47962158692616513,-0.5446757790649823,0.08408615474712626,-0.08722800837371443,1.055084237107408,1
0.7087408022655707,-1.4946320899046226,-1.4052055014572546,0.6087148643377848,0.4388147421241962,1
0.7573418479436262,-1.3329373986978752,-0.8612902878869595,0.749309384077481,-0.5883010828478235,1
0.465735573875292,-0.4436165970607652,-0.744737027836178,-0.03099020047783567,-0.5883010828478235,1
0.7226268153164437,-1.8988688179214905,-1.1720989813556917,0.777428288025421,1.055084237107408,1
0.45184956082441896,-0.3425574150565481,-0.3821268854559812,0.13069349722281592,0.5415263246213982,1
0.13247126065433865,-0.5244639426641389,0.23949050148150156,0.05336651136598185,-0.5883010828478235,1
0.11164224107802889,-0.3425574150565481,0.25244086370935387,0.08148541531392185,-0.5883010828478235,1
0.09081322150171943,-0.3223455786557046,0.42079557267159995,0.04633678537899716,0.33610315962699416,1
0.02138315624735408,-0.3223455786557046,1.353221653077815,0.07445568932693716,1.8767768970850234,1
0.5490516521805304,-0.6659467974700425,0.42079557267159995,-0.424654855748987,2.595757974565437,1
0.5559946587059669,-0.3223455786557046,0.3819444859880061,-0.3684170478531082,-0.5883010828478235,1
0.7365128283673168,-0.5648876154658258,0.4337459348994523,-0.649606087332502,-0.5883010828478235,1
0.6809687761638245,-0.5244639426641389,0.17473869034218464,-0.4808926636448657,0.5415263246213982,1
0.6531967500620783,-0.6861586338708859,-0.01951674307578447,-0.1364360902826085,-0.5883010828478235,1
0.6254247239603322,-0.2617100694531744,-1.2109500680392855,-0.19970362416547194,-0.5883010828478235,1
0.8198289066725549,-1.1510308710902846,-1.120297532444227,0.4118825367022085,0.5415263246213982,1
0.7851138740453724,-1.3531492350987184,-1.6901134704702636,0.5173284265069813,-0.5883010828478235,1
0.7365128283673168,-1.1106071982885977,-0.835389563431218,0.4610906186111025,0.13067999463259033,1
0.6323677304857686,-0.6659467974700425,-0.9001413745705532,0.3134663728844216,-0.5883010828478235,1
0.6740257696383878,-1.171242707491128,-0.5634319566460796,0.6298040422987388,1.15779581960461,1
0.6740257696383878,-1.171242707491128,-0.43392833436744577,0.6298040422987388,1.15779581960461,1
0.6254247239603322,-1.1106071982885977,-0.5893326811018027,0.6087148643377848,1.055084237107408,1
0.6254247239603322,-1.272301889495345,-0.8612902878869595,0.8547552738822538,-0.2801663353562176,1
0.6879117826892609,0.5871870593822487,-1.0166946346213164,-1.1205977284604856,0.6442379071186001,2
0.8267719131979916,-0.3627692514573915,-0.9001413745705532,-0.44574403370994103,2.6984695570626394,2
0.6323677304857686,0.14252665856369373,0.5761999194059568,-0.7902006070721983,-0.5883010828478235,2
0.6184817174348956,0.24358584056791088,0.27834158816509535,-0.7480222511502895,-0.5883010828478235,2
0.6115387109094591,0.1829503313653806,0.5891502816338275,-0.7409925251633042,-0.5883010828478235,2
0.6254247239603322,0.12231482216285032,0.6021006438616983,-0.6988141692413955,-0.5883010828478235,2
0.6462537435366417,0.1829503313653806,-0.3432757987723874,-0.649606087332502,-0.5883010828478235,2
0.6254247239603322,0.1829503313653806,0.2265401392536308,-0.6425763613455173,-0.5883010828478235,2
0.583766684807713,-0.4031929242590783,0.2912919503929477,-0.7128736212153648,0.8496610721130041,2
0.583766684807713,0.910576441795743,0.26539122593722464,-0.6917844432544108,-0.5883010828478235,2
0.583766684807713,1.3552368426142984,0.006383981379938614,-0.6917844432544108,-0.5883010828478235,2
0.5351656391296574,-0.039379869043897106,0.6668524550010152,-0.7691114291112436,-0.5883010828478235,2
0.6045957043840224,-0.4031929242590783,0.20063941479790773,-0.600398005423608,-0.5883010828478235,2
0.583766684807713,0.20316216776622403,0.27834158816509535,-0.6355466353585314,0.33610315962699416,2
0.2852174042139421,1.2743894970109249,-0.48572978327889194,-1.3174300560960612,-0.5883010828478235,2
0.6254247239603322,0.08189114936116346,0.08408615474712626,-0.5230710195667738,-0.5883010828478235,2
0.5629376652314035,0.04146747655947661,0.770455352823926,-0.649606087332502,-0.5883010828478235,2
0.5629376652314035,0.14252665856369373,-0.006566380847913725,-0.6144574573975773,0.4388147421241962,2
0.5698806717568399,0.06167931296032003,0.30424231262081847,-0.5863385534496386,-0.5883010828478235,2
0.5559946587059669,0.8499409325932132,0.7445546283682029,-0.6144574573975773,0.33610315962699416,2
0.7365128283673168,-0.6861586338708859,-0.48572978327889194,0.0041584294570890246,1.6713537320906198,2
0.5282226326042208,0.0010438037577897496,0.5243984704945107,-0.4808926636448657,-0.5883010828478235,2
0.5073936130279113,0.2637976769687543,0.7834057150517967,-0.39653595180104695,1.3632189845990137,2
0.45879256734985535,0.04146747655947661,0.5761999194059568,-0.5160412935797892,-0.5883010828478235,2
0.45184956082441896,0.08189114936116346,0.8093064395075198,-0.5019818416058198,-0.5883010828478235,2
0.5212796260787843,-0.039379869043897106,-0.511630507734615,-0.24891170607436602,-0.5883010828478235,2
0.6531967500620783,-0.787217815875103,-0.4080276099117043,0.12366377123583124,0.9523726546102059,2
0.39630550862092667,-0.5850994518666692,1.1589662196598458,-0.03801992646482036,1.8767768970850234,2
0.13941426717977504,0.5265515501797184,0.7186539039124614,-0.2910900619962754,-0.5883010828478235,2
0.19495831938326733,-0.039379869043897106,0.3430933993044123,-0.11534691232165444,-0.5883010828478235,2
0.11858524760346557,-0.019168032643053678,0.7963560772796491,-0.11534691232165444,1.6713537320906198,2
0.028326162772790767,0.364856858972971,0.27834158816509535,0.19396103110567936,-0.5883010828478235,2
0.0560981888745366,-1.2520900530945016,1.4956756375843194,0.32752582485839093,1.4659305670962157,2
0.3268754433665613,-1.5956912719088394,-2.7002417242436665,1.8881249939690257,-0.5883010828478235,2
0.1533002802306481,-0.5648876154658258,-1.9491207150275314,1.2905982850753133,-0.5883010828478235,2
