RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,target
-0.8644298702334798,-0.1121446812143757,0.5370624419228595,0.018316188794518865,0.8031654803959062,-0.21890117945499069,-0.6382772997181474,-0.36316166311465464,-0.6346060440657397,2
-0.005305499193438859,1.3077319872808073,0.37454207251791893,1.532711918943781,-1.7915786790612078,1.363528561126003,-2.1658498750361224,3.1166806912210454,-0.6346060440657397,5
-0.9857931642837572,1.3866140244194292,-1.9290075112216678,2.421157413964681,0.6085596684366152,-0.7170735051934518,0.07777234496215404,1.0031568072993626,-0.6346060440657397,5
1.6905868466141507,0.1507954425810276,-1.9290075112216678,0.2404275625497441,-0.533127761724509,-0.3068139428206014,2.2327407994285835,-0.36316166311465464,-0.6346060440657397,4
0.0937013985844171,-0.17787971216322768,0.4522692057115862,-0.5672501601965291,0.11555827813976949,0.05948923786944335,-0.09271566567601283,-0.36316166311465464,0.941413037379965,1
-0.10750616786737528,-0.42767282976886106,0.756111635468648,-0.769169590883097,0.5696385060447571,0.044837110641841704,-0.39959408482471276,-0.36316166311465464,0.5474082670185387,2
1.2242962957894532,-0.1515856997836855,0.73491332641583,-1.354735939874145,-0.8315233400620823,-0.5852043601450355,0.7188072649616611,-0.36316166311465464,-0.6346060440657397,1
0.7196804942120738,1.3603200120398868,-1.9290075112216678,1.1288730575706443,1.023718733949763,-0.775682014103859,-0.35867696227155355,3.138029417321264,-0.6346060440657397,5
-0.8580423284413898,-0.7957890030824262,0.515864132870041,0.20004367641243043,0.738296876409482,0.20601051014546143,-0.5973601771649869,-0.36316166311465464,1.7294225781028172,1
0.8921441225992839,-0.4671138483381708,-1.6958261116406665,0.09908396106914623,0.9847975715579049,-0.5852043601450355,1.5712473181524955,-0.36316166311465464,2.1234273484642436,4
-0.20331929474915078,0.2691184982889593,0.4805336177820106,0.11927590413780306,-0.7666547360756397,0.07414136509704516,-0.11999374737812017,-0.36316166311465464,-0.6346060440657397,3
-0.6791911582620188,-0.42767282976886106,0.6006573690813142,0.15965979027511676,0.25826920690991,0.11809774677985059,-0.6314577792926208,-0.36316166311465464,-0.6346060440657397,2
0.18632075457011216,0.3348535292378113,0.438136999676374,-0.46629044485324483,-0.7147598528865078,0.08879349232464696,-0.038159502271799386,-0.36316166311465464,-0.6346060440657397,1
1.534092072707272,0.518911615894595,0.6995828113277995,-1.920110345796536,-1.1428926391969294,-0.6438128690554428,0.7460853466637685,-0.36316166311465464,0.941413037379965,1
-0.6855787000541088,0.04561939306286581,0.6006573690813142,0.05870007493183255,0.11555827813976949,-0.1163362888617781,-0.5155259320586661,-0.36316166311465464,-0.6346060440657397,2
2.6423305736398865,0.8738807830183901,0.6854506052925874,-1.5162714844233995,-1.3764196135480784,-0.7463777596486553,0.5824168564511282,-0.36316166311465464,0.3504058818378258,1
-0.251225858190074,-0.6774659473744944,0.5723929570108898,-0.46629044485324483,0.790191759598614,0.07414136509704516,-0.39277456439918623,-0.36316166311465464,-0.6346060440657397,1
-0.31190750521517724,-0.0727036626450659,0.6289217811517386,-0.446098501784588,0.5826122268420493,0.030184983414239898,-0.6109992180160401,-0.36316166311465464,-0.6346060440657397,1
0.27574633965979767,-0.16473270597345777,0.4240047936411618,-0.36533072950996065,-0.3514956705625103,0.10344561955224878,0.11868946751531444,-0.36316166311465464,0.44890707442818223,1
0.9975385621692299,-0.2699087554916195,0.6006573690813142,-1.1326245661189198,-0.559075203319075,-0.43868308786901766,0.5824168564511282,-0.36316166311465464,0.941413037379965,1
-0.22886946191765262,-1.0061411021187496,0.5582607509756775,-0.06245158348010849,0.6734282724230579,0.05948923786944335,-0.29048175801628706,-0.36316166311465464,-0.6346060440657397,1
2.8722820781561906,-3.0307800553433633,-1.9290075112216678,-1.4355037121487724,0.5826122268420493,-0.775682014103859,4.0876503551718395,-0.36316166311465464,-0.6346060440657397,2
-0.14902518951613758,-0.7037599597540366,0.5441285449404654,-0.6884018186084696,0.5177436228556251,0.16205412846265602,-0.13363278822917324,-0.36316166311465464,-0.6346060440657397,1
-0.17776912758064894,-0.8483770278415081,0.6642522962397689,-0.6076340463338428,0.6215333892339074,0.11809774677985059,-0.18136943120786014,-0.36316166311465464,-0.6346060440657397,1
-0.37897669403244133,-0.5985839102358749,0.5299963389052531,-0.26437101416667647,0.5307173436529173,0.044837110641841704,-0.36549648269708007,-0.36316166311465464,-0.6346060440657397,1
-0.7877793687280452,-0.30934977406092934,0.6077234720989201,0.11927590413780306,0.6085596684366152,0.20601051014546143,-0.7746677082286804,-0.36316166311465464,-0.6346060440657397,2
-0.7877793687280452,-0.09899767502460577,0.508798029852435,-0.06245158348010849,0.6993757140176239,0.11809774677985059,-0.7542091469521002,-0.36316166311465464,-0.6346060440657397,2
-0.27677602535850493,-0.9929940959289798,0.5229302358876472,-0.1634112988233927,0.9847975715579049,0.10344561955224878,-0.2836622375907593,-0.36316166311465464,-0.043598888523600464,1
0.22145223442678444,0.7424107211206885,0.5653268539932835,-0.2845629572353333,-1.065050314413213,-0.028423525496167334,-0.1268132678036467,-0.12832567601224545,-0.6346060440657397,1
