cap-shape,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,spore-print-color,habitat,target
1.029712237713905,-0.19824982751343181,1,0.881937664921384,1,-0.4388636369510842,1,-0.2289977647710673,2,2,0.622441390325499,0.6319913825853262,2,1,-0.6701948585135749,2.0300280920660976,2
1.029712237713905,1.7658740733635434,1,-1.970316152682646,1,-0.4388636369510842,0,-0.2289977647710673,2,2,0.622441390325499,0.6319913825853262,2,1,-0.250470603921817,-0.2957296600062443,1
-2.087047158406722,1.3730492931881484,1,-0.5441892438806311,1,-0.4388636369510842,0,0.05347685426934428,2,2,0.622441390325499,0.6319913825853262,2,1,-0.250470603921817,0.8671492160299267,1
1.029712237713905,1.3730492931881484,1,0.881937664921384,1,-0.4388636369510842,1,0.05347685426934428,2,2,0.622441390325499,0.6319913825853262,2,1,-0.6701948585135749,2.0300280920660976,2
1.029712237713905,-0.5910746076888268,0,0.40656202865404567,1,2.278612115023465,0,-0.2289977647710673,2,2,0.622441390325499,0.6319913825853262,2,1,-0.250470603921817,-0.2957296600062443,1
1.029712237713905,1.7658740733635434,1,-1.970316152682646,1,-0.4388636369510842,0,0.05347685426934428,2,2,0.622441390325499,0.6319913825853262,2,1,-0.6701948585135749,-0.2957296600062443,1
-2.087047158406722,1.3730492931881484,1,-1.970316152682646,1,-0.4388636369510842,0,-0.7939470028518905,2,2,0.622441390325499,0.6319913825853262,2,1,-0.6701948585135749,0.8671492160299267,1
-2.087047158406722,1.3730492931881484,1,-0.5441892438806311,1,-0.4388636369510842,0,0.05347685426934428,2,2,0.622441390325499,0.6319913825853262,2,1,-0.250470603921817,0.8671492160299267,1
1.029712237713905,1.3730492931881484,1,0.881937664921384,1,-0.4388636369510842,1,0.6184260923501674,2,2,0.622441390325499,0.6319913825853262,2,1,-0.6701948585135749,-0.2957296600062443,2
-2.087047158406722,1.7658740733635434,1,-1.970316152682646,1,-0.4388636369510842,0,-0.7939470028518905,2,2,0.622441390325499,0.6319913825853262,2,1,-0.6701948585135749,0.8671492160299267,1
1.029712237713905,1.7658740733635434,1,-0.5441892438806311,1,-0.4388636369510842,0,-0.7939470028518905,2,2,0.622441390325499,0.6319913825853262,2,1,-0.250470603921817,-0.2957296600062443,1
1.029712237713905,1.7658740733635434,1,-1.970316152682646,1,-0.4388636369510842,0,0.05347685426934428,2,2,0.622441390325499,0.6319913825853262,2,1,-0.6701948585135749,0.8671492160299267,1
