Bit-0,Bit-1,Bit-2,Bit-3,Bit-4,Bit-5,Bit-6,Bit-7,Bit-8,Bit-9,target
1.0370495157480224,-0.9297347899594901,0.9555330859059092,0.9212705877201983,0.981980506061966,0.9045340337332907,-1.009132609647122,1.0657965706911836,0.9730892327362666,-0.9382653571042044,2
1.0370495157480224,1.0755755413256847,0.9555330859059092,-1.085457425135679,-1.0183501544346312,-1.1055415967851332,-1.009132609647122,-0.9382653571042044,0.9730892327362666,1.0657965706911836,1
1.0370495157480224,-0.9297347899594901,0.9555330859059092,-1.085457425135679,0.981980506061966,0.9045340337332907,-1.009132609647122,1.0657965706911836,0.9730892327362666,1.0657965706911836,2
1.0370495157480224,1.0755755413256847,0.9555330859059092,-1.085457425135679,-1.0183501544346312,0.9045340337332907,-1.009132609647122,1.0657965706911836,-1.0276549841046554,-0.9382653571042044,2
-0.9642741111341261,-0.9297347899594901,0.9555330859059092,0.9212705877201983,0.981980506061966,-1.1055415967851332,-1.009132609647122,1.0657965706911836,0.9730892327362666,-0.9382653571042044,2
-0.9642741111341261,1.0755755413256847,-1.0465362369445672,0.9212705877201983,-1.0183501544346312,-1.1055415967851332,-1.009132609647122,1.0657965706911836,-1.0276549841046554,-0.9382653571042044,1
-0.9642741111341261,1.0755755413256847,-1.0465362369445672,0.9212705877201983,0.981980506061966,0.9045340337332907,0.9909500401039307,1.0657965706911836,0.9730892327362666,-0.9382653571042044,2
-0.9642741111341261,1.0755755413256847,0.9555330859059092,-1.085457425135679,-1.0183501544346312,-1.1055415967851332,-1.009132609647122,1.0657965706911836,-1.0276549841046554,1.0657965706911836,1
1.0370495157480224,-0.9297347899594901,-1.0465362369445672,-1.085457425135679,-1.0183501544346312,0.9045340337332907,-1.009132609647122,1.0657965706911836,0.9730892327362666,1.0657965706911836,2
1.0370495157480224,-0.9297347899594901,0.9555330859059092,-1.085457425135679,0.981980506061966,0.9045340337332907,-1.009132609647122,1.0657965706911836,-1.0276549841046554,-0.9382653571042044,2
1.0370495157480224,1.0755755413256847,-1.0465362369445672,0.9212705877201983,0.981980506061966,-1.1055415967851332,0.9909500401039307,-0.9382653571042044,0.9730892327362666,1.0657965706911836,2
-0.9642741111341261,1.0755755413256847,-1.0465362369445672,0.9212705877201983,0.981980506061966,0.9045340337332907,-1.009132609647122,-0.9382653571042044,0.9730892327362666,1.0657965706911836,2
1.0370495157480224,1.0755755413256847,-1.0465362369445672,-1.085457425135679,-1.0183501544346312,-1.1055415967851332,0.9909500401039307,-0.9382653571042044,-1.0276549841046554,1.0657965706911836,1
-0.9642741111341261,1.0755755413256847,-1.0465362369445672,0.9212705877201983,-1.0183501544346312,0.9045340337332907,0.9909500401039307,1.0657965706911836,0.9730892327362666,-0.9382653571042044,2
1.0370495157480224,1.0755755413256847,-1.0465362369445672,0.9212705877201983,0.981980506061966,0.9045340337332907,0.9909500401039307,1.0657965706911836,0.9730892327362666,-0.9382653571042044,2
-0.9642741111341261,1.0755755413256847,0.9555330859059092,0.9212705877201983,-1.0183501544346312,0.9045340337332907,-1.009132609647122,1.0657965706911836,-1.0276549841046554,-0.9382653571042044,2
-0.9642741111341261,-0.9297347899594901,0.9555330859059092,0.9212705877201983,-1.0183501544346312,-1.1055415967851332,0.9909500401039307,-0.9382653571042044,-1.0276549841046554,1.0657965706911836,2
1.0370495157480224,1.0755755413256847,0.9555330859059092,-1.085457425135679,0.981980506061966,0.9045340337332907,0.9909500401039307,-0.9382653571042044,0.9730892327362666,1.0657965706911836,2
-0.9642741111341261,1.0755755413256847,0.9555330859059092,0.9212705877201983,-1.0183501544346312,0.9045340337332907,-1.009132609647122,-0.9382653571042044,0.9730892327362666,-0.9382653571042044,2
-0.9642741111341261,-0.9297347899594901,0.9555330859059092,-1.085457425135679,-1.0183501544346312,-1.1055415967851332,-1.009132609647122,1.0657965706911836,0.9730892327362666,1.0657965706911836,2
