model type,technique,training loses,testing loses,model path,training accuracies,training f1,training true positives,training true negatives,training false positives,training false negatives,testing accuracies,testing f1,testing true positives,testing true negatives,testing false positives,testing false negatives
Decision tree,baseline,"[0.20178041543026706, 0.20474777448071216, 0.2166172106824926, 0.21068249258160238, 0.19881305637982197, 0.20118343195266272, 0.20414201183431951, 0.20118343195266272, 0.20414201183431951, 0.21597633136094674]",0.22962962962962963,Models\DecisionTrees\20260414_Apr\baseline.pkl,"[79.82195845697329, 79.52522255192879, 72.70029673590504, 76.8545994065282, 80.1186943620178, 79.88165680473372, 79.58579881656804, 79.88165680473372, 79.58579881656804, 76.33136094674556]","[0.3700189753320684, 0.3115468409586057, 0.37142857142857144, 0.39115044247787606, 0.4657320872274144, 0.46987951807228917, 0.25679012345679014, 0.38878504672897196, 0.2914798206278027, 0.3758503401360544]",22.0,275.0,18.0,60.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
Decision tree,batch normalisation,"[0.22551928783382788, 0.19881305637982197, 0.2433234421364985, 0.19584569732937684, 0.22551928783382788, 0.22485207100591717, 0.20414201183431951, 0.22189349112426035, 0.21301775147928995, 0.20118343195266272]",0.3851851851851852,Models\DecisionTrees\20260414_Apr\batch_normalisation.pkl,"[77.44807121661721, 80.1186943620178, 75.66765578635015, 80.41543026706232, 77.44807121661721, 77.51479289940828, 79.58579881656804, 77.81065088757396, 78.69822485207101, 79.88165680473372]","[0.0, 0.4837209302325582, 0.0, 0.4792626728110599, 0.0, 0.0, 0.47723935389133626, 0.0, 0.0, 0.4734446130500759]",27.0,276.0,14.0,58.0,61.48148148148148,0.044673539518900345,1.0,82.0,14.0,38.0
Decision tree,dropout,"[0.09495548961424333, 0.142433234421365, 0.13056379821958458, 0.10089020771513353, 0.1394658753709199, 0.11242603550295859, 0.12130177514792899, 0.12721893491124261, 0.12721893491124261, 0.10059171597633136]",0.4,Models\DecisionTrees\20260414_Apr\dropout.pkl,"[90.50445103857567, 85.7566765578635, 85.45994065281899, 89.91097922848664, 86.05341246290801, 88.46153846153845, 87.86982248520711, 87.27810650887574, 87.27810650887574, 89.94082840236686]","[0.6917431192660551, 0.3053691275167785, 0.5445026178010471, 0.680373831775701, 0.4116094986807388, 0.6293823038397329, 0.5357142857142858, 0.6234132581100141, 0.5982300884955751, 0.6619144602851325]",28.0,308.0,7.0,32.0,60.0,0.15439429928741094,5.0,76.0,28.0,26.0
Decision tree,layer normalisation,"[0.14836795252225518, 0.1394658753709199, 0.14540059347181009, 0.13353115727002968, 0.13649851632047477, 0.13313609467455623, 0.13609467455621302, 0.16272189349112426, 0.13313609467455623, 0.14497041420118342]",0.4962962962962963,Models\DecisionTrees\20260414_Apr\layer_normalisation.pkl,"[82.49258160237389, 86.05341246290801, 85.45994065281899, 86.64688427299704, 84.86646884272997, 85.20710059171599, 86.3905325443787, 83.72781065088756, 86.68639053254438, 84.02366863905326]","[0.6857463524130192, 0.6868556701030928, 0.6647727272727273, 0.6813031161473088, 0.7056694813027745, 0.7101449275362319, 0.7010785824345147, 0.641255605381166, 0.6902654867256638, 0.6724137931034483]",41.0,276.0,13.0,45.0,50.37037037037037,0.16,4.0,64.0,1.0,66.0
Decision tree,prune,"[0.2403560830860534, 0.2433234421364985, 0.24629080118694363, 0.2403560830860534, 0.24925816023738873, 0.23076923076923078, 0.23076923076923078, 0.23372781065088757, 0.2514792899408284, 0.26627218934911245]",0.4962962962962963,Models\DecisionTrees\20260414_Apr\prune.pkl,"[75.96439169139467, 75.66765578635015, 75.37091988130564, 75.96439169139467, 75.07418397626114, 76.92307692307693, 74.55621301775149, 76.62721893491124, 72.18934911242604, 70.71005917159763]","[0.5875, 0.625546806649169, 0.5903614457831325, 0.6024096385542169, 0.5777777777777778, 0.6149479659413434, 0.66, 0.5992474129821261, 0.6085106382978723, 0.5598086124401915]",83.0,208.0,43.0,41.0,50.37037037037037,0.31111111111111117,14.0,54.0,27.0,40.0
Decision tree,weight normalisation,"[0.32047477744807124, 0.3115727002967359, 0.29673590504451036, 0.2997032640949555, 0.3115727002967359, 0.3047337278106509, 0.30177514792899407, 0.30177514792899407, 0.3076923076923077, 0.3106508875739645]",0.31851851851851853,Models\DecisionTrees\20260414_Apr\weight_normalisation.pkl,"[67.95252225519289, 68.84272997032642, 70.32640949554896, 70.02967359050444, 68.84272997032642, 69.5266272189349, 69.8224852071006, 69.8224852071006, 69.23076923076923, 68.93491124260355]","[0.505794701986755, 0.5033670033670035, 0.5299500831946755, 0.5168539325842697, 0.5087427144046628, 0.5247116968698516, 0.5117252931323283, 0.519134775374376, 0.5229885057471264, 0.5212765957446809]",44.0,205.0,39.0,87.0,68.14814814814815,0.0,0.0,92.0,0.0,43.0
Decision tree,weight decay,"[0.20474777448071216, 0.2314540059347181, 0.20771513353115728, 0.19287833827893175, 0.18991097922848665, 0.20118343195266272, 0.22189349112426035, 0.1804733727810651, 0.22781065088757396, 0.1893491124260355]",0.6370370370370371,Models\DecisionTrees\20260414_Apr\weight_decay.pkl,"[79.52522255192879, 73.88724035608308, 75.66765578635015, 80.71216617210682, 78.63501483679525, 79.88165680473372, 77.81065088757396, 81.95266272189349, 77.2189349112426, 81.06508875739645]","[0.700074794315632, 0.6738845144356956, 0.706253948199621, 0.7378161628624307, 0.7341597796143251, 0.7110799438990183, 0.6880222841225626, 0.7399640503295386, 0.684969495285635, 0.7401352874859076]",107.0,183.0,59.0,26.0,36.2962962962963,0.31431334622823986,25.0,24.0,73.0,13.0
Decision tree,weight perturbation,"[0.142433234421365, 0.142433234421365, 0.142433234421365, 0.12759643916913946, 0.13649851632047477, 0.14497041420118342, 0.14497041420118342, 0.1301775147928994, 0.15976331360946747, 0.1390532544378698]",0.3407407407407408,Models\DecisionTrees\20260414_Apr\weight_perturbation.pkl,"[83.97626112759644, 85.7566765578635, 85.7566765578635, 87.24035608308606, 86.35014836795251, 83.72781065088756, 85.20710059171599, 86.98224852071006, 79.58579881656804, 85.20710059171599]","[0.6674816625916871, 0.6735751295336788, 0.6681564245810057, 0.6947584789311408, 0.7012987012987014, 0.6773835920177385, 0.6814516129032258, 0.7082324455205812, 0.649278579356271, 0.6891566265060242]",54.0,274.0,17.0,30.0,64.44444444444444,0.1716171617161716,4.0,87.0,15.0,29.0
KNN,baseline,"[0.21068249258160238, 0.22255192878338279, 0.2166172106824926, 0.21068249258160238, 0.22551928783382788, 0.19822485207100593, 0.21597633136094674, 0.21005917159763313, 0.21301775147928995, 0.23668639053254437]",0.22962962962962963,Models\KNN\20260414_Apr\baseline.pkl,"[78.93175074183976, 77.74480712166172, 78.33827893175074, 78.93175074183976, 77.44807121661721, 80.1775147928994, 78.40236686390533, 78.99408284023669, 78.69822485207101, 76.33136094674556]","[0.3216494845360825, 0.18660287081339713, 0.3408239700374532, 0.20418848167539266, 0.24324324324324326, 0.24661246612466123, 0.28138528138528135, 0.28634361233480177, 0.041800643086816726, 0.15662650602409636]",8.0,286.0,7.0,74.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
KNN,batch normalisation,"[0.02373887240356083, 0.01483679525222552, 0.01483679525222552, 0.02373887240356083, 0.020771513353115726, 0.01775147928994083, 0.023668639053254437, 0.023668639053254437, 0.020710059171597635, 0.014792899408284023]",0.562962962962963,Models\KNN\20260414_Apr\batch_normalisation.pkl,"[97.62611275964392, 98.51632047477746, 98.51632047477746, 97.62611275964392, 97.92284866468842, 98.22485207100591, 97.63313609467455, 97.63313609467455, 97.92899408284023, 98.5207100591716]","[0.9387568555758684, 0.9535123966942151, 0.9739854318418315, 0.9380203515263646, 0.9424031777557101, 0.9500462534690103, 0.9364928909952608, 0.93488824101069, 0.9445506692160613, 0.9610894941634243]",84.0,283.0,7.0,1.0,43.7037037037037,0.049523809523809526,2.0,57.0,39.0,37.0
