Speaker Number,Feature 0,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 9,target
-1.6201851746019649,-0.5011346412573408,-0.22798328198998044,1.6649811126638843,0.2072324466449029,1.6514441264664281,-0.8309308400621768,-1.2302215443478453,9
-1.6201851746019649,-0.14191451257164428,-0.26171063542244916,1.1194387203067957,0.06120672147917892,2.158430919649706,-0.7767823607572317,-0.6902006785788198,3
-1.6201851746019649,1.2477607929528296,-1.5011908740656728,-0.48556281083072544,-0.6041888509254604,1.5387803946479226,-1.244625221951958,0.03700533391382458,2
-1.6201851746019649,1.055485916380678,-1.3915769754101504,0.6542781780313073,-1.1250641180114447,0.7120274214503558,-1.2186339518855847,-1.1987479356067057,1
-1.6201851746019649,0.6974171342612813,-0.47531720716141734,0.7201649403932746,-1.99820762931165,0.22160882412274113,0.8628335925965085,-0.5378021520427759,6
-1.6201851746019649,0.404975106421003,-0.3474343253966403,0.40786168679754986,-1.9304637361935308,0.37237940640927125,0.47946235911749674,-0.48645047462302193,7
-1.6201851746019649,-0.3203732303481926,0.10507433315564789,0.7017166469319237,-2.543169613950744,0.45024992693088584,0.7068859721982665,-0.4881069803462398,4
-1.6201851746019649,-0.8488413042800345,0.8878299940675253,1.6544392306859697,-2.272194041478266,-0.06170732500909038,-0.9327299811554739,-0.3804341083370783,10
-1.6201851746019649,-0.7555822324097093,-0.6060107017122335,0.2273319579257597,-0.5560154158192421,1.7375987449158745,-1.099507297414705,-0.6007493695250549,5
-1.6201851746019649,-0.511496760354044,-1.2229402082478065,1.400116327968776,0.5579952710120544,1.568603147188115,-0.9998740954936061,-1.2666646702586382,11
-1.6201851746019649,0.19773272448694704,-0.8898825931021783,0.2919009850404876,-0.7953771715032639,1.2521506063449581,-1.2359614652631667,-1.245130095856806,8
-1.6201851746019649,-0.5172534931855454,-0.12961183447861335,1.567468704368173,0.12593977490315966,1.880085229274573,-0.7551229690352537,-1.2285650386246272,9
-1.6201851746019649,-0.03829332160461656,-0.49499149666369074,1.1168032498123175,0.08228259933814941,2.1286081671095127,-0.8460924142675617,-0.42350325714074294,3
-1.6201851746019649,1.2304905944583253,-1.5798880320747666,-0.5198239272589484,-0.5996725913842523,1.6067099976561394,-1.3507562413896508,0.0734484598246177,2
-1.6201851746019649,1.0359130247535724,-1.4028194265543061,0.6134283853668876,-0.9865654920810671,0.29119524671652414,-0.6273325578755831,-1.14077023529408,1
-1.6201851746019649,0.7641952351066995,-0.7254617451188935,0.5501770934993991,-1.8988499194050747,0.6523819163699702,0.4166501231237603,-0.9303940084454108,6
-1.6201851746019649,0.4349101171448108,-0.3235441167153083,0.3762360408638056,-2.0524027438061454,0.5115522515968375,0.5401086559390353,-0.6405055068822836,7
-1.6201851746019649,-0.4355078869782232,0.21047231263211255,0.8519384651172088,-2.479941980373832,-0.015316376613234903,0.743706938125629,-0.31086086796192786,4
-1.6201851746019649,-0.8603547699430378,0.8920459132465839,1.6557569659332088,-2.409187247561574,-0.10478463423381315,-0.9262321636388807,-0.36718206255133534,10
-1.6201851746019649,-0.6669285468045856,-0.9727956702903304,0.11927766765213352,-0.5183799196425091,1.4476553174417777,-0.2807822903239338,-0.8425992051148636,5
-1.6201851746019649,-0.5402804245115517,-1.2608834808593339,1.456778943600068,0.5263814542235986,1.5603190492602836,-0.9717168862550343,-1.0960445807671977,11
-1.6201851746019649,0.29674852918877354,-0.9264205593206861,0.3591054826496941,-0.9082836600334628,1.1096641219862595,-1.2078042560245956,-1.2766037045979455,8
-1.6201851746019649,-0.5310696519811491,-0.18722939659241392,1.6807939356307564,0.16809153062110077,1.7491964820148378,-0.7681186040684406,-1.2749471988747274,9
