Speaker Number,Sex,Feature 0,Feature 2,Feature 4,Feature 5,target
-1.6201851746019649,0.9354143466934854,-0.5011346412573408,-0.22798328198998044,0.2072324466449029,1.6514441264664281,9
-1.6201851746019649,0.9354143466934854,-0.14191451257164428,-0.26171063542244916,0.06120672147917892,2.158430919649706,3
-1.6201851746019649,0.9354143466934854,1.2477607929528296,-1.5011908740656728,-0.6041888509254604,1.5387803946479226,2
-1.6201851746019649,0.9354143466934854,1.055485916380678,-1.3915769754101504,-1.1250641180114447,0.7120274214503558,1
-1.6201851746019649,0.9354143466934854,0.6974171342612813,-0.47531720716141734,-1.99820762931165,0.22160882412274113,6
-1.6201851746019649,0.9354143466934854,0.404975106421003,-0.3474343253966403,-1.9304637361935308,0.37237940640927125,7
-1.6201851746019649,0.9354143466934854,-0.3203732303481926,0.10507433315564789,-2.543169613950744,0.45024992693088584,4
-1.6201851746019649,0.9354143466934854,-0.8488413042800345,0.8878299940675253,-2.272194041478266,-0.06170732500909038,10
-1.6201851746019649,0.9354143466934854,-0.7555822324097093,-0.6060107017122335,-0.5560154158192421,1.7375987449158745,5
-1.6201851746019649,0.9354143466934854,-0.511496760354044,-1.2229402082478065,0.5579952710120544,1.568603147188115,11
-1.6201851746019649,0.9354143466934854,0.19773272448694704,-0.8898825931021783,-0.7953771715032639,1.2521506063449581,8
-1.6201851746019649,0.9354143466934854,-0.5172534931855454,-0.12961183447861335,0.12593977490315966,1.880085229274573,9
-1.6201851746019649,0.9354143466934854,-0.03829332160461656,-0.49499149666369074,0.08228259933814941,2.1286081671095127,3
-1.6201851746019649,0.9354143466934854,1.2304905944583253,-1.5798880320747666,-0.5996725913842523,1.6067099976561394,2
-1.6201851746019649,0.9354143466934854,1.0359130247535724,-1.4028194265543061,-0.9865654920810671,0.29119524671652414,1
-1.6201851746019649,0.9354143466934854,0.7641952351066995,-0.7254617451188935,-1.8988499194050747,0.6523819163699702,6
-1.6201851746019649,0.9354143466934854,0.4349101171448108,-0.3235441167153083,-2.0524027438061454,0.5115522515968375,7
-1.6201851746019649,0.9354143466934854,-0.4355078869782232,0.21047231263211255,-2.479941980373832,-0.015316376613234903,4
-1.6201851746019649,0.9354143466934854,-0.8603547699430378,0.8920459132465839,-2.409187247561574,-0.10478463423381315,10
-1.6201851746019649,0.9354143466934854,-0.6669285468045856,-0.9727956702903304,-0.5183799196425091,1.4476553174417777,5
-1.6201851746019649,0.9354143466934854,-0.5402804245115517,-1.2608834808593339,0.5263814542235986,1.5603190492602836,11
-1.6201851746019649,0.9354143466934854,0.29674852918877354,-0.9264205593206861,-0.9082836600334628,1.1096641219862595,8
-1.6201851746019649,0.9354143466934854,-0.5310696519811491,-0.18722939659241392,0.16809153062110077,1.7491964820148378,9
-1.6201851746019649,0.9354143466934854,0.04460363116900582,-0.6509805062888584,0.011527866525891415,2.1385490846229107,3
-1.6201851746019649,0.9354143466934854,1.2650309914473343,-1.6824753987651926,-0.37988129371213153,1.530496296720091,2
-1.6201851746019649,0.9354143466934854,1.0267022522231704,-1.4084406521263841,-1.0302226676460777,0.5148658907679701,1
-1.6201851746019649,0.9354143466934854,0.6548173113081703,-0.873018916385944,-1.6579827438739836,0.770016106945175,6
-1.6201851746019649,0.9354143466934854,0.364677976600492,-0.4528323048731049,-1.8837957209343816,0.3110770817433194,7
-1.6201851746019649,0.9354143466934854,-0.49652925499213957,0.15988128248340963,-2.0885328201358093,-0.850353447738633,4
-1.6201851746019649,0.9354143466934854,-0.9006518997635488,0.8569132534210956,-2.57177259104506,-0.08987325796371674,10
-1.6201851746019649,0.9354143466934854,-0.5851829405972638,-0.9320417848927642,-0.6945140417496194,1.7690783170416338,5
-1.6201851746019649,0.9354143466934854,-0.6174206444536726,-1.2313720466059235,0.5339085534589452,1.676296420249922,11
-1.6201851746019649,0.9354143466934854,0.39691568045690073,-0.8884772867091586,-0.9669950340691662,1.2587778846872233,8
-1.6201851746019649,0.9354143466934854,-0.4838644427628365,-0.2813849249247224,0.16809153062110077,1.7309714665736093,9
-1.6201851746019649,0.9354143466934854,0.16319232749793797,-0.7915111455908113,-0.07428106475705978,2.252869636026983,3
-1.6201851746019649,0.9354143466934854,1.2926633090385418,-1.7850627654556182,-0.3196644998293589,1.374755255676862,2
-1.6201851746019649,0.9354143466934854,1.0531832232480771,-1.5574031297864546,-0.8586048050801751,0.6855183080812955,1
-1.6201851746019649,0.9354143466934854,0.5523474669074423,-0.8912878994951977,-1.281627782106654,0.8942775758626449,6
-1.6201851746019649,0.9354143466934854,0.2173056161140522,-0.5497984459914524,-1.5435708354967155,-0.13957784553070476,7
-1.6201851746019649,0.9354143466934854,-0.4090269159533164,0.08821065643941353,-2.1969230491248,-0.4659713038872592,4
-1.6201851746019649,0.9354143466934854,-1.0019703975979757,0.9271785730720721,-1.968099232370264,-1.1220718597715005,10
-1.6201851746019649,0.9354143466934854,-0.4769563633650344,-0.8884772867091586,-0.6553731257258171,1.661385043979826,5
-1.6201851746019649,0.9354143466934854,-0.5563992764397557,-1.5250810827470054,0.6453096221420749,1.3151097505964768,11
