Speaker Number,Feature 0,Feature 1,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,target
-1.6201851746019649,-0.5011346412573408,-1.2460974704112802,1.6649811126638843,0.2072324466449029,1.6514441264664281,-0.8309308400621768,0.3358522042678261,-1.002019148835474,9
-1.6201851746019649,-0.14191451257164428,-1.1796963109088219,1.1194387203067957,0.06120672147917892,2.158430919649706,-0.7767823607572317,0.30269410806800867,-0.5580610366910354,3
-1.6201851746019649,1.2477607929528296,-0.8408801380629463,-0.48556281083072544,-0.6041888509254604,1.5387803946479226,-1.244625221951958,0.5923911590769394,-0.8879587642924365,2
-1.6201851746019649,1.055485916380678,-0.06194345928411141,0.6542781780313073,-1.1250641180114447,0.7120274214503558,-1.2186339518855847,-0.17722570535040094,0.37196979112142503,1
-1.6201851746019649,0.6974171342612813,0.04787384296995384,0.7201649403932746,-1.99820762931165,0.22160882412274113,0.8628335925965085,-0.8491134441361743,1.0177270451496994,6
-1.6201851746019649,0.404975106421003,0.027442716969197496,0.40786168679754986,-1.9304637361935308,0.37237940640927125,0.47946235911749674,-1.0166490880931462,0.9492908144238769,7
-1.6201851746019649,-0.3203732303481926,0.5467338361550875,0.7017166469319237,-2.543169613950744,0.45024992693088584,0.7068859721982665,0.19798433059490111,1.1932045598312957,4
-1.6201851746019649,-0.8488413042800345,0.3602998113981862,1.6544392306859697,-2.272194041478266,-0.06170732500909038,-0.9327299811554739,1.1438626537686394,1.5406500389008564,10
-1.6201851746019649,-0.7555822324097093,0.19940469414223005,0.2273319579257597,-0.5560154158192421,1.7375987449158745,-1.099507297414705,1.0321722244639913,0.23860687996341204,5
-1.6201851746019649,-0.511496760354044,-0.05938956853401677,1.400116327968776,0.5579952710120544,1.568603147188115,-0.9998740954936061,0.6377653959819529,0.6369408382906354,11
-1.6201851746019649,0.19773272448694704,-0.12153424345298389,0.2919009850404876,-0.7953771715032639,1.2521506063449581,-1.2359614652631667,0.597626647950595,0.5000683768389903,8
-1.6201851746019649,-0.5172534931855454,-1.284405831662698,1.567468704368173,0.12593977490315966,1.880085229274573,-0.7551229690352537,0.3498135079309071,-0.8669014625306448,9
-1.6201851746019649,-0.03829332160461656,-1.2307741259107128,1.1168032498123175,0.08228259933814941,2.1286081671095127,-0.8460924142675617,0.7232783809183237,-0.8265416341538777,3
-1.6201851746019649,1.2304905944583253,-0.7898023230610555,-0.5198239272589484,-0.5996725913842523,1.6067099976561394,-1.3507562413896508,0.6569621885186891,-1.0529076280931369,2
-1.6201851746019649,1.0359130247535724,-0.08322588220156583,0.6134283853668876,-0.9865654920810671,0.29119524671652414,-0.6273325578755831,-0.5908293263691757,0.7404725719527773,1
-1.6201851746019649,0.7641952351066995,0.22324100780977912,0.5501770934993991,-1.8988499194050747,0.6523819163699702,0.4166501231237603,-0.6693616594740064,1.0738798498478102,6
-1.6201851746019649,0.4349101171448108,0.1032081425553357,0.3762360408638056,-2.0524027438061454,0.5115522515968375,0.5401086559390353,-1.035845880629883,0.9808767670665642,7
-1.6201851746019649,-0.4355078869782232,0.41903929865036055,0.8519384651172088,-2.479941980373832,-0.015316376613234903,0.743706938125629,0.03219384959581413,1.2598860154103022,4
-1.6201851746019649,-0.8603547699430378,0.3134784809797861,1.6557569659332088,-2.409187247561574,-0.10478463423381315,-0.9262321636388807,1.2363562905365508,1.5810098672776234,10
-1.6201851746019649,-0.6669285468045856,0.07852053197108835,0.11927766765213352,-0.5183799196425091,1.4476553174417777,-0.2807822903239338,0.33410704130994096,1.219526187033535,5
-1.6201851746019649,-0.5402804245115517,-0.060240865450715046,1.456778943600068,0.5263814542235986,1.5603190492602836,-0.9717168862550343,0.7128074031710132,0.4158391697918241,11
-1.6201851746019649,0.29674852918877354,-0.19815096595582019,0.3591054826496941,-0.9082836600334628,1.1096641219862595,-1.2078042560245956,0.9867979875589779,0.40882006920456027,8
-1.6201851746019649,-0.5310696519811491,-1.3150525206638326,1.6807939356307564,0.16809153062110077,1.7491964820148378,-0.7681186040684406,0.4074038855411161,-0.6545736697659131,9
-1.6201851746019649,0.04460363116900582,-1.2546104395782618,0.9112365512429795,0.011527866525891415,2.1385490846229107,-0.45622336327195623,0.6744138180975404,-0.33169504275177625,3
-1.6201851746019649,1.2650309914473343,-0.7208472728085029,-0.37487305006262056,-0.37988129371213153,1.530496296720091,-1.3962409640058047,0.6517266996450337,-0.9686784210459705,2
-1.6201851746019649,1.0267022522231704,-0.11557516503609672,0.6635023247619826,-1.0302226676460777,0.5148658907679701,-1.0475247572819577,-0.22434510521329934,0.5895619093266043,1
-1.6201851746019649,0.6548173113081703,0.22579489855987336,0.5211869180601336,-1.6579827438739836,0.770016106945175,-0.14432812247547186,-0.3814097714229607,0.7755680748890965,6
-1.6201851746019649,0.364677976600492,0.21217414789270247,0.21942554644232376,-1.8837957209343816,0.3110770817433194,0.9797943078951901,-1.2539912503655235,0.8948927848725821,7
-1.6201851746019649,-0.49652925499213957,0.3134784809797861,0.6542781780313073,-2.0885328201358093,-0.850353447738633,1.4498031082621148,-0.09694820928768509,1.1335422048395527,4
-1.6201851746019649,-0.9006518997635488,0.3773257497321498,1.4725917665669401,-2.57177259104506,-0.08987325796371674,-0.7356295164854734,1.1630594463053756,1.5248570625795128,10
