Speaker Number,Sex,Feature 0,Feature 1,Feature 2,Feature 3,Feature 5,Feature 6,Feature 7,Feature 9,target
-1.6201851746019649,0.9354143466934854,-0.5011346412573408,-1.2460974704112802,-0.22798328198998044,1.6649811126638843,1.6514441264664281,-0.8309308400621768,0.3358522042678261,-1.2302215443478453,9
-1.6201851746019649,0.9354143466934854,-0.14191451257164428,-1.1796963109088219,-0.26171063542244916,1.1194387203067957,2.158430919649706,-0.7767823607572317,0.30269410806800867,-0.6902006785788198,3
-1.6201851746019649,0.9354143466934854,1.2477607929528296,-0.8408801380629463,-1.5011908740656728,-0.48556281083072544,1.5387803946479226,-1.244625221951958,0.5923911590769394,0.03700533391382458,2
-1.6201851746019649,0.9354143466934854,1.055485916380678,-0.06194345928411141,-1.3915769754101504,0.6542781780313073,0.7120274214503558,-1.2186339518855847,-0.17722570535040094,-1.1987479356067057,1
-1.6201851746019649,0.9354143466934854,0.6974171342612813,0.04787384296995384,-0.47531720716141734,0.7201649403932746,0.22160882412274113,0.8628335925965085,-0.8491134441361743,-0.5378021520427759,6
-1.6201851746019649,0.9354143466934854,0.404975106421003,0.027442716969197496,-0.3474343253966403,0.40786168679754986,0.37237940640927125,0.47946235911749674,-1.0166490880931462,-0.48645047462302193,7
-1.6201851746019649,0.9354143466934854,-0.3203732303481926,0.5467338361550875,0.10507433315564789,0.7017166469319237,0.45024992693088584,0.7068859721982665,0.19798433059490111,-0.4881069803462398,4
-1.6201851746019649,0.9354143466934854,-0.8488413042800345,0.3602998113981862,0.8878299940675253,1.6544392306859697,-0.06170732500909038,-0.9327299811554739,1.1438626537686394,-0.3804341083370783,10
-1.6201851746019649,0.9354143466934854,-0.7555822324097093,0.19940469414223005,-0.6060107017122335,0.2273319579257597,1.7375987449158745,-1.099507297414705,1.0321722244639913,-0.6007493695250549,5
-1.6201851746019649,0.9354143466934854,-0.511496760354044,-0.05938956853401677,-1.2229402082478065,1.400116327968776,1.568603147188115,-0.9998740954936061,0.6377653959819529,-1.2666646702586382,11
-1.6201851746019649,0.9354143466934854,0.19773272448694704,-0.12153424345298389,-0.8898825931021783,0.2919009850404876,1.2521506063449581,-1.2359614652631667,0.597626647950595,-1.245130095856806,8
-1.6201851746019649,0.9354143466934854,-0.5172534931855454,-1.284405831662698,-0.12961183447861335,1.567468704368173,1.880085229274573,-0.7551229690352537,0.3498135079309071,-1.2285650386246272,9
-1.6201851746019649,0.9354143466934854,-0.03829332160461656,-1.2307741259107128,-0.49499149666369074,1.1168032498123175,2.1286081671095127,-0.8460924142675617,0.7232783809183237,-0.42350325714074294,3
-1.6201851746019649,0.9354143466934854,1.2304905944583253,-0.7898023230610555,-1.5798880320747666,-0.5198239272589484,1.6067099976561394,-1.3507562413896508,0.6569621885186891,0.0734484598246177,2
