Speaker Number,Sex,Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 6,Feature 7,Feature 8,Feature 9,target
-1.6201851746019649,0.9354143466934854,-0.5011346412573408,-1.2460974704112802,-0.22798328198998044,1.6649811126638843,0.2072324466449029,-0.8309308400621768,0.3358522042678261,-1.002019148835474,-1.2302215443478453,9
-1.6201851746019649,0.9354143466934854,-0.14191451257164428,-1.1796963109088219,-0.26171063542244916,1.1194387203067957,0.06120672147917892,-0.7767823607572317,0.30269410806800867,-0.5580610366910354,-0.6902006785788198,3
-1.6201851746019649,0.9354143466934854,1.2477607929528296,-0.8408801380629463,-1.5011908740656728,-0.48556281083072544,-0.6041888509254604,-1.244625221951958,0.5923911590769394,-0.8879587642924365,0.03700533391382458,2
-1.6201851746019649,0.9354143466934854,1.055485916380678,-0.06194345928411141,-1.3915769754101504,0.6542781780313073,-1.1250641180114447,-1.2186339518855847,-0.17722570535040094,0.37196979112142503,-1.1987479356067057,1
-1.6201851746019649,0.9354143466934854,0.6974171342612813,0.04787384296995384,-0.47531720716141734,0.7201649403932746,-1.99820762931165,0.8628335925965085,-0.8491134441361743,1.0177270451496994,-0.5378021520427759,6
-1.6201851746019649,0.9354143466934854,0.404975106421003,0.027442716969197496,-0.3474343253966403,0.40786168679754986,-1.9304637361935308,0.47946235911749674,-1.0166490880931462,0.9492908144238769,-0.48645047462302193,7
-1.6201851746019649,0.9354143466934854,-0.3203732303481926,0.5467338361550875,0.10507433315564789,0.7017166469319237,-2.543169613950744,0.7068859721982665,0.19798433059490111,1.1932045598312957,-0.4881069803462398,4
-1.6201851746019649,0.9354143466934854,-0.8488413042800345,0.3602998113981862,0.8878299940675253,1.6544392306859697,-2.272194041478266,-0.9327299811554739,1.1438626537686394,1.5406500389008564,-0.3804341083370783,10
-1.6201851746019649,0.9354143466934854,-0.7555822324097093,0.19940469414223005,-0.6060107017122335,0.2273319579257597,-0.5560154158192421,-1.099507297414705,1.0321722244639913,0.23860687996341204,-0.6007493695250549,5
-1.6201851746019649,0.9354143466934854,-0.511496760354044,-0.05938956853401677,-1.2229402082478065,1.400116327968776,0.5579952710120544,-0.9998740954936061,0.6377653959819529,0.6369408382906354,-1.2666646702586382,11
-1.6201851746019649,0.9354143466934854,0.19773272448694704,-0.12153424345298389,-0.8898825931021783,0.2919009850404876,-0.7953771715032639,-1.2359614652631667,0.597626647950595,0.5000683768389903,-1.245130095856806,8
-1.6201851746019649,0.9354143466934854,-0.5172534931855454,-1.284405831662698,-0.12961183447861335,1.567468704368173,0.12593977490315966,-0.7551229690352537,0.3498135079309071,-0.8669014625306448,-1.2285650386246272,9
-1.6201851746019649,0.9354143466934854,-0.03829332160461656,-1.2307741259107128,-0.49499149666369074,1.1168032498123175,0.08228259933814941,-0.8460924142675617,0.7232783809183237,-0.8265416341538777,-0.42350325714074294,3
-1.6201851746019649,0.9354143466934854,1.2304905944583253,-0.7898023230610555,-1.5798880320747666,-0.5198239272589484,-0.5996725913842523,-1.3507562413896508,0.6569621885186891,-1.0529076280931369,0.0734484598246177,2
-1.6201851746019649,0.9354143466934854,1.0359130247535724,-0.08322588220156583,-1.4028194265543061,0.6134283853668876,-0.9865654920810671,-0.6273325578755831,-0.5908293263691757,0.7404725719527773,-1.14077023529408,1
-1.6201851746019649,0.9354143466934854,0.7641952351066995,0.22324100780977912,-0.7254617451188935,0.5501770934993991,-1.8988499194050747,0.4166501231237603,-0.6693616594740064,1.0738798498478102,-0.9303940084454108,6
-1.6201851746019649,0.9354143466934854,0.4349101171448108,0.1032081425553357,-0.3235441167153083,0.3762360408638056,-2.0524027438061454,0.5401086559390353,-1.035845880629883,0.9808767670665642,-0.6405055068822836,7
-1.6201851746019649,0.9354143466934854,-0.4355078869782232,0.41903929865036055,0.21047231263211255,0.8519384651172088,-2.479941980373832,0.743706938125629,0.03219384959581413,1.2598860154103022,-0.31086086796192786,4
-1.6201851746019649,0.9354143466934854,-0.8603547699430378,0.3134784809797861,0.8920459132465839,1.6557569659332088,-2.409187247561574,-0.9262321636388807,1.2363562905365508,1.5810098672776234,-0.36718206255133534,10
-1.6201851746019649,0.9354143466934854,-0.6669285468045856,0.07852053197108835,-0.9727956702903304,0.11927766765213352,-0.5183799196425091,-0.2807822903239338,0.33410704130994096,1.219526187033535,-0.8425992051148636,5
-1.6201851746019649,0.9354143466934854,-0.5402804245115517,-0.060240865450715046,-1.2608834808593339,1.456778943600068,0.5263814542235986,-0.9717168862550343,0.7128074031710132,0.4158391697918241,-1.0960445807671977,11
