Sex,Feature 0,Feature 2,Feature 3,Feature 4,Feature 6,target
0.9354143466934854,-0.5011346412573408,-0.22798328198998044,1.6649811126638843,0.2072324466449029,-0.8309308400621768,9
0.9354143466934854,-0.14191451257164428,-0.26171063542244916,1.1194387203067957,0.06120672147917892,-0.7767823607572317,3
0.9354143466934854,1.2477607929528296,-1.5011908740656728,-0.48556281083072544,-0.6041888509254604,-1.244625221951958,2
0.9354143466934854,1.055485916380678,-1.3915769754101504,0.6542781780313073,-1.1250641180114447,-1.2186339518855847,1
0.9354143466934854,0.6974171342612813,-0.47531720716141734,0.7201649403932746,-1.99820762931165,0.8628335925965085,6
0.9354143466934854,0.404975106421003,-0.3474343253966403,0.40786168679754986,-1.9304637361935308,0.47946235911749674,7
0.9354143466934854,-0.3203732303481926,0.10507433315564789,0.7017166469319237,-2.543169613950744,0.7068859721982665,4
0.9354143466934854,-0.8488413042800345,0.8878299940675253,1.6544392306859697,-2.272194041478266,-0.9327299811554739,10
0.9354143466934854,-0.7555822324097093,-0.6060107017122335,0.2273319579257597,-0.5560154158192421,-1.099507297414705,5
0.9354143466934854,-0.511496760354044,-1.2229402082478065,1.400116327968776,0.5579952710120544,-0.9998740954936061,11
0.9354143466934854,0.19773272448694704,-0.8898825931021783,0.2919009850404876,-0.7953771715032639,-1.2359614652631667,8
0.9354143466934854,-0.5172534931855454,-0.12961183447861335,1.567468704368173,0.12593977490315966,-0.7551229690352537,9
0.9354143466934854,-0.03829332160461656,-0.49499149666369074,1.1168032498123175,0.08228259933814941,-0.8460924142675617,3
0.9354143466934854,1.2304905944583253,-1.5798880320747666,-0.5198239272589484,-0.5996725913842523,-1.3507562413896508,2
0.9354143466934854,1.0359130247535724,-1.4028194265543061,0.6134283853668876,-0.9865654920810671,-0.6273325578755831,1
0.9354143466934854,0.7641952351066995,-0.7254617451188935,0.5501770934993991,-1.8988499194050747,0.4166501231237603,6
