age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,target,focus_index,productivity_score
-0.878151701319912,2,0,1.7021330955051204,-0.7799947677391298,0.19111051952927197,0.03536853288687141,0.5631477647653407,-0.2049859865620158,0.1505870315431143,-1.4840637098980343,1,0,1,10,1.3670460507795772,2.1594792106514134
-0.878151701319912,2,0,-1.2789547712429135,-0.21966223764029194,0.08946463857803805,-0.9184386490220623,0.8872688407215134,-0.3739344593597396,0.8494316182477475,0.6087090217497317,0,0,1,3,-1.356328422847392,-1.3988674472591298
0.5155186705574288,1,0,-0.5981906911752223,-2.1044171116091097,-1.7503258066392942,-1.129638810730469,0.464110769334288,0.2576110222888949,-0.15224562269556008,0.10115948882519048,0,1,1,8,-0.20494231107071145,0.4678548611860173
-1.2265692942892472,2,0,0.664516876692269,-0.3385206531158031,1.0144421552342655,-0.4960383256052487,0.5721511279863457,1.8867570099812319,0.8960212573613897,1.589044420960147,1,1,2,3,-0.7148848958854925,-0.9703226120612294
-0.5297341083505768,2,0,1.2574404302996127,-0.6441565786242601,1.339708974278214,-0.23714780480139533,-0.7783533551643742,1.2230308668473167,1.0823798138159586,-1.5814019764863025,1,0,1,8,0.8711570017667787,1.3035766450622548
1.5607714494654346,1,2,-1.2789547712429135,0.8670432752786659,-0.32728347332202073,1.0028015316802186,-0.004064118157961482,0.43460466045793905,0.8261367986909264,0.2541196220353262,0,1,0,8,0.10925459650217506,-0.06337453978644876
0.5155186705574288,2,0,0.033163092758523076,-0.09231393534510164,-0.7541961733172027,0.08305889198231829,0.2930468681351967,1.7540117813544487,-1.2936917809797943,-0.8930813770406918,1,1,2,6,0.38430236862668266,0.019129244275196886
-1.2265692942892472,1,0,2.3225068136313225,1.1047601062296877,0.07930005048291443,-0.8434966561577889,1.4094639075397917,0.11682062829079144,1.408507287611454,0.8868183548590695,1,0,1,1,0.25581289843713184,0.46132578474948427
-1.5749868872585824,0,2,1.1311696735128633,-1.3912666187560438,-1.028640051885534,0.948298264142565,-0.6433029068493022,0.5070111487998206,0.6164834226795364,0.39317428858999504,1,0,0,10,0.08014370091235498,1.4579002699257646
-1.2265692942892472,0,0,-0.30721894727532223,-1.96857892249424,-0.7338669971269559,0.1375621595199717,0.5091275854393119,0.32599492794511636,1.5715710245092018,1.1371167546574734,1,0,0,9,-0.920668812985945,-0.4871709557577797
1.5607714494654346,2,1,-1.2405245409165115,0.17936244288463773,0.9534546266635255,0.18525251861541828,-0.8683869873744222,-0.8204411374680095,1.6647503027364863,-1.5814019764863025,1,1,2,8,-1.0260703315008113,-0.7590179564788853
