academic_level,self_study_hours,social_media_hours,sleep_hours,screen_time_hours,caffeine_intake_mg,part_time_job,upcoming_deadline,target,burnout_level,exam_score
0,-0.7799947677391298,0.03536853288687141,-0.4266950314223225,-0.2049859865620158,-1.4840637098980343,1,0,10,-0.9719313762337813,2.585095907785569
0,-0.21966223764029194,-0.9184386490220623,-0.8993758949252134,-0.3739344593597396,0.6087090217497317,0,0,3,-0.6047892929063939,-1.4677906118879134
0,-2.1044171116091097,-1.129638810730469,1.180419904487508,0.2576110222888949,0.10115948882519048,0,1,8,-0.7894133233368011,-0.04153070972454363
0,-0.3385206531158031,-0.4960383256052487,-0.6071731793052445,1.8867570099812319,1.589044420960147,1,1,3,2.2249425195079433,-0.7777446361013582
0,-0.6441565786242601,-0.23714780480139533,0.8538403987946008,1.2230308668473167,-1.5814019764863025,1,0,8,-0.4271851875874092,0.7425000226207535
2,0.8670432752786659,1.0028015316802186,1.1374489168963355,0.43460466045793905,0.2541196220353262,0,1,8,-0.8406587766501838,-0.02256887287497279
0,-0.09231393534510164,0.08305889198231829,0.5100724980652259,1.7540117813544487,-0.8930813770406918,1,1,6,1.1508939774603282,-0.6969507225684043
0,1.1047601062296877,-0.8434966561577889,0.5186666955834601,0.11682062829079144,0.8868183548590695,1,0,1,0.025599982099330162,0.08955329284422847
2,-1.3912666187560438,0.948298264142565,1.094477929305163,0.5070111487998206,0.39317428858999504,1,0,10,0.2684893909545425,0.9832329078413918
0,-1.96857892249424,0.1375621595199717,-1.3634625609098703,0.32599492794511636,1.1371167546574734,1,0,9,1.064548898589834,-0.8090728882876056
1,0.17936244288463773,0.18525251861541828,-0.5298254016411345,-0.8204411374680095,-1.5814019764863025,1,1,8,0.18495228212861706,-0.5897751229838736
0,0.10295346150752362,-1.436219690629769,0.05458002959880341,0.28174651840285525,-0.6566884438977547,0,0,2,-0.6651606488646259,-0.31276741944231745
1,-0.7035857863620156,0.46458176474589186,-1.767389844266886,0.7322757791967859,-0.4063900440993508,1,0,10,0.43345763107296714,0.27092738444881875
2,-0.34701053993548264,0.5735882998211983,-0.7274919445605257,1.5689729778140848,0.32364695531266063,0,0,7,0.34219860462447715,0.27340066751615416
1,-1.0771408064279073,-0.7004255788714489,0.1491162022993819,-0.015924600335991242,-1.511874643208968,0,0,6,-1.2365825529344028,0.9090344158213319
2,0.518957915671812,-0.5914190437961422,-1.6556652765298392,0.1650916205187126,1.1232112880020064,0,0,4,-0.25589901486870475,-0.33914910549389427
2,-0.7715048809194504,0.23294287771086486,0.8452462012763666,-0.5428829321574634,0.3166942219849272,1,1,4,0.8736069355591468,-0.46858425268444287
2,1.0708005589509706,0.9006079050471187,-0.2290284885029313,-0.3095731363891781,-0.8166013104356239,1,1,8,1.064548898589834,-0.38119491763859475
1,-0.7715048809194504,0.5122721238413385,-0.6759267594511189,0.5995305505700028,-1.3589145099988325,1,0,2,0.6089557588585252,-1.0110576721199904
1,-0.1262734826238191,-1.6201682185693491,-1.3204915733186977,0.036368974577589905,0.7686218882876009,0,0,5,0.18986622970661268,-1.4677906118879134
2,1.3254971635413513,-1.047883909423989,0.6217970658022729,-1.6410480053426686,-0.9278450436793589,1,0,10,-0.9642094586112169,3.7335236787182713
2,-0.23664201127965068,-1.1977678951525357,-2.2314765102515426,1.5448374817001242,-0.503728310687619,1,0,2,1.1565099175494664,-1.4677906118879134
1,-0.8733835227556028,-0.7072384873136555,0.33818854770053813,0.02430122652060953,-0.33686271082201635,0,0,10,-1.167787286842464,1.213248233103577
0,-0.13476336944349865,1.4320147635392386,-0.6931151544875881,-1.041683185179315,-1.6926457097300376,0,1,4,-0.21799141926702426,-0.6260499413047916
1,-0.10080382216478119,-0.15539290349491522,-0.15168071083882198,-1.633002839971348,0.28888328867399343,0,1,6,-0.13305032541881412,1.1728512763371
0,-0.3894599740338793,0.6144657504744384,-0.03136194558354012,0.6437789601122637,-0.6358302439145543,1,0,4,-0.8294268964719084,-0.20394296447956337
1,0.3152006319995076,-0.5505415931429021,-0.9595352775528536,-1.3353317212325013,-0.6984048438641554,0,0,8,-1.0617864176599872,0.9700420648156034
2,-0.36399031357484135,1.3706985875593787,0.42413052288288167,1.4080696703876812,-0.48287011070441865,0,0,1,-1.1663833018201795,-0.06049254657411448
1,1.3509668240003896,-0.29165107233904874,0.5874202757293353,-0.43025061695898076,-0.2603826442169485,0,1,5,-0.8701424621181577,-0.33832467780478254
0,-0.0753341617057429,1.5273954817301323,-0.9509410800346194,-0.8405540508963103,0.5113707551614636,1,0,6,-0.32750225100521213,-0.6656224703821568
0,-0.024394840787666704,0.6621561095698852,-0.9595352775528536,-0.11648916747749352,-1.7204566430409713,0,1,9,0.4762791742526432,0.36161443025111406
1,-0.05835438806638417,0.6212786589166452,0.9827533615681169,1.7902150255253895,0.37926882193452816,1,1,6,1.6415867427487485,-0.6854087349208394
1,-0.25362178491900944,-0.1008896359572618,-0.4524776239770251,-0.3819796247310596,-0.11437524433454622,1,0,1,-0.07057299192715544,-0.599668255253215
1,-1.0686509196082281,2.80140936042278,1.1288547193781013,0.5874628025130221,0.5252762218169305,0,0,6,-1.7722028389359257,-1.4677906118879134
2,1.1896589744264814,1.5069567564035122,2.5640857049232433,1.001788819136012,0.0733485555142567,0,1,9,-0.36891980916260403,0.453125903742521
0,0.4340590474750187,-0.19627035414815527,-1.9908389797409798,-1.3393543039181615,-1.1572852434945626,1,0,8,-0.5303780867253172,0.2783472336508247
2,-1.1450599009853424,-0.8162450223889621,-0.804839722224635,1.5408148990144641,-0.4689646440489518,0,0,5,0.22987980284171994,-0.6054392490769973
2,-1.7053924310841801,-0.3734059736455285,-0.2376226860211655,-0.32164088444615846,0.9980620881028045,1,1,10,1.511718128187436,0.8587443267855138
2,1.223618521705199,0.41689140565044497,0.2522465725181938,-1.3755575480891022,0.518323488489197,0,1,10,-0.009499643457781436,1.037645135322769
1,2.0641173168534555,0.8529175459516719,-0.08292713069294685,-0.10039883673485314,-1.574449243158569,1,1,8,0.4088878931829889,0.35501900873821973
1,0.7906342939015517,-0.7481159379668956,-0.4266950314223225,-0.8325088855249899,-0.503728310687619,0,0,8,-1.2836160511809325,1.730988821865771
1,0.34916017927822507,-1.007006458770749,0.3897537328099441,0.5914853851986821,0.6573781550438659,1,1,4,0.4622393240297989,-1.4677906118879134
0,-1.5865340156086691,-0.7140513957558622,-0.38372404383115,-0.7882604759827291,-0.9556559769902927,0,0,3,-1.6304003516851948,-0.021744445185861182
0,-0.1262734826238191,-0.5914190437961422,0.14052200478114693,0.5794176371417021,-0.5802083772926868,0,1,2,0.03051392967732581,-0.2789658841887347
0,0.8755331620983451,2.072428157106666,0.44131891791935085,1.0983308035918542,-1.2685289767382977,0,0,3,-1.0821442004831119,-0.3605842254108004
0,-0.21966223764029194,0.4782075816303052,-0.933752684998151,-0.16073757701975466,-1.400630909965233,1,0,5,-0.5556498171264376,0.2577365414230304
2,0.19634221652399644,-0.3734059736455285,0.6217970658022729,-0.17682790776239504,-1.4145363766207,1,1,3,-0.17657386110963233,-0.8948133679552301
0,-1.5016351474118754,1.3161953200217253,-0.28918787113057226,-0.4181828689020004,-0.5941138439481537,0,1,2,-0.31556837831579454,-1.2798210987704288
0,-0.21966223764029194,0.3964526803238251,0.4671015104740534,-0.1285569155344739,0.9007238215145363,0,1,3,0.2951651063779475,-0.1924009768319985
2,0.11993323514688234,-0.43472214962538874,0.04598583208056921,-0.15269241164843464,-1.6509293097636368,1,0,6,-0.3913835695191555,1.6081490961881169
1,1.1641893139674435,0.6825948348965052,-0.7704629321516974,0.044414139948909914,0.4001270219177285,0,1,6,0.17863434952833673,-1.1932561914136923
2,-0.9158329568539997,1.963421622031359,-0.24621688353939972,0.10877546291947143,-0.030942444401744925,1,0,2,-1.0477465674371422,0.6468664106837877
2,0.5274478024914916,-0.7208643041980688,-0.564202191714072,-0.07626334062089275,-1.101663376872695,1,1,4,1.3242861277124598,-0.2797903118778465
0,-2.1044171116091097,2.297254135699486,-0.9165642899616818,1.9672086636944333,-0.5454447106540197,1,0,9,0.7240825306858513,-0.2641261857847228
1,-1.8157609597400117,0.00811689911804471,-1.4837813261651513,-0.2814150575895573,-0.3090517775110826,0,0,3,-0.573901622416136,0.594927466269746
2,-0.4573790685913142,-2.0425685419861628,-1.0626656477716663,0.08061738411985069,0.14982862211932457,0,1,4,1.4309889894060788,-1.0753630318707088
2,1.656602749508846,-2.0425685419861628,-1.5095639187198546,1.412092253073341,0.5252762218169305,1,0,9,1.5587516264339647,-1.4677906118879134
0,0.13691300878624107,0.253381603037485,-0.19465169842999375,-0.4865667745582223,1.067589421380139,1,1,10,1.1094764193029367,0.4069579531522614
