account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total eve calls,total night charge,total intl minutes,number customer service calls,target
0.6989414890258061,1,0,1,1.2731451272966834,1.573801945095059,0.5028237579830703,-0.060077137581151324,0.8762863843740031,-0.09480936779139987,-0.43667564319721497,1
0.16984882356761263,1,0,1,1.3469728972503323,-0.3468016235102136,1.1584221024939234,0.1416932657140668,1.069817580540664,1.2452267725867114,-0.43667564319721497,1
0.9256954885078891,1,0,0,-0.5725491215445375,1.171124675155596,0.7045463255248713,0.4947914714806985,-0.7467366016600406,0.7019688778388283,-1.2022360274840573,1
-0.409633619553266,0,1,0,-0.5725491215445375,2.2102918233864672,-1.463971275549489,-0.6149457466430012,-0.06937741507672726,-1.326193929219935,0.3288847410896275,1
-0.6363876190353489,1,1,0,-0.5725491215445375,-0.2521631867963307,0.6541156836394211,1.1001026813663528,-0.26730704751990303,-0.058592174808207796,1.09444512537647,1
0.44699260071238067,2,1,0,-0.5725491215445375,0.7999935507874274,-0.10234394464233247,0.04080806406645774,0.07137254577175364,-1.4348455081695115,-1.2022360274840573,1
0.5225772672064083,2,0,1,1.1993173573430345,0.7034994584517033,-0.6066503634968349,0.39390626983308946,0.24291156055583982,-1.0002391923712048,1.09444512537647,1
1.1776443768213145,1,1,0,-0.5725491215445375,-0.43216178211489226,-1.060526140465887,-0.312290141700174,0.22531781544977933,-1.1451079643039739,-1.2022360274840573,1
0.4217977118810381,0,0,0,-0.5725491215445375,0.0781435138913395,-0.15277458652778272,-1.0184865532334375,0.3044896684270504,-0.5656328765728987,-0.43667564319721497,1
1.0264750438332593,1,1,1,2.1590783667404696,1.4531843296754043,-0.8083729310386357,0.545234072304503,2.4949109341315316,0.3397969480069063,-1.2022360274840573,1
-0.8883365073487745,1,0,0,-0.5725491215445375,-0.9498897006084874,1.8644510888902266,-0.8671587507620239,0.16813814385508444,0.8830548427547893,1.8600055096633124,2
-0.6615825078666915,1,0,0,-0.5725491215445375,0.13752449379024625,1.3601446700357243,2.4116103027852707,-0.08697116018278699,-0.4207641046401298,-1.2022360274840573,1
1.706737042279508,0,0,0,-0.5725491215445375,-0.9554566674740097,-0.20320522841323294,-1.472469960647678,-1.1733849204819982,0.3397969480069063,-0.43667564319721497,1
-0.13248984240849795,2,0,0,-0.5725491215445375,-0.43958440460225573,-0.6066503634968349,-1.27069955735246,-0.16174457688354235,0.738186070822021,1.09444512537647,1
-0.9639211738428021,1,0,0,-0.5725491215445375,-1.1057647728431181,-1.514401917434939,-1.2202569565286556,0.05377880066569392,1.0279236146875583,1.8600055096633124,1
1.5303728204601101,1,0,0,-0.5725491215445375,2.8319364567031498,-1.6656938430912898,-0.16096233922876038,-0.7863225281486758,-1.760800245018241,1.8600055096633124,2
