state,account length,area code,number vmail messages,total day calls,total eve minutes,total eve calls,total eve charge,total night minutes,total night charge,total intl minutes,total intl calls,total intl charge,number customer service calls,target
-0.6754762971003869,0.6989414890258061,1,1.2731451272966834,0.5028237579830703,-0.06403164963806283,-0.060077137581151324,-0.06384906711767693,0.876998818941238,0.8762863843740031,-0.09480936779139987,-0.5842357749619053,-0.09550880148030481,-0.43667564319721497,1
0.6081340450450915,0.16984882356761263,1,1.3469728972503323,1.1584221024939234,-0.10162098347161445,0.1416932657140668,-0.10108942968002482,1.0689915874362728,1.069817580540664,1.2452267725867114,-0.5842357749619053,1.2459823143170061,-0.43667564319721497,1
0.33790028880393813,0.9256954885078891,1,-0.5725491215445375,0.7045463255248713,-1.5715617749626025,0.4947914714806985,-1.572083750892765,-0.7480121391455997,-0.7467366016600406,0.7019688778388283,0.22991664276650228,0.6959709568401085,-1.2022360274840573,1
0.6081340450450915,-0.409633619553266,0,-0.5725491215445375,-1.463971275549489,-2.7447446677676575,-0.6149457466430012,-2.745155171606722,-0.06910987529202417,-0.06937741507672726,-1.326193929219935,1.0440690604949099,-1.3296806280138311,0.3288847410896275,1
0.6756924841053797,-0.6363876190353489,1,-0.5725491215445375,0.6541156836394211,-1.0354191713366834,1.1001026813663528,-1.034426016398868,-0.26704056446216273,-0.26730704751990303,-0.058592174808207796,-0.5842357749619053,-0.05526406800638574,1.09444512537647,1
-1.6888528830047118,0.44699260071238067,2,-0.5725491215445375,-0.10234394464233247,0.3949539003295133,0.04080806406645774,0.39467289693123064,0.06944160712707285,0.07137254577175364,-1.4348455081695115,0.6369928516307061,-1.4369999172776162,-1.2022360274840573,1
-0.4728009799195219,0.5225772672064083,2,1.1993173573430345,-0.6066503634968349,2.925309583124902,0.39390626983308946,2.924690028510738,0.2416413067050932,0.24291156055583982,-1.0002391923712048,1.0440690604949099,-0.9943078490645036,1.09444512537647,1
-0.13500878461808022,1.1776443768213145,1,-0.5725491215445375,-1.060526140465887,-1.9296496393769618,-0.312290141700174,-1.930522240555363,0.22580685157148245,0.22531781544977933,-1.1451079643039739,0.6369928516307061,-1.1418718718022078,-1.2022360274840573,1
-0.5403594189798102,0.4217977118810381,0,-0.5725491215445375,-0.15277458652778272,2.9866395488533284,-1.0184865532334375,2.9875331403347,0.3049791272395379,0.3044896684270504,-0.5656328765728987,-0.1771595660977015,-0.5650306920093637,-0.43667564319721497,1
1.5539521918891281,1.0264750438332593,1,2.1590783667404696,-0.8083729310386357,0.42265130420686714,0.545234072304503,0.42260316885299176,2.49409254946127,2.4949109341315316,0.3397969480069063,0.22991664276650228,0.33376835557483453,-1.2022360274840573,1
