model type,technique,training loses,testing loses,model path,training accuracies,training f1,training true positives,training true negatives,training false positives,training false negatives,testing accuracies,testing f1,testing true positives,testing true negatives,testing false positives,testing false negatives
Decision tree,baseline,"[0.1419753086419753, 0.1388888888888889, 0.15432098765432098, 0.14814814814814814, 0.12654320987654322, 0.14814814814814814, 0.14506172839506173, 0.1388888888888889, 0.1388888888888889, 0.15432098765432098]",0.17777777777777778,Models\DecisionTrees\20260419_Apr\baseline.pkl,"[85.80246913580247, 86.11111111111111, 84.5679012345679, 85.18518518518519, 87.34567901234568, 85.18518518518519, 85.49382716049382, 86.11111111111111, 86.11111111111111, 84.5679012345679]","[0.0, 0.2745995423340961, 0.0, 0.0, 0.0, 0.25862068965517243, 0.0, 0.2745995423340961, 0.0, 0.0]",0.0,308.0,0.0,52.0,82.22222222222221,0.0,0.0,111.0,0.0,24.0
Decision tree,batch normalisation,"[0.1882716049382716, 0.21296296296296297, 0.2037037037037037, 0.19753086419753085, 0.19135802469135801, 0.20679012345679013, 0.21604938271604937, 0.2037037037037037, 0.21604938271604937, 0.21296296296296297]",0.31851851851851853,Models\DecisionTrees\20260419_Apr\batch_normalisation.pkl,"[81.17283950617285, 78.70370370370371, 79.62962962962963, 80.24691358024691, 80.8641975308642, 79.32098765432099, 78.39506172839506, 79.62962962962963, 78.39506172839506, 78.70370370370371]","[0.46571798188874514, 0.5574912891986062, 0.45121951219512196, 0.46987951807228917, 0.45792079207920794, 0.38694074969770254, 0.5946601941747572, 0.5210918114143921, 0.3818615751789976, 0.599294947121034]",35.0,252.0,14.0,59.0,68.14814814814815,0.13986013986013987,2.0,90.0,33.0,10.0
Decision tree,dropout,"[0.1111111111111111, 0.12037037037037036, 0.10185185185185185, 0.12345679012345678, 0.11728395061728394, 0.11728395061728394, 0.12345679012345678, 0.11728395061728394, 0.11419753086419752, 0.12037037037037036]",0.08148148148148149,Models\DecisionTrees\20260419_Apr\dropout.pkl,"[88.88888888888889, 87.96296296296296, 89.81481481481481, 87.65432098765432, 88.27160493827161, 88.27160493827161, 87.65432098765432, 88.27160493827161, 88.58024691358025, 87.96296296296296]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,318.0,0.0,42.0,91.85185185185185,0.0,0.0,124.0,0.0,11.0
Decision tree,layer normalisation,"[0.16049382716049382, 0.15432098765432098, 0.16049382716049382, 0.16358024691358025, 0.1697530864197531, 0.16666666666666666, 0.1728395061728395, 0.15432098765432098, 0.17901234567901234, 0.1728395061728395]",0.34814814814814815,Models\DecisionTrees\20260419_Apr\layer_normalisation.pkl,"[83.9506172839506, 84.5679012345679, 83.9506172839506, 83.64197530864197, 80.24691358024691, 83.33333333333334, 82.71604938271605, 84.5679012345679, 82.09876543209876, 82.71604938271605]","[0.625, 0.6339712918660287, 0.38666666666666666, 0.6545454545454545, 0.5504587155963303, 0.6801007556675063, 0.654320987654321, 0.3878116343490305, 0.5203045685279187, 0.4891304347826087]",62.0,232.0,39.0,27.0,65.18518518518519,0.0,0.0,88.0,0.0,47.0
Decision tree,prune,"[0.28703703703703703, 0.2345679012345679, 0.21296296296296297, 0.30246913580246915, 0.22530864197530864, 0.25308641975308643, 0.23765432098765432, 0.3055555555555556, 0.2345679012345679, 0.30246913580246915]",0.35555555555555557,Models\DecisionTrees\20260419_Apr\prune.pkl,"[71.29629629629629, 76.5432098765432, 78.70370370370371, 69.75308641975309, 77.46913580246914, 74.69135802469135, 76.23456790123457, 69.44444444444444, 76.5432098765432, 69.75308641975309]","[0.0, 0.4088050314465409, 0.41713641488162345, 0.0, 0.39779005524861877, 0.22271714922049, 0.4083769633507853, 0.0, 0.4025423728813559, 0.0]",0.0,252.0,0.0,108.0,64.44444444444444,0.0,0.0,87.0,0.0,48.0
Decision tree,weight normalisation,"[0.23765432098765432, 0.2777777777777778, 0.2716049382716049, 0.25617283950617287, 0.2345679012345679, 0.22530864197530864, 0.2222222222222222, 0.25925925925925924, 0.23765432098765432, 0.2777777777777778]",0.24444444444444444,Models\DecisionTrees\20260419_Apr\weight_normalisation.pkl,"[76.23456790123457, 72.22222222222221, 72.8395061728395, 68.82716049382715, 76.5432098765432, 77.46913580246914, 77.77777777777779, 68.20987654320987, 76.23456790123457, 72.22222222222221]","[0.25670945157526254, 0.24390243902439024, 0.2402745995423341, 0.23102310231023102, 0.34216335540838855, 0.5211726384364821, 0.35962877030162416, 0.4329004329004329, 0.3489640130861505, 0.23972602739726026]",40.0,234.0,21.0,65.0,75.55555555555556,0.21406727828746178,7.0,95.0,5.0,28.0
Decision tree,weight decay,"[0.28703703703703703, 0.2839506172839506, 0.3148148148148148, 0.2962962962962963, 0.2932098765432099, 0.32407407407407407, 0.26851851851851855, 0.24382716049382716, 0.3055555555555556, 0.2932098765432099]",0.31851851851851853,Models\DecisionTrees\20260419_Apr\weight_decay.pkl,"[71.29629629629629, 71.60493827160494, 68.51851851851852, 70.37037037037037, 70.67901234567901, 67.5925925925926, 73.14814814814815, 75.61728395061729, 69.44444444444444, 70.67901234567901]","[0.2639593908629442, 0.2738336713995943, 0.0, 0.26418786692759294, 0.25380710659898476, 0.0, 0.43478260869565216, 0.4729064039408867, 0.24679170779861798, 0.26865671641791045]",0.0,243.0,0.0,117.0,68.14814814814815,0.0,0.0,92.0,0.0,43.0
Decision tree,weight perturbation,"[0.16358024691358025, 0.16049382716049382, 0.1574074074074074, 0.17592592592592593, 0.1697530864197531, 0.1728395061728395, 0.16666666666666666, 0.1728395061728395, 0.16049382716049382, 0.16666666666666666]",0.1925925925925926,Models\DecisionTrees\20260419_Apr\weight_perturbation.pkl,"[83.64197530864197, 83.9506172839506, 84.25925925925925, 82.4074074074074, 83.0246913580247, 82.71604938271605, 83.33333333333334, 82.71604938271605, 83.9506172839506, 83.33333333333334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,300.0,0.0,60.0,80.74074074074075,0.0,0.0,109.0,0.0,26.0
KNN,baseline,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2740740740740741,Models\KNN\20260419_Apr\baseline.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",52.0,308.0,0.0,0.0,72.5925925925926,0.16877637130801687,4.0,94.0,17.0,20.0
KNN,batch normalisation,"[0.009259259259259259, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.009259259259259259, 0.012345679012345678, 0.012345679012345678, 0.012345679012345678, 0.006172839506172839]",0.32592592592592595,Models\KNN\20260419_Apr\batch_normalisation.pkl,"[99.07407407407408, 98.76543209876543, 98.76543209876543, 98.76543209876543, 98.76543209876543, 99.07407407407408, 98.76543209876543, 98.76543209876543, 98.76543209876543, 99.38271604938271]","[0.99644128113879, 0.9954233409610984, 0.995085995085995, 0.9953161592505855, 0.9952038369304557, 0.996523754345307, 0.995085995085995, 0.995475113122172, 0.9954233409610984, 0.997624703087886]",94.0,262.0,4.0,0.0,67.4074074074074,0.2702702702702703,4.0,87.0,36.0,8.0
KNN,dropout,"[0.09876543209876543, 0.11728395061728394, 0.09876543209876543, 0.10493827160493827, 0.10185185185185185, 0.09876543209876543, 0.10802469135802469, 0.1111111111111111, 0.09876543209876543, 0.1111111111111111]",0.07407407407407407,Models\KNN\20260419_Apr\dropout.pkl,"[90.12345679012346, 88.27160493827161, 90.12345679012346, 89.50617283950618, 89.81481481481481, 90.12345679012346, 89.19753086419753, 88.88888888888889, 90.12345679012346, 88.88888888888889]","[0.30726256983240224, 0.234375, 0.30726256983240224, 0.25862068965517243, 0.2801120448179272, 0.2147239263803681, 0.23054755043227665, 0.291005291005291, 0.29411764705882354, 0.1977401129943503]",10.0,311.0,7.0,32.0,92.5925925925926,0.1,1.0,124.0,0.0,10.0
KNN,layer normalisation,"[0.0030864197530864196, 0.0030864197530864196, 0.0030864197530864196, 0.0030864197530864196, 0.0030864197530864196, 0.0030864197530864196, 0.0030864197530864196, 0.0030864197530864196, 0.0, 0.0030864197530864196]",0.35555555555555557,Models\KNN\20260419_Apr\layer_normalisation.pkl,"[99.69135802469135, 99.69135802469135, 99.69135802469135, 99.69135802469135, 99.69135802469135, 99.69135802469135, 99.69135802469135, 99.69135802469135, 100.0, 99.69135802469135]","[0.9885931558935361, 0.9887359198998749, 0.9885931558935361, 0.9884467265725289, 0.9888751545117429, 0.9891435464414958, 0.9892729439809297, 0.9885931558935361, 1.0, 0.9888751545117429]",88.0,271.0,0.0,1.0,64.44444444444444,0.13761467889908258,6.0,81.0,7.0,41.0
KNN,prune,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2814814814814815,Models\KNN\20260419_Apr\prune.pkl,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",108.0,252.0,0.0,0.0,71.85185185185186,0.4329004329004329,20.0,77.0,10.0,28.0
KNN,weight normalisation,"[0.009259259259259259, 0.012345679012345678, 0.009259259259259259, 0.015432098765432098, 0.012345679012345678, 0.009259259259259259, 0.012345679012345678, 0.012345679012345678, 0.015432098765432098, 0.009259259259259259]",0.37037037037037035,Models\KNN\20260419_Apr\weight_normalisation.pkl,"[99.07407407407408, 98.76543209876543, 99.07407407407408, 98.4567901234568, 98.76543209876543, 99.07407407407408, 98.76543209876543, 98.76543209876543, 98.4567901234568, 99.07407407407408]","[0.9881847475832438, 0.9611231101511879, 0.9726443768996961, 0.9771986970684039, 0.9615384615384616, 0.9705561613958561, 0.98, 0.9619450317124736, 0.9776833156216791, 0.970873786407767]",101.0,255.0,0.0,4.0,62.96296296296296,0.39106145251396646,14.0,71.0,29.0,21.0
KNN,weight decay,"[0.13580246913580246, 0.14506172839506173, 0.11728395061728394, 0.12345679012345678, 0.12654320987654322, 0.1388888888888889, 0.12962962962962962, 0.1388888888888889, 0.12962962962962962, 0.12037037037037036]",0.34814814814814815,Models\KNN\20260419_Apr\weight_decay.pkl,"[86.41975308641975, 85.49382716049382, 88.27160493827161, 87.65432098765432, 87.34567901234568, 86.11111111111111, 87.03703703703704, 86.11111111111111, 87.03703703703704, 87.96296296296296]","[0.7904411764705882, 0.714975845410628, 0.7638888888888888, 0.756385068762279, 0.7728557964184731, 0.707876370887338, 0.7400379506641366, 0.7298578199052133, 0.7619047619047619, 0.7536231884057971]",87.0,227.0,16.0,30.0,65.18518518518519,0.7775377969762419,36.0,52.0,40.0,7.0
KNN,weight perturbation,"[0.006172839506172839, 0.006172839506172839, 0.006172839506172839, 0.006172839506172839, 0.0030864197530864196, 0.006172839506172839, 0.0030864197530864196, 0.006172839506172839, 0.006172839506172839, 0.006172839506172839]",0.25925925925925924,Models\KNN\20260419_Apr\weight_perturbation.pkl,"[99.38271604938271, 99.38271604938271, 99.38271604938271, 99.38271604938271, 99.69135802469135, 99.38271604938271, 99.69135802469135, 99.38271604938271, 99.38271604938271, 99.38271604938271]","[0.9683098591549296, 0.9652509652509652, 0.9645669291338582, 0.967741935483871, 0.9829867674858223, 0.9683098591549296, 0.9826589595375722, 0.966542750929368, 0.9652509652509652, 0.967741935483871]",58.0,300.0,0.0,2.0,74.07407407407408,0.2723735408560311,7.0,93.0,16.0,19.0
