model type,technique,training loses,testing loses,model path,training accuracies,training f1,training true positives,training true negatives,training false positives,training false negatives,testing accuracies,testing f1,testing true positives,testing true negatives,testing false positives,testing false negatives
Decision tree,baseline,"[0.1394658753709199, 0.18991097922848665, 0.1632047477744807, 0.1632047477744807, 0.16023738872403562, 0.1893491124260355, 0.16272189349112426, 0.14201183431952663, 0.16272189349112426, 0.1804733727810651]",0.34814814814814815,Models\DecisionTrees\20260416_Apr\baseline.pkl,"[86.05341246290801, 81.00890207715133, 83.67952522255193, 83.67952522255193, 83.97626112759644, 78.40236686390533, 83.72781065088756, 85.79881656804734, 83.72781065088756, 81.95266272189349]","[0.6713286713286714, 0.4482758620689655, 0.56, 0.6153846153846154, 0.5423728813559322, 0.5362318840579711, 0.5736434108527132, 0.6571428571428571, 0.6206896551724138, 0.5547445255474452]",48.0,261.0,32.0,34.0,65.18518518518519,0.2033898305084746,6.0,82.0,22.0,25.0
Decision tree,batch normalisation,"[0.04747774480712166, 0.04747774480712166, 0.04747774480712166, 0.04747774480712166, 0.04747774480712166, 0.04142011834319527, 0.05917159763313609, 0.047337278106508875, 0.05621301775147929, 0.04142011834319527]",0.3740740740740741,Models\DecisionTrees\20260415_Apr\batch_normalisation.pkl,"[92.87833827893175, 93.47181008902076, 93.76854599406528, 92.58160237388724, 93.76854599406528, 95.26627218934911, 91.71597633136095, 93.78698224852072, 91.71597633136095, 93.49112426035504]","[0.8857142857142857, 0.8823529411764706, 0.8974358974358975, 0.8888888888888888, 0.8933333333333333, 0.8970588235294118, 0.8648648648648649, 0.8918918918918919, 0.8633093525179856, 0.9066666666666666]",71.0,287.0,3.0,14.0,61.48148148148148,0.5333333333333333,28.0,58.0,38.0,11.0
Decision tree,dropout,"[0.1632047477744807, 0.1632047477744807, 0.14836795252225518, 0.1661721068249258, 0.1632047477744807, 0.17159763313609466, 0.15088757396449703, 0.14792899408284024, 0.16568047337278108, 0.15976331360946747]",0.22962962962962963,Models\DecisionTrees\20260416_Apr\dropout.pkl,"[83.67952522255193, 83.67952522255193, 85.16320474777447, 83.38278931750742, 83.67952522255193, 82.84023668639054, 84.91124260355029, 85.20710059171599, 83.4319526627219, 84.02366863905326]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,315.0,0.0,60.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
Decision tree,layer normalisation,"[0.07418397626112759, 0.0712166172106825, 0.05341246290801187, 0.06824925816023739, 0.05934718100890208, 0.05917159763313609, 0.04437869822485207, 0.08284023668639054, 0.07100591715976332, 0.06804733727810651]",0.5851851851851851,Models\DecisionTrees\20260415_Apr\layer_normalisation.pkl,"[91.69139465875371, 91.3946587537092, 94.65875370919882, 90.80118694362018, 94.06528189910979, 94.0828402366864, 94.97041420118343, 90.53254437869822, 90.8284023668639, 89.3491124260355]","[0.8251748251748252, 0.8333333333333334, 0.881578947368421, 0.8321167883211679, 0.8666666666666667, 0.8717948717948718, 0.896551724137931, 0.8108108108108109, 0.8421052631578947, 0.8296296296296296]",68.0,286.0,3.0,18.0,41.48148148148148,0.35772357723577236,22.0,34.0,31.0,48.0
Decision tree,prune,"[0.20474777448071216, 0.21068249258160238, 0.22255192878338279, 0.21364985163204747, 0.258160237388724, 0.1834319526627219, 0.20710059171597633, 0.21893491124260356, 0.19822485207100593, 0.20118343195266272]",0.3333333333333333,Models\DecisionTrees\20260416_Apr\prune.pkl,"[78.93175074183976, 78.93175074183976, 77.74480712166172, 78.33827893175074, 74.1839762611276, 81.65680473372781, 79.28994082840237, 78.10650887573965, 78.99408284023669, 79.88165680473372]","[0.6634146341463415, 0.6872246696035242, 0.6636771300448431, 0.6470588235294118, 0.5990783410138248, 0.7102803738317757, 0.6534653465346535, 0.6407766990291263, 0.6824644549763034, 0.6530612244897959]",68.0,222.0,29.0,56.0,66.66666666666666,0.4155844155844156,16.0,74.0,7.0,38.0
Decision tree,weight normalisation,"[0.3115727002967359, 0.2818991097922849, 0.3056379821958457, 0.32047477744807124, 0.26409495548961426, 0.2988165680473373, 0.28994082840236685, 0.30177514792899407, 0.28106508875739644, 0.27218934911242604]",0.23703703703703705,Models\DecisionTrees\20260415_Apr\weight_normalisation.pkl,"[68.84272997032642, 71.81008902077151, 63.20474777448071, 67.95252225519289, 73.59050445103857, 70.11834319526628, 71.00591715976331, 69.8224852071006, 63.905325443786985, 72.7810650887574]","[0.5493562231759657, 0.5777777777777777, 0.39766081871345027, 0.5714285714285714, 0.5741626794258373, 0.6007905138339921, 0.5950413223140496, 0.5277777777777778, 0.4919786096256685, 0.6377952755905512]",70.0,206.0,38.0,61.0,76.29629629629629,0.5294117647058824,18.0,85.0,7.0,25.0
Decision tree,weight decay,"[0.26409495548961426, 0.27299703264094954, 0.26409495548961426, 0.26112759643916916, 0.26706231454005935, 0.27218934911242604, 0.2692307692307692, 0.26627218934911245, 0.2603550295857988, 0.2869822485207101]",0.5555555555555556,Models\DecisionTrees\20260416_Apr\weight_decay.pkl,"[73.59050445103857, 72.70029673590504, 73.59050445103857, 73.88724035608308, 73.29376854599407, 72.7810650887574, 73.07692307692307, 73.37278106508876, 73.96449704142012, 71.30177514792899]","[0.6563706563706564, 0.632, 0.6563706563706564, 0.65625, 0.6456692913385826, 0.632, 0.6513409961685823, 0.64, 0.674074074074074, 0.6394052044609665]",91.0,183.0,59.0,42.0,44.44444444444444,0.34782608695652173,20.0,40.0,57.0,18.0
Decision tree,weight perturbation,"[0.18397626112759644, 0.18694362017804153, 0.20178041543026706, 0.19584569732937684, 0.19881305637982197, 0.19230769230769232, 0.20710059171597633, 0.20414201183431951, 0.19822485207100593, 0.1893491124260355]",0.4740740740740741,Models\DecisionTrees\20260415_Apr\weight_perturbation.pkl,"[80.1186943620178, 81.30563798219585, 76.8545994065282, 80.41543026706232, 80.1186943620178, 80.76923076923077, 78.10650887573965, 79.58579881656804, 77.81065088757396, 81.06508875739645]","[0.38, 0.5039370078740157, 0.2916666666666667, 0.46774193548387094, 0.33663366336633666, 0.453781512605042, 0.46153846153846156, 0.49635036496350365, 0.33663366336633666, 0.5428571428571428]",20.0,282.0,9.0,64.0,52.59259259259259,0.1111111111111111,4.0,67.0,35.0,29.0
KNN,baseline,"[0.026706231454005934, 0.002967359050445104, 0.0, 0.002967359050445104, 0.002967359050445104, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047]",0.43703703703703706,Models\KNN\20260416_Apr\baseline.pkl,"[97.3293768545994, 99.70326409495549, 100.0, 99.70326409495549, 99.70326409495549, 99.70414201183432, 99.70414201183432, 99.70414201183432, 99.70414201183432, 99.70414201183432]","[0.9440993788819876, 0.9931972789115646, 1.0, 0.9927007299270073, 0.9937888198757764, 0.9929078014184397, 0.9932885906040269, 0.9932885906040269, 0.9929078014184397, 0.9933774834437086]",81.0,293.0,0.0,1.0,56.2962962962963,0.11940298507462686,4.0,72.0,32.0,27.0
KNN,batch normalisation,"[0.02373887240356083, 0.02373887240356083, 0.017804154302670624, 0.017804154302670624, 0.020771513353115726, 0.020710059171597635, 0.01775147928994083, 0.023668639053254437, 0.020710059171597635, 0.011834319526627219]",0.562962962962963,Models\KNN\20260415_Apr\batch_normalisation.pkl,"[97.62611275964392, 97.62611275964392, 98.21958456973294, 98.21958456973294, 97.92284866468842, 97.92899408284023, 98.22485207100591, 97.63313609467455, 97.92899408284023, 98.81656804733728]","[0.9512195121951219, 0.9493670886075949, 0.9620253164556962, 0.9634146341463414, 0.9554140127388535, 0.9575757575757575, 0.9625, 0.948051948051948, 0.954248366013072, 0.9722222222222222]",84.0,283.0,7.0,1.0,43.7037037037037,0.05,2.0,57.0,39.0,37.0
KNN,dropout,"[0.11869436201780416, 0.12166172106824925, 0.11572700296735905, 0.12166172106824925, 0.12462908011869436, 0.1301775147928994, 0.11242603550295859, 0.10946745562130178, 0.11242603550295859, 0.10946745562130178]",0.2962962962962963,Models\KNN\20260416_Apr\dropout.pkl,"[88.13056379821958, 87.83382789317507, 88.4272997032641, 87.83382789317507, 87.53709198813057, 86.98224852071006, 88.75739644970415, 89.05325443786982, 88.75739644970415, 89.05325443786982]","[0.5652173913043478, 0.5287356321839081, 0.4935064935064935, 0.5591397849462365, 0.5227272727272727, 0.5111111111111111, 0.5581395348837209, 0.4931506849315068, 0.5476190476190477, 0.5647058823529412]",25.0,304.0,11.0,35.0,70.37037037037037,0.047619047619047616,1.0,94.0,10.0,30.0
KNN,layer normalisation,"[0.002967359050445104, 0.002967359050445104, 0.002967359050445104, 0.0, 0.002967359050445104, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047]",0.5555555555555556,Models\KNN\20260415_Apr\layer_normalisation.pkl,"[99.70326409495549, 99.70326409495549, 99.70326409495549, 100.0, 99.70326409495549, 99.70414201183432, 99.70414201183432, 99.70414201183432, 99.70414201183432, 99.70414201183432]","[0.9931972789115646, 0.9931972789115646, 0.9936305732484076, 1.0, 0.9936305732484076, 0.9937888198757764, 0.9937106918238994, 0.9936305732484076, 0.993006993006993, 0.9933774834437086]",85.0,289.0,0.0,1.0,44.44444444444444,0.2268041237113402,11.0,49.0,16.0,59.0
KNN,prune,"[0.002967359050445104, 0.002967359050445104, 0.002967359050445104, 0.002967359050445104, 0.002967359050445104, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0029585798816568047, 0.0]",0.4740740740740741,Models\KNN\20260416_Apr\prune.pkl,"[99.70326409495549, 99.70326409495549, 99.70326409495549, 99.70326409495549, 99.70326409495549, 99.70414201183432, 99.70414201183432, 99.70414201183432, 99.70414201183432, 100.0]","[0.9953051643192489, 0.9955555555555555, 0.9956331877729258, 0.9955555555555555, 0.9953917050691244, 0.9954337899543378, 0.9955555555555555, 0.995475113122172, 0.9955947136563876, 1.0]",123.0,251.0,0.0,1.0,52.59259259259259,0.28888888888888886,13.0,58.0,23.0,41.0
KNN,weight normalisation,"[0.27299703264094954, 0.27596439169139464, 0.28486646884273, 0.26409495548961426, 0.24925816023738873, 0.27514792899408286, 0.28994082840236685, 0.2958579881656805, 0.28402366863905326, 0.27218934911242604]",0.3925925925925926,Models\KNN\20260415_Apr\weight_normalisation.pkl,"[72.70029673590504, 72.40356083086054, 71.51335311572701, 73.59050445103857, 75.07418397626114, 72.48520710059172, 71.00591715976331, 70.41420118343196, 71.59763313609467, 72.7810650887574]","[0.5779816513761468, 0.5829596412556054, 0.5675675675675675, 0.586046511627907, 0.6037735849056604, 0.5714285714285714, 0.51, 0.5370370370370371, 0.5294117647058824, 0.5818181818181818]",73.0,204.0,40.0,58.0,60.74074074074074,0.3116883116883117,12.0,70.0,22.0,31.0
KNN,weight decay,"[0.008902077151335312, 0.011869436201780416, 0.011869436201780416, 0.01483679525222552, 0.01483679525222552, 0.011834319526627219, 0.014792899408284023, 0.014792899408284023, 0.011834319526627219, 0.014792899408284023]",0.37777777777777777,Models\KNN\20260416_Apr\weight_decay.pkl,"[99.10979228486647, 98.51632047477746, 98.51632047477746, 97.03264094955489, 98.21958456973294, 98.5207100591716, 98.22485207100591, 98.22485207100591, 98.81656804733728, 98.22485207100591]","[0.9873417721518988, 0.9834710743801653, 0.9836065573770492, 0.9777777777777777, 0.979253112033195, 0.9833333333333333, 0.9790794979079498, 0.9803921568627451, 0.983739837398374, 0.9795918367346939]",132.0,238.0,4.0,1.0,62.22222222222222,0.10526315789473684,3.0,81.0,16.0,35.0
KNN,weight perturbation,"[0.19584569732937684, 0.21364985163204747, 0.2195845697329377, 0.2166172106824926, 0.21068249258160238, 0.20710059171597633, 0.20710059171597633, 0.1804733727810651, 0.20414201183431951, 0.20414201183431951]",0.362962962962963,Models\KNN\20260415_Apr\weight_perturbation.pkl,"[80.41543026706232, 78.63501483679525, 78.04154302670622, 78.33827893175074, 78.93175074183976, 79.28994082840237, 79.28994082840237, 81.95266272189349, 79.58579881656804, 79.58579881656804]","[0.42105263157894735, 0.3684210526315789, 0.27450980392156865, 0.37606837606837606, 0.3106796116504854, 0.375, 0.38596491228070173, 0.45045045045045046, 0.4297520661157025, 0.42016806722689076]",25.0,273.0,18.0,59.0,63.70370370370371,0.14035087719298245,4.0,82.0,20.0,29.0
Neural Network,baseline,"[0.21333333333333335, 0.23, 0.23666666666666666, 0.19, 0.7766666666666666]",0.22962962962962963,Models\NN\20260416_09\baseline.pt,"[78.66666666666666, 77.0, 76.33333333333333, 81.0, 22.333333333333332]","[0.0, 0.0, 0.0, 0.0, 0.3651226158038147]",0.0,293.0,0.0,82.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
Neural Network,batch normalisation,"[0.16666666666666666, 0.15666666666666668, 0.14, 0.14333333333333334, 0.12333333333333334]",0.37037037037037035,Models\NN\20260415_09\batch_normalisation.pt,"[83.33333333333334, 84.33333333333334, 86.0, 85.66666666666667, 87.66666666666667]","[0.5098039215686274, 0.5765765765765766, 0.65, 0.6446280991735537, 0.6185567010309279]",36.0,280.0,10.0,49.0,62.96296296296296,0.16666666666666666,5.0,80.0,16.0,34.0
Neural Network,dropout,"[0.09666666666666666, 0.11, 0.10333333333333333, 0.07666666666666666, 0.12]",0.22962962962962963,Models\NN\20260416_09\dropout.pt,"[90.33333333333333, 89.0, 89.66666666666666, 92.33333333333333, 88.0]","[0.5915492957746479, 0.5352112676056338, 0.5079365079365079, 0.7012987012987013, 0.41935483870967744]",19.0,315.0,0.0,41.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
Neural Network,layer normalisation,"[0.10333333333333333, 0.09, 0.06666666666666667, 0.08, 0.07]",0.5037037037037037,Models\NN\20260415_09\layer_normalisation.pt,"[89.66666666666666, 91.0, 93.33333333333333, 92.0, 93.0]","[0.7559055118110236, 0.7874015748031497, 0.8461538461538461, 0.7894736842105263, 0.8173913043478261]",58.0,284.0,5.0,28.0,49.629629629629626,0.22727272727272727,10.0,57.0,8.0,60.0
Neural Network,prune,"[0.13666666666666666, 0.12666666666666668, 0.13666666666666666, 0.14666666666666667, 0.13666666666666666]",0.4740740740740741,Models\NN\20260416_09\prune.pt,"[86.33333333333333, 87.33333333333333, 86.33333333333333, 85.33333333333334, 86.33333333333333]","[0.7897435897435897, 0.7934782608695652, 0.7783783783783784, 0.75, 0.7544910179640718]",91.0,239.0,12.0,33.0,52.59259259259259,0.058823529411764705,2.0,69.0,12.0,52.0
Neural Network,weight normalisation,"[0.19666666666666666, 0.19333333333333333, 0.18666666666666668, 0.17, 0.19333333333333333]",0.4222222222222222,Models\NN\20260415_09\weight_normalisation.pt,"[80.33333333333333, 80.66666666666666, 81.33333333333333, 83.0, 80.66666666666666]","[0.7064676616915423, 0.7040816326530612, 0.7021276595744681, 0.7411167512690355, 0.7040816326530612]",92.0,219.0,25.0,39.0,57.77777777777777,0.2191780821917808,8.0,70.0,22.0,35.0
Neural Network,weight decay,"[0.2, 0.21, 0.19333333333333333, 0.20666666666666667, 0.20666666666666667]",0.31851851851851853,Models\NN\20260416_09\weight_decay.pt,"[80.0, 79.0, 80.66666666666666, 79.33333333333333, 79.33333333333333]","[0.620253164556962, 0.6701570680628273, 0.6588235294117647, 0.6736842105263158, 0.6770833333333334]",76.0,229.0,13.0,57.0,68.14814814814815,0.410958904109589,15.0,77.0,20.0,23.0
Neural Network,weight perturbation,"[0.78, 0.23333333333333334, 0.7766666666666666, 0.23333333333333334, 0.79]",0.24444444444444444,Models\NN\20260415_09\weight_perturbation.pt,"[22.0, 76.66666666666667, 22.333333333333332, 76.66666666666667, 21.0]","[0.36065573770491804, 0.0, 0.3651226158038147, 0.0, 0.34710743801652894]",0.0,291.0,0.0,84.0,75.55555555555556,0.0,0.0,102.0,0.0,33.0
Random forest,baseline,"[0.2195845697329377, 0.2195845697329377, 0.21068249258160238, 0.2195845697329377, 0.2195845697329377, 0.21893491124260356, 0.22189349112426035, 0.21597633136094674, 0.21893491124260356, 0.22189349112426035]",0.22962962962962963,Models\RandomForest\20260416_Apr\baseline.pkl,"[78.04154302670622, 78.04154302670622, 78.93175074183976, 78.04154302670622, 78.04154302670622, 78.10650887573965, 77.81065088757396, 78.40236686390533, 78.10650887573965, 77.81065088757396]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,293.0,0.0,82.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
Random forest,batch normalisation,"[0.14540059347181009, 0.14094955489614244, 0.1543026706231454, 0.13353115727002968, 0.16172106824925817, 0.14940828402366862, 0.12721893491124261, 0.13609467455621302, 0.15088757396449703, 0.15088757396449703]",0.3962962962962963,Models\RandomForest\20260415_Apr\batch_normalisation.pkl,"[84.86646884272997, 85.7566765578635, 84.27299703264094, 86.05341246290801, 83.38278931750742, 84.31952662721893, 87.27810650887574, 86.09467455621301, 84.31952662721893, 84.61538461538461]","[0.5614035087719298, 0.6065573770491803, 0.5691056910569106, 0.6808510638297872, 0.4954128440366973, 0.6165413533834586, 0.6814814814814815, 0.6349206349206349, 0.5853658536585366, 0.592]",36.0,284.0,6.0,49.0,60.0,0.03636363636363636,1.0,81.0,15.0,38.0
Random forest,dropout,"[0.09495548961424333, 0.10385756676557864, 0.10979228486646884, 0.10979228486646884, 0.10089020771513353, 0.11242603550295859, 0.10355029585798817, 0.10650887573964497, 0.11242603550295859, 0.11538461538461539]",0.23703703703703705,Models\RandomForest\20260416_Apr\dropout.pkl,"[90.50445103857567, 89.61424332344214, 89.02077151335311, 89.02077151335311, 89.91097922848664, 88.75739644970415, 89.64497041420118, 89.3491124260355, 88.75739644970415, 88.46153846153845]","[0.5294117647058824, 0.5070422535211268, 0.5432098765432098, 0.4931506849315068, 0.5641025641025641, 0.4722222222222222, 0.5205479452054794, 0.47058823529411764, 0.4864864864864865, 0.4507042253521127]",27.0,315.0,0.0,33.0,76.29629629629629,0.058823529411764705,1.0,102.0,2.0,30.0
Random forest,layer normalisation,"[0.11275964391691394, 0.13649851632047477, 0.14540059347181009, 0.14836795252225518, 0.12759643916913946, 0.1301775147928994, 0.11538461538461539, 0.14792899408284024, 0.14497041420118342, 0.14497041420118342]",0.5185185185185185,Models\RandomForest\20260415_Apr\layer_normalisation.pkl,"[88.72403560830861, 86.35014836795251, 85.45994065281899, 85.16320474777447, 87.24035608308606, 86.98224852071006, 88.46153846153845, 85.20710059171599, 85.50295857988166, 85.50295857988166]","[0.6935483870967742, 0.6617647058823529, 0.6016260162601627, 0.6428571428571429, 0.6666666666666666, 0.6764705882352942, 0.6929133858267716, 0.576271186440678, 0.5504587155963303, 0.6016260162601627]",41.0,284.0,5.0,45.0,48.148148148148145,0.125,5.0,60.0,5.0,65.0
Random forest,prune,"[0.1394658753709199, 0.14836795252225518, 0.142433234421365, 0.1513353115727003, 0.1661721068249258, 0.14792899408284024, 0.15088757396449703, 0.15088757396449703, 0.15384615384615385, 0.14792899408284024]",0.37777777777777777,Models\RandomForest\20260416_Apr\prune.pkl,"[86.05341246290801, 85.16320474777447, 85.7566765578635, 84.86646884272997, 83.38278931750742, 85.20710059171599, 84.91124260355029, 84.91124260355029, 84.61538461538461, 85.20710059171599]","[0.7707317073170732, 0.7448979591836735, 0.7692307692307693, 0.751219512195122, 0.7281553398058253, 0.7596153846153846, 0.7536231884057971, 0.751219512195122, 0.717391304347826, 0.7474747474747475]",88.0,235.0,16.0,36.0,62.22222222222222,0.10526315789473684,3.0,81.0,0.0,51.0
Random forest,weight normalisation,"[0.01483679525222552, 0.01483679525222552, 0.017804154302670624, 0.01483679525222552, 0.008902077151335312, 0.014792899408284023, 0.014792899408284023, 0.011834319526627219, 0.011834319526627219, 0.01775147928994083]",0.35555555555555557,Models\RandomForest\20260415_Apr\weight_normalisation.pkl,"[98.21958456973294, 98.21958456973294, 96.43916913946587, 98.21958456973294, 99.10979228486647, 98.22485207100591, 97.0414201183432, 98.5207100591716, 98.5207100591716, 96.44970414201184]","[0.9794238683127572, 0.9790794979079498, 0.9734513274336283, 0.9779735682819384, 0.9876543209876543, 0.9779735682819384, 0.9775784753363229, 0.9824561403508771, 0.9831932773109243, 0.9745762711864406]",125.0,244.0,0.0,6.0,64.44444444444444,0.22580645161290322,7.0,80.0,12.0,36.0
Random forest,weight decay,"[0.1661721068249258, 0.14540059347181009, 0.1513353115727003, 0.1661721068249258, 0.1543026706231454, 0.15976331360946747, 0.15976331360946747, 0.17751479289940827, 0.17751479289940827, 0.14792899408284024]",0.45925925925925926,Models\RandomForest\20260416_Apr\weight_decay.pkl,"[83.38278931750742, 85.45994065281899, 84.86646884272997, 83.38278931750742, 84.56973293768546, 84.02366863905326, 84.02366863905326, 82.24852071005917, 82.24852071005917, 85.20710059171599]","[0.7383177570093458, 0.7699530516431925, 0.7792207792207793, 0.72, 0.7777777777777778, 0.7326732673267327, 0.7428571428571429, 0.7, 0.7058823529411765, 0.7807017543859649]",87.0,229.0,13.0,46.0,54.074074074074076,0.3111111111111111,14.0,59.0,38.0,24.0
Random forest,weight perturbation,"[0.228486646884273, 0.21364985163204747, 0.21364985163204747, 0.228486646884273, 0.22551928783382788, 0.21301775147928995, 0.23372781065088757, 0.22189349112426035, 0.23372781065088757, 0.22781065088757396]",0.24444444444444444,Models\RandomForest\20260415_Apr\weight_perturbation.pkl,"[77.1513353115727, 78.63501483679525, 78.63501483679525, 77.1513353115727, 77.44807121661721, 78.69822485207101, 76.62721893491124, 77.81065088757396, 76.62721893491124, 77.2189349112426]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,291.0,0.0,84.0,75.55555555555556,0.0,0.0,102.0,0.0,33.0
svm,baseline,"[0.32047477744807124, 0.3353115727002967, 0.314540059347181, 0.3620178041543027, 0.3560830860534125, 0.3076923076923077, 0.28994082840236685, 0.3076923076923077, 0.3343195266272189, 0.3520710059171598]",0.42962962962962964,Models\SVM\20260416_Apr\baseline.pkl,"[67.95252225519289, 66.46884272997032, 68.5459940652819, 63.798219584569736, 64.39169139465875, 69.23076923076923, 71.00591715976331, 69.23076923076923, 66.5680473372781, 64.79289940828401]","[0.15625, 0.12403100775193798, 0.18461538461538463, 0.1643835616438356, 0.1044776119402985, 0.2571428571428571, 0.20967741935483872, 0.21212121212121213, 0.13740458015267176, 0.14388489208633093]",13.0,230.0,63.0,69.0,57.03703703703704,0.17142857142857143,6.0,71.0,33.0,25.0
svm,batch normalisation,"[0.17210682492581603, 0.1572700296735905, 0.1513353115727003, 0.16023738872403562, 0.16023738872403562, 0.15088757396449703, 0.14497041420118342, 0.15976331360946747, 0.15976331360946747, 0.15088757396449703]",0.4444444444444444,Models\SVM\20260415_Apr\batch_normalisation.pkl,"[82.7893175074184, 84.27299703264094, 84.86646884272997, 83.97626112759644, 83.97626112759644, 84.91124260355029, 85.50295857988166, 84.02366863905326, 84.02366863905326, 84.91124260355029]","[0.532258064516129, 0.5691056910569106, 0.5565217391304348, 0.47058823529411764, 0.5645161290322581, 0.5785123966942148, 0.5950413223140496, 0.55, 0.6142857142857143, 0.5785123966942148]",36.0,278.0,12.0,49.0,55.55555555555556,0.1891891891891892,7.0,68.0,28.0,32.0
svm,dropout,"[0.0830860534124629, 0.0771513353115727, 0.09495548961424333, 0.09792284866468842, 0.0771513353115727, 0.08284023668639054, 0.07100591715976332, 0.06804733727810651, 0.07396449704142012, 0.08579881656804733]",0.34074074074074073,Models\SVM\20260416_Apr\dropout.pkl,"[91.69139465875371, 92.28486646884274, 90.50445103857567, 90.20771513353115, 92.28486646884274, 91.71597633136095, 92.89940828402366, 93.19526627218934, 92.60355029585799, 91.42011834319527]","[0.6888888888888889, 0.7291666666666666, 0.6666666666666666, 0.6292134831460674, 0.6904761904761905, 0.7083333333333334, 0.7209302325581395, 0.7676767676767676, 0.7422680412371134, 0.7010309278350515]",34.0,308.0,7.0,26.0,65.92592592592592,0.041666666666666664,1.0,88.0,16.0,30.0
