dataset_name,seed,subset_type,file_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features
Agaricus Lepiota,1578738730,features,Data\Input\Subsets\Agaricus Lepiota\1578738730_20260522_072909.csv,14,0.6428571428571429,8124,2,580.2857142857143,0.1428571428571428,4062.0,0.9306083650190116,0.2857142857142857,0.1556582910119043,0.0165086975735648,0.6307353998096041,1.1684268729019944,-0.6822246751415346
Agaricus Lepiota,3135962878,features,Data\Input\Subsets\Agaricus Lepiota\3135962878_20260522_072910.csv,17,0.5882352941176471,8124,2,477.88235294117646,0.1176470588235294,4062.0,0.9306083650190116,0.2941176470588235,0.1260837898211995,0.0052102297135727,0.3296564336315843,1.1343772135649532,-0.6769183521496294
Agaricus Lepiota,3067958623,features,Data\Input\Subsets\Agaricus Lepiota\3067958623_20260522_072910.csv,15,0.4666666666666667,8124,2,541.6,0.1333333333333333,4062.0,0.9306083650190116,0.2,0.1373905054341856,0.0052102297135727,0.6288599774832568,1.1472760785983451,-0.6639743075323209
Agaricus Lepiota,4185708046,features,Data\Input\Subsets\Agaricus Lepiota\4185708046_20260522_072911.csv,14,0.4285714285714285,8124,2,580.2857142857143,0.1428571428571428,4062.0,0.9306083650190116,0.3571428571428571,0.1087007329311316,0.0052102297135727,0.2186708102465315,1.1148286689059717,-0.5449491216902831
Agaricus Lepiota,2069601501,features,Data\Input\Subsets\Agaricus Lepiota\2069601501_20260522_072911.csv,14,0.5714285714285714,8124,2,580.2857142857143,0.1428571428571428,4062.0,0.9306083650190116,0.2857142857142857,0.1038670858300707,0.0052102297135727,0.3375655270270099,1.109452983092929,-0.523772486751516
Agaricus Lepiota,1741732379,features,Data\Input\Subsets\Agaricus Lepiota\1741732379_20260522_072912.csv,17,0.5882352941176471,8124,2,477.88235294117646,0.1176470588235294,4062.0,0.9306083650190116,0.2941176470588235,0.1539059081287296,0.0052102297135727,0.6314991666255025,1.166381134631556,-0.7353229705218257
Agaricus Lepiota,3650192458,features,Data\Input\Subsets\Agaricus Lepiota\3650192458_20260522_072912.csv,11,0.7272727272727273,8124,2,738.5454545454545,0.1818181818181818,4062.0,0.9306083650190116,0.2727272727272727,0.1450305771046327,0.0052102297135727,0.3375655270270099,1.1560749191513515,-0.5659215708914747
Agaricus Lepiota,1974370246,instances,Data\Input\Subsets\Agaricus Lepiota\1974370246_20260522_072912.csv,21,0.5714285714285714,961,2,45.76190476190476,0.0952380952380952,480.5,0.929718875502008,0.2857142857142857,0.1462818341074923,0.0036431620683446,0.6207595003776863,1.157522371368282,-0.7745761133980051
Agaricus Lepiota,1733798726,instances,Data\Input\Subsets\Agaricus Lepiota\1733798726_20260522_072913.csv,21,0.5714285714285714,1423,2,67.76190476190476,0.0952380952380952,711.5,0.9308005427408412,0.2857142857142857,0.1492615609832341,0.0069275814196966,0.6301325244358393,1.160976615684045,-0.7790695826350229
Agaricus Lepiota,4028076076,instances,Data\Input\Subsets\Agaricus Lepiota\4028076076_20260522_072913.csv,21,0.5714285714285714,2237,2,106.52380952380952,0.0952380952380952,1118.5,0.9301121656600516,0.238095238095238,0.1468661851232301,0.0049867101706091,0.6319061410673327,1.1581989684075609,-0.7754705419980782
Agaricus Lepiota,180002623,instances,Data\Input\Subsets\Agaricus Lepiota\180002623_20260522_072913.csv,21,0.5714285714285714,3235,2,154.04761904761904,0.0952380952380952,1617.5,0.9301909307875896,0.2857142857142857,0.1454070776122626,0.005557991110452,0.6195982451822936,1.1565102638938862,-0.7732169686355836
Agaricus Lepiota,3937893551,instances,Data\Input\Subsets\Agaricus Lepiota\3937893551_20260522_072914.csv,21,0.5714285714285714,4655,2,221.66666666666663,0.0952380952380952,2327.5,0.9307341352136044,0.2857142857142857,0.1440537419183834,0.0041204256889251,0.6233189190212246,1.1549461758802109,-0.7710829467882393
Agaricus Lepiota,3490787713,instances,Data\Input\Subsets\Agaricus Lepiota\3490787713_20260522_072914.csv,21,0.5714285714285714,5505,2,262.1428571428572,0.0952380952380952,2752.5,0.9309014380918976,0.2857142857142857,0.1424630795402792,0.0047971878674495,0.6251382548966123,1.1531105068014258,-0.7685259127157834
Agaricus Lepiota,4182146399,instances,Data\Input\Subsets\Agaricus Lepiota\4182146399_20260522_072915.csv,21,0.5714285714285714,6546,2,311.7142857142857,0.0952380952380952,3273.0,0.9304040106163374,0.2857142857142857,0.1442026369810387,0.0067824127888583,0.6233072890500344,1.1551181544664957,-0.7713214176627459
Agaricus Lepiota,757161790,instances,Data\Input\Subsets\Agaricus Lepiota\757161790_20260522_072915.csv,21,0.5714285714285714,7253,2,345.3809523809524,0.0952380952380952,3626.5,0.9305296779345222,0.2857142857142857,0.1443209601681564,0.0053923911608189,0.6273751686426204,1.155254839814393,-0.7715081005534759
Ann thyroid,338349129,features,Data\Input\Subsets\Ann thyroid\338349129_20260522_072919.csv,18,1.0,7129,3,396.05555555555554,0.1666666666666666,2376.333333333333,0.0251705837755875,0.8888888888888888,0.0316084315288367,0.0,0.2359323396950791,1.0321132831496074,-0.4506178358268027
Ann thyroid,2746533354,features,Data\Input\Subsets\Ann thyroid\2746533354_20260522_072920.csv,20,1.0,7129,3,356.45,0.15,2376.333333333333,0.0251705837755875,0.9,0.0282505717849229,0.0,0.2351386496442458,1.028653403650913,-0.4467865009433117
Ann thyroid,2065393814,features,Data\Input\Subsets\Ann thyroid\2065393814_20260522_072921.csv,14,1.0,7129,3,509.2142857142857,0.2142857142857142,2376.333333333333,0.0251705837755875,1.0,0.0391864936359169,0.0,0.2379769582132838,1.0399644123108414,-0.4302483834391928
Ann thyroid,1150758753,features,Data\Input\Subsets\Ann thyroid\1150758753_20260522_072922.csv,12,1.0,7129,3,594.0833333333334,0.25,2376.333333333333,0.0251705837755875,0.8333333333333334,0.0301497744956178,0.0,0.2378990133318,1.030608881319958,-0.1360577909816574
