FSize,FConc1,FAsym,FM3Trans,FDist,target
-0.3805181707272911,-0.14821201202871329,0.540231796599251,-0.40732508760898833,-1.4973775838456294,1
-0.6481083579475285,1.4743552551726313,0.5160285031036561,-0.4917883248586548,0.15463133940763557,1
2.6178044729437766,-1.774403103389078,2.049177164771682,-2.1889761614638243,0.8445673555634152,1
-1.0291703334193865,1.6093427050961377,0.5319329919326827,-0.356715497568355,-1.0306869576827098,1
0.7122828944870029,-0.2841054179919748,-0.022875230848568864,1.0387594701242315,2.1791818775482223,1
0.1775259222414966,-0.729835789551473,0.9329837004403505,0.45994056359901936,0.5943120691708149,1
0.4415171908044998,-0.5712934825943345,0.21608526529576302,0.49711555540839847,0.3397586582767683,1
-0.5769767891927822,0.025731547604261853,0.5729982634622482,-0.15348290282747798,0.581404305870522,1
2.814263091409267,-1.5904940273187969,1.940955464545615,2.0662150154697927,0.7299239225996139,1
-0.5208759983594253,-0.21072297877181356,0.49031356293406103,-0.3340870323999112,-1.2246515418819182,1
1.0764087821601116,-0.8014063166921244,-0.503802569773641,1.1317426783052202,1.7323911661331186,1
-0.817469235935021,0.7133521817783659,0.49661943431741834,-0.8275473826962332,-0.4132700764173708,1
0.4645926104302954,-0.8430802945208579,-0.2409946610771448,-0.7016106598283341,-0.20697349014391955,1
-0.6967996103689329,0.24134908506597025,-0.21787087310995587,-0.40624685399960075,-2.0396803877645158,1
0.7827793599492968,0.2884587991332344,0.313139082582748,1.3753320167117495,2.3948379311939805,1
-0.4209530803468047,-0.3674533736494421,0.37794669705260786,0.6213290299184367,0.27333188054569896,1
0.2569138337981338,-0.5024408235729486,-0.010112662348686142,0.532678010346595,-0.03022818354240382,1
-0.10382483631522547,-0.20438128649352796,0.9176384530938575,-0.6285170109062287,-1.582528652239696,1
0.8405737595625282,-0.5812589990316402,0.905772365637188,0.5071614194387202,-0.17312408597053852,1
-0.3951255464537121,-0.3901022746433188,0.30878377770362186,0.5852755936045368,0.3761655134774899,1
2.167304537497046,-1.5542557857285937,-0.8902587702583384,2.8765557083536106,1.2278636545615198,1
1.1306042631161088,-0.43811794475033816,-0.9254181127981164,-0.9178783287398441,1.4573513674284422,1
0.44109378860953113,-0.9653843598877934,-0.9022282326557188,0.7079198531294844,1.0487617438719843,1
-1.0334043553690735,1.5839759359829957,0.4482043739704326,-0.11069531999780421,-1.7078129560486657,1
0.12735276213770141,-0.3076602750256068,-0.23780190061322515,-0.5585232836111127,1.9922871056130746,1
1.4858387046948742,-1.3250489076705592,-0.7276855766146325,-0.9774988710875028,1.3398960773141624,1
-0.3961840519411333,-0.09657251776267375,0.4612635099231741,0.45546878224579995,-1.1974434765020485,1
-0.3102334063624811,0.061969789194465,0.2260600997387732,-0.5751300066128422,-1.7399886357277143,1
-1.3022647491742179,1.1038192349128042,0.5792973561609689,-0.4100832476901452,-0.1141286449943053,1
-0.5541130706644704,-0.14640009994920308,0.585365973582039,0.6767473493152232,-1.1283253497840924,1
1.0474057318047534,-0.9173686897807742,0.6151176204528319,-0.8877744314491726,-0.6977630710660369,1
1.26693976989604,-0.3484282968145853,0.24836705620723107,-1.1722981386692406,2.3844206699412553,1
0.04457763302131475,-0.34752234077483035,0.33860151674962324,0.5640238017052221,-0.5222094563044855,1
0.0767561998389385,-0.2279361435271599,-0.10416182767042181,0.5393062589185897,0.07158782489683302,1
0.653641690483834,-1.040578711187465,-0.9142146417646911,0.4843644802688095,1.194402554470824,1
1.8127051992107341,-1.2969642704381519,0.9935580263545462,0.7647677947672893,0.8687894964453953,1
0.4639575071378429,-0.891095964627877,0.0622328494372644,-0.45550383848560044,-0.3766623742773291,1
0.4567596698233743,-0.5776351748726202,0.17244748294654239,0.6506098113733706,-0.8316610306126395,1
-0.28377076917693594,-0.43811794475033816,0.24251535669453753,-0.1620461956448916,-0.22367056569938146,1
1.3308735013363189,-0.7361774818297586,-0.7432799406215267,-1.2772044926111814,2.391477092409361,1
1.2673631720910088,-0.6981273281600453,-0.7534547462613218,0.8047250143723204,1.3100636119271791,1
-1.1130039680231945,1.0376844440106836,0.05615067464692061,-0.2889119322923077,-0.32168387208749416,1
-0.5979351978437344,0.07102934959201553,0.5950815233376927,0.7164301969750084,0.3953798706724274,1
-1.4665448008220852,1.7669790560135215,0.32021941868585646,-0.582971267995398,-1.1496686845358208,1
1.2821822489149146,-0.9599486236492628,1.0000384488673004,-0.926374231956671,0.5472201567982745,1
-0.8274191875167856,1.109254971151335,-0.0020206075635394137,0.37727277785069924,-1.8472783927532161,1
