device_age_months,avg_charging_cycles_per_week,avg_battery_temp_celsius,overnight_charging_freq_per_week,video_streaming_hours_per_week,background_app_usage_level,thermal_stress_index,target
0.9738981987886461,1.011048553983498,1.1369216050202264,1.5328199020076552,0.7974230699855498,2,1.4248354945159738,1
0.2665140513783161,0.648519083170316,1.372745268874746,-0.635364863760783,0.19623862615512644,2,1.7066480724156063,3
-0.723823754996146,0.9451341047447371,-0.9854913696704439,0.2319090425465922,0.0559622559280278,2,-1.289464597885745,3
1.256851857752778,-0.010625409217287525,0.3508427255051631,-1.5026387700681583,-1.0261697429667342,2,0.07510156878615716,1
-1.218992658183377,1.076963003222258,2.669775420074602,1.0991829488539675,-0.14443255868211333,0,2.7745694202457902,3
-0.29939326654994797,0.5826046339315554,-0.4745400979856525,-0.635364863760783,-1.1864855946548474,2,-0.05838859969261568,3
0.9738981987886461,1.1428774524610188,0.31153878152941217,0.2319090425465922,0.3966334407652676,2,0.5942300017591636,1
-0.440870096032014,-0.1754115323141887,0.2329308935779047,1.0991829488539675,0.3365149963822251,1,0.3420819057437035,3
-0.15791643706788197,1.044005778602878,2.158824148389809,-1.5026387700681583,0.1761991446941124,2,2.8635628658983054,3
-1.006777413960278,-0.8015988000824119,0.5473624453839289,-1.5026387700681583,1.2382916621278601,2,0.6238944836433354,2
-1.006777413960278,0.31894683697651427,-0.5138440419614049,-1.0690018169144706,0.7974230699855498,1,-0.5033558279551923,2
-0.08717802232684896,0.022331815402092534,-0.4745400979856525,0.2319090425465922,2.079949883490453,1,-0.7703361649127386,3
0.7616829545655471,-0.7686415754630319,-1.06409925762195,-1.0690018169144706,0.9777784031346769,2,-0.9186585743335977,3
1.0446366135296792,-1.4937005170893958,-0.04219671425236716,0.6655459957002798,0.15615966323309835,1,-0.20671100911347476,3
-0.08717802232684896,0.8133052062672169,-0.4745400979856525,1.0991829488539675,-0.3047484103702264,1,-0.5181880688972785,3
-1.572684731888542,-0.5049837785079905,-0.9461874256946902,1.5328199020076552,-1.4269593721870166,2,-0.45885910512893485,2
-0.22865485180891498,0.15416071387961336,-0.317324322082639,1.0991829488539675,1.3785680323549587,0,-0.0880530815767875,3
-1.643423146629575,-0.9004704739405527,-0.5138440419614049,1.5328199020076552,0.5769887739143946,1,-0.3402011775922476,2
-0.08717802232684896,-0.9004704739405527,0.7831861092384484,-1.5026387700681583,-0.46506426205833923,2,0.5200687970487344,3
1.3275902724938111,-0.40611210464985004,-1.1034032015977022,1.0991829488539675,0.29643603346019703,1,-0.9186585743335977,1
0.33725246611934906,1.241749126319159,1.3334413248989923,-0.635364863760783,0.13612018177208396,0,2.433427878577814,1
0.9031597840476131,-1.1311710462762137,0.66527427731119,-0.635364863760783,-0.10435359576008524,0,1.0095327481375684,3
-1.643423146629575,1.8679363940873823,0.3901466694809168,-0.635364863760783,0.9176599587516344,2,0.1344305325545008,2
-0.29939326654994797,1.274706350938539,1.17622554899598,0.2319090425465922,-1.5471962609531014,0,0.9798682662533972,3
0.5494677103424481,-0.9663849231793128,0.3901466694809168,1.5328199020076552,0.8575415143685923,2,0.3420819057437035,3
