avg_screen_on_hours_per_day,avg_charging_cycles_per_week,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,target
0.8031778351672503,1.011048553983498,1.8037023212592054,1.5328199020076552,1.3715850376186014,0.7974230699855498,2,2,-2.1075788487556264,0.02743619790306621,1.4248354945159738,1
0.6512411498252477,0.648519083170316,0.4448828832776848,-0.635364863760783,1.618585234767366,0.19623862615512644,2,0,0.34119595615021386,0.02743619790306621,1.7066480724156063,3
0.8538233969479181,0.9451341047447371,-0.9634299779415734,0.2319090425465922,-1.3101313885679882,0.0559622559280278,2,0,-0.4750623121517329,0.02743619790306621,-1.289464597885745,3
-0.0071511533234303246,-0.010625409217287525,0.530371523415595,-1.5026387700681583,-0.7455595093708115,-1.0261697429667342,2,0,1.1574542244521606,0.02743619790306621,0.07510156878615716,1
1.056405644070588,1.076963003222258,1.5607346071830397,1.0991829488539675,1.3715850376186014,-0.14443255868211333,0,0,-1.2913205804536796,0.02743619790306621,2.7745694202457902,3
0.9551145205092533,0.5826046339315554,-1.341379755393387,-0.635364863760783,1.1951563253694837,-1.1864855946548474,2,0,1.1574542244521606,0.02743619790306621,-0.05838859969261568,3
1.1576967676319232,1.1428774524610188,-0.023054936424560614,0.2319090425465922,0.9834418706705422,0.3966334407652676,2,0,0.34119595615021386,0.02743619790306621,0.5942300017591636,1
-0.614897894691441,-0.1754115323141887,-1.8093175750956325,1.0991829488539675,0.4541557339231891,0.3365149963822251,1,0,-0.4750623121517329,0.02743619790306621,0.3420819057437035,3
1.056405644070588,1.044005778602878,-0.6754682427401913,-1.5026387700681583,3.0653006752101315,0.1761991446941124,2,0,1.1574542244521606,0.02743619790306621,2.8635628658983054,3
-0.5136067711301058,-0.8015988000824119,1.259274665644093,-1.5026387700681583,0.4188699914733656,1.2382916621278601,2,0,1.1574542244521606,0.02743619790306621,0.6238944836433354,2
-0.15908783866543288,0.31894683697651427,-1.6023450779196393,-1.0690018169144706,-0.18098763017363473,0.7974230699855498,1,0,1.1574542244521606,0.02743619790306621,-0.5033558279551923,2
-0.2097334004461007,0.022331815402092534,0.7778386396042826,0.2319090425465922,-1.1689884187686939,2.079949883490453,1,0,-0.4750623121517329,0.02743619790306621,-0.7703361649127386,3
-1.0200623889367813,-0.7686415754630319,-0.15803699980020836,-1.0690018169144706,0.03072682452530644,0.9777784031346769,2,1,1.1574542244521606,0.02743619790306621,-0.9186585743335977,3
-1.7797458156467945,-1.4937005170893958,-0.4459987350015905,0.6655459957002798,-0.5691307971216938,0.15615966323309835,1,1,-0.4750623121517329,0.02743619790306621,-0.20671100911347476,3
1.208342329412591,0.8133052062672169,-1.1928994856801747,1.0991829488539675,-0.2868448575231053,-0.3047484103702264,1,1,-0.4750623121517329,0.02743619790306621,-0.5181880688972785,3
-0.7161890182527761,-0.5049837785079905,1.0028087452303622,1.5328199020076552,1.15987058291966,-1.4269593721870166,2,1,-2.1075788487556264,0.02743619790306621,-0.45885910512893485,2
