avg_screen_on_hours_per_day,fast_charging_usage_percent,overnight_charging_freq_per_week,video_streaming_hours_per_week,background_app_usage_level,charging_habit_score,usage_intensity_score,thermal_stress_index,target
0.8031778351672503,1.8037023212592054,1.5328199020076552,0.7974230699855498,2,-2.1075788487556264,0.02743619790306621,1.4248354945159738,1
0.6512411498252477,0.4448828832776848,-0.635364863760783,0.19623862615512644,2,0.34119595615021386,0.02743619790306621,1.7066480724156063,3
0.8538233969479181,-0.9634299779415734,0.2319090425465922,0.0559622559280278,2,-0.4750623121517329,0.02743619790306621,-1.289464597885745,3
-0.0071511533234303246,0.530371523415595,-1.5026387700681583,-1.0261697429667342,2,1.1574542244521606,0.02743619790306621,0.07510156878615716,1
1.056405644070588,1.5607346071830397,1.0991829488539675,-0.14443255868211333,0,-1.2913205804536796,0.02743619790306621,2.7745694202457902,3
0.9551145205092533,-1.341379755393387,-0.635364863760783,-1.1864855946548474,2,1.1574542244521606,0.02743619790306621,-0.05838859969261568,3
1.1576967676319232,-0.023054936424560614,0.2319090425465922,0.3966334407652676,2,0.34119595615021386,0.02743619790306621,0.5942300017591636,1
-0.614897894691441,-1.8093175750956325,1.0991829488539675,0.3365149963822251,1,-0.4750623121517329,0.02743619790306621,0.3420819057437035,3
1.056405644070588,-0.6754682427401913,-1.5026387700681583,0.1761991446941124,2,1.1574542244521606,0.02743619790306621,2.8635628658983054,3
-0.5136067711301058,1.259274665644093,-1.5026387700681583,1.2382916621278601,2,1.1574542244521606,0.02743619790306621,0.6238944836433354,2
-0.15908783866543288,-1.6023450779196393,-1.0690018169144706,0.7974230699855498,1,1.1574542244521606,0.02743619790306621,-0.5033558279551923,2
-0.2097334004461007,0.7778386396042826,0.2319090425465922,2.079949883490453,1,-0.4750623121517329,0.02743619790306621,-0.7703361649127386,3
-1.0200623889367813,-0.15803699980020836,-1.0690018169144706,0.9777784031346769,2,1.1574542244521606,0.02743619790306621,-0.9186585743335977,3
-1.7797458156467945,-0.4459987350015905,0.6655459957002798,0.15615966323309835,1,-0.4750623121517329,0.02743619790306621,-0.20671100911347476,3
1.208342329412591,-1.1928994856801747,1.0991829488539675,-0.3047484103702264,1,-0.4750623121517329,0.02743619790306621,-0.5181880688972785,3
-0.7161890182527761,1.0028087452303622,1.5328199020076552,-1.4269593721870166,2,-2.1075788487556264,0.02743619790306621,-0.45885910512893485,2
-0.2603789622267681,-0.19853161881290293,1.0991829488539675,1.3785680323549587,0,-0.4750623121517329,0.02743619790306621,-0.0880530815767875,3
-0.7668345800334435,-0.014056132199517622,1.5328199020076552,0.5769887739143946,1,-1.2913205804536796,0.02743619790306621,-0.3402011775922476,2
-0.2603789622267681,-0.7564574807655803,-1.5026387700681583,-0.46506426205833923,2,1.9737124927541074,0.02743619790306621,0.5200687970487344,3
-0.5136067711301058,-1.629341490594769,1.0991829488539675,0.29643603346019703,1,-0.4750623121517329,0.02743619790306621,-0.9186585743335977,1
1.3096334529739257,0.012940280475611991,-0.635364863760783,0.13612018177208396,0,-0.4750623121517329,0.02743619790306621,2.433427878577814,1
-0.614897894691441,-0.07254835966229818,-0.635364863760783,-0.10435359576008524,0,0.34119595615021386,0.02743619790306621,1.0095327481375684,3
1.7147979472192665,0.7778386396042826,-0.635364863760783,0.9176599587516344,2,0.34119595615021386,0.02743619790306621,0.1344305325545008,2
1.1576967676319232,0.4763786980653358,0.2319090425465922,-1.5471962609531014,0,-0.4750623121517329,0.02743619790306621,0.9798682662533972,3
-0.46296120934943846,0.2064145713140403,1.5328199020076552,0.8575415143685923,2,-1.2913205804536796,0.02743619790306621,0.3420819057437035,3
0.2967222173605748,1.965680797309983,-0.2017279106070954,1.3184495879719171,2,0.34119595615021386,0.02743619790306621,0.3717463876278753,2
0.49930446448324517,0.9353177135425382,0.6655459957002798,-1.126367150271805,1,-1.2913205804536796,0.02743619790306621,1.498996699226403,3
0.8538233969479181,-1.6653367074949414,0.6655459957002798,-1.9680253716343978,2,0.34119595615021386,0.02743619790306621,0.29758518291744546,1
0.9551145205092533,-0.9814275863916598,-1.0690018169144706,0.45675188514831006,1,0.34119595615021386,0.02743619790306621,1.5583256629947466,1
0.19543109379924006,0.1614205501888244,1.0991829488539675,0.9577389216736628,1,-1.2913205804536796,0.02743619790306621,2.566918047056587,1
-0.9694168271561137,0.13442413751369509,-0.2017279106070954,-0.8858933727396356,1,0.34119595615021386,0.02743619790306621,0.40141086951204713,3
0.6512411498252477,-1.561850458906945,1.0991829488539675,-1.4069198907260025,1,-0.4750623121517329,0.02743619790306621,0.1344305325545008,1
-0.2603789622267681,-0.32451487796350736,-0.2017279106070954,-1.8878674457903413,2,0.34119595615021386,0.02743619790306621,0.07510156878615716,3
-2.28620143345347,1.0613009726931426,-1.5026387700681583,1.0779758104397474,0,1.1574542244521606,0.02743619790306621,-1.6157738986116348,2
0.39801334092191,-1.6113438821446826,1.5328199020076552,-0.10435359576008524,2,-0.4750623121517329,0.02743619790306621,0.8463780977746237,3
-0.7668345800334435,-1.8183163793206758,-1.0690018169144706,1.2984101065109026,0,1.1574542244521606,0.02743619790306621,-0.0435563587505301,3
-0.46296120934943846,0.6653535867912428,-1.5026387700681583,-2.008104334556426,2,1.1574542244521606,0.02743619790306621,0.0899338097282434,3
