device_age_months,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,video_streaming_hours_per_week,signal_strength_avg,charging_habit_score,target
0.9738981987886461,0.8031778351672503,1.011048553983498,1.1369216050202264,1.8037023212592054,1.5328199020076552,0.7974230699855498,2,-2.1075788487556264,1
0.2665140513783161,0.6512411498252477,0.648519083170316,1.372745268874746,0.4448828832776848,-0.635364863760783,0.19623862615512644,0,0.34119595615021386,3
-0.723823754996146,0.8538233969479181,0.9451341047447371,-0.9854913696704439,-0.9634299779415734,0.2319090425465922,0.0559622559280278,0,-0.4750623121517329,3
1.256851857752778,-0.0071511533234303246,-0.010625409217287525,0.3508427255051631,0.530371523415595,-1.5026387700681583,-1.0261697429667342,0,1.1574542244521606,1
-1.218992658183377,1.056405644070588,1.076963003222258,2.669775420074602,1.5607346071830397,1.0991829488539675,-0.14443255868211333,0,-1.2913205804536796,3
-0.29939326654994797,0.9551145205092533,0.5826046339315554,-0.4745400979856525,-1.341379755393387,-0.635364863760783,-1.1864855946548474,0,1.1574542244521606,3
0.9738981987886461,1.1576967676319232,1.1428774524610188,0.31153878152941217,-0.023054936424560614,0.2319090425465922,0.3966334407652676,0,0.34119595615021386,1
-0.440870096032014,-0.614897894691441,-0.1754115323141887,0.2329308935779047,-1.8093175750956325,1.0991829488539675,0.3365149963822251,0,-0.4750623121517329,3
-0.15791643706788197,1.056405644070588,1.044005778602878,2.158824148389809,-0.6754682427401913,-1.5026387700681583,0.1761991446941124,0,1.1574542244521606,3
-1.006777413960278,-0.5136067711301058,-0.8015988000824119,0.5473624453839289,1.259274665644093,-1.5026387700681583,1.2382916621278601,0,1.1574542244521606,2
-1.006777413960278,-0.15908783866543288,0.31894683697651427,-0.5138440419614049,-1.6023450779196393,-1.0690018169144706,0.7974230699855498,0,1.1574542244521606,2
-0.08717802232684896,-0.2097334004461007,0.022331815402092534,-0.4745400979856525,0.7778386396042826,0.2319090425465922,2.079949883490453,0,-0.4750623121517329,3
0.7616829545655471,-1.0200623889367813,-0.7686415754630319,-1.06409925762195,-0.15803699980020836,-1.0690018169144706,0.9777784031346769,1,1.1574542244521606,3
1.0446366135296792,-1.7797458156467945,-1.4937005170893958,-0.04219671425236716,-0.4459987350015905,0.6655459957002798,0.15615966323309835,1,-0.4750623121517329,3
-0.08717802232684896,1.208342329412591,0.8133052062672169,-0.4745400979856525,-1.1928994856801747,1.0991829488539675,-0.3047484103702264,1,-0.4750623121517329,3
-1.572684731888542,-0.7161890182527761,-0.5049837785079905,-0.9461874256946902,1.0028087452303622,1.5328199020076552,-1.4269593721870166,1,-2.1075788487556264,2
