battery_capacity_mah,avg_charging_cycles_per_week,avg_battery_temp_celsius,overnight_charging_freq_per_week,gaming_hours_per_week,background_app_usage_level,signal_strength_avg,target
0.4903440031958131,1.011048553983498,1.1369216050202264,1.5328199020076552,1.3715850376186014,2,2,1
-1.5231134421743464,0.648519083170316,1.372745268874746,-0.635364863760783,1.618585234767366,2,0,3
-1.5231134421743464,0.9451341047447371,-0.9854913696704439,0.2319090425465922,-1.3101313885679882,2,0,3
-1.5231134421743464,-0.010625409217287525,0.3508427255051631,-1.5026387700681583,-0.7455595093708115,2,0,1
-1.5231134421743464,1.076963003222258,2.669775420074602,1.0991829488539675,1.3715850376186014,0,0,3
-0.1808084785942401,0.5826046339315554,-0.4745400979856525,-0.635364863760783,1.1951563253694837,2,0,3
-1.5231134421743464,1.1428774524610188,0.31153878152941217,0.2319090425465922,0.9834418706705422,2,0,1
1.1614964849858662,-0.1754115323141887,0.2329308935779047,1.0991829488539675,0.4541557339231891,1,0,3
-1.5231134421743464,1.044005778602878,2.158824148389809,-1.5026387700681583,3.0653006752101315,2,0,3
0.4903440031958131,-0.8015988000824119,0.5473624453839289,-1.5026387700681583,0.4188699914733656,2,0,2
1.1614964849858662,0.31894683697651427,-0.5138440419614049,-1.0690018169144706,-0.18098763017363473,1,0,2
0.4903440031958131,0.022331815402092534,-0.4745400979856525,0.2319090425465922,-1.1689884187686939,1,0,3
0.4903440031958131,-0.7686415754630319,-1.06409925762195,-1.0690018169144706,0.03072682452530644,2,1,3
-0.1808084785942401,-1.4937005170893958,-0.04219671425236716,0.6655459957002798,-0.5691307971216938,1,1,3
-0.1808084785942401,0.8133052062672169,-0.4745400979856525,1.0991829488539675,-0.2868448575231053,1,1,3
0.4903440031958131,-0.5049837785079905,-0.9461874256946902,1.5328199020076552,1.15987058291966,2,1,2
0.4903440031958131,0.15416071387961336,-0.317324322082639,1.0991829488539675,0.5952987037224834,0,1,3
-1.5231134421743464,-0.9004704739405527,-0.5138440419614049,1.5328199020076552,0.3835842490235419,1,0,2
1.1614964849858662,-0.9004704739405527,0.7831861092384484,-1.5026387700681583,-0.4985593122220466,2,1,3
-1.5231134421743464,-0.40611210464985004,-1.1034032015977022,1.0991829488539675,0.17186979432460076,1,0,1
-0.1808084785942401,1.241749126319159,1.3334413248989923,-0.635364863760783,4.053301463805191,0,0,1
-0.1808084785942401,-1.1311710462762137,0.66527427731119,-0.635364863760783,1.3010135527189544,0,1,3
-1.5231134421743464,1.8679363940873823,0.3901466694809168,-0.635364863760783,-0.6397022820213407,2,2,2
1.1614964849858662,1.274706350938539,1.17622554899598,0.2319090425465922,-0.18098763017363473,0,0,3
0.4903440031958131,-0.9663849231793128,0.3901466694809168,1.5328199020076552,0.06601256697513018,2,1,3
-1.5231134421743464,0.9121768801253571,0.5473624453839289,-0.2017279106070954,-0.32213059997292887,2,1,2
-0.1808084785942401,0.7473907570284563,0.6259703333354364,0.6655459957002798,3.0653006752101315,1,1,3
