Area,MajorAxisLength,ConvexArea,Extent,Solidity,roundness,ShapeFactor1,ShapeFactor4,target
-0.8387997741445266,-1.3019761535258991,-0.8394887772573649,0.28798116649549194,0.3664763405699049,1.4203459748678264,0.6819175161916984,0.838678557131965,6
-0.827265769627946,-1.3911693661111542,-0.8241753786728847,0.6975980699797922,-0.46588588669212394,0.22498659564811133,0.36955141339463937,0.7711412895099649,6
-0.8052865161833704,-1.2478073515840138,-0.8068179597084192,0.5779579459947378,0.5176141993998845,1.248978809464903,0.6043728682043114,0.91741766411968,6
-0.7839196877573745,-1.2742405668555132,-0.7721701388411272,0.6713020641741431,-2.248692176614546,0.5095879794092917,0.403253775986596,-0.2023724020661637,6
-0.7794285709544582,-1.3757498723432617,-0.7824572578026926,0.4754758809957724,0.8046048369438649,1.8724343515436777,0.12021501408647196,0.9404061667505892,6
-0.7746992888665387,-1.2509023940685133,-0.7763251966627366,0.5284097574386211,0.507082776189171,1.1816673376098883,0.4062070484217616,0.9564467221881557,6
-0.7679626136621641,-1.2685048866859407,-0.7639270402595469,0.2569003404052492,-0.6603492507009008,-0.346713085693798,0.3219591094034764,0.9134143121623414,6
-0.7665336219521454,-1.2458188540760693,-0.7680485895503371,0.4261023234528334,0.4763446551337679,1.5732669692773313,0.36998785323592726,0.751408429287439,6
-0.7608857023363566,-1.2395560108697654,-0.7614474089789091,0.4440775272535607,0.2761022344674943,1.356576660848232,0.35206814681127824,0.8913844882054152,6
-0.755816184127004,-1.1965093283294579,-0.7589007606366323,0.69176762964556,0.786651523873559,1.6266250615626117,0.42834685367687714,0.916268492059044,6
-0.7529922243191096,-1.2392536523843505,-0.7535393957055232,0.4286252777359767,0.2673648307059296,1.2221852676988865,0.3065819085045459,0.9906361439268737,6
-0.7470721158061745,-1.2750766858113283,-0.7475748772196644,0.746827913514347,0.2541408729108252,1.4227993803504926,0.18483643934947347,0.8193121896206695,6
-0.7465277380118815,-1.2265685495516514,-0.7487476757983446,0.2292046096087832,0.6003898524722516,1.3286590751373146,0.3002079392200154,0.5718198687882767,6
-0.744792533792573,-1.2051681144733648,-0.7464355871718038,0.9998428722798959,0.48220650938034365,1.2535170623861043,0.34238325459283914,0.6426318741702401,6
-0.744792533792573,-1.2566546814505537,-0.7470387407265535,0.6433521110005519,0.6038942335467553,1.329355208527441,0.2168612086366813,0.9824709255878316,6
-0.7441120615497069,-1.2460616095672905,-0.7454973483088597,0.291822067941844,0.4296491805510329,1.5528994101853366,0.23880448317219025,0.9228290106738158,6
-0.7432954948582675,-1.21500589499525,-0.7437213961754299,0.6000195686327943,0.23603357783072618,1.1854972162118156,0.30975915513818214,0.8316303018268262,6
-0.7432614712461243,-1.2216832495630854,-0.7442240241377213,0.2688064319510934,0.3438676524078755,1.419022809563801,0.2933072321959986,0.9486825062318286,6
-0.7409138420082362,-1.2521871221979575,-0.7430512255590412,0.41875378257672985,0.5779912766336244,1.5112337793351336,0.2057474849702928,0.9860408360712268,6
-0.7387703544432079,-1.2016106036593996,-0.7428501743741246,0.4995720795861893,0.9663407871731501,1.7315671027737762,0.31626325962893914,0.9717934031643017,6
-0.737443433569619,-1.165770471213381,-0.7426826317200275,0.39575757954801116,1.1979880107807237,1.6801960820321868,0.395424417048764,0.7250398193663006,6
