Area,Perimeter,AspectRation,ConvexArea,Extent,Compactness,ShapeFactor2,ShapeFactor3,target
-0.8387997741445266,-1.1396627344211194,-1.5653626598841668,-0.8394887772573649,0.28798116649549194,1.838628173761134,2.398279665087112,1.9248109616774003,6
-0.827265769627946,-1.010528619363842,-1.9724598042284907,-0.8241753786728847,0.6975980699797922,2.4976224677796806,3.097471570977421,2.6914464439539505,6
-0.8052865161833704,-1.0753029286009257,-1.5143048176443414,-0.8068179597084192,0.5779579459947378,1.7640533422046465,2.2310855800766856,1.8401498044547868,6
-0.7839196877573745,-0.9738939690576228,-1.7429602668275983,-0.7721701388411272,0.6713020641741431,2.082210997344313,2.511257764658271,2.2043062399129623,6
-0.7794285709544582,-1.0938205194498358,-2.1215342014692693,-0.7824572578026926,0.4754758809957724,2.768597856586443,3.2676751360828553,3.016333166343739,6
-0.7746992888665387,-1.0249244627526706,-1.671890869642797,-0.7763251966627366,0.5284097574386211,2.0073210603616087,2.407499556672825,2.117891194392567,6
-0.7679626136621641,-0.8614238228276595,-1.7709729442674293,-0.7639270402595469,0.2569003404052492,2.1642896724324223,2.5573639401763337,2.29950970321919,6
-0.7665336219521454,-1.0491426399192536,-1.694221641588221,-0.7680485895503371,0.4261023234528334,2.0358661919758467,2.4167463186165286,2.1507785969474003,6
-0.7608857023363566,-1.0214128270635159,-1.6931550250629306,-0.7614474089789091,0.4440775272535607,2.038764016473285,2.405435577299629,2.1541207161475047,6
-0.755816184127004,-1.0388638866487443,-1.550509731276954,-0.7589007606366323,0.69176762964556,1.8185779700969928,2.1644252600927687,1.9020070888995055,6
-0.7529922243191096,-0.9977349015414186,-1.7256440682710894,-0.7535393957055232,0.4286252777359767,2.0937548513611817,2.4435075157783386,2.2176648332254025,6
-0.7470721158061745,-1.0080136548119278,-1.8896491925794958,-0.7475748772196644,0.746827913514347,2.357592183809979,2.7118147579094574,2.525760604323158,6
-0.7465277380118815,-0.9985313069828579,-1.7151616156885043,-0.7487476757983446,0.2292046096087832,2.063245236643371,2.395087130678288,2.182381156201715,6
-0.744792533792573,-0.9890675885208396,-1.6402481206886013,-0.7464355871718038,0.9998428722798959,1.9475447133294952,2.2702474474514105,2.0492238826221545,6
-0.744792533792573,-0.9961514053420649,-1.8276094690745204,-0.7470387407265535,0.6433521110005519,2.259394109800181,2.599338798153257,2.41046707130019,6
-0.7441120615497069,-1.015791415555811,-1.7921211991875174,-0.7454973483088597,0.291822067941844,2.1990585063620465,2.5328665706752784,2.339993797921478,6
-0.7432954948582675,-0.9805539677784334,-1.680467058099018,-0.7437213961754299,0.6000195686327943,2.016750989268408,2.3384225838670787,2.12874869757901,6
-0.7432614712461243,-1.0023130684942552,-1.7035001365927753,-0.7442240241377213,0.2688064319510934,2.057056808173391,2.3804662971363544,2.1752330831763658,6
-0.7409138420082362,-1.0075106619015448,-1.827722747612721,-0.7430512255590412,0.41875378257672985,2.2597001201712392,2.589658751686946,2.41082519822004,6
-0.7387703544432079,-1.024533246044595,-1.6470391323543774,-0.7428501743741246,0.4995720795861893,1.9688653123457545,2.2776653456543423,2.0736842583962654,6
-0.737443433569619,-1.0180595409942972,-1.521317941692254,-0.7426826317200275,0.39575757954801116,1.7683818725702622,2.0701170211333344,1.845052136135905,6
-0.7321357500752633,-1.0066211096248494,-1.8118012941160748,-0.7364165364567937,0.3907010860455175,2.2267647126916956,2.5320134368090597,2.372320629311894,6
-0.7306727347531011,-0.8424684418530459,-1.6689284360615118,-0.7228120729441047,0.14580460987680857,1.9898921524695499,2.279845203446374,2.097841702729554,6
-0.7284952235759296,-0.9234689297917397,-1.1099964212781321,-0.7279053696286581,0.24508622337266164,1.1931575922246107,1.495580064758713,1.2061505990929449,6
-0.727202326314484,-0.9201156437225204,-0.8084427422510202,-0.7291116767381577,-0.1817375360623281,0.7791415700822368,1.1212659015577633,0.7619863552914599,6
-0.7269641610294808,-0.9699957740021555,-1.991959962437999,-0.7285420317142274,0.47723870199327156,2.535640172557551,2.8542226170704232,2.7366887336034176,6
-0.7262496651744714,-0.9253598105474385,-1.7502702597529967,-0.7262969601493254,0.557467573356224,2.1322119335353955,2.4172938021605983,2.2622411582493958,6
-0.7247186026280227,-0.992793461931083,-1.5796369178421898,-0.728743082899144,0.5263967600434725,1.8622926124213546,2.1353011508251125,1.951765068180304,6
-0.7240381303851565,-0.9502812463202048,-1.5314625975108183,-0.723616277683771,0.5689908089855155,1.7872677302016469,2.058174826403643,1.866458311385913,6
-0.7225751150629944,-0.9915546090221772,-1.398748210526348,-0.7276708099129222,0.4913994258196838,1.5971355207611326,1.8669132976200198,1.652199740626731,6
-0.7222348789415614,-0.9562100423842544,-1.8593021209355014,-0.7237838203378681,0.46027963163417657,2.3005546849176044,2.5858683518128194,2.4587034597299295,6
-0.7221668317172747,-0.8963585433904552,-1.4508089022007375,-0.7202319160710083,0.5112314276866678,1.6728461603776608,1.9402509015647373,1.7371857655650267,6
-0.7216905011472684,-0.9248987337129206,-1.3644141991956482,-0.7214382231805079,0.7237033425913171,1.5427734324055198,1.812153187431433,1.5914484539661866,6
-0.7190366594000906,-0.9979537966042705,-1.7568138732117489,-0.7232476838447572,0.5686133068397861,2.139817921532644,2.407610396899538,2.271070812988155,6
-0.7170973135079222,-1.0014188588757966,-1.8765940530924128,-0.7211701549339524,0.45856646583934724,2.3403282885286867,2.615560097393039,2.505437710040336,6
-0.7164168412650561,-0.9997235864741362,-1.9137372376063324,-0.7207680525641192,0.4982447122384398,2.4028879827628966,2.6813202603842523,2.5791909329455307,6
-0.7163487940407695,-0.9336033054676023,-1.9509444461061518,-0.7163114179651349,0.8155685735349927,2.455422371787239,2.7382350374042543,2.6413566024890542,6
-0.7156342981857601,-0.9376039620418508,-1.9204623209997684,-0.7168475544582458,0.24626356253193363,2.4053427202529427,2.681978584155036,2.582091001741696,6
-0.7152600384521837,-0.9349911933129179,-1.1238372970792638,-0.717718776259551,0.6052527774409212,1.2022754745072848,1.4772695951851194,1.2160801593325183,6
-0.714851755106464,-0.9776151851261035,-1.416001359667534,-0.7190926260231477,0.42268680157601984,1.6166794926789358,1.8690662850540607,1.6740960253745403,6
-0.7146476134336042,-0.9423777373487258,-1.7830199047645332,-0.7161773838418571,0.5770568981915575,2.182603501532027,2.4418046068406496,2.320822406015182,6
-0.7142053064757412,-0.9916011824398052,-1.7961505143446688,-0.7193271857388838,0.6125257524983116,2.2018065959889594,2.460936301730347,2.343197568563682,6
-0.7138990939664515,-0.8647771088968789,-0.8816431338284665,-0.7132956501913861,0.6344663840026206,0.8826185995866094,1.1870378203305978,0.8717679836423322,6
-0.7124360786442894,-0.8914683345395108,-1.427911533679256,-0.710413916540915,0.3636453556390197,1.633541757483328,1.8802409951836296,1.6930113386414958,6
-0.7122659605835728,-0.9614029784497814,-1.5081560520665267,-0.7162444009034961,0.22153486291754965,1.7541462401713914,1.9985327080475392,1.828934812973872,6
-0.7104627091399776,-0.931935977116518,-1.7247520344432248,-0.7119553089586088,0.21994540601035908,2.0850168137256135,2.329847580873153,2.207552210514613,6
-0.7088976229813855,-0.916459630438719,-1.5731306887476646,-0.7098107629861652,0.2672370005988875,1.8555079127859908,2.092102012162217,1.944032825262315,6
-0.708727504920669,-0.937981206724638,-1.5213943659673779,-0.7104474250717344,0.09404075713538818,1.7715041448063624,2.0078516840783447,1.848589188129712,6
-0.7082171507385194,-0.8825681544307913,-1.5863652960181613,-0.7056221966337363,0.518518359329827,1.8767699064557715,2.1119306569623104,1.9682760379974513,6
-0.7076047257199399,-0.9824308765088431,-1.6032819002495837,-0.7121898686743449,0.2908037684707971,1.8979726439701197,2.1319020505392325,1.9924861739928141,6
