Area,MajorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor4,target
-0.8387997741445266,-1.3019761535258991,-1.5653626598841668,-2.182833063901597,-0.8394887772573649,-1.060491463461867,0.28798116649549194,0.3664763405699049,1.838628173761134,0.6819175161916984,2.398279665087112,0.838678557131965,6
-0.827265769627946,-1.3911693661111542,-1.9724598042284907,-3.685503750885848,-0.8241753786728847,-1.041409711693179,0.6975980699797922,-0.46588588669212394,2.4976224677796806,0.36955141339463937,3.097471570977421,0.7711412895099649,6
-0.8052865161833704,-1.2478073515840138,-1.5143048176443414,-2.0422287164313984,-0.8068179597084192,-1.005356514266152,0.5779579459947378,0.5176141993998845,1.7640533422046465,0.6043728682043114,2.2310855800766856,0.91741766411968,6
-0.7839196877573745,-1.2742405668555132,-1.7429602668275983,-2.740195617790069,-0.7721701388411272,-0.9706859183374021,0.6713020641741431,-2.248692176614546,2.082210997344313,0.403253775986596,2.511257764658271,-0.2023724020661637,6
-0.7794285709544582,-1.3757498723432617,-2.1215342014692693,-4.535823177599937,-0.7824572578026926,-0.9634447508333935,0.4754758809957724,0.8046048369438649,2.768597856586443,0.12021501408647196,3.2676751360828553,0.9404061667505892,6
-0.7746992888665387,-1.2509023940685133,-1.671890869642797,-2.503030271512914,-0.7763251966627366,-0.9558367034805204,0.5284097574386211,0.507082776189171,2.0073210603616087,0.4062070484217616,2.407499556672825,0.9564467221881557,6
-0.7679626136621641,-1.2685048866859407,-1.7709729442674293,-2.8396800253600407,-0.7639270402595469,-0.9450294294474001,0.2569003404052492,-0.6603492507009008,2.1642896724324223,0.3219591094034764,2.5573639401763337,0.9134143121623414,6
-0.7665336219521454,-1.2458188540760693,-1.694221641588221,-2.5753305745832686,-0.7680485895503371,-0.9427414956878235,0.4261023234528334,0.4763446551337679,2.0358661919758467,0.36998785323592726,2.4167463186165286,0.751408429287439,6
-0.7608857023363566,-1.2395560108697654,-1.6931550250629306,-2.571832626204052,-0.7614474089789091,-0.933714077914969,0.4440775272535607,0.2761022344674943,2.038764016473285,0.35206814681127824,2.405435577299629,0.8913844882054152,6
-0.755816184127004,-1.1965093283294579,-1.550509731276954,-2.1411362328378702,-0.7589007606366323,-0.9256319279781016,0.69176762964556,0.786651523873559,1.8185779700969928,0.42834685367687714,2.1644252600927687,0.916268492059044,6
-0.7529922243191096,-1.2392536523843505,-1.7256440682710894,-2.6804664361780617,-0.7535393957055232,-0.9211382585418255,0.4286252777359767,0.2673648307059296,2.0937548513611817,0.3065819085045459,2.4435075157783386,0.9906361439268737,6
-0.7470721158061745,-1.2750766858113283,-1.8896491925794958,-3.306244101529032,-0.7475748772196644,-0.9117373291596245,0.746827913514347,0.2541408729108252,2.357592183809979,0.18483643934947347,2.7118147579094574,0.8193121896206695,6
-0.7465277380118815,-1.2265685495516514,-1.7151616156885043,-2.6449372782050133,-0.7487476757983446,-0.9108741987039015,0.2292046096087832,0.6003898524722516,2.063245236643371,0.3002079392200154,2.395087130678288,0.5718198687882767,6
-0.744792533792573,-1.2051681144733648,-1.6402481206886013,-2.4038124923914266,-0.7464355871718038,-0.9081244478947494,0.9998428722798959,0.48220650938034365,1.9475447133294952,0.34238325459283914,2.2702474474514105,0.6426318741702401,6
-0.744792533792573,-1.2566546814505537,-1.8276094690745204,-3.052557513351945,-0.7470387407265535,-0.9081244478947494,0.6433521110005519,0.6038942335467553,2.259394109800181,0.2168612086366813,2.599338798153257,0.9824709255878316,6
-0.7441120615497069,-1.2460616095672905,-1.7921211991875174,-2.9172557199630353,-0.7454973483088597,-0.9070467303293371,0.291822067941844,0.4296491805510329,2.1990585063620465,0.23880448317219025,2.5328665706752784,0.9228290106738158,6
-0.7432954948582675,-1.21500589499525,-1.680467058099018,-2.5305677286544195,-0.7437213961754299,-0.9057539231714937,0.6000195686327943,0.23603357783072618,2.016750989268408,0.30975915513818214,2.3384225838670787,0.8316303018268262,6
-0.7432614712461243,-1.2216832495630854,-1.7035001365927753,-2.605952173100318,-0.7442240241377213,-0.9057000664642014,0.2688064319510934,0.3438676524078755,2.057056808173391,0.2933072321959986,2.3804662971363544,0.9486825062318286,6
-0.7409138420082362,-1.2521871221979575,-1.827722747612721,-3.0530002030175685,-0.7430512255590412,-0.9019860748800997,0.41875378257672985,0.5779912766336244,2.2597001201712392,0.2057474849702928,2.589658751686946,0.9860408360712268,6
-0.7387703544432079,-1.2016106036593996,-1.6470391323543774,-2.4247972323458105,-0.7428501743741246,-0.8985986161413531,0.4995720795861893,0.9663407871731501,1.9688653123457545,0.31626325962893914,2.2776653456543423,0.9717934031643017,6
-0.737443433569619,-1.165770471213381,-1.521317941692254,-2.061093318760861,-0.7426826317200275,-0.8965033238106449,0.39575757954801116,1.1979880107807237,1.7683818725702622,0.395424417048764,2.0701170211333344,0.7250398193663006,6
-0.7321357500752633,-1.2366248774933624,-1.8118012941160748,-2.9914664374770754,-0.7364165364567937,-0.8881351482193833,0.3907010860455175,0.9974864444136344,2.2267647126916956,0.19402823422187393,2.5320134368090597,0.785085267372279,6
-0.7306727347531011,-1.1955861619411046,-1.6689284360615118,-2.493583474583241,-0.7228120729441047,-0.8858321770735939,0.14580460987680857,-1.4048946345397006,1.9898921524695499,0.2845881733788682,2.279845203446374,0.5658531465876505,6
-0.7284952235759296,-1.0509317648163454,-1.1099964212781321,-1.1444658213971604,-0.7279053696286581,-0.8824074030896256,0.24508622337266164,0.02494295252859926,1.1931575922246107,0.6195845229565468,1.495580064758713,0.9231368369434862,6
-0.727202326314484,-0.9689634879663546,-0.8084427422510202,-0.6492537263280562,-0.7291116767381577,-0.8803755803994684,-0.1817375360623281,0.5190467052199113,0.7791415700822368,0.8084461181307042,1.1212659015577633,-0.02949390209157454,6
-0.7269641610294808,-1.280211208197922,-1.991959962437999,-3.782867356736524,-0.7285420317142274,-0.8800014314126847,0.47723870199327156,0.45308648977963867,2.535640172557551,0.06072551937103033,2.8542226170704232,0.8919844963604066,6
-0.7262496651744714,-1.214210939783406,-1.7502702597529967,-2.765808921355066,-0.7262969601493254,-0.8788792289489694,0.557467573356224,0.14965805763310125,2.1322119335353955,0.21497734660369805,2.4172938021605983,0.9567290113009561,6
-0.7247186026280227,-1.1668062449910344,-1.5796369178421898,-2.2235448688173283,-0.728743082899144,-0.876475761254819,0.5263967600434725,0.9362334332052867,1.8622926124213546,0.3198627817276752,2.1353011508251125,0.8970645500682326,6
-0.7240381303851565,-1.153019617804329,-1.5314625975108183,-2.088628859826791,-0.723616277683771,-0.8754081000889776,0.5689908089855155,0.05588989555537972,1.7872677302016469,0.3489705747936989,2.058174826403643,0.8377341424555366,6
-0.7225751150629944,-1.1177635196484617,-1.398748210526348,-1.7500527532709593,-0.7276708099129222,-0.8731137672622695,0.4913994258196838,1.1460573629241642,1.5971355207611326,0.4248358589293146,1.8669132976200198,1.0207548048165997,6
-0.7222348789415614,-1.2372076927558475,-1.8593021209355014,-3.1792536125551125,-0.7237838203378681,-0.8725804223002533,0.46027963163417657,0.44322712492168287,2.3005546849176044,0.13774431489244315,2.5858683518128194,0.6368485133574386,6
-0.7221668317172747,-1.130722902540611,-1.4508089022007375,-1.8775024689491393,-0.7202319160710083,-0.8724737644366629,0.5112314276866678,-0.24216034929990451,1.6728461603776608,0.39155134543489983,1.9402509015647373,1.012760294319195,6
-0.7216905011472684,-1.106949936615337,-1.3644141991956482,-1.6694536329372374,-0.7214382231805079,-0.8717272470730798,0.7237033425913171,0.08803213468598105,1.5427734324055198,0.44554594746296944,1.812153187431433,0.8660295423681958,6
-0.7190366594000906,-1.2070849329214604,-1.7568138732117489,-2.788942703369907,-0.7232476838447572,-0.8675710824794767,0.5686133068397861,0.9655891571114346,2.139817921532644,0.191926594905002,2.407610396899538,0.8669546316286001,6
-0.7170973135079222,-1.237769013041016,-1.8765940530924128,-3.2509009257785775,-0.7211701549339524,-0.8645370967430172,0.45856646583934724,0.9356985822858348,2.3403282885286867,0.10832756137082267,2.615560097393039,0.9604526048547422,6
-0.7164168412650561,-1.2470937216002718,-1.9137372376063324,-3.411339671102763,-0.7207680525641192,-0.8634731805911676,0.4982447122384398,0.9897131486825698,2.4028879827628966,0.08248819811014409,2.6813202603842523,0.9531533492056041,6
-0.7163487940407695,-1.25543773988344,-1.9509444461061518,-3.5818927697326064,-0.7163114179651349,-0.8633668076926219,0.8155685735349927,0.12722571758280846,2.455422371787239,0.062309273683533374,2.7382350374042543,0.6221078222126598,6
-0.7156342981857601,-1.2465969550067404,-1.9204623209997684,-3.4414034630045234,-0.7168475544582458,-0.8622500886982901,0.24626356253193363,0.3717044169075104,2.4053427202529427,0.07943488976815151,2.681978584155036,0.6851970232440624,6
-0.7152600384521837,-1.0362496744025205,-1.1238372970792638,-1.1701557897587864,-0.717718776259551,-0.8616652881545669,0.6052527774409212,0.6157611711160261,1.2022754745072848,0.5763309444464233,1.4772695951851194,0.621250371908379,6
-0.714851755106464,-1.1119639524065879,-1.416001359667534,-1.7915713784193186,-0.7190926260231477,-0.8610274368993578,0.42268680157601984,0.9658315282357628,1.6166794926789358,0.39442140215996185,1.8690662850540607,0.8480292977189399,6
