Area,MajorAxisLength,MinorAxisLength,AspectRation,EquivDiameter,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor3,target
-0.8387997741445266,-1.3019761535258991,-0.6321108474188332,-1.5653626598841668,-1.060491463461867,0.3664763405699049,1.4203459748678264,1.838628173761134,0.6819175161916984,1.9248109616774003,6
-0.827265769627946,-1.3911693661111542,-0.4357583813203137,-1.9724598042284907,-1.041409711693179,-0.46588588669212394,0.22498659564811133,2.4976224677796806,0.36955141339463937,2.6914464439539505,6
-0.8052865161833704,-1.2478073515840138,-0.5867746203154234,-1.5143048176443414,-1.005356514266152,0.5176141993998845,1.248978809464903,1.7640533422046465,0.6043728682043114,1.8401498044547868,6
-0.7839196877573745,-1.2742405668555132,-0.44059531478700986,-1.7429602668275983,-0.9706859183374021,-2.248692176614546,0.5095879794092917,2.082210997344313,0.403253775986596,2.2043062399129623,6
-0.7794285709544582,-1.3757498723432617,-0.26828080781707275,-2.1215342014692693,-0.9634447508333935,0.8046048369438649,1.8724343515436777,2.768597856586443,0.12021501408647196,3.016333166343739,6
-0.7746992888665387,-1.2509023940685133,-0.4629334902607064,-1.671890869642797,-0.9558367034805204,0.507082776189171,1.1816673376098883,2.0073210603616087,0.4062070484217616,2.117891194392567,6
-0.7679626136621641,-1.2685048866859407,-0.40679874504745833,-1.7709729442674293,-0.9450294294474001,-0.6603492507009008,-0.346713085693798,2.1642896724324223,0.3219591094034764,2.29950970321919,6
-0.7665336219521454,-1.2458188540760693,-0.4356965743957656,-1.694221641588221,-0.9427414956878235,0.4763446551337679,1.5732669692773313,2.0358661919758467,0.36998785323592726,2.1507785969474003,6
-0.7608857023363566,-1.2395560108697654,-0.4263748697512916,-1.6931550250629306,-0.933714077914969,0.2761022344674943,1.356576660848232,2.038764016473285,0.35206814681127824,2.1541207161475047,6
-0.755816184127004,-1.1965093283294579,-0.47653423230951036,-1.550509731276954,-0.9256319279781016,0.786651523873559,1.6266250615626117,1.8185779700969928,0.42834685367687714,1.9020070888995055,6
-0.7529922243191096,-1.2392536523843505,-0.39790149575032413,-1.7256440682710894,-0.9211382585418255,0.2673648307059296,1.2221852676988865,2.0937548513611817,0.3065819085045459,2.2176648332254025,6
-0.7470721158061745,-1.2750766858113283,-0.3116200435101883,-1.8896491925794958,-0.9117373291596245,0.2541408729108252,1.4227993803504926,2.357592183809979,0.18483643934947347,2.525760604323158,6
-0.7465277380118815,-1.2265685495516514,-0.38615050638489956,-1.7151616156885043,-0.9108741987039015,0.6003898524722516,1.3286590751373146,2.063245236643371,0.3002079392200154,2.182381156201715,6
-0.744792533792573,-1.2051681144733648,-0.41556096872279474,-1.6402481206886013,-0.9081244478947494,0.48220650938034365,1.2535170623861043,1.9475447133294952,0.34238325459283914,2.0492238826221545,6
-0.744792533792573,-1.2566546814505537,-0.33678959499654987,-1.8276094690745204,-0.9081244478947494,0.6038942335467553,1.329355208527441,2.259394109800181,0.2168612086366813,2.41046707130019,6
-0.7441120615497069,-1.2460616095672905,-0.35079342056861784,-1.7921211991875174,-0.9070467303293371,0.4296491805510329,1.5528994101853366,2.1990585063620465,0.23880448317219025,2.339993797921478,6
-0.7432954948582675,-1.21500589499525,-0.397195317675073,-1.680467058099018,-0.9057539231714937,0.23603357783072618,1.1854972162118156,2.016750989268408,0.30975915513818214,2.12874869757901,6
-0.7432614712461243,-1.2216832495630854,-0.3882454401501654,-1.7035001365927753,-0.9057000664642014,0.3438676524078755,1.419022809563801,2.057056808173391,0.2933072321959986,2.1752330831763658,6
-0.7409138420082362,-1.2521871221979575,-0.3291762955446324,-1.827722747612721,-0.9019860748800997,0.5779912766336244,1.5112337793351336,2.2597001201712392,0.2057474849702928,2.41082519822004,6
-0.7387703544432079,-1.2016106036593996,-0.4040375844003054,-1.6470391323543774,-0.8985986161413531,0.9663407871731501,1.7315671027737762,1.9688653123457545,0.31626325962893914,2.0736842583962654,6
-0.737443433569619,-1.165770471213381,-0.45186395753256836,-1.521317941692254,-0.8965033238106449,1.1979880107807237,1.6801960820321868,1.7683818725702622,0.395424417048764,1.845052136135905,6
-0.7321357500752633,-1.2366248774933624,-0.3173995214774578,-1.8118012941160748,-0.8881351482193833,0.9974864444136344,1.635288154016666,2.2267647126916956,0.19402823422187393,2.372320629311894,6
-0.7306727347531011,-1.1955861619411046,-0.3755179106998613,-1.6689284360615118,-0.8858321770735939,-1.4048946345397006,-0.009310681367836634,1.9898921524695499,0.2845881733788682,2.097841702729554,6
-0.7284952235759296,-1.0509317648163454,-0.596113064150316,-1.1099964212781321,-0.8824074030896256,0.02494295252859926,0.8110786630874441,1.1931575922246107,0.6195845229565468,1.2061505990929449,6
-0.727202326314484,-0.9689634879663546,-0.6915601188167843,-0.8084427422510202,-0.8803755803994684,0.5190467052199113,0.7957022039446942,0.7791415700822368,0.8084461181307042,0.7619863552914599,6
-0.7269641610294808,-1.280211208197922,-0.22457074167545435,-1.991959962437999,-0.8800014314126847,0.45308648977963867,1.3170765968510454,2.535640172557551,0.06072551937103033,2.7366887336034176,6
-0.7262496651744714,-1.214210939783406,-0.33502511873251956,-1.7502702597529967,-0.8788792289489694,0.14965805763310125,0.8627090837663458,2.1322119335353955,0.21497734660369805,2.2622411582493958,6
-0.7247186026280227,-1.1668062449910344,-0.40511050413096017,-1.5796369178421898,-0.876475761254819,0.9362334332052867,1.596383500936218,1.8622926124213546,0.3198627817276752,1.951765068180304,6
-0.7240381303851565,-1.153019617804329,-0.4233799331356815,-1.5314625975108183,-0.8754081000889776,0.05588989555537972,1.1522494888057262,1.7872677302016469,0.3489705747936989,1.866458311385913,6
-0.7225751150629944,-1.1177635196484617,-0.47609795675411093,-1.398748210526348,-0.8731137672622695,1.1460573629241642,1.6152075916747364,1.5971355207611326,0.4248358589293146,1.652199740626731,6
-0.7222348789415614,-1.2372076927558475,-0.2751637626951192,-1.8593021209355014,-0.8725804223002533,0.44322712492168287,1.241042562168185,2.3005546849176044,0.13774431489244315,2.4587034597299295,6
