Perimeter,MinorAxisLength,AspectRation,Eccentricity,Solidity,Compactness,ShapeFactor1,ShapeFactor3,target
-1.1396627344211194,-0.6321108474188332,-1.5653626598841668,-2.182833063901597,0.3664763405699049,1.838628173761134,0.6819175161916984,1.9248109616774003,6
-1.010528619363842,-0.4357583813203137,-1.9724598042284907,-3.685503750885848,-0.46588588669212394,2.4976224677796806,0.36955141339463937,2.6914464439539505,6
-1.0753029286009257,-0.5867746203154234,-1.5143048176443414,-2.0422287164313984,0.5176141993998845,1.7640533422046465,0.6043728682043114,1.8401498044547868,6
-0.9738939690576228,-0.44059531478700986,-1.7429602668275983,-2.740195617790069,-2.248692176614546,2.082210997344313,0.403253775986596,2.2043062399129623,6
-1.0938205194498358,-0.26828080781707275,-2.1215342014692693,-4.535823177599937,0.8046048369438649,2.768597856586443,0.12021501408647196,3.016333166343739,6
-1.0249244627526706,-0.4629334902607064,-1.671890869642797,-2.503030271512914,0.507082776189171,2.0073210603616087,0.4062070484217616,2.117891194392567,6
-0.8614238228276595,-0.40679874504745833,-1.7709729442674293,-2.8396800253600407,-0.6603492507009008,2.1642896724324223,0.3219591094034764,2.29950970321919,6
-1.0491426399192536,-0.4356965743957656,-1.694221641588221,-2.5753305745832686,0.4763446551337679,2.0358661919758467,0.36998785323592726,2.1507785969474003,6
-1.0214128270635159,-0.4263748697512916,-1.6931550250629306,-2.571832626204052,0.2761022344674943,2.038764016473285,0.35206814681127824,2.1541207161475047,6
-1.0388638866487443,-0.47653423230951036,-1.550509731276954,-2.1411362328378702,0.786651523873559,1.8185779700969928,0.42834685367687714,1.9020070888995055,6
-0.9977349015414186,-0.39790149575032413,-1.7256440682710894,-2.6804664361780617,0.2673648307059296,2.0937548513611817,0.3065819085045459,2.2176648332254025,6
-1.0080136548119278,-0.3116200435101883,-1.8896491925794958,-3.306244101529032,0.2541408729108252,2.357592183809979,0.18483643934947347,2.525760604323158,6
-0.9985313069828579,-0.38615050638489956,-1.7151616156885043,-2.6449372782050133,0.6003898524722516,2.063245236643371,0.3002079392200154,2.182381156201715,6
-0.9890675885208396,-0.41556096872279474,-1.6402481206886013,-2.4038124923914266,0.48220650938034365,1.9475447133294952,0.34238325459283914,2.0492238826221545,6
-0.9961514053420649,-0.33678959499654987,-1.8276094690745204,-3.052557513351945,0.6038942335467553,2.259394109800181,0.2168612086366813,2.41046707130019,6
-1.015791415555811,-0.35079342056861784,-1.7921211991875174,-2.9172557199630353,0.4296491805510329,2.1990585063620465,0.23880448317219025,2.339993797921478,6
-0.9805539677784334,-0.397195317675073,-1.680467058099018,-2.5305677286544195,0.23603357783072618,2.016750989268408,0.30975915513818214,2.12874869757901,6
-1.0023130684942552,-0.3882454401501654,-1.7035001365927753,-2.605952173100318,0.3438676524078755,2.057056808173391,0.2933072321959986,2.1752330831763658,6
-1.0075106619015448,-0.3291762955446324,-1.827722747612721,-3.0530002030175685,0.5779912766336244,2.2597001201712392,0.2057474849702928,2.41082519822004,6
-1.024533246044595,-0.4040375844003054,-1.6470391323543774,-2.4247972323458105,0.9663407871731501,1.9688653123457545,0.31626325962893914,2.0736842583962654,6
-1.0180595409942972,-0.45186395753256836,-1.521317941692254,-2.061093318760861,1.1979880107807237,1.7683818725702622,0.395424417048764,1.845052136135905,6
-1.0066211096248494,-0.3173995214774578,-1.8118012941160748,-2.9914664374770754,0.9974864444136344,2.2267647126916956,0.19402823422187393,2.372320629311894,6
-0.8424684418530459,-0.3755179106998613,-1.6689284360615118,-2.493583474583241,-1.4048946345397006,1.9898921524695499,0.2845881733788682,2.097841702729554,6
-0.9234689297917397,-0.596113064150316,-1.1099964212781321,-1.1444658213971604,0.02494295252859926,1.1931575922246107,0.6195845229565468,1.2061505990929449,6
-0.9201156437225204,-0.6915601188167843,-0.8084427422510202,-0.6492537263280562,0.5190467052199113,0.7791415700822368,0.8084461181307042,0.7619863552914599,6
-0.9699957740021555,-0.22457074167545435,-1.991959962437999,-3.782867356736524,0.45308648977963867,2.535640172557551,0.06072551937103033,2.7366887336034176,6
-0.9253598105474385,-0.33502511873251956,-1.7502702597529967,-2.765808921355066,0.14965805763310125,2.1322119335353955,0.21497734660369805,2.2622411582493958,6
-0.992793461931083,-0.40511050413096017,-1.5796369178421898,-2.2235448688173283,0.9362334332052867,1.8622926124213546,0.3198627817276752,1.951765068180304,6
-0.9502812463202048,-0.4233799331356815,-1.5314625975108183,-2.088628859826791,0.05588989555537972,1.7872677302016469,0.3489705747936989,1.866458311385913,6
-0.9915546090221772,-0.47609795675411093,-1.398748210526348,-1.7500527532709593,1.1460573629241642,1.5971355207611326,0.4248358589293146,1.652199740626731,6
-0.9562100423842544,-0.2751637626951192,-1.8593021209355014,-3.1792536125551125,0.44322712492168287,2.3005546849176044,0.13774431489244315,2.4587034597299295,6
-0.8963585433904552,-0.4543981968220608,-1.4508089022007375,-1.8775024689491393,-0.24216034929990451,1.6728461603776608,0.39155134543489983,1.7371857655650267,6
-0.9248987337129206,-0.48670175774638785,-1.3644141991956482,-1.6694536329372374,0.08803213468598105,1.5427734324055198,0.44554594746296944,1.5914484539661866,6
-0.9979537966042705,-0.3174256125057273,-1.7568138732117489,-2.788942703369907,0.9655891571114346,2.139817921532644,0.191926594905002,2.271070812988155,6
-1.0014188588757966,-0.26016385429417815,-1.8765940530924128,-3.2509009257785775,0.9356985822858348,2.3403282885286867,0.10832756137082267,2.505437710040336,6
-0.9997235864741362,-0.24146669579997906,-1.9137372376063324,-3.411339671102763,0.9897131486825698,2.4028879827628966,0.08248819811014409,2.5791909329455307,6
-0.9336033054676023,-0.22070579113173266,-1.9509444461061518,-3.5818927697326064,0.12722571758280846,2.455422371787239,0.062309273683533374,2.6413566024890542,6
