Perimeter,MajorAxisLength,MinorAxisLength,ConvexArea,EquivDiameter,roundness,Compactness,ShapeFactor2,ShapeFactor4,target
-1.1396627344211194,-1.3019761535258991,-0.6321108474188332,-0.8394887772573649,-1.060491463461867,1.4203459748678264,1.838628173761134,2.398279665087112,0.838678557131965,6
-1.010528619363842,-1.3911693661111542,-0.4357583813203137,-0.8241753786728847,-1.041409711693179,0.22498659564811133,2.4976224677796806,3.097471570977421,0.7711412895099649,6
-1.0753029286009257,-1.2478073515840138,-0.5867746203154234,-0.8068179597084192,-1.005356514266152,1.248978809464903,1.7640533422046465,2.2310855800766856,0.91741766411968,6
-0.9738939690576228,-1.2742405668555132,-0.44059531478700986,-0.7721701388411272,-0.9706859183374021,0.5095879794092917,2.082210997344313,2.511257764658271,-0.2023724020661637,6
-1.0938205194498358,-1.3757498723432617,-0.26828080781707275,-0.7824572578026926,-0.9634447508333935,1.8724343515436777,2.768597856586443,3.2676751360828553,0.9404061667505892,6
-1.0249244627526706,-1.2509023940685133,-0.4629334902607064,-0.7763251966627366,-0.9558367034805204,1.1816673376098883,2.0073210603616087,2.407499556672825,0.9564467221881557,6
-0.8614238228276595,-1.2685048866859407,-0.40679874504745833,-0.7639270402595469,-0.9450294294474001,-0.346713085693798,2.1642896724324223,2.5573639401763337,0.9134143121623414,6
-1.0491426399192536,-1.2458188540760693,-0.4356965743957656,-0.7680485895503371,-0.9427414956878235,1.5732669692773313,2.0358661919758467,2.4167463186165286,0.751408429287439,6
-1.0214128270635159,-1.2395560108697654,-0.4263748697512916,-0.7614474089789091,-0.933714077914969,1.356576660848232,2.038764016473285,2.405435577299629,0.8913844882054152,6
-1.0388638866487443,-1.1965093283294579,-0.47653423230951036,-0.7589007606366323,-0.9256319279781016,1.6266250615626117,1.8185779700969928,2.1644252600927687,0.916268492059044,6
-0.9977349015414186,-1.2392536523843505,-0.39790149575032413,-0.7535393957055232,-0.9211382585418255,1.2221852676988865,2.0937548513611817,2.4435075157783386,0.9906361439268737,6
-1.0080136548119278,-1.2750766858113283,-0.3116200435101883,-0.7475748772196644,-0.9117373291596245,1.4227993803504926,2.357592183809979,2.7118147579094574,0.8193121896206695,6
-0.9985313069828579,-1.2265685495516514,-0.38615050638489956,-0.7487476757983446,-0.9108741987039015,1.3286590751373146,2.063245236643371,2.395087130678288,0.5718198687882767,6
-0.9890675885208396,-1.2051681144733648,-0.41556096872279474,-0.7464355871718038,-0.9081244478947494,1.2535170623861043,1.9475447133294952,2.2702474474514105,0.6426318741702401,6
-0.9961514053420649,-1.2566546814505537,-0.33678959499654987,-0.7470387407265535,-0.9081244478947494,1.329355208527441,2.259394109800181,2.599338798153257,0.9824709255878316,6
-1.015791415555811,-1.2460616095672905,-0.35079342056861784,-0.7454973483088597,-0.9070467303293371,1.5528994101853366,2.1990585063620465,2.5328665706752784,0.9228290106738158,6
-0.9805539677784334,-1.21500589499525,-0.397195317675073,-0.7437213961754299,-0.9057539231714937,1.1854972162118156,2.016750989268408,2.3384225838670787,0.8316303018268262,6
-1.0023130684942552,-1.2216832495630854,-0.3882454401501654,-0.7442240241377213,-0.9057000664642014,1.419022809563801,2.057056808173391,2.3804662971363544,0.9486825062318286,6
-1.0075106619015448,-1.2521871221979575,-0.3291762955446324,-0.7430512255590412,-0.9019860748800997,1.5112337793351336,2.2597001201712392,2.589658751686946,0.9860408360712268,6
-1.024533246044595,-1.2016106036593996,-0.4040375844003054,-0.7428501743741246,-0.8985986161413531,1.7315671027737762,1.9688653123457545,2.2776653456543423,0.9717934031643017,6
-1.0180595409942972,-1.165770471213381,-0.45186395753256836,-0.7426826317200275,-0.8965033238106449,1.6801960820321868,1.7683818725702622,2.0701170211333344,0.7250398193663006,6
-1.0066211096248494,-1.2366248774933624,-0.3173995214774578,-0.7364165364567937,-0.8881351482193833,1.635288154016666,2.2267647126916956,2.5320134368090597,0.785085267372279,6
-0.8424684418530459,-1.1955861619411046,-0.3755179106998613,-0.7228120729441047,-0.8858321770735939,-0.009310681367836634,1.9898921524695499,2.279845203446374,0.5658531465876505,6
-0.9234689297917397,-1.0509317648163454,-0.596113064150316,-0.7279053696286581,-0.8824074030896256,0.8110786630874441,1.1931575922246107,1.495580064758713,0.9231368369434862,6
-0.9201156437225204,-0.9689634879663546,-0.6915601188167843,-0.7291116767381577,-0.8803755803994684,0.7957022039446942,0.7791415700822368,1.1212659015577633,-0.02949390209157454,6
-0.9699957740021555,-1.280211208197922,-0.22457074167545435,-0.7285420317142274,-0.8800014314126847,1.3170765968510454,2.535640172557551,2.8542226170704232,0.8919844963604066,6
-0.9253598105474385,-1.214210939783406,-0.33502511873251956,-0.7262969601493254,-0.8788792289489694,0.8627090837663458,2.1322119335353955,2.4172938021605983,0.9567290113009561,6
-0.992793461931083,-1.1668062449910344,-0.40511050413096017,-0.728743082899144,-0.876475761254819,1.596383500936218,1.8622926124213546,2.1353011508251125,0.8970645500682326,6
-0.9502812463202048,-1.153019617804329,-0.4233799331356815,-0.723616277683771,-0.8754081000889776,1.1522494888057262,1.7872677302016469,2.058174826403643,0.8377341424555366,6
