Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,EquivDiameter,Extent,roundness,ShapeFactor1,target
-1.1396627344211194,-1.3019761535258991,-0.6321108474188332,-1.5653626598841668,-1.060491463461867,0.28798116649549194,1.4203459748678264,0.6819175161916984,6
-1.010528619363842,-1.3911693661111542,-0.4357583813203137,-1.9724598042284907,-1.041409711693179,0.6975980699797922,0.22498659564811133,0.36955141339463937,6
-1.0753029286009257,-1.2478073515840138,-0.5867746203154234,-1.5143048176443414,-1.005356514266152,0.5779579459947378,1.248978809464903,0.6043728682043114,6
-0.9738939690576228,-1.2742405668555132,-0.44059531478700986,-1.7429602668275983,-0.9706859183374021,0.6713020641741431,0.5095879794092917,0.403253775986596,6
-1.0938205194498358,-1.3757498723432617,-0.26828080781707275,-2.1215342014692693,-0.9634447508333935,0.4754758809957724,1.8724343515436777,0.12021501408647196,6
-1.0249244627526706,-1.2509023940685133,-0.4629334902607064,-1.671890869642797,-0.9558367034805204,0.5284097574386211,1.1816673376098883,0.4062070484217616,6
-0.8614238228276595,-1.2685048866859407,-0.40679874504745833,-1.7709729442674293,-0.9450294294474001,0.2569003404052492,-0.346713085693798,0.3219591094034764,6
-1.0491426399192536,-1.2458188540760693,-0.4356965743957656,-1.694221641588221,-0.9427414956878235,0.4261023234528334,1.5732669692773313,0.36998785323592726,6
-1.0214128270635159,-1.2395560108697654,-0.4263748697512916,-1.6931550250629306,-0.933714077914969,0.4440775272535607,1.356576660848232,0.35206814681127824,6
-1.0388638866487443,-1.1965093283294579,-0.47653423230951036,-1.550509731276954,-0.9256319279781016,0.69176762964556,1.6266250615626117,0.42834685367687714,6
-0.9977349015414186,-1.2392536523843505,-0.39790149575032413,-1.7256440682710894,-0.9211382585418255,0.4286252777359767,1.2221852676988865,0.3065819085045459,6
-1.0080136548119278,-1.2750766858113283,-0.3116200435101883,-1.8896491925794958,-0.9117373291596245,0.746827913514347,1.4227993803504926,0.18483643934947347,6
-0.9985313069828579,-1.2265685495516514,-0.38615050638489956,-1.7151616156885043,-0.9108741987039015,0.2292046096087832,1.3286590751373146,0.3002079392200154,6
-0.9890675885208396,-1.2051681144733648,-0.41556096872279474,-1.6402481206886013,-0.9081244478947494,0.9998428722798959,1.2535170623861043,0.34238325459283914,6
-0.9961514053420649,-1.2566546814505537,-0.33678959499654987,-1.8276094690745204,-0.9081244478947494,0.6433521110005519,1.329355208527441,0.2168612086366813,6
-1.015791415555811,-1.2460616095672905,-0.35079342056861784,-1.7921211991875174,-0.9070467303293371,0.291822067941844,1.5528994101853366,0.23880448317219025,6
-0.9805539677784334,-1.21500589499525,-0.397195317675073,-1.680467058099018,-0.9057539231714937,0.6000195686327943,1.1854972162118156,0.30975915513818214,6
-1.0023130684942552,-1.2216832495630854,-0.3882454401501654,-1.7035001365927753,-0.9057000664642014,0.2688064319510934,1.419022809563801,0.2933072321959986,6
