Area,MinorAxisLength,Eccentricity,EquivDiameter,Extent,roundness,Compactness,ShapeFactor1,ShapeFactor3,ShapeFactor4,target
-0.8387997741445266,-0.6321108474188332,-2.182833063901597,-1.060491463461867,0.28798116649549194,1.4203459748678264,1.838628173761134,0.6819175161916984,1.9248109616774003,0.838678557131965,6
-0.827265769627946,-0.4357583813203137,-3.685503750885848,-1.041409711693179,0.6975980699797922,0.22498659564811133,2.4976224677796806,0.36955141339463937,2.6914464439539505,0.7711412895099649,6
-0.8052865161833704,-0.5867746203154234,-2.0422287164313984,-1.005356514266152,0.5779579459947378,1.248978809464903,1.7640533422046465,0.6043728682043114,1.8401498044547868,0.91741766411968,6
-0.7839196877573745,-0.44059531478700986,-2.740195617790069,-0.9706859183374021,0.6713020641741431,0.5095879794092917,2.082210997344313,0.403253775986596,2.2043062399129623,-0.2023724020661637,6
-0.7794285709544582,-0.26828080781707275,-4.535823177599937,-0.9634447508333935,0.4754758809957724,1.8724343515436777,2.768597856586443,0.12021501408647196,3.016333166343739,0.9404061667505892,6
-0.7746992888665387,-0.4629334902607064,-2.503030271512914,-0.9558367034805204,0.5284097574386211,1.1816673376098883,2.0073210603616087,0.4062070484217616,2.117891194392567,0.9564467221881557,6
-0.7679626136621641,-0.40679874504745833,-2.8396800253600407,-0.9450294294474001,0.2569003404052492,-0.346713085693798,2.1642896724324223,0.3219591094034764,2.29950970321919,0.9134143121623414,6
-0.7665336219521454,-0.4356965743957656,-2.5753305745832686,-0.9427414956878235,0.4261023234528334,1.5732669692773313,2.0358661919758467,0.36998785323592726,2.1507785969474003,0.751408429287439,6
-0.7608857023363566,-0.4263748697512916,-2.571832626204052,-0.933714077914969,0.4440775272535607,1.356576660848232,2.038764016473285,0.35206814681127824,2.1541207161475047,0.8913844882054152,6
-0.755816184127004,-0.47653423230951036,-2.1411362328378702,-0.9256319279781016,0.69176762964556,1.6266250615626117,1.8185779700969928,0.42834685367687714,1.9020070888995055,0.916268492059044,6
-0.7529922243191096,-0.39790149575032413,-2.6804664361780617,-0.9211382585418255,0.4286252777359767,1.2221852676988865,2.0937548513611817,0.3065819085045459,2.2176648332254025,0.9906361439268737,6
-0.7470721158061745,-0.3116200435101883,-3.306244101529032,-0.9117373291596245,0.746827913514347,1.4227993803504926,2.357592183809979,0.18483643934947347,2.525760604323158,0.8193121896206695,6
-0.7465277380118815,-0.38615050638489956,-2.6449372782050133,-0.9108741987039015,0.2292046096087832,1.3286590751373146,2.063245236643371,0.3002079392200154,2.182381156201715,0.5718198687882767,6
-0.744792533792573,-0.41556096872279474,-2.4038124923914266,-0.9081244478947494,0.9998428722798959,1.2535170623861043,1.9475447133294952,0.34238325459283914,2.0492238826221545,0.6426318741702401,6
