A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,target
0.8425954242053558,-0.10945039563881286,0.14853222857936998,2.331165403869338,0.512004939046399,0.9973060338598501,0.2655175023359693,1.310980765986011,0.7032731080703635,0.5388157034945148,0.021514966267865473,-0.02594954639570078,0.6846071199855293,-0.9719300509736408,0.027410663681039043,0.1620995414311896,-0.20884275770942184,-1.3157324270911623,1.066299788028558,-0.5524701191919337,1
-1.104344306929864,-2.251767644241542,-0.679040062273877,-0.8686034547935216,0.35202731674953114,0.948199512191995,-0.6145173222009437,-0.2532286673759072,0.7741160303352077,-0.45596867056213153,0.011932300959601084,-0.22070796042017599,-0.40248032072409234,-0.9638082299767694,-1.2028018641824547,-1.1669946767969788,-0.7819616668578115,-0.8524667139133053,-1.050724831494676,1.1675955507652982,2
-0.016089516410832207,-1.5937799855720398,0.08159220549446268,-0.5823049645852696,-0.023404038801989508,-1.1915072295109008,0.16298657418823934,0.2855273261093791,-0.5061558039112063,0.35070703720511776,1.2516554014116341,-0.8333679064134747,1.0571726655633074,0.0014108788312078636,-1.1749806732722574,2.0067666945847558,2.031348025533165,2.4381143555101024,1.4610609035509194,0.04667457601940736,1
-0.35500957645107145,0.05534323886908938,1.2782021952373557,-0.9667288430694504,1.20379757187047,0.23936153057969353,1.1638454863770464,-0.3498958473199788,0.12997357262118686,0.21729598795812308,-0.8442103967244774,0.5504566688484531,-0.6164681037693838,1.1207620737483532,0.1274564031792983,-0.40239028651138886,2.008089964673013,2.6107070938441517,0.5412238843710527,-1.2081674420527386,1
0.16756636351144286,-0.05439745291955243,-0.5791323061280536,0.894716197947909,-1.6496281751342636,-0.4051615663109026,-1.6123422469597921,0.043677671023741316,-0.41081834939797757,-0.8401303982706235,0.4489018390164573,-1.644814458736709,0.7280316119348323,0.23822127756021425,-0.8020661672971621,0.7397450489352068,-0.551303968799848,0.08493099187582254,-0.39424363938290385,-0.08918067769876759,2
-1.8727005392577494,-0.5445786294696506,1.6515320920601404,-0.5595406088393104,-0.6140126685834563,-0.3437784142260839,-1.3360709209847075,-1.6583551758486623,-0.8645590713076419,-2.167483589136,-0.6941732370407949,-0.8096671470348349,-0.5416046484342797,-1.7211452238311138,-1.695292217182173,-0.2873244131641572,-0.7338889032689148,1.7987243631823366,0.1969892836347027,-0.6630885325583934,2
-0.12281607112076652,2.0164331387193606,2.07015837558158,-0.5711981619834106,-0.510709146351435,0.5694563021641736,0.31557829493029177,1.7851405518207004,-1.3007256492621457,3.1167262656381887,2.2044461234904933,0.33555729329667533,0.5912121935637799,0.43332749431652084,0.7335345985375373,-1.2009029776384335,-0.18704977154912192,-0.0955397990474514,1.0350387788803785,0.7210692660021035,1
-1.3931338079096862,0.29938389540073634,-0.367170786919227,0.2749382544127638,-0.4787320524937085,0.5724796514459631,-0.10837683094426447,-0.4342979245455827,-0.11497174986265761,-0.5919365366324773,0.5878048542467277,1.3506617542727282,-0.9270776863112135,1.0075128618706282,0.7808858969740984,0.6977765782216029,-0.6890209905859445,-0.5650536228995213,0.18217665429995478,-0.4619306517987363,2
1.2716567885747934,1.171375032899337,-0.44287785259097073,0.010853369408229896,1.4120633704827519,0.1841166937033567,1.2843126343312983,0.42689399151631086,0.36116917625928396,0.9586815518433729,1.2559447849305716,1.8266441985528428,1.216948980952144,1.3711696784159424,0.5893618708075413,-0.9773490707246897,-1.8654759745671732,-1.014193172813941,-0.23630284316332187,-0.028022787211399336,1
0.6588458423035286,-2.2020100094455275,-0.07027854265042253,-0.2556181012793481,-0.9230017051971648,0.3198009448042768,-0.0348472532299655,2.1393748888525943,-0.2875261684897525,0.32687385181602424,-1.6104585674691234,-0.5076464030161201,-0.05167311930774851,-0.2865943691027976,-0.024823161637112887,-0.6945019601537571,-1.2276190771190691,-0.8753764530520852,-1.6776716399635458,-1.237825334728842,2
