height,area,eccen,mean_tr,blackand,target
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,-0.055429165798810576,-0.3844487181359507,1
-0.23751771914836384,-0.24010890667621299,-0.41146235117999047,-0.03715417873870258,-0.37704607816885144,1
-0.23751771914836384,-0.22657626599843236,-0.35205851398832355,-0.025210683258474528,-0.35430939826990365,1
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,-0.026649658617538145,-0.38286243814300086,1
-0.23751771914836384,-0.24502986692267864,-0.4330784774248578,-0.056580346086061474,-0.3876212781218504,1
-0.2900081446947646,-0.24051898669675179,-0.39742969351278273,-0.0538462929038406,-0.3754597981759016,1
-0.23751771914836384,-0.24379962686106224,-0.4276663438672973,-0.05298290768840242,-0.3876212781218504,1
-0.2900081446947646,-0.2425693867994458,-0.4103928876626282,0.0549402442413692,-0.39132259810540004,1
-0.2900081446947646,-0.24359458685079283,-0.41687448473755095,0.0549402442413692,-0.3897363181124502,1
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,0.03335561385541488,-0.3796898781571012,1
-0.2900081446947646,-0.24667018700483387,-0.4363192759623192,0.026160737060096768,-0.39132259810540004,1
-0.2900081446947646,-0.24564498695348685,-0.42983767888739643,0.026160737060096768,-0.3907938381077501,1
-0.2900081446947646,-0.2425693867994458,-0.4103928876626282,0.09810950501327785,-0.38497747813360067,1
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,-0.01700852371181188,-0.38074739815240105,1
-0.23751771914836384,-0.24010890667621299,-0.41146235117999047,-0.027800838904789044,-0.37704607816885144,1
-0.2900081446947646,-0.24051898669675179,-0.39742969351278273,0.1268890121945503,-0.3865637581265505,1
-0.23751771914836384,-0.24010890667621299,-0.41146235117999047,-0.027800838904789044,-0.3754597981759016,1
-0.2900081446947646,-0.2292417861319346,-0.3261321256886326,-0.009813646916493774,-0.3765173181712015,1
-0.2900081446947646,-0.24359458685079283,-0.41687448473755095,-0.01700852371181188,-0.38920755811480023,1
-0.3424985702411653,-0.24379962686106224,-0.4006704920502441,0.0549402442413692,-0.39026507811010014,1
-0.3424985702411653,-0.24379962686106224,-0.4006704920502441,-0.009813646916493774,-0.3865637581265505,1
-0.3424985702411653,-0.23395770636813087,-0.30344653592640297,-0.05197562493705789,-0.3765173181712015,1
-0.23751771914836384,-0.24010890667621299,-0.41146235117999047,0.01896586026477866,-0.3844487181359507,1
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,-0.05298290768840242,-0.3802186381547511,1
-0.2900081446947646,-0.24461978690213984,-0.42335608181247364,0.0549402442413692,-0.38815003811950033,1
0.12991525967644135,-0.18208258376997186,-0.3869619142367825,0.06731543232931633,-0.3474355183004543,1
0.12991525967644135,-0.18208258376997186,-0.3869619142367825,-0.0026187701211756653,-0.279754238601261,1
-0.1850272936019631,-0.22575610595735474,-0.37519781554579773,-0.05197562493705789,-0.35853947825110327,1
-0.1850272936019631,-0.10088673970328818,0.0275686266899014,-0.06363132534547322,-0.13328771925222538,1
0.024934408583639874,-0.228421626090857,-0.4227727380757306,-0.04003212945682983,-0.36382707822760274,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,-0.015569548352748265,-0.3500793182887041,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,0.42907383759791085,-0.3744022781806017,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,-0.004201643016145654,-0.3500793182887041,1
0.024934408583639874,-0.16978018315380766,-0.3461602606501438,-0.0007481021543929585,-0.26283391867646266,1
-0.3949889957875661,-0.1792120236262002,0.7714291149934098,0.11106028324485046,-0.3120085984579078,2
-0.3949889957875661,-0.21242850528984353,0.18808537825036312,1.1197820099484492,-0.3521943582793039,2
-0.44747942133396684,-0.24051898669675179,-0.1252026163660276,0.2995660552821849,-0.3823336781453509,2
-0.44747942133396684,-0.20730250503310846,1.1873207913058275,0.0678910224729418,-0.3172961984344073,2
-0.02755601696276087,-0.17080538320515468,-0.3261321256886326,-0.044061260462207964,-0.2062565989279182,1
-0.08004644250916161,-0.2099680251666107,-0.37367464023319086,-0.045788030893084315,-0.31941123842500707,1
-0.08004644250916161,-0.18044226368781663,-0.3160532422371276,-0.04262228510314434,-0.23586715879631528,1
-0.02755601696276087,-0.047781377043512735,-0.13168421344095033,-0.05701203869378056,0.035915479995758025,1
-0.08004644250916161,-0.15645258248629645,-0.2692237033708109,-0.050248854506181544,-0.16871463909477188,1
-0.3424985702411653,-0.089609539138471,1.1225048205566,0.4002943304166384,-0.28451307858011055,2
-0.44747942133396684,-0.24133914673782939,-0.15761060174064132,0.25639679451027625,-0.3833911981406508,2
-0.44747942133396684,-0.23969882665567416,-0.09279463099141391,0.3859045768260022,-0.37916111815945125,2
-0.44747942133396684,-0.24133914673782939,-0.15761060174064132,0.32834556246345736,-0.38074739815240105,2
-0.44747942133396684,-0.23969882665567416,-0.09279463099141391,0.1340838889898684,-0.3765173181712015,2
-0.02755601696276087,-0.11339418032972177,-0.23538976663971423,-0.06104116969915871,-0.16607083910652215,1
-0.08004644250916161,-0.08263817878931129,-0.1252026163660276,-0.057587628837406014,-0.05979007957888258,1
-0.08004644250916161,-0.20812266507418606,-0.3700773538566087,-0.053270702760215144,-0.31095107846260794,1
-0.08004644250916161,-0.07894745860446202,-0.11800804361286339,-0.06118506723506507,-0.009029119804487562,1
-0.08004644250916161,-0.22657626599843236,-0.40608262560780456,-0.06435081302500503,-0.340561638331005,1
-0.08004644250916161,-0.1546072223938718,-0.26562641699422873,-0.05528526826290422,-0.20572783893026825,1
-0.08004644250916161,-0.18597834396509053,-0.32684510136687406,-0.06650927606360046,-0.2533162387187636,1
-0.08004644250916161,-0.10109177971355758,-0.16120788811722345,-0.05988998941190781,-0.06243387956713232,1
-0.13253686805556236,-0.09289017930278144,-0.06443764378862692,-0.06348742780956687,-0.020133079755136472,1
0.024934408583639874,-0.02543201592414778,-0.15761060174064132,-0.05816321898103145,-0.05080115961883346,1
-0.02755601696276087,-0.22411578587519954,-0.4103928876626282,-0.06463860809681776,-0.3331589983639057,1
-0.02755601696276087,-0.1400493816647442,-0.27752014762671207,-0.06319963273775414,-0.16712835910182205,1
-0.08004644250916161,-0.07894745860446202,-0.11800804361286339,-0.05945829680418872,-0.027535719722235747,1
0.024934408583639874,-0.05700817750563588,-0.19886596712252455,-0.06492640316863048,0.04543315995345709,1
-0.08004644250916161,-0.09555569943628368,-0.15041602898747708,-0.06147286230687779,-0.06137635957183243,1
-0.08004644250916161,-0.22657626599843236,-0.40608262560780456,-0.06463860809681776,-0.3395041183357051,1
-0.08004644250916161,-0.13061754119235164,-0.21882928611328656,-0.06291183766594141,-0.10103335939557853,1
0.024934408583639874,-0.018665695585257474,-0.14876322173337178,-0.06694096867131955,0.05918091989235574,1
0.07742483413004062,-0.21919482562873385,-0.41687448473755095,-0.06463860809681776,-0.32205503841325683,1
0.07742483413004062,-0.11093370020648893,-0.2980344023688425,-0.05988998941190781,-0.10261963938852837,1
-0.08004644250916161,-0.09371033934385906,-0.14681874261089495,-0.06291183766594141,-0.022248119745736265,1
-0.08004644250916161,-0.14907114211659794,-0.25483455786448245,-0.06766045635085136,-0.15073679917467364,1
-0.08004644250916161,-0.17306082331811812,-0.3016316887454246,-0.06161675984278415,-0.24538483875401437,1
-0.02755601696276087,-0.07853737858392322,-0.18029619150287088,-0.05873880912465691,-0.033880839694035124,1
-0.02755601696276087,-0.24051898669675179,-0.4363192759623192,0.1268890121945503,-0.38815003811950033,1
0.07742483413004062,-0.22165530575196668,-0.4195643475236439,-0.06550199331225594,-0.32681387839210635,1
0.07742483413004062,-0.140459461685283,-0.3304423877434562,-0.05470967811927877,-0.18246239903367054,1
-0.02755601696276087,-0.17900698361593081,-0.33909531983847807,-0.06435081302500503,-0.23745343878926514,1
-0.08004644250916161,-0.10847322008325609,-0.17562944160892657,-0.06248014505822233,-0.07776791949898082,1
0.07742483413004062,-0.21427386538226817,-0.41146235117999047,-0.055716960870623305,-0.3114798384602579,1
0.07742483413004062,-0.23149722624489805,-0.4303886146387649,-0.03715417873870258,-0.37070095819705207,1
0.07742483413004062,-0.140459461685283,-0.3304423877434562,-0.055716960870623305,-0.18933627900311986,1
-0.02755601696276087,-0.11954538063780387,-0.2451121622520983,-0.06463860809681776,-0.16184075912532256,1
-0.08004644250916161,-0.18966906414993978,-0.3340396741200383,-0.056868141157874204,-0.30619223848375837,1
-0.3949889957875661,-0.1773666635337756,0.8038371003680236,0.3930994536213203,-0.3056634784861084,2
-0.49996984688036755,-0.24667018700483387,-0.1252026163660276,0.0549402442413692,-0.39132259810540004,2
-0.49996984688036755,-0.24605506697402568,-0.027978660242186502,0.09810950501327785,-0.3897363181124502,2
-0.49996984688036755,-0.2470802670253727,-0.19001858711525502,0.026160737060096768,-0.39238011810069995,2
-0.49996984688036755,-0.23969882665567416,0.9766688863708384,-0.057299833765593285,-0.3733447581853018,2
-0.44747942133396684,-0.24051898669675179,-0.1252026163660276,0.32834556246345736,-0.37810359816415134,2
-0.44747942133396684,-0.24051898669675179,-0.1252026163660276,0.3571250696447298,-0.3786323581618013,2
0.12991525967644135,-0.22206538577250548,-0.4243607293590867,0.004576106674142443,-0.34109039832865495,1
