height,area,eccen,p_and,blackand,wb_trans,target
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,-0.7390357722771455,-0.3844487181359507,-0.6071274731931563,1
-0.23751771914836384,-0.24010890667621299,-0.41146235117999047,0.5763794889291826,-0.37704607816885144,-0.6130825868566789,1
-0.23751771914836384,-0.22657626599843236,-0.35205851398832355,-0.24575504932477238,-0.35430939826990365,-0.6011723595296335,1
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,-0.23401027020685872,-0.38286243814300086,-0.6249928141837243,1
-0.23751771914836384,-0.24502986692267864,-0.4330784774248578,0.9463400311434629,-0.3876212781218504,-0.6190377005202016,1
-0.2900081446947646,-0.24051898669675179,-0.39742969351278273,1.2751938464450454,-0.3754597981759016,-0.5892621322025883,1
-0.23751771914836384,-0.24379962686106224,-0.4276663438672973,-0.43954390477034777,-0.3876212781218504,-0.6190377005202016,1
-0.2900081446947646,-0.2425693867994458,-0.4103928876626282,-2.6416899893791568,-0.39132259810540004,-0.6369030415107696,1
-0.2900081446947646,-0.24359458685079283,-0.41687448473755095,-1.5435531418542305,-0.3897363181124502,-0.6369030415107696,1
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,0.7701683443747586,-0.3796898781571012,-0.630947927847247,1
-0.2900081446947646,-0.24667018700483387,-0.4363192759623192,1.2751938464450454,-0.39132259810540004,-0.6369030415107696,1
-0.2900081446947646,-0.24564498695348685,-0.42983767888739643,-0.292734165796427,-0.3907938381077501,-0.6369030415107696,1
-0.2900081446947646,-0.2425693867994458,-0.4103928876626282,-0.292734165796427,-0.38497747813360067,-0.6369030415107696,1
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,0.4354421395142193,-0.38074739815240105,-0.6249928141837243,1
-0.23751771914836384,-0.24010890667621299,-0.41146235117999047,0.5763794889291826,-0.37704607816885144,-0.6190377005202016,1
-0.2900081446947646,-0.24051898669675179,-0.39742969351278273,-1.807810672007288,-0.3865637581265505,-0.6369030415107696,1
-0.23751771914836384,-0.24010890667621299,-0.41146235117999047,0.9933191476151175,-0.3754597981759016,-0.6190377005202016,1
-0.2900081446947646,-0.2292417861319346,-0.3261321256886326,-2.2482398889290494,-0.3765173181712015,-0.6190377005202016,1
-0.2900081446947646,-0.24359458685079283,-0.41687448473755095,-1.3086575594959573,-0.38920755811480023,-0.630947927847247,1
-0.3424985702411653,-0.24379962686106224,-0.4006704920502441,-1.6610009330333673,-0.39026507811010014,-0.6369030415107696,1
-0.3424985702411653,-0.24379962686106224,-0.4006704920502441,0.053736818182025976,-0.3865637581265505,-0.630947927847247,1
-0.3424985702411653,-0.23395770636813087,-0.30344653592640297,-1.496574025382576,-0.3765173181712015,-0.6011723595296335,1
-0.23751771914836384,-0.24010890667621299,-0.41146235117999047,-1.37912623420344,-0.3844487181359507,-0.630947927847247,1
-0.2900081446947646,-0.2415441867480988,-0.4039112905877055,0.6057414367239667,-0.3802186381547511,-0.6071274731931563,1
-0.2900081446947646,-0.24461978690213984,-0.42335608181247364,0.10071593465368062,-0.38815003811950033,-0.6369030415107696,1
0.12991525967644135,-0.18208258376997186,-0.3869619142367825,-2.917692298650128,-0.3474355183004543,-0.6011723595296335,1
0.12991525967644135,-0.18208258376997186,-0.3869619142367825,-0.6039708124211384,-0.279754238601261,-0.5297109955673616,1
-0.1850272936019631,-0.22575610595735474,-0.37519781554579773,-0.821249226102541,-0.35853947825110327,-0.5594865638849749,1
-0.1850272936019631,-0.10088673970328818,0.0275686266899014,-0.5393745272726139,-0.13328771925222538,0.07771059811195095,1
0.024934408583639874,-0.228421626090857,-0.4227727380757306,-0.9210798486048072,-0.36382707822760274,-0.5833070185390655,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,1.2751938464450454,-0.3500793182887041,-0.5833070185390655,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,-1.7960658928893742,-0.3744022781806017,-0.6369030415107696,1
0.024934408583639874,-0.23067706620382042,-0.4257218647448205,1.2751938464450454,-0.3500793182887041,-0.5892621322025883,1
0.024934408583639874,-0.16978018315380766,-0.3461602606501438,-0.7390357722771455,-0.26283391867646266,-0.49993542724974815,1
-0.3949889957875661,-0.1792120236262002,0.7714291149934098,-1.8254278406841584,-0.3120085984579078,-0.5833070185390655,2
-0.3949889957875661,-0.21242850528984353,0.18808537825036312,-1.807810672007288,-0.3521943582793039,-0.6369030415107696,2
-0.44747942133396684,-0.24051898669675179,-0.1252026163660276,-0.6333327602159226,-0.3823336781453509,-0.6369030415107696,2
-0.44747942133396684,-0.20730250503310846,1.1873207913058275,-0.23401027020685872,-0.3172961984344073,-0.5833070185390655,2
-0.02755601696276087,-0.17080538320515468,-0.3261321256886326,0.9639571998203333,-0.2062565989279182,-0.33319224467111336,1
-0.08004644250916161,-0.2099680251666107,-0.37367464023319086,-0.06371097299711063,-0.31941123842500707,-0.48207008625918013,1
-0.08004644250916161,-0.18044226368781663,-0.3160532422371276,0.7642959548158018,-0.23586715879631528,-0.31532690368054533,1
-0.02755601696276087,-0.047781377043512735,-0.13168421344095033,0.306249569217169,0.035915479995758025,0.35164582663399385,1
-0.08004644250916161,-0.15645258248629645,-0.2692237033708109,1.0285534849688585,-0.16871463909477188,-0.14858372110191057,1
-0.3424985702411653,-0.089609539138471,1.1225048205566,-2.9940333629165665,-0.28451307858011055,-0.6071274731931563,2
-0.44747942133396684,-0.24133914673782939,-0.15761060174064132,-0.5217573585957428,-0.3833911981406508,-0.6369030415107696,2
-0.44747942133396684,-0.23969882665567416,-0.09279463099141391,-0.1929035432941609,-0.37916111815945125,-0.6369030415107696,2
-0.44747942133396684,-0.24133914673782939,-0.15761060174064132,0.29450479009925534,-0.38074739815240105,-0.6369030415107696,2
-0.44747942133396684,-0.23969882665567416,-0.09279463099141391,0.47654886642691774,-0.3765173181712015,-0.630947927847247,2
-0.02755601696276087,-0.11339418032972177,-0.23538976663971423,-0.7155462140413188,-0.16607083910652215,-0.08903258446668384,1
-0.08004644250916161,-0.08263817878931129,-0.1252026163660276,0.01850248082828434,-0.05979007957888258,-0.06521212981259315,1
-0.08004644250916161,-0.20812266507418606,-0.3700773538566087,0.2064189467149029,-0.31095107846260794,-0.5058905409132708,1
-0.08004644250916161,-0.07894745860446202,-0.11800804361286339,0.5998690471650105,-0.009029119804487562,0.0896208254389963,1
-0.08004644250916161,-0.22657626599843236,-0.40608262560780456,1.1636184448248656,-0.340561638331005,-0.4761149725956575,1
-0.08004644250916161,-0.1546072223938718,-0.26562641699422873,0.01850248082828434,-0.20572783893026825,-0.29746156268997737,1
-0.08004644250916161,-0.18597834396509053,-0.32684510136687406,0.6057414367239667,-0.2533162387187636,-0.267685994372364,1
-0.08004644250916161,-0.10109177971355758,-0.16120788811722345,0.5587623202523128,-0.06243387956713232,0.06580037078490561,1
-0.13253686805556236,-0.09289017930278144,-0.06443764378862692,0.9052333042307658,-0.020133079755136472,0.13130662108365498,1
0.024934408583639874,-0.02543201592414778,-0.15761060174064132,-1.067889587578728,-0.05080115961883346,0.053890143457860265,1
-0.02755601696276087,-0.22411578587519954,-0.4103928876626282,1.2751938464450454,-0.3331589983639057,-0.4880251999227028,1
-0.02755601696276087,-0.1400493816647442,-0.27752014762671207,0.2122913362738604,-0.16712835910182205,-0.12476326644781988,1
-0.08004644250916161,-0.07894745860446202,-0.11800804361286339,0.35322868568882365,-0.027535719722235747,0.05984525712138294,1
0.024934408583639874,-0.05700817750563588,-0.19886596712252455,0.652720553195622,0.04543315995345709,0.21467821237297238,1
-0.08004644250916161,-0.09555569943628368,-0.15041602898747708,0.3884630230425653,-0.06137635957183243,0.01815946147672424,1
-0.08004644250916161,-0.22657626599843236,-0.40608262560780456,1.2751938464450454,-0.3395041183357051,-0.4701598589321348,1
-0.08004644250916161,-0.13061754119235164,-0.21882928611328656,1.0990221596763405,-0.10103335939557853,-0.0771223571396385,1
0.024934408583639874,-0.018665695585257474,-0.14876322173337178,-0.08720053123293796,0.05918091989235574,0.32782537197990314,1
0.07742483413004062,-0.21919482562873385,-0.41687448473755095,1.151873665706952,-0.32205503841325683,-0.4880251999227028,1
0.07742483413004062,-0.11093370020648893,-0.2980344023688425,0.259270452745515,-0.10261963938852837,-0.1366734937748652,1
-0.08004644250916161,-0.09371033934385906,-0.14681874261089495,0.9052333042307658,-0.022248119745736265,-0.08903258446668384,1
-0.08004644250916161,-0.14907114211659794,-0.25483455786448245,1.0226810954099017,-0.15073679917467364,-0.07116724347611583,1
-0.08004644250916161,-0.17306082331811812,-0.3016316887454246,-0.04609380432024014,-0.24538483875401437,-0.29746156268997737,1
-0.02755601696276087,-0.07853737858392322,-0.18029619150287088,0.259270452745515,-0.033880839694035124,-0.01757122050441179,1
-0.02755601696276087,-0.24051898669675179,-0.4363192759623192,-2.2482398889290494,-0.38815003811950033,-0.6369030415107696,1
0.07742483413004062,-0.22165530575196668,-0.4195643475236439,1.2751938464450454,-0.32681387839210635,-0.46420474526861216,1
0.07742483413004062,-0.140459461685283,-0.3304423877434562,-0.09307292079189479,-0.18246239903367054,-0.29746156268997737,1
-0.02755601696276087,-0.17900698361593081,-0.33909531983847807,0.5998690471650105,-0.23745343878926514,-0.2915064490264547,1
-0.08004644250916161,-0.10847322008325609,-0.17562944160892657,0.5822518784881401,-0.07776791949898082,0.036024802467292255,1
0.07742483413004062,-0.21427386538226817,-0.41146235117999047,1.0285534849688585,-0.3114798384602579,-0.4880251999227028,1
0.07742483413004062,-0.23149722624489805,-0.4303886146387649,-1.173592599639951,-0.37070095819705207,-0.6130825868566789,1
0.07742483413004062,-0.140459461685283,-0.3304423877434562,-0.23988265976581555,-0.18933627900311986,-0.2438655397182733,1
-0.02755601696276087,-0.11954538063780387,-0.2451121622520983,-0.45716107344721824,-0.16184075912532256,-0.12476326644781988,1
-0.08004644250916161,-0.18966906414993978,-0.3340396741200383,-1.1089963144914257,-0.30619223848375837,-0.4344291769509988,1
-0.3949889957875661,-0.1773666635337756,0.8038371003680236,-1.6962352703871082,-0.3056634784861084,-0.6190377005202016,2
-0.49996984688036755,-0.24667018700483387,-0.1252026163660276,1.2751938464450454,-0.39132259810540004,-0.6369030415107696,2
-0.49996984688036755,-0.24605506697402568,-0.027978660242186502,1.2751938464450454,-0.3897363181124502,-0.6369030415107696,2
-0.49996984688036755,-0.2470802670253727,-0.19001858711525502,1.2751938464450454,-0.39238011810069995,-0.6369030415107696,2
-0.49996984688036755,-0.23969882665567416,0.9766688863708384,1.2751938464450454,-0.3733447581853018,-0.6130825868566789,2
-0.44747942133396684,-0.24051898669675179,-0.1252026163660276,0.5411451515754422,-0.37810359816415134,-0.6369030415107696,2
-0.44747942133396684,-0.24051898669675179,-0.1252026163660276,0.3943354126015215,-0.3786323581618013,-0.6369030415107696,2
