eccen,p_and,mean_tr,blackand,wb_trans,target
-0.4039112905877055,-0.7390357722771455,-0.055429165798810576,-0.3844487181359507,-0.6071274731931563,1
-0.41146235117999047,0.5763794889291826,-0.03715417873870258,-0.37704607816885144,-0.6130825868566789,1
-0.35205851398832355,-0.24575504932477238,-0.025210683258474528,-0.35430939826990365,-0.6011723595296335,1
-0.4039112905877055,-0.23401027020685872,-0.026649658617538145,-0.38286243814300086,-0.6249928141837243,1
-0.4330784774248578,0.9463400311434629,-0.056580346086061474,-0.3876212781218504,-0.6190377005202016,1
-0.39742969351278273,1.2751938464450454,-0.0538462929038406,-0.3754597981759016,-0.5892621322025883,1
-0.4276663438672973,-0.43954390477034777,-0.05298290768840242,-0.3876212781218504,-0.6190377005202016,1
-0.4103928876626282,-2.6416899893791568,0.0549402442413692,-0.39132259810540004,-0.6369030415107696,1
-0.41687448473755095,-1.5435531418542305,0.0549402442413692,-0.3897363181124502,-0.6369030415107696,1
-0.4039112905877055,0.7701683443747586,0.03335561385541488,-0.3796898781571012,-0.630947927847247,1
-0.4363192759623192,1.2751938464450454,0.026160737060096768,-0.39132259810540004,-0.6369030415107696,1
-0.42983767888739643,-0.292734165796427,0.026160737060096768,-0.3907938381077501,-0.6369030415107696,1
-0.4103928876626282,-0.292734165796427,0.09810950501327785,-0.38497747813360067,-0.6369030415107696,1
-0.4039112905877055,0.4354421395142193,-0.01700852371181188,-0.38074739815240105,-0.6249928141837243,1
-0.41146235117999047,0.5763794889291826,-0.027800838904789044,-0.37704607816885144,-0.6190377005202016,1
-0.39742969351278273,-1.807810672007288,0.1268890121945503,-0.3865637581265505,-0.6369030415107696,1
-0.41146235117999047,0.9933191476151175,-0.027800838904789044,-0.3754597981759016,-0.6190377005202016,1
-0.3261321256886326,-2.2482398889290494,-0.009813646916493774,-0.3765173181712015,-0.6190377005202016,1
-0.41687448473755095,-1.3086575594959573,-0.01700852371181188,-0.38920755811480023,-0.630947927847247,1
-0.4006704920502441,-1.6610009330333673,0.0549402442413692,-0.39026507811010014,-0.6369030415107696,1
-0.4006704920502441,0.053736818182025976,-0.009813646916493774,-0.3865637581265505,-0.630947927847247,1
-0.30344653592640297,-1.496574025382576,-0.05197562493705789,-0.3765173181712015,-0.6011723595296335,1
-0.41146235117999047,-1.37912623420344,0.01896586026477866,-0.3844487181359507,-0.630947927847247,1
-0.4039112905877055,0.6057414367239667,-0.05298290768840242,-0.3802186381547511,-0.6071274731931563,1
-0.42335608181247364,0.10071593465368062,0.0549402442413692,-0.38815003811950033,-0.6369030415107696,1
-0.3869619142367825,-2.917692298650128,0.06731543232931633,-0.3474355183004543,-0.6011723595296335,1
-0.3869619142367825,-0.6039708124211384,-0.0026187701211756653,-0.279754238601261,-0.5297109955673616,1
-0.37519781554579773,-0.821249226102541,-0.05197562493705789,-0.35853947825110327,-0.5594865638849749,1
0.0275686266899014,-0.5393745272726139,-0.06363132534547322,-0.13328771925222538,0.07771059811195095,1
-0.4227727380757306,-0.9210798486048072,-0.04003212945682983,-0.36382707822760274,-0.5833070185390655,1
-0.4257218647448205,1.2751938464450454,-0.015569548352748265,-0.3500793182887041,-0.5833070185390655,1
-0.4257218647448205,-1.7960658928893742,0.42907383759791085,-0.3744022781806017,-0.6369030415107696,1
-0.4257218647448205,1.2751938464450454,-0.004201643016145654,-0.3500793182887041,-0.5892621322025883,1
-0.3461602606501438,-0.7390357722771455,-0.0007481021543929585,-0.26283391867646266,-0.49993542724974815,1
0.7714291149934098,-1.8254278406841584,0.11106028324485046,-0.3120085984579078,-0.5833070185390655,2
0.18808537825036312,-1.807810672007288,1.1197820099484492,-0.3521943582793039,-0.6369030415107696,2
-0.1252026163660276,-0.6333327602159226,0.2995660552821849,-0.3823336781453509,-0.6369030415107696,2
1.1873207913058275,-0.23401027020685872,0.0678910224729418,-0.3172961984344073,-0.5833070185390655,2
-0.3261321256886326,0.9639571998203333,-0.044061260462207964,-0.2062565989279182,-0.33319224467111336,1
-0.37367464023319086,-0.06371097299711063,-0.045788030893084315,-0.31941123842500707,-0.48207008625918013,1
-0.3160532422371276,0.7642959548158018,-0.04262228510314434,-0.23586715879631528,-0.31532690368054533,1
-0.13168421344095033,0.306249569217169,-0.05701203869378056,0.035915479995758025,0.35164582663399385,1
-0.2692237033708109,1.0285534849688585,-0.050248854506181544,-0.16871463909477188,-0.14858372110191057,1
1.1225048205566,-2.9940333629165665,0.4002943304166384,-0.28451307858011055,-0.6071274731931563,2
-0.15761060174064132,-0.5217573585957428,0.25639679451027625,-0.3833911981406508,-0.6369030415107696,2
-0.09279463099141391,-0.1929035432941609,0.3859045768260022,-0.37916111815945125,-0.6369030415107696,2
-0.15761060174064132,0.29450479009925534,0.32834556246345736,-0.38074739815240105,-0.6369030415107696,2
-0.09279463099141391,0.47654886642691774,0.1340838889898684,-0.3765173181712015,-0.630947927847247,2
-0.23538976663971423,-0.7155462140413188,-0.06104116969915871,-0.16607083910652215,-0.08903258446668384,1
-0.1252026163660276,0.01850248082828434,-0.057587628837406014,-0.05979007957888258,-0.06521212981259315,1
-0.3700773538566087,0.2064189467149029,-0.053270702760215144,-0.31095107846260794,-0.5058905409132708,1
-0.11800804361286339,0.5998690471650105,-0.06118506723506507,-0.009029119804487562,0.0896208254389963,1
-0.40608262560780456,1.1636184448248656,-0.06435081302500503,-0.340561638331005,-0.4761149725956575,1
-0.26562641699422873,0.01850248082828434,-0.05528526826290422,-0.20572783893026825,-0.29746156268997737,1
-0.32684510136687406,0.6057414367239667,-0.06650927606360046,-0.2533162387187636,-0.267685994372364,1
-0.16120788811722345,0.5587623202523128,-0.05988998941190781,-0.06243387956713232,0.06580037078490561,1
-0.06443764378862692,0.9052333042307658,-0.06348742780956687,-0.020133079755136472,0.13130662108365498,1
-0.15761060174064132,-1.067889587578728,-0.05816321898103145,-0.05080115961883346,0.053890143457860265,1
-0.4103928876626282,1.2751938464450454,-0.06463860809681776,-0.3331589983639057,-0.4880251999227028,1
-0.27752014762671207,0.2122913362738604,-0.06319963273775414,-0.16712835910182205,-0.12476326644781988,1
-0.11800804361286339,0.35322868568882365,-0.05945829680418872,-0.027535719722235747,0.05984525712138294,1
-0.19886596712252455,0.652720553195622,-0.06492640316863048,0.04543315995345709,0.21467821237297238,1
-0.15041602898747708,0.3884630230425653,-0.06147286230687779,-0.06137635957183243,0.01815946147672424,1
-0.40608262560780456,1.2751938464450454,-0.06463860809681776,-0.3395041183357051,-0.4701598589321348,1
-0.21882928611328656,1.0990221596763405,-0.06291183766594141,-0.10103335939557853,-0.0771223571396385,1
-0.14876322173337178,-0.08720053123293796,-0.06694096867131955,0.05918091989235574,0.32782537197990314,1
-0.41687448473755095,1.151873665706952,-0.06463860809681776,-0.32205503841325683,-0.4880251999227028,1
-0.2980344023688425,0.259270452745515,-0.05988998941190781,-0.10261963938852837,-0.1366734937748652,1
-0.14681874261089495,0.9052333042307658,-0.06291183766594141,-0.022248119745736265,-0.08903258446668384,1
-0.25483455786448245,1.0226810954099017,-0.06766045635085136,-0.15073679917467364,-0.07116724347611583,1
-0.3016316887454246,-0.04609380432024014,-0.06161675984278415,-0.24538483875401437,-0.29746156268997737,1
-0.18029619150287088,0.259270452745515,-0.05873880912465691,-0.033880839694035124,-0.01757122050441179,1
-0.4363192759623192,-2.2482398889290494,0.1268890121945503,-0.38815003811950033,-0.6369030415107696,1
-0.4195643475236439,1.2751938464450454,-0.06550199331225594,-0.32681387839210635,-0.46420474526861216,1
-0.3304423877434562,-0.09307292079189479,-0.05470967811927877,-0.18246239903367054,-0.29746156268997737,1
-0.33909531983847807,0.5998690471650105,-0.06435081302500503,-0.23745343878926514,-0.2915064490264547,1
-0.17562944160892657,0.5822518784881401,-0.06248014505822233,-0.07776791949898082,0.036024802467292255,1
-0.41146235117999047,1.0285534849688585,-0.055716960870623305,-0.3114798384602579,-0.4880251999227028,1
-0.4303886146387649,-1.173592599639951,-0.03715417873870258,-0.37070095819705207,-0.6130825868566789,1
-0.3304423877434562,-0.23988265976581555,-0.055716960870623305,-0.18933627900311986,-0.2438655397182733,1
-0.2451121622520983,-0.45716107344721824,-0.06463860809681776,-0.16184075912532256,-0.12476326644781988,1
-0.3340396741200383,-1.1089963144914257,-0.056868141157874204,-0.30619223848375837,-0.4344291769509988,1
0.8038371003680236,-1.6962352703871082,0.3930994536213203,-0.3056634784861084,-0.6190377005202016,2
-0.1252026163660276,1.2751938464450454,0.0549402442413692,-0.39132259810540004,-0.6369030415107696,2
-0.027978660242186502,1.2751938464450454,0.09810950501327785,-0.3897363181124502,-0.6369030415107696,2
-0.19001858711525502,1.2751938464450454,0.026160737060096768,-0.39238011810069995,-0.6369030415107696,2
0.9766688863708384,1.2751938464450454,-0.057299833765593285,-0.3733447581853018,-0.6130825868566789,2
-0.1252026163660276,0.5411451515754422,0.32834556246345736,-0.37810359816415134,-0.6369030415107696,2
-0.1252026163660276,0.3943354126015215,0.3571250696447298,-0.3786323581618013,-0.6369030415107696,2
-0.4243607293590867,0.1476950511253346,0.004576106674142443,-0.34109039832865495,-0.6071274731931563,1
-0.19591684045343472,0.41195258127839196,-0.044349055534020694,0.030099120021608597,0.10748616642956431,1
-0.3903647527011169,-0.1929035432941609,-0.040607719600455276,-0.3093647984696581,-0.5773519048755429,1
-0.4312636302438795,0.8817437459949384,-0.04823428900349247,-0.3744022781806017,-0.6071274731931563,1
-0.4371294755966845,-2.1484092664267838,0.0549402442413692,-0.39132259810540004,-0.6369030415107696,1
