lenght,eccen,mean_tr,blackpix,wb_trans,target
-0.7266702148162157,-0.4039112905877055,-0.055429165798810576,-0.27892243835267694,-0.6071274731931563,1
-0.7266702148162157,-0.41146235117999047,-0.03715417873870258,-0.2757912019833619,-0.6130825868566789,1
-0.6310517776172657,-0.35205851398832355,-0.025210683258474528,-0.26561468378308806,-0.6011723595296335,1
-0.7266702148162157,-0.4039112905877055,-0.026649658617538145,-0.2797052474450057,-0.6249928141837243,1
-0.7614405556158339,-0.4330784774248578,-0.056580346086061474,-0.2828364838143207,-0.6190377005202016,1
-0.7179776296163112,-0.39742969351278273,-0.0538462929038406,-0.2726599656140469,-0.5892621322025883,1
-0.7527479704159293,-0.4276663438672973,-0.05298290768840242,-0.28205367472199194,-0.6190377005202016,1
-0.7353628000161202,-0.4103928876626282,0.0549402442413692,-0.28205367472199194,-0.6369030415107696,1
-0.7440553852160248,-0.41687448473755095,0.0549402442413692,-0.28205367472199194,-0.6369030415107696,1
-0.7266702148162157,-0.4039112905877055,0.03335561385541488,-0.27657401107569063,-0.630947927847247,1
-0.7701331408157385,-0.4363192759623192,0.026160737060096768,-0.28361929290664945,-0.6369030415107696,1
-0.7614405556158339,-0.42983767888739643,0.026160737060096768,-0.28361929290664945,-0.6369030415107696,1
-0.7353628000161202,-0.4103928876626282,0.09810950501327785,-0.2797052474450057,-0.6369030415107696,1
-0.7266702148162157,-0.4039112905877055,-0.01700852371181188,-0.27813962926034813,-0.6249928141837243,1
-0.7266702148162157,-0.41146235117999047,-0.027800838904789044,-0.27657401107569063,-0.6190377005202016,1
-0.7179776296163112,-0.39742969351278273,0.1268890121945503,-0.27813962926034813,-0.6369030415107696,1
-0.7266702148162157,-0.41146235117999047,-0.027800838904789044,-0.27657401107569063,-0.6190377005202016,1
-0.6223591924173612,-0.3261321256886326,-0.009813646916493774,-0.2726599656140469,-0.6190377005202016,1
-0.7440553852160248,-0.41687448473755095,-0.01700852371181188,-0.28205367472199194,-0.630947927847247,1
-0.7353628000161202,-0.4006704920502441,0.0549402442413692,-0.28205367472199194,-0.6369030415107696,1
-0.7353628000161202,-0.4006704920502441,-0.009813646916493774,-0.2812708656296632,-0.630947927847247,1
-0.6310517776172657,-0.30344653592640297,-0.05197562493705789,-0.2757912019833619,-0.6011723595296335,1
-0.7266702148162157,-0.41146235117999047,0.01896586026477866,-0.27813962926034813,-0.630947927847247,1
-0.7266702148162157,-0.4039112905877055,-0.05298290768840242,-0.27813962926034813,-0.6071274731931563,1
-0.7527479704159293,-0.42335608181247364,0.0549402442413692,-0.28205367472199194,-0.6369030415107696,1
-0.5702036812179339,-0.3869619142367825,0.06731543232931633,-0.2303882746282941,-0.6011723595296335,1
-0.5702036812179339,-0.3869619142367825,-0.0026187701211756653,-0.2006415291198014,-0.5297109955673616,1
-0.6484369480170747,-0.37519781554579773,-0.05197562493705789,-0.2617006383214443,-0.5594865638849749,1
0.10781796437462068,0.0275686266899014,-0.06363132534547322,-0.12314342897925465,0.07771059811195095,1
-0.7092850444164066,-0.4227727380757306,-0.04003212945682983,-0.2632662565061018,-0.5833070185390655,1
-0.7179776296163112,-0.4257218647448205,-0.015569548352748265,-0.24995850193651298,-0.5833070185390655,1
-0.7179776296163112,-0.4257218647448205,0.42907383759791085,-0.2617006383214443,-0.6369030415107696,1
-0.7179776296163112,-0.4257218647448205,-0.004201643016145654,-0.24839288375185548,-0.5892621322025883,1
-0.4832778292188884,-0.3461602606501438,-0.0007481021543929585,-0.17480882907295248,-0.49993542724974815,1
0.19474381637366614,0.7714291149934098,0.11106028324485046,-0.18107130181158254,-0.5833070185390655,2
-0.2746557844211793,0.18808537825036312,1.1197820099484492,-0.22412580188966405,-0.6369030415107696,2
-0.6136666072174566,-0.1252026163660276,0.2995660552821849,-0.2687459201524031,-0.6369030415107696,2
0.09043279397481159,1.1873207913058275,0.0678910224729418,-0.2045555745814452,-0.5833070185390655,2
-0.4572000736191748,-0.3261321256886326,-0.044061260462207964,-0.16306669268802115,-0.33319224467111336,1
-0.604974022017552,-0.37367464023319086,-0.045788030893084315,-0.22647422916665033,-0.48207008625918013,1
-0.4658926588190793,-0.3160532422371276,-0.04262228510314434,-0.15132455630308983,-0.31532690368054533,1
0.06435503837509796,-0.13168421344095033,-0.05701203869378056,0.0005404076086886487,0.35164582663399385,1
-0.3528890512203202,-0.2692237033708109,-0.050248854506181544,-0.11531533805596711,-0.14858372110191057,1
0.8988432175659343,1.1225048205566,0.4002943304166384,-0.13018871081021344,-0.6071274731931563,2
-0.6310517776172657,-0.15761060174064132,0.25639679451027625,-0.27109434742938937,-0.6369030415107696,2
-0.5962814368176476,-0.09279463099141391,0.3859045768260022,-0.26404906559843055,-0.6369030415107696,2
