height,lenght,eccen,p_and,blackpix,blackand,target
-0.2900081446947646,-0.7266702148162157,-0.4039112905877055,-0.7390357722771455,-0.27892243835267694,-0.3844487181359507,1
-0.23751771914836384,-0.7266702148162157,-0.41146235117999047,0.5763794889291826,-0.2757912019833619,-0.37704607816885144,1
-0.23751771914836384,-0.6310517776172657,-0.35205851398832355,-0.24575504932477238,-0.26561468378308806,-0.35430939826990365,1
-0.2900081446947646,-0.7266702148162157,-0.4039112905877055,-0.23401027020685872,-0.2797052474450057,-0.38286243814300086,1
-0.23751771914836384,-0.7614405556158339,-0.4330784774248578,0.9463400311434629,-0.2828364838143207,-0.3876212781218504,1
-0.2900081446947646,-0.7179776296163112,-0.39742969351278273,1.2751938464450454,-0.2726599656140469,-0.3754597981759016,1
-0.23751771914836384,-0.7527479704159293,-0.4276663438672973,-0.43954390477034777,-0.28205367472199194,-0.3876212781218504,1
-0.2900081446947646,-0.7353628000161202,-0.4103928876626282,-2.6416899893791568,-0.28205367472199194,-0.39132259810540004,1
-0.2900081446947646,-0.7440553852160248,-0.41687448473755095,-1.5435531418542305,-0.28205367472199194,-0.3897363181124502,1
-0.2900081446947646,-0.7266702148162157,-0.4039112905877055,0.7701683443747586,-0.27657401107569063,-0.3796898781571012,1
-0.2900081446947646,-0.7701331408157385,-0.4363192759623192,1.2751938464450454,-0.28361929290664945,-0.39132259810540004,1
-0.2900081446947646,-0.7614405556158339,-0.42983767888739643,-0.292734165796427,-0.28361929290664945,-0.3907938381077501,1
-0.2900081446947646,-0.7353628000161202,-0.4103928876626282,-0.292734165796427,-0.2797052474450057,-0.38497747813360067,1
-0.2900081446947646,-0.7266702148162157,-0.4039112905877055,0.4354421395142193,-0.27813962926034813,-0.38074739815240105,1
-0.23751771914836384,-0.7266702148162157,-0.41146235117999047,0.5763794889291826,-0.27657401107569063,-0.37704607816885144,1
-0.2900081446947646,-0.7179776296163112,-0.39742969351278273,-1.807810672007288,-0.27813962926034813,-0.3865637581265505,1
-0.23751771914836384,-0.7266702148162157,-0.41146235117999047,0.9933191476151175,-0.27657401107569063,-0.3754597981759016,1
-0.2900081446947646,-0.6223591924173612,-0.3261321256886326,-2.2482398889290494,-0.2726599656140469,-0.3765173181712015,1
-0.2900081446947646,-0.7440553852160248,-0.41687448473755095,-1.3086575594959573,-0.28205367472199194,-0.38920755811480023,1
-0.3424985702411653,-0.7353628000161202,-0.4006704920502441,-1.6610009330333673,-0.28205367472199194,-0.39026507811010014,1
-0.3424985702411653,-0.7353628000161202,-0.4006704920502441,0.053736818182025976,-0.2812708656296632,-0.3865637581265505,1
-0.3424985702411653,-0.6310517776172657,-0.30344653592640297,-1.496574025382576,-0.2757912019833619,-0.3765173181712015,1
-0.23751771914836384,-0.7266702148162157,-0.41146235117999047,-1.37912623420344,-0.27813962926034813,-0.3844487181359507,1
-0.2900081446947646,-0.7266702148162157,-0.4039112905877055,0.6057414367239667,-0.27813962926034813,-0.3802186381547511,1
-0.2900081446947646,-0.7527479704159293,-0.42335608181247364,0.10071593465368062,-0.28205367472199194,-0.38815003811950033,1
0.12991525967644135,-0.5702036812179339,-0.3869619142367825,-2.917692298650128,-0.2303882746282941,-0.3474355183004543,1
0.12991525967644135,-0.5702036812179339,-0.3869619142367825,-0.6039708124211384,-0.2006415291198014,-0.279754238601261,1
-0.1850272936019631,-0.6484369480170747,-0.37519781554579773,-0.821249226102541,-0.2617006383214443,-0.35853947825110327,1
-0.1850272936019631,0.10781796437462068,0.0275686266899014,-0.5393745272726139,-0.12314342897925465,-0.13328771925222538,1
0.024934408583639874,-0.7092850444164066,-0.4227727380757306,-0.9210798486048072,-0.2632662565061018,-0.36382707822760274,1
0.024934408583639874,-0.7179776296163112,-0.4257218647448205,1.2751938464450454,-0.24995850193651298,-0.3500793182887041,1
0.024934408583639874,-0.7179776296163112,-0.4257218647448205,-1.7960658928893742,-0.2617006383214443,-0.3744022781806017,1
0.024934408583639874,-0.7179776296163112,-0.4257218647448205,1.2751938464450454,-0.24839288375185548,-0.3500793182887041,1
0.024934408583639874,-0.4832778292188884,-0.3461602606501438,-0.7390357722771455,-0.17480882907295248,-0.26283391867646266,1
-0.3949889957875661,0.19474381637366614,0.7714291149934098,-1.8254278406841584,-0.18107130181158254,-0.3120085984579078,2
-0.3949889957875661,-0.2746557844211793,0.18808537825036312,-1.807810672007288,-0.22412580188966405,-0.3521943582793039,2
-0.44747942133396684,-0.6136666072174566,-0.1252026163660276,-0.6333327602159226,-0.2687459201524031,-0.3823336781453509,2
-0.44747942133396684,0.09043279397481159,1.1873207913058275,-0.23401027020685872,-0.2045555745814452,-0.3172961984344073,2
-0.02755601696276087,-0.4572000736191748,-0.3261321256886326,0.9639571998203333,-0.16306669268802115,-0.2062565989279182,1
-0.08004644250916161,-0.604974022017552,-0.37367464023319086,-0.06371097299711063,-0.22647422916665033,-0.31941123842500707,1
-0.08004644250916161,-0.4658926588190793,-0.3160532422371276,0.7642959548158018,-0.15132455630308983,-0.23586715879631528,1
-0.02755601696276087,0.06435503837509796,-0.13168421344095033,0.306249569217169,0.0005404076086886487,0.035915479995758025,1
-0.08004644250916161,-0.3528890512203202,-0.2692237033708109,1.0285534849688585,-0.11531533805596711,-0.16871463909477188,1
-0.3424985702411653,0.8988432175659343,1.1225048205566,-2.9940333629165665,-0.13018871081021344,-0.28451307858011055,2
-0.44747942133396684,-0.6310517776172657,-0.15761060174064132,-0.5217573585957428,-0.27109434742938937,-0.3833911981406508,2
-0.44747942133396684,-0.5962814368176476,-0.09279463099141391,-0.1929035432941609,-0.26404906559843055,-0.37916111815945125,2
-0.44747942133396684,-0.6310517776172657,-0.15761060174064132,0.29450479009925534,-0.26718030196774556,-0.38074739815240105,2
-0.44747942133396684,-0.5962814368176476,-0.09279463099141391,0.47654886642691774,-0.26561468378308806,-0.3765173181712015,2
-0.02755601696276087,-0.21380768802184752,-0.23538976663971423,-0.7155462140413188,-0.14897612902610358,-0.16607083910652215,1
-0.08004644250916161,-0.005185643224138412,-0.1252026163660276,0.01850248082828434,-0.12470904716391217,-0.05979007957888258,1
-0.08004644250916161,-0.5962814368176476,-0.3700773538566087,0.2064189467149029,-0.24526164738254044,-0.31095107846260794,1
-0.08004644250916161,0.01219952717567068,-0.11800804361286339,0.5998690471650105,-0.10435601076336454,-0.009029119804487562,1
-0.08004644250916161,-0.683207288816693,-0.40608262560780456,1.1636184448248656,-0.25230692921349923,-0.340561638331005,1
-0.08004644250916161,-0.3441964660204157,-0.26562641699422873,0.01850248082828434,-0.1834197290885688,-0.20572783893026825,1
-0.08004644250916161,-0.49197041441879297,-0.32684510136687406,0.6057414367239667,-0.21316647459706148,-0.2533162387187636,1
-0.08004644250916161,-0.09211149522318386,-0.16120788811722345,0.5587623202523128,-0.10200758348637827,-0.06243387956713232,1
-0.13253686805556236,0.038277282775384315,-0.06443764378862692,0.9052333042307658,-0.10983567440966582,-0.020133079755136472,1
0.024934408583639874,0.0730476235750025,-0.15761060174064132,-1.067889587578728,-0.09417949256309072,-0.05080115961883346,1
-0.02755601696276087,-0.683207288816693,-0.4103928876626282,1.2751938464450454,-0.25543816558281424,-0.3331589983639057,1
-0.02755601696276087,-0.3268112956206066,-0.27752014762671207,0.2122913362738604,-0.1677635472419937,-0.16712835910182205,1
-0.08004644250916161,0.01219952717567068,-0.11800804361286339,0.35322868568882365,-0.10044196530172075,-0.027535719722235747,1
0.024934408583639874,-0.04864856922366114,-0.19886596712252455,0.652720553195622,-0.10200758348637827,0.04543315995345709,1
-0.08004644250916161,-0.06603373962347023,-0.15041602898747708,0.3884630230425653,-0.12392623807158341,-0.06137635957183243,1
-0.08004644250916161,-0.683207288816693,-0.40608262560780456,1.2751938464450454,-0.2515241201211705,-0.3395041183357051,1
-0.08004644250916161,-0.2311928584216566,-0.21882928611328656,1.0990221596763405,-0.1552386017647336,-0.10103335939557853,1
0.024934408583639874,0.09912537917471613,-0.14876322173337178,-0.08720053123293796,-0.09417949256309072,0.05918091989235574,1
0.07742483413004062,-0.683207288816693,-0.41687448473755095,1.151873665706952,-0.25543816558281424,-0.32205503841325683,1
0.07742483413004062,-0.300733540020893,-0.2980344023688425,0.259270452745515,-0.1552386017647336,-0.10261963938852837,1
-0.08004644250916161,-0.05734115442356569,-0.14681874261089495,0.9052333042307658,-0.15836983813404862,-0.022248119745736265,1
-0.08004644250916161,-0.31811871042070206,-0.25483455786448245,1.0226810954099017,-0.17872287453459626,-0.15073679917467364,1
-0.08004644250916161,-0.43112231801946116,-0.3016316887454246,-0.04609380432024014,-0.20377276548911644,-0.24538483875401437,1
-0.02755601696276087,-0.06603373962347023,-0.18029619150287088,0.259270452745515,-0.11688095624062461,-0.033880839694035124,1
-0.02755601696276087,-0.7527479704159293,-0.4363192759623192,-2.2482398889290494,-0.27813962926034813,-0.38815003811950033,1
0.07742483413004062,-0.6918998740165975,-0.4195643475236439,1.2751938464450454,-0.2515241201211705,-0.32681387839210635,1
0.07742483413004062,-0.4050445624197475,-0.3304423877434562,-0.09307292079189479,-0.1818541109039113,-0.18246239903367054,1
-0.02755601696276087,-0.49197041441879297,-0.33909531983847807,0.5998690471650105,-0.21081804732007522,-0.23745343878926514,1
-0.08004644250916161,-0.12688183602280206,-0.17562944160892657,0.5822518784881401,-0.12549185625624093,-0.07776791949898082,1
0.07742483413004062,-0.6658221184168839,-0.41146235117999047,1.0285534849688585,-0.2429132201055542,-0.3114798384602579,1
0.07742483413004062,-0.7266702148162157,-0.4303886146387649,-1.173592599639951,-0.2757912019833619,-0.37070095819705207,1
0.07742483413004062,-0.4050445624197475,-0.3304423877434562,-0.23988265976581555,-0.16854635633432244,-0.18933627900311986,1
-0.02755601696276087,-0.23988544362156114,-0.2451121622520983,-0.45716107344721824,-0.17480882907295248,-0.16184075912532256,1
-0.08004644250916161,-0.5093555848186021,-0.3340396741200383,-1.1089963144914257,-0.22882265644363659,-0.30619223848375837,1
-0.3949889957875661,0.22082157197337976,0.8038371003680236,-1.6962352703871082,-0.1849853472732263,-0.3056634784861084,2
-0.49996984688036755,-0.700592459216502,-0.1252026163660276,1.2751938464450454,-0.28205367472199194,-0.39132259810540004,2
-0.49996984688036755,-0.6745147036167884,-0.027978660242186502,1.2751938464450454,-0.2797052474450057,-0.3897363181124502,2
-0.49996984688036755,-0.7179776296163112,-0.19001858711525502,1.2751938464450454,-0.28361929290664945,-0.39238011810069995,2
-0.49996984688036755,-0.4050445624197475,0.9766688863708384,1.2751938464450454,-0.2812708656296632,-0.3733447581853018,2
-0.44747942133396684,-0.6136666072174566,-0.1252026163660276,0.5411451515754422,-0.26718030196774556,-0.37810359816415134,2
-0.44747942133396684,-0.6136666072174566,-0.1252026163660276,0.3943354126015215,-0.26561468378308806,-0.3786323581618013,2
0.12991525967644135,-0.700592459216502,-0.4243607293590867,0.1476950511253346,-0.25935221104445805,-0.34109039832865495,1
0.024934408583639874,-0.039955984023756594,-0.19591684045343472,0.41195258127839196,0.01619658945526375,0.030099120021608597,1
0.024934408583639874,-0.6136666072174566,-0.3903647527011169,-0.1929035432941609,-0.26091782922911555,-0.3093647984696581,1
-0.08004644250916161,-0.7440553852160248,-0.4312636302438795,0.8817437459949384,-0.27657401107569063,-0.3744022781806017,1
-0.13253686805556236,-0.7614405556158339,-0.4371294755966845,-2.1484092664267838,-0.28205367472199194,-0.39132259810540004,1
-0.3949889957875661,0.19474381637366614,0.7714291149934098,-2.3774324592260996,-0.19516186547350012,-0.32892891838270616,2
4.5916014311205045,-0.7614405556158339,-0.4482778225655516,-1.7432143868587628,-0.179505683626925,-0.32099751841795693,4
-0.44747942133396684,-0.37027422162012935,0.32850917887856423,-0.6215879810980088,-0.2429132201055542,-0.3622407982346529,2
0.024934408583639874,-0.22250027322175206,-0.25778368453357225,0.5528899306933559,-0.07147802888555682,-0.06507767955538206,1
-0.08004644250916161,-0.4658926588190793,-0.3160532422371276,0.6762101114314494,-0.15289017448774733,-0.23851095878456505,1
-0.08004644250916161,-0.604974022017552,-0.37367464023319086,-0.12243486858667893,-0.24682726556719795,-0.320468758420307,1
-0.13253686805556236,-0.7179776296163112,-0.41687448473755095,-2.671051937173941,-0.27813962926034813,-0.3855062381312506,1
-0.02755601696276087,0.08174020877490705,-0.1252026163660276,0.7466787861389312,0.05142299861005773,0.08456139977955325,1
-0.08004644250916161,-0.04864856922366114,-0.14322145623431282,0.1711846093611626,-0.10905286531733706,-0.06825023954128175,1
-0.08004644250916161,-0.5093555848186021,-0.3340396741200383,-0.010859466966499812,-0.2217773746126778,-0.2776391986106612,1
0.024934408583639874,0.09043279397481159,-0.15171234840246162,0.617486215841881,0.05611985316403026,0.12527591959859927,1
0.024934408583639874,0.2468993275730934,-0.09869288432959361,0.0889711555357663,-0.022943865161174002,0.15594399946229626,1
-0.02755601696276087,0.3077474239724252,-0.040941854392032,0.46480408730900347,0.12970390784293323,0.1776231593659441,1
-0.08004644250916161,-0.6745147036167884,-0.4024853392312224,-1.8841517362737263,-0.26796311106007437,-0.3680571582088023,1
-0.08004644250916161,-0.1355744212227066,-0.17922672798550865,-1.0385276397839438,-0.15445579267240486,-0.18034735904307075,1
0.024934408583639874,0.2468993275730934,-0.09869288432959361,-0.2105207119710314,-0.04799375611569417,0.12051707961974972,1
