column name,count,mean,std,min,25%,50%,75%,max,skewness
batch_size,540.0,112.8889,86.0726,16.0,32.0,96.0,128.0,256.0,0.6712
learning_rate,540.0,0.0057,0.0083,0.0005,0.0005,0.0026,0.0069,0.035,2.1503
number_of_epochs,540.0,161.6667,70.9922,60.0,100.0,160.0,220.0,300.0,0.0249
number_of_hidden_layers,540.0,3.0833,1.2344,2.0,2.0,3.0,4.0,6.0,0.7321
avg_number_of_neurons,540.0,114.1407,49.0981,16.0,80.0,112.0,150.8,240.0,0.2366
min_number_of_neurons,540.0,57.7778,50.9628,16.0,16.0,32.0,80.0,224.0,1.4206
max_number_of_neurons,540.0,169.7778,69.7333,16.0,132.0,168.0,228.0,256.0,-0.3811
total_number_of_neurons,540.0,363.5556,221.6064,32.0,188.0,320.0,480.0,864.0,0.688
depth_to_width_ratio,540.0,0.0335,0.0222,0.0083,0.0193,0.0293,0.0368,0.125,2.2155
batch_size_to_dataset_ratio,540.0,0.1875,0.3573,0.0025,0.0107,0.0485,0.1884,2.6122,3.5679
number_of_features,540.0,12.8148,5.423,2.0,9.0,12.0,18.0,24.0,0.18
proportion_of_numeric_features,540.0,0.8171,0.2867,0.0,0.6842,1.0,1.0,1.0,-1.4773
number_of_instances,540.0,3243.6704,3811.062,88.0,625.0,1623.5,5000.0,18905.0,1.855
number_of_classes,540.0,4.5352,2.6553,2.0,2.0,4.0,6.0,11.0,0.9868
ratio_of_instances_to_features,540.0,293.5805,446.0657,5.4444,56.3417,138.3385,354.8772,3781.0,3.8208
ratio_of_classes_to_features,540.0,0.4592,0.445,0.0909,0.2,0.3333,0.5455,3.3333,3.0763
ratio_of_instances_to_classes,540.0,1044.9787,1622.4858,13.4,145.3,376.3095,1152.25,9452.5,2.9429
ratio_of_min_to_max_instances_per_class,540.0,0.5179,0.3924,0.0028,0.0977,0.533,0.9222,1.0,-0.0402
proportion_of_features_with_outliers,540.0,0.4706,0.3913,0.0,0.0417,0.4444,0.8889,1.0,0.1156
average_mutual_information,540.0,0.1452,0.1768,0.0013,0.0365,0.084,0.1668,0.8509,2.3049
minimum_mutual_information,540.0,0.0228,0.0506,0.0,0.0,0.0008,0.0177,0.2708,3.2488
maximum_mutual_information,540.0,0.3587,0.3298,0.0053,0.1067,0.2296,0.5675,1.303,1.1663
equivalent_number_of_features,540.0,1.1772,0.2579,1.0013,1.0372,1.0876,1.1815,2.3417,2.7914
noise_to_signal_ratio_of_features,540.0,2.0211,7.3212,-0.9069,-0.5801,0.0964,1.1906,72.4841,5.94
avg_learning_slope,540.0,-0.002,0.0019,-0.0085,-0.0029,-0.0015,-0.0004,0.0005,-1.2675
std_learning_slope,540.0,0.0002,0.0002,0.0,0.0001,0.0001,0.0002,0.0011,2.033
avg_validation_gap,540.0,0.0955,0.1223,-0.0269,0.0141,0.0436,0.1384,0.6283,2.0232
std_validation_gap,540.0,0.0202,0.0229,0.0,0.005,0.0129,0.0248,0.1423,2.2096
avg_first_overfit_epoch,540.0,34.7563,41.179,3.6,14.175,20.45,35.525,280.0,3.197
std_first_overfit_epoch,540.0,15.356,17.5258,0.0,6.0605,8.9725,14.314,95.7455,2.4751
avg_first_stay_epoch,540.0,6.692,5.3227,2.0,2.9,4.9,8.9,33.6,1.9818
std_first_stay_epoch,540.0,1.7184,1.8762,0.0,0.6,1.1358,2.3152,12.8125,2.5233
avg_percentage_weights_near_zero,540.0,29.9805,16.2784,5.4399,16.6444,28.3421,41.1922,67.5389,0.4748
std_percentage_weights_near_zero,540.0,1.3799,1.3539,0.1874,0.5984,0.9464,1.6118,14.2059,3.4616
avg_avg_weights,540.0,0.1541,0.1136,0.0426,0.0791,0.1173,0.1918,0.7261,2.3053
std_avg_weights,540.0,0.0101,0.0131,0.0001,0.0017,0.0044,0.0122,0.0641,2.0411
