column name,count,mean,std,min,25%,50%,75%,max
number_of_features,375.0,13.570666666666666,5.164636367228975,3.0,10.0,14.0,18.0,22.0
proportion_of_numeric_features,375.0,0.8070420907953415,0.28822346441829555,0.0,0.6818181818181818,1.0,1.0,1.0
number_of_instances,375.0,3482.4373333333333,3219.4229164836415,87.0,864.5,2488.0,5000.0,13543.0
number_of_classes,375.0,4.437333333333333,2.7392362676060404,2.0,2.0,3.0,7.0,11.0
ratio_of_instances_to_features,375.0,303.1098052232024,395.98930999166106,5.388888888888889,70.975,196.8095238095238,411.1111111111111,3239.5
ratio_of_classes_to_features,375.0,0.42131402223507486,0.4278355315246867,0.0909090909090909,0.16228070175438591,0.2857142857142857,0.5278637770897833,3.333333333333333
ratio_of_instances_to_classes,375.0,1048.7286502164502,1092.9219541633943,10.875,236.875,565.8571428571429,1666.6666666666667,4293.0
ratio_of_min_to_max_instances_per_class,375.0,0.5333010340975731,0.40776673170256994,0.0027964205816554,0.0760135135135135,0.5316455696202531,0.942154255319149,1.0
proportion_of_features_with_outliers,375.0,0.46862978717189235,0.37692196194071204,0.0,0.125,0.4285714285714285,0.9023809523809524,1.0
average_mutual_information,375.0,0.16416175060928587,0.19037922687840036,0.002764890211625,0.0388472605679998,0.0907566175012237,0.20597189870267946,0.844170665520609
minimum_mutual_information,375.0,0.02742458948280398,0.055679870439923784,0.0,0.0,0.0021592099016503,0.0281620985328091,0.2656882295527225
maximum_mutual_information,375.0,0.3932636485306348,0.3485786540839752,0.0097157268908978,0.10647132195592195,0.2386237447484582,0.6280433159496361,1.2651240546810478
equivalent_number_of_features,375.0,1.2027626206903288,0.2771975822133076,1.0027687160457577,1.0396116865593064,1.0950024683876538,1.228718755529976,2.326047942666623
noise_to_signal_ratio_of_features,375.0,0.8788142654162265,3.089173839385692,-0.9293066302424272,-0.6393106012052521,-0.279669317917948,0.8517134552307373,24.06960955070102
SMOTE_testing_loss,375.0,1.3626666666666667,2.9107386153668147,-1.0,-1.0,-1.0,4.0,8.0
layer_normalisation_testing_loss,375.0,2.56,1.4519026793743206,1.0,1.0,2.0,4.0,7.0
batch_normalisation_testing_loss,375.0,2.7573333333333334,1.4431447143882234,1.0,1.0,3.0,4.0,7.0
weight_decay_testing_loss,375.0,2.3333333333333335,1.2722178761598493,1.0,1.0,2.0,3.0,7.0
baseline_testing_loss,375.0,2.437333333333333,1.1117714021433929,1.0,2.0,2.0,3.0,6.0
dropout_testing_loss,375.0,2.6986666666666665,1.1937328920109413,1.0,2.0,3.0,4.0,7.0
prune_testing_loss,375.0,2.1813333333333333,1.1301286346419992,1.0,1.0,2.0,3.0,6.0
weight_normalisation_testing_loss,375.0,2.1333333333333333,1.1623934984661142,1.0,1.0,2.0,3.0,6.0
weight_perturbation_testing_loss,375.0,2.3813333333333335,1.1120022570156245,1.0,2.0,2.0,3.0,6.0
