volatile acidity,citric acid,residual sugar,chlorides,density,target
-0.1018887300650445,0.2096514570574771,3.0415719843935047,-0.03918105528677245,2.482748197716169,4
0.1881792573242526,0.04629364818471899,-0.8876343491195011,0.13398062950084913,0.07247003274049144,4
-0.005199400935278622,0.5363670748029942,0.20266897902808698,0.17727105069775453,0.4512280300938144,4
-0.48864604658410776,-0.11706416068803956,0.5318171535632078,0.5235944202729929,0.6233907561635275,4
0.3815579155837844,-1.4239266316701067,0.22324073993653196,-0.03918105528677245,0.3823629396659444,4
-0.5853353757138736,0.7814037881121315,-0.9082061100279463,-0.08247147648367785,0.0036049423126214824,4
-0.1018887300650445,0.618045979239373,-0.9184919904821688,-0.5586661096496366,-1.0293714141055426,3
-0.48864604658410776,0.5363670748029942,-0.3527685654999297,-0.47208526725582584,0.3134978492380745,3
-0.9720926922329369,0.2913303614938564,-0.9699213927532815,-0.25563316127129915,-0.6161808715382845,3
-1.1654713504924683,0.5363670748029942,-0.9082061100279463,-0.08247147648367785,-0.8916412332498026,5
1.348451206881442,2.3333029724033363,2.7432814512210517,-0.25563316127129915,2.2072878360046895,3
-1.0687820213627024,0.37300926593023565,-0.9082061100279463,-0.601956530846542,-0.8227761428219326,5
1.9285871816600368,-2.4040734849066574,-0.9904931536617264,0.004109365910132942,-0.3407205098267665,4
3.6689951059958217,1.1897983102940275,-0.9699213927532815,-0.7318277944372624,-1.5802921375285786,6
0.5749365738433161,0.6997248836757523,-0.9904931536617264,-0.5586661096496366,-0.7194785071800894,4
0.28486858645401847,-1.5872844405428652,0.3260995444787573,-0.08247147648367785,0.5889582109495926,3
0.28486858645401847,0.37300926593023565,-0.6202014573097155,-0.3422140036651099,-0.8916412332498026,5
-0.1985780591948104,0.6997248836757523,-0.8670625882110562,0.13398062950084913,-0.27185541939889657,6
3.7656844351255874,-1.5872844405428652,-0.9082061100279463,1.2162411594234828,-0.03082760290131349,3
-0.1018887300650445,0.618045979239373,-0.9493496318448365,0.26385189309156504,0.4512280300938144,4
-0.2952673883245763,-0.11706416068803956,0.6346759581054331,0.004109365910132942,0.5889582109495926,4
-0.39195671745434213,0.1279725526210978,-1.0110649145701716,0.26385189309156504,-0.27185541939889657,4
-0.005199400935278622,0.4546881703666149,0.5729606753800979,0.22056147189465963,0.7955534822332023,4
-0.1018887300650445,1.1897983102940275,-0.9904931536617264,0.04739978710703834,-0.8227761428219326,4
0.3815579155837844,0.2096514570574771,-0.805347305485721,-0.5586661096496366,-1.0982365045334124,5
-0.39195671745434213,0.4546881703666149,0.922680610823664,-0.08247147648367785,1.2431765700143953,4
-1.358850008752,0.04629364818471899,-0.9904931536617264,-0.16905231887748834,-0.13412523854315664,4
-0.2952673883245763,0.2096514570574771,-0.7950614250314986,0.17727105069775453,-0.6161808715382845,4
-1.5522286670115315,0.04629364818471899,-0.9082061100279463,-0.03918105528677245,0.03803748752655646,4
-0.1018887300650445,-1.0972110139245899,1.8586957321579138,-0.08247147648367785,0.8299860274471373,3
-0.005199400935278622,0.7814037881121315,-0.8670625882110562,1.4759836866049152,-1.1326690497473473,3
1.058383219492145,-0.8521743006154523,-0.10590743459858892,0.22056147189465963,-0.13412523854315664,3
0.47824724471355023,-0.11706416068803956,-0.9699213927532815,0.30714231428847044,-1.0982365045334124,4
-0.39195671745434213,0.4546881703666149,2.475848559411266,0.480303999076092,2.1039902003628845,3
-0.48864604658410776,0.4546881703666149,-0.7024885009434957,5.458702436720207,-0.03082760290131349,4
-0.39195671745434213,0.4546881703666149,-0.6202014573097155,5.501992857917113,-0.03082760290131349,4
0.28486858645401847,-0.6071375873063147,0.3055277835703123,0.9997890534389564,0.5545256657356193,4
-0.39195671745434213,-0.5254586828699355,-0.9287778709363915,0.480303999076092,-0.13412523854315664,4
-0.48864604658410776,-0.6071375873063147,-0.9287778709363915,0.6101752626668079,-0.13412523854315664,4
-0.9720926922329369,-0.19874306512441883,-0.9287778709363915,0.5235944202729929,-0.23742287418496158,5
1.6385191942707398,-0.6071375873063147,-0.3116250436830395,0.7400465262575241,0.07247003274049144,2
1.7352085234005057,-0.688816491742694,-0.3116250436830395,0.8699177898482403,0.03803748752655646,3
-0.875403363103171,0.1279725526210978,-0.18819447823236923,0.9132082110451457,0.41679548487987944,3
-0.875403363103171,-0.19874306512441883,-0.8876343491195011,0.6967561050606187,-0.7194785071800894,4
-0.2952673883245763,-0.3621008739971774,-0.9904931536617264,0.956498632242051,-0.8227761428219326,5
-1.1654713504924683,-0.03538525625166028,-0.9904931536617264,0.480303999076092,-0.9605063236776725,5
-0.9720926922329369,0.1279725526210978,-1.0110649145701716,-0.03918105528677245,-0.9260737784637375,4
-0.7787140339734051,2.0882662590941985,-1.0316366754786166,4.376441906797574,-0.27185541939889657,4
-0.2952673883245763,0.1279725526210978,-0.9493496318448365,-0.29892358246820455,-1.0293714141055426,4
-0.6820247048436395,0.04629364818471899,1.23125702445034,-0.12576189768058324,0.8299860274471373,4
-0.875403363103171,-0.6071375873063147,1.3341158289925652,0.09069020830394374,1.1743114795865253,4
0.9616938903623791,-1.505605536106486,-0.27048152186614954,-0.08247147648367785,-0.23742287418496158,4
-0.7787140339734051,0.2096514570574771,-0.9699213927532815,-0.3422140036651099,-0.4095856002546365,4
-0.5853353757138736,-0.7704953961790733,-0.2087662391408142,1.9954687409677794,0.4512280300938144,4
1.831897852530271,-2.1590367715975196,-0.9904931536617264,-0.47208526725582584,-0.9605063236776725,3
-0.39195671745434213,-0.5254586828699355,-0.9287778709363915,-0.3422140036651099,-0.37515305504070146,4
0.6716259029730814,-2.485752389343036,-0.9699213927532815,0.7833369474544295,-0.13412523854315664,3
-0.1985780591948104,-0.7704953961790733,0.09981017448586167,-0.25563316127129915,-1.2015341401752555,5
-0.2952673883245763,-1.6689633449792445,-0.9699213927532815,-0.21234274007439824,-0.6161808715382845,3
-0.48864604658410776,-0.19874306512441883,-0.7847755445772759,0.004109365910132942,-0.4095856002546365,6
-0.39195671745434213,-0.3621008739971774,0.8609653280983287,0.17727105069775453,0.8299860274471373,3
