gvh,mit,erl,pox,vac,target
0.880311306807158,-0.9536130438614908,-0.09863558413301868,-0.10019381109315616,-0.3739837676099278,7
1.3646325217979953,0.06902370758721209,-0.09863558413301868,-0.10019381109315616,0.513922138169852,7
0.9610315093056309,-0.807522079368819,-0.09863558413301868,-0.10019381109315616,0.513922138169852,7
-0.4919321356668798,-0.9536130438614908,-0.09863558413301868,-0.10019381109315616,0.691503319325808,8
-0.4919321356668798,2.041251728238282,-0.09863558413301868,-0.10019381109315616,-0.3739837676099278,7
-0.8148129456607709,-0.661431114876147,-0.09863558413301868,6.439860435014475,-0.19640258645397182,1
0.3152698893178486,2.844752032947977,-0.09863558413301868,-0.10019381109315616,0.513922138169852,7
-0.41121193316840693,-0.44229466813713936,-0.09863558413301868,-0.10019381109315616,1.4018280439496298,8
-0.007610920676042921,0.7264330478042351,-0.09863558413301868,-0.10019381109315616,-0.19640258645397182,7
-0.8955331481592438,-0.807522079368819,-0.09863558413301868,-0.10019381109315616,1.4018280439496298,1
-0.8955331481592438,-0.3692491858908036,-0.09863558413301868,-0.10019381109315616,0.513922138169852,8
-1.0569735531561895,-0.44229466813713936,-0.09863558413301868,-0.10019381109315616,0.33634095701389605,8
-0.6533725406638256,0.6533875655578991,-0.09863558413301868,-0.10019381109315616,0.513922138169852,1
-0.8148129456607709,1.4568878702675945,-0.09863558413301868,-0.10019381109315616,0.513922138169852,7
0.3959900918163215,-0.5153401503834754,-0.09863558413301868,-0.10019381109315616,-0.7291461299218387,7
-0.4919321356668798,-1.0997040083541627,-0.09863558413301868,-0.10019381109315616,-0.018821405298015865,1
-0.8955331481592438,-1.0997040083541627,-0.09863558413301868,-0.10019381109315616,-0.19640258645397182,1
-0.2497715281714616,-1.0997040083541627,-0.09863558413301868,-0.10019381109315616,0.1587597758579401,8
-1.2991341606516078,-0.3692491858908036,-0.09863558413301868,-0.10019381109315616,-0.19640258645397182,8
0.7995911043086851,-0.3692491858908036,-0.09863558413301868,-0.10019381109315616,-0.018821405298015865,8
-0.8148129456607709,-0.734476597122483,-0.09863558413301868,-0.10019381109315616,-0.018821405298015865,1
-0.4919321356668798,-0.2962037036444676,-0.09863558413301868,-0.10019381109315616,0.1587597758579401,1
1.0417517118041038,0.2881601543262196,-0.09863558413301868,-0.10019381109315616,-0.19640258645397182,1
0.23454968681937574,-0.9536130438614908,-0.09863558413301868,-0.10019381109315616,0.869084500481764,1
0.23454968681937574,-0.807522079368819,-0.09863558413301868,-0.10019381109315616,1.4018280439496298,1
0.07310928182242997,1.822115281499274,-0.09863558413301868,-0.10019381109315616,0.691503319325808,7
-0.41121193316840693,-0.5153401503834754,-0.09863558413301868,-0.10019381109315616,1.5794092251055858,1
-0.2497715281714616,-0.5883856326298113,-0.09863558413301868,-0.10019381109315616,0.1587597758579401,1
1.3646325217979953,-0.15011273915179585,-0.09863558413301868,-0.10019381109315616,-0.19640258645397182,7
3.059756774265924,0.945569494543243,-0.09863558413301868,-0.10019381109315616,1.04666568163772,4
0.3152698893178486,-1.1727494906004985,-0.09863558413301868,-0.10019381109315616,1.224246862793674,8
0.07310928182242997,4.451752642367366,-0.09863558413301868,-0.10019381109315616,0.33634095701389605,7
0.880311306807158,-1.0266585261078267,-0.09863558413301868,-0.10019381109315616,0.513922138169852,1
0.3959900918163215,1.2377514235285865,-0.09863558413301868,-0.10019381109315616,0.1587597758579401,8
1.9296739392873046,-0.0040217746591238845,-0.09863558413301868,-0.10019381109315616,-1.2618896733897067,4
1.3646325217979953,0.5803420833115636,-0.09863558413301868,-0.10019381109315616,-1.4394708545456625,3
0.880311306807158,0.2881601543262196,-0.09863558413301868,-0.10019381109315616,0.691503319325808,7
-0.41121193316840693,-0.5883856326298113,-0.09863558413301868,-0.10019381109315616,1.04666568163772,1
0.23454968681937574,1.3107969057749225,-0.09863558413301868,-0.10019381109315616,-0.018821405298015865,7
0.23454968681937574,0.5803420833115636,-0.09863558413301868,-0.10019381109315616,0.513922138169852,7
1.445352724296468,-0.15011273915179585,-0.09863558413301868,-0.10019381109315616,0.691503319325808,5
1.9296739392873046,1.018614976789579,-0.09863558413301868,-0.10019381109315616,0.869084500481764,5
0.5574304968132664,0.14206918983354808,-0.09863558413301868,-0.10019381109315616,1.5794092251055858,5
0.3152698893178486,-0.44229466813713936,-0.09863558413301868,-0.10019381109315616,0.1587597758579401,6
-1.1376937556546625,-0.5883856326298113,-0.09863558413301868,-0.10019381109315616,-0.3739837676099278,10
-1.5412947681470264,0.945569494543243,-0.09863558413301868,-0.10019381109315616,-0.5515649487658838,8
2.0103941417857776,1.52993335251393,-0.09863558413301868,-0.10019381109315616,-1.7946332168575736,5
-0.8955331481592438,0.21511467207988363,-0.09863558413301868,-0.10019381109315616,-0.3739837676099278,3
0.5574304968132664,0.14206918983354808,-0.09863558413301868,-0.10019381109315616,1.4018280439496298,10
