mcg,pox,vac,nuc,target
0.5787666186312738,-0.10019381109315616,-0.3739837676099278,-0.5398544922122246,7
-0.5116741190129711,-0.10019381109315616,0.513922138169852,-0.5398544922122246,7
1.0149429136889723,-0.10019381109315616,0.513922138169852,-0.5398544922122246,7
0.5787666186312738,-0.10019381109315616,0.691503319325808,-0.5398544922122246,8
-0.5843701681892542,-0.10019381109315616,-0.3739837676099278,-0.5398544922122246,7
0.06989427439729308,6.439860435014475,-0.19640258645397182,-0.5398544922122246,1
-0.0028017747789899983,-0.10019381109315616,0.513922138169852,-0.5398544922122246,7
-0.14819387313155616,-0.10019381109315616,1.4018280439496298,0.586899509010225,8
0.3606784711024254,-0.10019381109315616,-0.19640258645397182,-0.5398544922122246,7
-0.72976226654182,-0.10019381109315616,1.4018280439496298,0.2113148419360749,1
-0.5116741190129711,-0.10019381109315616,0.513922138169852,-0.07037365836953717,8
-0.5843701681892542,-0.10019381109315616,0.33634095701389605,0.11741867516753736,8
-0.72976226654182,-0.10019381109315616,0.513922138169852,-0.2581659919066122,1
0.7241587169838399,-0.10019381109315616,0.513922138169852,-0.5398544922122246,7
1.1603350120415383,-0.10019381109315616,-0.7291461299218387,-0.5398544922122246,7
-0.2935859714841219,-0.10019381109315616,-0.018821405298015865,-0.5398544922122246,1
-0.22088992230783921,-0.10019381109315616,-0.19640258645397182,1.1502765096214496,1
0.5787666186312738,-0.10019381109315616,0.1587597758579401,-0.1642698251380747,8
-0.0028017747789899983,-0.10019381109315616,-0.19640258645397182,-0.5398544922122246,8
0.7968547661601231,-0.10019381109315616,-0.018821405298015865,-0.2581659919066122,8
-0.366282020660405,-0.10019381109315616,-0.018821405298015865,-0.5398544922122246,1
-0.5116741190129711,-0.10019381109315616,0.1587597758579401,-0.5398544922122246,1
1.6692073562755192,-0.10019381109315616,-0.19640258645397182,-0.5398544922122246,1
-0.5116741190129711,-0.10019381109315616,0.869084500481764,-0.5398544922122246,1
-0.2935859714841219,-0.10019381109315616,1.4018280439496298,-0.5398544922122246,1
0.06989427439729308,-0.10019381109315616,0.691503319325808,-0.5398544922122246,7
0.6514626678075569,-0.10019381109315616,1.5794092251055858,-0.07037365836953717,1
0.5060705694549907,-0.10019381109315616,0.1587597758579401,-0.5398544922122246,1
0.9422468645126891,-0.10019381109315616,-0.19640258645397182,-0.5398544922122246,7
2.1780797005095005,-0.10019381109315616,1.04666568163772,0.49300334224168746,4
0.21528637274985923,-0.10019381109315616,1.224246862793674,0.39910717547314994,8
0.06989427439729308,-0.10019381109315616,0.33634095701389605,-0.5398544922122246,7
-0.8751543648943861,-0.10019381109315616,0.513922138169852,1.8075496770012114,1
-1.238634610775801,-0.10019381109315616,0.1587597758579401,-0.5398544922122246,8
2.0326876021569347,-0.10019381109315616,-1.2618896733897067,-0.5398544922122246,4
1.7419034054518021,-0.10019381109315616,-1.4394708545456625,-0.5398544922122246,3
1.596511307099236,-0.10019381109315616,0.691503319325808,-0.2581659919066122,7
-0.72976226654182,-0.10019381109315616,1.04666568163772,-0.1642698251380747,1
0.6514626678075569,-0.10019381109315616,-0.018821405298015865,-0.5398544922122246,7
0.5060705694549907,-0.10019381109315616,0.513922138169852,-0.5398544922122246,7
2.6142559955671985,-0.10019381109315616,0.691503319325808,-0.5398544922122246,5
2.6142559955671985,-0.10019381109315616,0.869084500481764,-0.5398544922122246,5
2.105383651333218,-0.10019381109315616,1.5794092251055858,-0.5398544922122246,5
-0.6570662173655373,-0.10019381109315616,0.1587597758579401,-0.5398544922122246,6
-0.9478504140706692,-0.10019381109315616,-0.3739837676099278,-0.1642698251380747,10
