mcg,gvh,alm,mit,erl,pox,vac,nuc,target
0.14327475424849823,-0.12423227826869103,0.2790328268595261,-0.7243859033389443,0.5,-0.09048333010155929,-0.5259466371446911,-0.13842956875660953,4
-0.03639953216042986,0.1442946337654974,-0.424615171307974,-0.2699716728532252,0.5,-0.09048333010155929,0.4693194298827818,1.3438316597757023,4
-1.6534681098407813,-1.287848897083506,0.513582159582026,-0.11850026269131894,0.5,-0.09048333010155929,0.07121300307179265,-0.550168798904474,1
0.05343761104403419,0.2338036044435602,0.7481314923045248,-0.11850026269131894,0.5,-0.09048333010155929,-0.12784021033370194,-0.550168798904474,1
0.14327475424849823,-0.21374124894675334,-0.6591645040304733,1.471949544008698,0.5,-0.09048333010155929,0.27026621647728727,-0.550168798904474,3
-1.0246081074095335,-0.8403040436931924,0.3963074932207761,-0.7243859033389443,0.5,-0.09048333010155929,-0.12784021033370194,-0.05608172272703656,4
-0.7550966777961413,0.05478566308743458,-2.418284499449222,-0.4971787880960848,0.5,-0.09048333010155929,0.27026621647728727,0.19096181536168183,2
-0.03639953216042986,-1.4668668384396315,0.04448349413702604,-0.11850026269131894,0.5,-0.09048333010155929,0.6683726432882764,-0.13842956875660953,4
0.05343761104403419,0.323312575121623,-0.19006583858547396,0.714592493199166,0.5,7.80129583665098,0.07121300307179265,-0.550168798904474,3
1.490831902315458,-0.3927591903028789,0.6308568259432761,-0.8001216084198975,0.5,-0.09048333010155929,1.0664790700992657,-0.550168798904474,1
1.31115761590653,0.8603663991899988,-0.5418898376692233,-0.9515930185818039,0.5,-0.09048333010155929,0.4693194298827818,-0.550168798904474,1
-1.294119537022925,-0.21374124894675334,0.2790328268595261,-1.027328723662757,0.5,-0.09048333010155929,-0.12784021033370194,-0.13842956875660953,1
-0.21607381856935745,-0.21374124894675334,1.2172301577495248,-0.4214430830151315,0.5,-0.09048333010155929,2.260798350532231,-0.550168798904474,1
0.6822976134752825,0.1442946337654974,1.8036034895557749,0.7903281982801192,0.5,-0.09048333010155929,-0.3268934237391965,-0.550168798904474,3
1.221320472702066,-0.03472330759062822,0.3963074932207761,-0.04276455761036569,0.5,-0.09048333010155929,-0.12784021033370194,-0.550168798904474,1
0.8619718998842096,0.5918394871558114,0.04448349413702604,-0.572914493177038,0.5,-0.09048333010155929,0.07121300307179265,1.1791359677165563,4
1.490831902315458,1.21840228190225,-2.535559165810472,0.18444255763249406,0.5,-0.09048333010155929,0.07121300307179265,-0.550168798904474,3
-0.21607381856935745,0.4128215457996858,-0.424615171307974,1.3204781338467915,0.5,-0.09048333010155929,-0.12784021033370194,-0.13842956875660953,3
0.2331118974529623,0.1442946337654974,1.3345048241107749,-0.19423596777227198,0.5,-0.09048333010155929,-3.1136384114161184,-1.455995105229776,1
-0.03639953216042986,1.0393843405461245,-1.8319111676429727,-0.3457073779341785,0.5,-0.09048333010155929,0.27026621647728727,-0.550168798904474,2
-1.0246081074095335,-1.1983399264054437,-0.424615171307974,-0.2699716728532252,0.5,-0.09048333010155929,-1.3221594907666683,0.19096181536168183,2
0.2331118974529623,-0.30325021962481613,-0.19006583858547396,0.33591396779440014,0.5,-0.09048333010155929,-0.7249998505501857,0.932092429627838,4
-0.03639953216042986,-0.12423227826869103,0.7481314923045248,1.6991566592515575,0.5,-0.09048333010155929,-0.5259466371446911,-0.550168798904474,3
-1.294119537022925,-1.8249027211518822,0.16175816049827604,-0.8001216084198975,0.5,-0.09048333010155929,0.07121300307179265,4.7200933469881905,4
-0.5754223913872136,-1.6458847797957572,-0.19006583858547396,0.18444255763249406,0.5,-0.09048333010155929,0.6683726432882764,-0.550168798904474,1
1.31115761590653,-0.4822681609809418,-0.19006583858547396,0.2601782627134469,0.5,-0.09048333010155929,-0.12784021033370194,-0.13842956875660953,1
1.490831902315458,0.4128215457996858,-0.6591645040304733,-0.9515930185818039,0.5,-0.09048333010155929,0.4693194298827818,-0.550168798904474,1
2.2993661911556336,1.0393843405461245,-0.424615171307974,-0.4214430830151315,0.5,-0.09048333010155929,4.251330484587174,-0.550168798904474,1
0.9518090430886736,0.2338036044435602,1.4517794904720247,-0.4214430830151315,0.5,-0.09048333010155929,-0.12784021033370194,1.0967881216869835,4
-0.03639953216042986,0.323312575121623,-0.07279117222422396,1.0932710186039323,0.5,-0.09048333010155929,-1.919319130983152,-0.550168798904474,1
0.2331118974529623,-0.3927591903028789,0.7481314923045248,0.18444255763249406,0.5,-0.09048333010155929,1.265532283504758,-0.550168798904474,1
0.5026233270663545,-2.0934296331860707,0.9826808250270248,0.1087068525515408,0.5,-0.09048333010155929,-1.1231062773611737,-0.22077741478618246,4
0.6822976134752825,-0.5717771316590046,-1.949185834004222,0.33591396779440014,0.5,-0.09048333010155929,0.27026621647728727,-0.550168798904474,2
1.400994759110994,1.1288933112241872,-1.1282631694754732,-0.2699716728532252,0.5,-0.09048333010155929,0.07121300307179265,-0.550168798904474,2
-1.294119537022925,-2.8095013986105726,0.16175816049827604,-0.9515930185818039,0.5,-0.09048333010155929,0.07121300307179265,3.8142670406628887,4
0.8619718998842096,0.05478566308743458,1.2172301577495248,0.03297114747058756,0.5,-0.09048333010155929,0.27026621647728727,-0.550168798904474,4
0.9518090430886736,-0.21374124894675334,-0.5418898376692233,0.6388567881182131,0.5,-0.09048333010155929,-0.12784021033370194,1.1791359677165563,4
1.31115761590653,0.9498753698680616,0.3963074932207761,1.6234209541706042,0.5,-0.09048333010155929,-0.9240530639556792,-0.550168798904474,3
-2.1924909690675647,-3.1675372813228235,0.04448349413702604,-0.7243859033389443,0.5,-0.09048333010155929,0.4693194298827818,1.8379187359531395,4
0.6822976134752825,0.05478566308743458,-0.07279117222422396,1.5476852490896513,0.5,-0.09048333010155929,0.27026621647728727,-0.3031252608157554,3
-0.5754223913872136,0.9498753698680616,1.6863288231945248,-0.8758573135008506,0.5,-0.09048333010155929,-0.3268934237391965,0.35565750742082775,4
-1.6534681098407813,-0.7507950730151297,-0.07279117222422396,-0.7243859033389443,0.5,-0.09048333010155929,0.07121300307179265,0.4380053534504007,4
-1.204282393818461,-0.21374124894675334,0.7481314923045248,-1.2545358389056167,0.5,-0.09048333010155929,0.867425856693771,-0.550168798904474,1
-0.9347709642050693,0.8603663991899988,-0.07279117222422396,-0.2699716728532252,0.5,-0.09048333010155929,-0.7249998505501857,-0.550168798904474,4
1.490831902315458,-0.3927591903028789,0.04448349413702604,0.714592493199166,0.5,-0.09048333010155929,0.4693194298827818,-0.550168798904474,1
0.14327475424849823,-0.21374124894675334,-1.949185834004222,-0.3457073779341785,0.5,-0.09048333010155929,0.867425856693771,-0.550168798904474,2
-1.0246081074095335,-0.9298130143712553,0.6308568259432761,1.3962138389277448,0.5,-0.09048333010155929,-0.5259466371446911,-0.550168798904474,3
-0.4855852481827496,-0.3927591903028789,-2.066460500365472,-0.6486501982579911,0.5,-0.09048333010155929,0.6683726432882764,-0.13842956875660953,2
-0.1262366753648934,0.7708574285119361,0.16175816049827604,0.18444255763249406,0.5,-0.09048333010155929,0.27026621647728727,-0.550168798904474,4
1.580669045519922,1.1288933112241872,-1.3628125021979727,0.33591396779440014,0.5,-0.09048333010155929,1.265532283504758,-0.05608172272703656,2
0.8619718998842096,-0.5717771316590046,1.4517794904720247,-0.2699716728532252,0.5,-0.09048333010155929,3.4551176309651983,0.2733096613912548,4
0.41278618386189037,0.2338036044435602,-0.307340504946724,-1.027328723662757,0.5,-0.09048333010155929,0.6683726432882764,0.19096181536168183,1
-0.03639953216042986,-0.8403040436931924,0.9826808250270248,-0.8001216084198975,0.5,-0.09048333010155929,1.265532283504758,-0.550168798904474,1
-1.473793823431853,-1.5563758091176945,0.3963074932207761,-0.572914493177038,0.5,-0.09048333010155929,0.27026621647728727,0.026266123302535933,4
1.31115761590653,1.0393843405461245,-0.424615171307974,-0.7243859033389443,0.5,-0.09048333010155929,0.4693194298827818,-0.550168798904474,1
0.5026233270663545,-0.03472330759062822,-0.6591645040304733,1.3962138389277448,0.5,-0.09048333010155929,-0.3268934237391965,-0.13842956875660953,3
0.5924604702708185,0.323312575121623,1.4517794904720247,0.8660639033610724,0.5,-0.09048333010155929,-0.9240530639556792,-0.550168798904474,3
0.2331118974529623,0.5023305164777486,-0.307340504946724,2.986663645627762,0.5,-0.09048333010155929,0.4693194298827818,-0.550168798904474,3
0.32294904065742636,0.323312575121623,-0.307340504946724,1.8506280694134638,0.5,-0.09048333010155929,0.07121300307179265,-0.550168798904474,3
-0.7550966777961413,1.4869291939364384,0.7481314923045248,-0.4971787880960848,0.5,-0.09048333010155929,-1.3221594907666683,-0.3031252608157554,1
0.5026233270663545,0.6813484578338742,-0.19006583858547396,1.5476852490896513,0.5,-0.09048333010155929,0.27026621647728727,-0.550168798904474,3
0.41278618386189037,-0.21374124894675334,0.6308568259432761,-0.04276455761036569,0.5,-0.09048333010155929,0.27026621647728727,-0.550168798904474,4
0.5026233270663545,-0.3927591903028789,0.04448349413702604,0.5631210830372599,0.5,-0.09048333010155929,0.867425856693771,-0.550168798904474,1
-0.1262366753648934,-1.1983399264054437,2.1554274886395235,-0.572914493177038,0.5,-0.09048333010155929,-4.10890447844359,-0.3031252608157554,1
-0.21607381856935745,0.5023305164777486,0.3963074932207761,2.759456530384902,0.5,-0.09048333010155929,0.4693194298827818,-0.550168798904474,3
