alm,mit,vac,nuc,target
-0.3355283226816736,-0.9536130438614908,-0.3739837676099278,-0.5398544922122246,7
-0.2180246705109164,0.06902370758721209,0.513922138169852,-0.5398544922122246,7
-0.10052101834015917,-0.807522079368819,0.513922138169852,-0.5398544922122246,7
0.8395081990258972,-0.9536130438614908,0.691503319325808,-0.5398544922122246,8
-0.2180246705109164,2.041251728238282,-0.3739837676099278,-0.5398544922122246,7
0.7220045468551413,-0.661431114876147,-0.19640258645397182,-0.5398544922122246,1
-0.2180246705109164,2.844752032947977,0.513922138169852,-0.5398544922122246,7
1.0745155033674116,-0.44229466813713936,1.4018280439496298,0.586899509010225,8
1.8970410685627122,0.7264330478042351,-0.19640258645397182,-0.5398544922122246,7
1.192019155538169,-0.807522079368819,1.4018280439496298,0.2113148419360749,1
0.48699724251362686,-0.3692491858908036,0.513922138169852,-0.07037365836953717,8
1.0745155033674116,-0.44229466813713936,0.33634095701389605,0.11741867516753736,8
0.8395081990258972,0.6533875655578991,0.513922138169852,-0.2581659919066122,1
0.25198993817211246,1.4568878702675945,0.513922138169852,-0.5398544922122246,7
-0.5705356270231874,-0.5153401503834754,-0.7291461299218387,-0.5398544922122246,7
0.25198993817211246,-1.0997040083541627,-0.018821405298015865,-0.5398544922122246,1
0.01698263383059804,-1.0997040083541627,-0.19640258645397182,1.1502765096214496,1
0.48699724251362686,-1.0997040083541627,0.1587597758579401,-0.1642698251380747,8
0.6045008946843841,-0.3692491858908036,-0.19640258645397182,-0.5398544922122246,8
0.6045008946843841,-0.3692491858908036,-0.018821405298015865,-0.2581659919066122,8
0.01698263383059804,-0.734476597122483,-0.018821405298015865,-0.5398544922122246,1
-0.2180246705109164,-0.2962037036444676,0.1587597758579401,-0.5398544922122246,1
-0.923046583535459,0.2881601543262196,-0.19640258645397182,-0.5398544922122246,1
0.25198993817211246,-0.9536130438614908,0.869084500481764,-0.5398544922122246,1
0.25198993817211246,-0.807522079368819,1.4018280439496298,-0.5398544922122246,1
0.25198993817211246,1.822115281499274,0.691503319325808,-0.5398544922122246,7
0.36949359034286966,-0.5153401503834754,1.5794092251055858,-0.07037365836953717,1
1.192019155538169,-0.5883856326298113,0.1587597758579401,-0.5398544922122246,1
0.8395081990258972,-0.15011273915179585,-0.19640258645397182,-0.5398544922122246,7
-1.6280684965600016,0.945569494543243,1.04666568163772,0.49300334224168746,4
-0.8055429313647018,-1.1727494906004985,1.224246862793674,0.39910717547314994,8
-0.8055429313647018,4.451752642367366,0.33634095701389605,-0.5398544922122246,7
1.309522807708926,-1.0266585261078267,0.513922138169852,1.8075496770012114,1
0.13448628600135526,1.2377514235285865,0.1587597758579401,-0.5398544922122246,8
-0.923046583535459,-0.0040217746591238845,-1.2618896733897067,-0.5398544922122246,4
-0.3355283226816736,0.5803420833115636,-1.4394708545456625,-0.5398544922122246,3
-0.5705356270231874,0.2881601543262196,0.691503319325808,-0.2581659919066122,7
0.8395081990258972,-0.5883856326298113,1.04666568163772,-0.1642698251380747,1
-0.8055429313647018,1.3107969057749225,-0.018821405298015865,-0.5398544922122246,7
0.36949359034286966,0.5803420833115636,0.513922138169852,-0.5398544922122246,7
-1.27555754004773,-0.15011273915179585,0.691503319325808,-0.5398544922122246,5
0.13448628600135526,1.018614976789579,0.869084500481764,-0.5398544922122246,5
-1.0405502357062162,0.14206918983354808,1.5794092251055858,-0.5398544922122246,5
