gvh,mit,pox,nuc,target
0.880311306807158,-0.9536130438614908,-0.10019381109315616,-0.5398544922122246,7
1.3646325217979953,0.06902370758721209,-0.10019381109315616,-0.5398544922122246,7
0.9610315093056309,-0.807522079368819,-0.10019381109315616,-0.5398544922122246,7
-0.4919321356668798,-0.9536130438614908,-0.10019381109315616,-0.5398544922122246,8
-0.4919321356668798,2.041251728238282,-0.10019381109315616,-0.5398544922122246,7
-0.8148129456607709,-0.661431114876147,6.439860435014475,-0.5398544922122246,1
0.3152698893178486,2.844752032947977,-0.10019381109315616,-0.5398544922122246,7
-0.41121193316840693,-0.44229466813713936,-0.10019381109315616,0.586899509010225,8
-0.007610920676042921,0.7264330478042351,-0.10019381109315616,-0.5398544922122246,7
-0.8955331481592438,-0.807522079368819,-0.10019381109315616,0.2113148419360749,1
-0.8955331481592438,-0.3692491858908036,-0.10019381109315616,-0.07037365836953717,8
-1.0569735531561895,-0.44229466813713936,-0.10019381109315616,0.11741867516753736,8
-0.6533725406638256,0.6533875655578991,-0.10019381109315616,-0.2581659919066122,1
-0.8148129456607709,1.4568878702675945,-0.10019381109315616,-0.5398544922122246,7
0.3959900918163215,-0.5153401503834754,-0.10019381109315616,-0.5398544922122246,7
-0.4919321356668798,-1.0997040083541627,-0.10019381109315616,-0.5398544922122246,1
-0.8955331481592438,-1.0997040083541627,-0.10019381109315616,1.1502765096214496,1
-0.2497715281714616,-1.0997040083541627,-0.10019381109315616,-0.1642698251380747,8
-1.2991341606516078,-0.3692491858908036,-0.10019381109315616,-0.5398544922122246,8
0.7995911043086851,-0.3692491858908036,-0.10019381109315616,-0.2581659919066122,8
-0.8148129456607709,-0.734476597122483,-0.10019381109315616,-0.5398544922122246,1
-0.4919321356668798,-0.2962037036444676,-0.10019381109315616,-0.5398544922122246,1
1.0417517118041038,0.2881601543262196,-0.10019381109315616,-0.5398544922122246,1
0.23454968681937574,-0.9536130438614908,-0.10019381109315616,-0.5398544922122246,1
0.23454968681937574,-0.807522079368819,-0.10019381109315616,-0.5398544922122246,1
0.07310928182242997,1.822115281499274,-0.10019381109315616,-0.5398544922122246,7
-0.41121193316840693,-0.5153401503834754,-0.10019381109315616,-0.07037365836953717,1
-0.2497715281714616,-0.5883856326298113,-0.10019381109315616,-0.5398544922122246,1
1.3646325217979953,-0.15011273915179585,-0.10019381109315616,-0.5398544922122246,7
3.059756774265924,0.945569494543243,-0.10019381109315616,0.49300334224168746,4
