mcg,alm,erl,nuc,target
0.5787666186312738,-0.3355283226816736,-0.09863558413301868,-0.5398544922122246,7
-0.5116741190129711,-0.2180246705109164,-0.09863558413301868,-0.5398544922122246,7
1.0149429136889723,-0.10052101834015917,-0.09863558413301868,-0.5398544922122246,7
0.5787666186312738,0.8395081990258972,-0.09863558413301868,-0.5398544922122246,8
-0.5843701681892542,-0.2180246705109164,-0.09863558413301868,-0.5398544922122246,7
0.06989427439729308,0.7220045468551413,-0.09863558413301868,-0.5398544922122246,1
-0.0028017747789899983,-0.2180246705109164,-0.09863558413301868,-0.5398544922122246,7
-0.14819387313155616,1.0745155033674116,-0.09863558413301868,0.586899509010225,8
0.3606784711024254,1.8970410685627122,-0.09863558413301868,-0.5398544922122246,7
-0.72976226654182,1.192019155538169,-0.09863558413301868,0.2113148419360749,1
-0.5116741190129711,0.48699724251362686,-0.09863558413301868,-0.07037365836953717,8
-0.5843701681892542,1.0745155033674116,-0.09863558413301868,0.11741867516753736,8
-0.72976226654182,0.8395081990258972,-0.09863558413301868,-0.2581659919066122,1
0.7241587169838399,0.25198993817211246,-0.09863558413301868,-0.5398544922122246,7
1.1603350120415383,-0.5705356270231874,-0.09863558413301868,-0.5398544922122246,7
-0.2935859714841219,0.25198993817211246,-0.09863558413301868,-0.5398544922122246,1
-0.22088992230783921,0.01698263383059804,-0.09863558413301868,1.1502765096214496,1
0.5787666186312738,0.48699724251362686,-0.09863558413301868,-0.1642698251380747,8
-0.0028017747789899983,0.6045008946843841,-0.09863558413301868,-0.5398544922122246,8
0.7968547661601231,0.6045008946843841,-0.09863558413301868,-0.2581659919066122,8
-0.366282020660405,0.01698263383059804,-0.09863558413301868,-0.5398544922122246,1
-0.5116741190129711,-0.2180246705109164,-0.09863558413301868,-0.5398544922122246,1
1.6692073562755192,-0.923046583535459,-0.09863558413301868,-0.5398544922122246,1
-0.5116741190129711,0.25198993817211246,-0.09863558413301868,-0.5398544922122246,1
-0.2935859714841219,0.25198993817211246,-0.09863558413301868,-0.5398544922122246,1
0.06989427439729308,0.25198993817211246,-0.09863558413301868,-0.5398544922122246,7
0.6514626678075569,0.36949359034286966,-0.09863558413301868,-0.07037365836953717,1
0.5060705694549907,1.192019155538169,-0.09863558413301868,-0.5398544922122246,1
0.9422468645126891,0.8395081990258972,-0.09863558413301868,-0.5398544922122246,7
2.1780797005095005,-1.6280684965600016,-0.09863558413301868,0.49300334224168746,4
0.21528637274985923,-0.8055429313647018,-0.09863558413301868,0.39910717547314994,8
0.06989427439729308,-0.8055429313647018,-0.09863558413301868,-0.5398544922122246,7
-0.8751543648943861,1.309522807708926,-0.09863558413301868,1.8075496770012114,1
-1.238634610775801,0.13448628600135526,-0.09863558413301868,-0.5398544922122246,8
2.0326876021569347,-0.923046583535459,-0.09863558413301868,-0.5398544922122246,4
1.7419034054518021,-0.3355283226816736,-0.09863558413301868,-0.5398544922122246,3
